4.277685657143592834e-02 7.585506439208984375e-01 8.598811179399490356e-02 6.139127612113952637e-01 6.042644977569580078e-01 5.558944344520568848e-01 9.704672098159790039e-01 8.317556381225585938e-01 5.018951892852783203e-01 8.356751799583435059e-01 6.699142456054687500e-01 9.107408113777637482e-03 4.355987533926963806e-02
3.664557263255119324e-02 1.684819459915161133e-01 3.200825303792953491e-02 4.272327721118927002e-01 5.407638549804687500e-01 5.027649402618408203e-01 5.840820670127868652e-01 4.009827971458435059e-01 4.938629567623138428e-01 4.887320101261138916e-01 7.600269317626953125e-01 1.116228289902210236e-02 1.117945369333028793e-02
1.153271496295928955e-01 7.960743308067321777e-01 1.305221319198608398e-01 7.135691642761230469e-01 7.345294952392578125e-01 7.344335317611694336e-01 7.968350052833557129e-01 7.307721972465515137e-01 7.919244170188903809e-01 6.573147773742675781e-01 8.465680480003356934e-01 6.800720002502202988e-03 9.350010193884372711e-03
2.159109413623809814e-01 5.472428798675537109e-01 6.987411528825759888e-02 6.766391992568969727e-01 9.049504399299621582e-01 8.762124180793762207e-01 9.260948896408081055e-01 8.664797544479370117e-01 8.704673051834106445e-01 9.104099869728088379e-01 7.601231932640075684e-01 9.845457971096038818e-03 2.404025197029113770e-02
2.595487423241138458e-02 1.271004974842071533e-01 2.007741667330265045e-02 3.088972866535186768e-01 5.027794837951660156e-01 4.681861996650695801e-01 3.238101303577423096e-01 7.174448966979980469e-01 5.306898355484008789e-01 3.416688442230224609e-01 4.904818534851074219e-01 1.413226965814828873e-02 1.015342678874731064e-02
7.058686763048171997e-02 7.570495009422302246e-01 8.328902721405029297e-02 5.808257460594177246e-01 6.248777508735656738e-01 5.697189569473266602e-01 9.747822880744934082e-01 8.555887341499328613e-01 5.858715772628784180e-01 7.491710782051086426e-01 5.276929736137390137e-01 1.086942199617624283e-02 3.060317784547805786e-02
3.405649214982986450e-02 1.751827299594879150e-01 4.433018341660499573e-02 3.099412322044372559e-01 4.894258379936218262e-01 4.827142357826232910e-01 5.186164975166320801e-01 3.606175184249877930e-01 5.491477251052856445e-01 4.396615922451019287e-01 8.330410718917846680e-01 9.268114343285560608e-03 1.048153638839721680e-02
7.766546308994293213e-02 7.183580398559570312e-01 9.941293299198150635e-02 7.947426438331604004e-01 7.629116773605346680e-01 7.921979427337646484e-01 7.974266409873962402e-01 8.252990841865539551e-01 8.253366947174072266e-01 6.879268884658813477e-01 8.162767887115478516e-01 4.477859009057283401e-03 1.163725927472114563e-02
1.852301806211471558e-01 4.419618844985961914e-01 1.134166568517684937e-01 5.758826732635498047e-01 9.376822113990783691e-01 8.674932718276977539e-01 9.181197881698608398e-01 8.206759095191955566e-01 9.391624331474304199e-01 9.287128448486328125e-01 7.256355881690979004e-01 1.185041200369596481e-02 2.123868279159069061e-02
3.907086327672004700e-02 1.634297519922256470e-01 2.891405858099460602e-02 4.197293817996978760e-01 4.744669497013092041e-01 3.952581882476806641e-01 5.593793988227844238e-01 6.450970172882080078e-01 5.468050241470336914e-01 4.092822372913360596e-01 6.433828473091125488e-01 1.298279128968715668e-02 9.518250823020935059e-03
