2.372886091470718384e-01 7.223811745643615723e-01 2.915558218955993652e-01 6.034132242202758789e-01 3.388851881027221680e-01 4.254180192947387695e-01 8.926957845687866211e-01 8.327499032020568848e-01 4.745769500732421875e-01 6.581000685691833496e-01 6.744214892387390137e-01 2.284170240163803101e-01 4.872552454471588135e-01
3.163902461528778076e-01 8.604362607002258301e-01 3.466569185256958008e-01 7.161461710929870605e-01 7.617397308349609375e-01 7.422671914100646973e-01 9.546518325805664062e-01 8.547529578208923340e-01 7.984663248062133789e-01 9.214283227920532227e-01 9.208395481109619141e-01 2.918934822082519531e-01 4.714007377624511719e-01
3.605135679244995117e-01 7.506865262985229492e-01 2.561988532543182373e-01 3.195595145225524902e-01 6.943655610084533691e-01 6.023936867713928223e-01 9.077601432800292969e-01 7.465060949325561523e-01 7.072356939315795898e-01 7.657503485679626465e-01 8.729536533355712891e-01 2.577575743198394775e-01 3.680698573589324951e-01
5.204474925994873047e-01 8.021962046623229980e-01 2.376530021429061890e-01 3.434251546859741211e-01 8.050100207328796387e-01 8.292986750602722168e-01 8.818728923797607422e-01 9.001684784889221191e-01 8.212562799453735352e-01 8.750537037849426270e-01 7.667502164840698242e-01 3.376050591468811035e-01 5.268260240554809570e-01
6.166573762893676758e-01 9.276217818260192871e-01 2.486662268638610840e-01 3.593465983867645264e-01 8.533968925476074219e-01 7.828258872032165527e-01 9.898075461387634277e-01 9.226520061492919922e-01 8.667280077934265137e-01 9.420068860054016113e-01 9.559398293495178223e-01 2.340332418680191040e-01 4.930322766304016113e-01
2.409345060586929321e-01 7.435002326965332031e-01 2.817137241363525391e-01 5.147504210472106934e-01 5.052471160888671875e-01 6.024221181869506836e-01 9.209524989128112793e-01 8.964463472366333008e-01 5.598825812339782715e-01 6.746205091476440430e-01 8.084950447082519531e-01 2.331132441759109497e-01 4.771430492401123047e-01
3.320795297622680664e-01 8.272343277931213379e-01 4.194768071174621582e-01 7.548416256904602051e-01 8.085412383079528809e-01 8.528051972389221191e-01 9.523355960845947266e-01 8.863671422004699707e-01 8.636112809181213379e-01 9.053285717964172363e-01 9.304641485214233398e-01 2.538214027881622314e-01 4.525192379951477051e-01
2.657226920127868652e-01 6.790016889572143555e-01 2.651906609535217285e-01 2.837179005146026611e-01 5.398415327072143555e-01 4.957181513309478760e-01 8.794407248497009277e-01 7.650273442268371582e-01 6.631163954734802246e-01 6.834514737129211426e-01 8.489680886268615723e-01 1.948286294937133789e-01 4.208028018474578857e-01
4.876662790775299072e-01 8.338103294372558594e-01 1.790662556886672974e-01 4.637900590896606445e-01 8.079918622970581055e-01 7.672652006149291992e-01 9.047528505325317383e-01 8.415794372558593750e-01 8.623479008674621582e-01 8.800963759422302246e-01 7.827804684638977051e-01 3.225629627704620361e-01 5.223832130432128906e-01
4.413661062717437744e-01 8.891727924346923828e-01 1.502752900123596191e-01 2.424574196338653564e-01 8.554388880729675293e-01 6.557682156562805176e-01 9.846501946449279785e-01 8.857057094573974609e-01 8.500382900238037109e-01 9.018217325210571289e-01 9.047070145606994629e-01 2.247750908136367798e-01 4.572824537754058838e-01
