9.721521735191345215e-01 9.238613843917846680e-01 8.736240267753601074e-01 8.342091441154479980e-01 9.301158785820007324e-01 8.632085323333740234e-01 9.590423107147216797e-01 9.063453674316406250e-01 9.444895982742309570e-01 9.497953653335571289e-01 9.506390094757080078e-01 9.433273077011108398e-01 9.686129093170166016e-01 9.783016443252563477e-01 9.753720164299011230e-01 9.597998857498168945e-01 9.595455527305603027e-01 9.604768753051757812e-01 9.123479723930358887e-01 9.098861217498779297e-01 8.240041732788085938e-01 8.266517519950866699e-01 9.186583161354064941e-01 9.731678962707519531e-01 9.778438806533813477e-01 9.857973456382751465e-01 9.261809587478637695e-01 9.446041584014892578e-01 9.287057518959045410e-01 8.765408396720886230e-01 9.005288481712341309e-01 8.055576086044311523e-01 7.923935651779174805e-01 9.225782155990600586e-01 6.514839529991149902e-01 6.715525984764099121e-01 7.355440855026245117e-01 7.259299159049987793e-01 6.633323431015014648e-01 7.082081437110900879e-01 5.760225057601928711e-01 7.604361772537231445e-01 7.355920672416687012e-01 8.585348129272460938e-01 4.962350726127624512e-01 4.516700804233551025e-01 5.744537711143493652e-01 4.921173155307769775e-01 7.421858310699462891e-01 7.136455178260803223e-01 6.798970699310302734e-01 7.142871618270874023e-01 6.832373738288879395e-01 8.795647621154785156e-01 8.597934842109680176e-01 8.639170527458190918e-01 6.506320238113403320e-01 5.805785059928894043e-01 5.579398870468139648e-01 8.058740496635437012e-01 7.114476561546325684e-01 6.192674040794372559e-01 7.175313830375671387e-01 8.588275313377380371e-01 9.366372823715209961e-01 9.404004216194152832e-01 8.601951003074645996e-01 6.083873510360717773e-01 2.134163081645965576e-01
9.384206533432006836e-01 8.578391075134277344e-01 7.815967798233032227e-01 7.652870416641235352e-01 8.156704902648925781e-01 7.669600844383239746e-01 8.711280822753906250e-01 7.842198014259338379e-01 8.603838086128234863e-01 8.021231293678283691e-01 8.255645632743835449e-01 9.129406213760375977e-01 9.471415281295776367e-01 9.243963956832885742e-01 9.382773637771606445e-01 9.374296665191650391e-01 9.550393223762512207e-01 9.466440081596374512e-01 9.814687967300415039e-01 9.865320324897766113e-01 9.873403906822204590e-01 9.645568132400512695e-01 9.461219906806945801e-01 9.509429335594177246e-01 8.873917460441589355e-01 8.373513221740722656e-01 7.070975899696350098e-01 4.486449956893920898e-01 5.714088082313537598e-01 4.801628291606903076e-01 8.597497940063476562e-01 7.800587415695190430e-01 7.313784956932067871e-01 8.357015252113342285e-01 6.492859721183776855e-01 6.047143936157226562e-01 5.478667020797729492e-01 7.112342715263366699e-01 8.095867633819580078e-01 8.565480709075927734e-01 7.254720330238342285e-01 8.246643543243408203e-01 6.904779076576232910e-01 7.136411070823669434e-01 3.156905174255371094e-01 4.272659420967102051e-01 2.046524137258529663e-01 3.634528517723083496e-01 3.854173123836517334e-01 5.772806406021118164e-01 5.266218185424804688e-01 5.391414761543273926e-01 5.798143744468688965e-01 8.283778429031372070e-01 7.008592486381530762e-01 7.527606487274169922e-01 6.875131130218505859e-01 8.198549151420593262e-01 5.831643342971801758e-01 8.294268250465393066e-01 7.829878926277160645e-01 9.223561882972717285e-01 8.845505714416503906e-01 9.010475873947143555e-01 8.797802329063415527e-01 8.071529865264892578e-01 7.890331149101257324e-01 4.778324067592620850e-01 5.505225658416748047e-01
9.620460867881774902e-01 9.338388442993164062e-01 9.238433837890625000e-01 9.436555504798889160e-01 9.468393921852111816e-01 9.146674275398254395e-01 9.430010318756103516e-01 8.049443960189819336e-01 8.190971612930297852e-01 8.826853036880493164e-01 9.041720628738403320e-01 8.701425790786743164e-01 9.353796243667602539e-01 9.501932263374328613e-01 9.427691102027893066e-01 9.414287209510803223e-01 9.417080283164978027e-01 9.090890288352966309e-01 9.180864095687866211e-01 9.449129104614257812e-01 9.567598104476928711e-01 9.522274732589721680e-01 9.766921997070312500e-01 9.914633631706237793e-01 9.911623001098632812e-01 9.867803454399108887e-01 8.948285579681396484e-01 9.555409550666809082e-01 9.117389321327209473e-01 8.380039334297180176e-01 9.301879405975341797e-01 9.035086631774902344e-01 8.698399066925048828e-01 8.598803877830505371e-01 7.099449634552001953e-01 6.239417195320129395e-01 6.001581549644470215e-01 7.462755441665649414e-01 5.915796756744384766e-01 6.724618077278137207e-01 4.429846107959747314e-01 6.259244084358215332e-01 4.283372461795806885e-01 7.252802252769470215e-01 4.041131436824798584e-01 4.185184538364410400e-01 5.843981504440307617e-01 5.163995623588562012e-01 5.717869400978088379e-01 7.778660058975219727e-01 5.726545453071594238e-01 6.325013637542724609e-01 7.452355623245239258e-01 9.583594202995300293e-01 8.454073667526245117e-01 8.206136226654052734e-01 8.688160181045532227e-01 9.280534982681274414e-01 9.248437285423278809e-01 9.354844689369201660e-01 9.331349730491638184e-01 8.868489861488342285e-01 7.729823589324951172e-01 8.836441636085510254e-01 9.430857300758361816e-01 9.200574159622192383e-01 8.179076313972473145e-01 5.420460104942321777e-01 3.326826989650726318e-01
9.685039520263671875e-01 9.446376562118530273e-01 9.168654084205627441e-01 8.204750418663024902e-01 7.451589107513427734e-01 8.065155744552612305e-01 9.058337807655334473e-01 7.989838123321533203e-01 9.117209911346435547e-01 9.034726619720458984e-01 7.746548056602478027e-01 9.438568353652954102e-01 9.459068179130554199e-01 9.335917234420776367e-01 9.569360017776489258e-01 9.677085876464843750e-01 9.467215538024902344e-01 9.720382094383239746e-01 9.774807691574096680e-01 9.835751056671142578e-01 9.733360409736633301e-01 8.907410502433776855e-01 9.242858886718750000e-01 9.591367244720458984e-01 9.538307785987854004e-01 9.823852181434631348e-01 9.263341426849365234e-01 8.837532401084899902e-01 9.083086252212524414e-01 8.194706439971923828e-01 8.711486458778381348e-01 8.393536806106567383e-01 7.990949749946594238e-01 8.911545276641845703e-01 8.544198870658874512e-01 7.583285570144653320e-01 7.241079211235046387e-01 8.284704685211181641e-01 8.672947883605957031e-01 8.786724805831909180e-01 7.947325110435485840e-01 7.860977053642272949e-01 7.583218216896057129e-01 8.503161668777465820e-01 4.352600276470184326e-01 4.056496620178222656e-01 4.572262167930603027e-01 3.113062083721160889e-01 6.099659800529479980e-01 7.541756033897399902e-01 5.741092562675476074e-01 7.193230986595153809e-01 8.426104187965393066e-01 8.519886732101440430e-01 8.624196052551269531e-01 7.765231728553771973e-01 7.516610622406005859e-01 8.084806203842163086e-01 5.908831954002380371e-01 8.597750067710876465e-01 7.948399186134338379e-01 8.519227504730224609e-01 6.422685384750366211e-01 7.065228819847106934e-01 9.306238293647766113e-01 9.386036992073059082e-01 8.871189951896667480e-01 7.672183513641357422e-01 5.750281214714050293e-01
9.823663234710693359e-01 9.186490774154663086e-01 8.788132071495056152e-01 8.610514998435974121e-01 8.645759820938110352e-01 8.048179745674133301e-01 8.794161081314086914e-01 8.120740652084350586e-01 7.631515264511108398e-01 8.797060847282409668e-01 9.240056872367858887e-01 8.148116469383239746e-01 9.663054943084716797e-01 9.813393950462341309e-01 9.765442609786987305e-01 9.812372326850891113e-01 9.875029921531677246e-01 9.810922145843505859e-01 9.516130685806274414e-01 9.744297862052917480e-01 9.557334184646606445e-01 9.748361110687255859e-01 9.765724539756774902e-01 9.805057644844055176e-01 9.428268074989318848e-01 9.830361008644104004e-01 9.250461459159851074e-01 8.510711193084716797e-01 8.593326807022094727e-01 7.910403013229370117e-01 6.545065045356750488e-01 7.807512283325195312e-01 7.443856596946716309e-01 8.984236717224121094e-01 8.022576570510864258e-01 6.608701348304748535e-01 5.125789046287536621e-01 7.167940139770507812e-01 7.230111360549926758e-01 7.970128655433654785e-01 7.579182982444763184e-01 7.075104713439941406e-01 5.448513627052307129e-01 3.665649294853210449e-01 3.572157323360443115e-01 4.698058962821960449e-01 4.097751677036285400e-01 6.030638813972473145e-01 3.648095726966857910e-01 6.250623464584350586e-01 5.435726642608642578e-01 5.380716323852539062e-01 7.018416523933410645e-01 9.134451746940612793e-01 8.887299299240112305e-01 8.831614851951599121e-01 7.353045940399169922e-01 8.687042593955993652e-01 7.016342282295227051e-01 8.636713027954101562e-01 8.584271073341369629e-01 7.953217625617980957e-01 5.754615664482116699e-01 8.225892186164855957e-01 8.913573622703552246e-01 9.117391109466552734e-01 9.202926158905029297e-01 7.097574472427368164e-01 5.190819501876831055e-01
9.700866341590881348e-01 8.947456479072570801e-01 8.522667288780212402e-01 8.116846084594726562e-01 9.575269222259521484e-01 8.782199621200561523e-01 9.489471912384033203e-01 9.086932539939880371e-01 9.607187509536743164e-01 9.621244072914123535e-01 9.463692903518676758e-01 9.269865155220031738e-01 9.438313841819763184e-01 9.498430490493774414e-01 9.385589361190795898e-01 9.553815126419067383e-01 9.765922427177429199e-01 9.696745276451110840e-01 9.516603350639343262e-01 9.387371540069580078e-01 8.740425705909729004e-01 8.798918128013610840e-01 8.422843217849731445e-01 9.481001496315002441e-01 9.761091470718383789e-01 9.730422496795654297e-01 8.978786468505859375e-01 9.298503994941711426e-01 8.466884493827819824e-01 8.499314785003662109e-01 7.510527372360229492e-01 7.701706886291503906e-01 7.917332649230957031e-01 9.242742061614990234e-01 7.508338093757629395e-01 7.217876911163330078e-01 7.717347741127014160e-01 7.566572427749633789e-01 8.227237462997436523e-01 8.149654269218444824e-01 6.578517556190490723e-01 8.171269297599792480e-01 7.608157992362976074e-01 8.286142349243164062e-01 5.289625525474548340e-01 5.057292580604553223e-01 4.570800960063934326e-01 5.041837692260742188e-01 6.548572182655334473e-01 7.503917217254638672e-01 7.576268315315246582e-01 7.565581798553466797e-01 7.233344316482543945e-01 8.199256658554077148e-01 8.585096597671508789e-01 8.274186849594116211e-01 6.726532578468322754e-01 5.812649130821228027e-01 4.404301941394805908e-01 7.521761059761047363e-01 6.136057376861572266e-01 5.627212524414062500e-01 7.044832706451416016e-01 8.738385438919067383e-01 9.247615337371826172e-01 9.020614027976989746e-01 7.978608012199401855e-01 6.265598535537719727e-01 3.478544056415557861e-01
9.666844010353088379e-01 8.899147510528564453e-01 8.173701763153076172e-01 7.296118736267089844e-01 7.872170209884643555e-01 7.833472490310668945e-01 8.899013400077819824e-01 7.485083341598510742e-01 8.380370140075683594e-01 7.603365182876586914e-01 7.577781081199645996e-01 9.133699536323547363e-01 9.462001323699951172e-01 9.326858520507812500e-01 9.591220617294311523e-01 9.472808837890625000e-01 9.478561282157897949e-01 9.612525701522827148e-01 9.797546267509460449e-01 9.874975681304931641e-01 9.912397265434265137e-01 9.788288474082946777e-01 9.546073079109191895e-01 9.384142756462097168e-01 8.372150659561157227e-01 7.902820706367492676e-01 7.787145972251892090e-01 5.820106267929077148e-01 4.444696009159088135e-01 5.291756391525268555e-01 7.649374008178710938e-01 7.899044156074523926e-01 7.406653165817260742e-01 8.462476730346679688e-01 5.588117241859436035e-01 5.153531432151794434e-01 5.185943245887756348e-01 6.773633956909179688e-01 7.853446602821350098e-01 8.513714671134948730e-01 7.968353629112243652e-01 8.156450986862182617e-01 6.847986578941345215e-01 6.313271522521972656e-01 2.447977513074874878e-01 3.910807371139526367e-01 1.026259288191795349e-01 3.144089281558990479e-01 3.843891322612762451e-01 5.203707814216613770e-01 5.449419617652893066e-01 4.647020399570465088e-01 5.915995240211486816e-01 9.078157544136047363e-01 8.080625534057617188e-01 8.120061159133911133e-01 7.172306180000305176e-01 9.108380675315856934e-01 6.466846466064453125e-01 8.655855655670166016e-01 8.033556342124938965e-01 9.062902331352233887e-01 9.040256738662719727e-01 9.136303663253784180e-01 9.150402545928955078e-01 8.729770183563232422e-01 8.642727732658386230e-01 5.790405273437500000e-01 3.912841677665710449e-01
9.306563735008239746e-01 9.442446231842041016e-01 9.506728649139404297e-01 9.338004589080810547e-01 9.352858662605285645e-01 8.962054252624511719e-01 9.583477973937988281e-01 8.661850690841674805e-01 8.747103810310363770e-01 8.875755667686462402e-01 8.814849853515625000e-01 8.952081799507141113e-01 9.270923733711242676e-01 9.468622803688049316e-01 9.439795017242431641e-01 9.370194673538208008e-01 9.482972621917724609e-01 9.299633502960205078e-01 9.167754650115966797e-01 9.308277964591979980e-01 9.282705187797546387e-01 9.444349408149719238e-01 9.879504442214965820e-01 9.921270608901977539e-01 9.963806271553039551e-01 9.798205494880676270e-01 9.188542366027832031e-01 9.306191205978393555e-01 9.309696555137634277e-01 8.647374510765075684e-01 9.447212815284729004e-01 9.030163884162902832e-01 7.846555113792419434e-01 8.412237763404846191e-01 8.014395236968994141e-01 4.986455142498016357e-01 5.964285135269165039e-01 5.355454683303833008e-01 5.029293894767761230e-01 5.338850617408752441e-01 4.048841595649719238e-01 5.921902060508728027e-01 4.768135845661163330e-01 7.657001614570617676e-01 3.489502072334289551e-01 4.947008192539215088e-01 6.899964213371276855e-01 5.517740845680236816e-01 5.968114137649536133e-01 8.818604946136474609e-01 7.016294598579406738e-01 6.613422036170959473e-01 7.433297634124755859e-01 9.604413509368896484e-01 8.998326659202575684e-01 8.892461061477661133e-01 8.491334319114685059e-01 9.100431799888610840e-01 9.217342734336853027e-01 9.113592505455017090e-01 9.178718328475952148e-01 8.441262245178222656e-01 7.902732491493225098e-01 8.896491527557373047e-01 9.487051963806152344e-01 9.220908284187316895e-01 8.428842425346374512e-01 4.702514708042144775e-01 2.637533545494079590e-01
9.711026549339294434e-01 9.326592683792114258e-01 9.433379173278808594e-01 8.280510306358337402e-01 8.267563581466674805e-01 8.012211322784423828e-01 7.738904953002929688e-01 7.797917127609252930e-01 8.519930839538574219e-01 8.831486105918884277e-01 8.514366745948791504e-01 9.528660774230957031e-01 9.377029538154602051e-01 9.422389268875122070e-01 9.626892209053039551e-01 9.645279049873352051e-01 9.613285660743713379e-01 9.760376214981079102e-01 9.840667247772216797e-01 9.770160317420959473e-01 9.699833393096923828e-01 9.529663324356079102e-01 9.359516501426696777e-01 9.440783262252807617e-01 9.333874583244323730e-01 9.621142745018005371e-01 9.028193950653076172e-01 8.732606172561645508e-01 8.785619735717773438e-01 8.263718485832214355e-01 9.041969776153564453e-01 8.110354542732238770e-01 8.304257392883300781e-01 8.290693163871765137e-01 8.390223979949951172e-01 7.424172163009643555e-01 7.559509277343750000e-01 8.222125768661499023e-01 8.293951749801635742e-01 9.039837718009948730e-01 7.706671357154846191e-01 7.928376793861389160e-01 6.595119237899780273e-01 8.363175392150878906e-01 3.517659604549407959e-01 3.614329099655151367e-01 4.733959734439849854e-01 3.838279545307159424e-01 4.196136593818664551e-01 7.228738665580749512e-01 4.586901068687438965e-01 7.315755486488342285e-01 7.825005054473876953e-01 8.215858340263366699e-01 8.069009780883789062e-01 8.308396339416503906e-01 7.111234068870544434e-01 8.387517333030700684e-01 7.360646724700927734e-01 8.313741087913513184e-01 8.618683815002441406e-01 8.230981230735778809e-01 6.786297559738159180e-01 8.561006188392639160e-01 9.362339973449707031e-01 9.464702010154724121e-01 8.672242164611816406e-01 7.071001529693603516e-01 6.798929572105407715e-01
9.746336936950683594e-01 9.367508888244628906e-01 8.357850909233093262e-01 8.267983794212341309e-01 9.045622348785400391e-01 8.890613913536071777e-01 9.266161918640136719e-01 7.932164072990417480e-01 7.367738485336303711e-01 8.503502011299133301e-01 9.130056500434875488e-01 8.650628328323364258e-01 9.659338593482971191e-01 9.764603972434997559e-01 9.693005681037902832e-01 9.659721851348876953e-01 9.848559498786926270e-01 9.526017308235168457e-01 9.515162110328674316e-01 9.703829288482666016e-01 9.431350231170654297e-01 9.618836045265197754e-01 9.893772602081298828e-01 9.784752130508422852e-01 9.618750810623168945e-01 9.919765591621398926e-01 9.574153423309326172e-01 8.844643831253051758e-01 8.079994320869445801e-01 8.198534846305847168e-01 7.785779237747192383e-01 8.273831009864807129e-01 8.328144550323486328e-01 9.124797582626342773e-01 8.201826214790344238e-01 6.772050261497497559e-01 5.299295186996459961e-01 6.496596336364746094e-01 6.162316203117370605e-01 7.982202768325805664e-01 6.853732466697692871e-01 6.483266949653625488e-01 5.118344426155090332e-01 6.263464689254760742e-01 2.829581201076507568e-01 5.166147351264953613e-01 4.386118650436401367e-01 6.262601613998413086e-01 4.059139788150787354e-01 6.996203660964965820e-01 6.158410310745239258e-01 5.759701728820800781e-01 6.914120912551879883e-01 9.066348075866699219e-01 8.715241551399230957e-01 9.004727005958557129e-01 8.334701657295227051e-01 8.876888155937194824e-01 7.241340279579162598e-01 8.377501964569091797e-01 8.648183941841125488e-01 7.205194830894470215e-01 5.535860061645507812e-01 8.464075326919555664e-01 8.977897167205810547e-01 8.966758847236633301e-01 8.883017897605895996e-01 6.443874239921569824e-01 5.257904529571533203e-01
