6.392373442649841309e-01 6.249706745147705078e-01 6.861380338668823242e-01 7.220848798751831055e-01 7.043258547782897949e-01 8.931909203529357910e-01 8.418239355087280273e-01 8.368070125579833984e-01 9.073328375816345215e-01 8.858030438423156738e-01 7.626293897628784180e-01 7.463628649711608887e-01 6.137756705284118652e-01 4.638207256793975830e-01 6.190774440765380859e-01 7.627852559089660645e-01 6.966780424118041992e-01 6.934928297996520996e-01 9.035105705261230469e-01 8.732910156250000000e-01 8.376425504684448242e-01 8.107754588127136230e-01 8.999589085578918457e-01 9.180073738098144531e-01 9.475120306015014648e-01 8.915911316871643066e-01 9.534971714019775391e-01 9.457573890686035156e-01 9.567441344261169434e-01 8.420765995979309082e-01 7.920233011245727539e-01 8.876419663429260254e-01 9.282864332199096680e-01 9.199745059013366699e-01 9.115262031555175781e-01 9.421585202217102051e-01 9.245845675468444824e-01 9.003125429153442383e-01 8.333793282508850098e-01 8.832215666770935059e-01 7.490609288215637207e-01 7.249990105628967285e-01 8.007181286811828613e-01 7.179430127143859863e-01 7.538120746612548828e-01 7.428223490715026855e-01 9.183293581008911133e-01 7.576759457588195801e-01 7.746232748031616211e-01 7.411329150199890137e-01 9.718838930130004883e-01 9.666361808776855469e-01 9.804799556732177734e-01 9.054219126701354980e-01 9.470933079719543457e-01 9.211882948875427246e-01 9.281115531921386719e-01 9.614234566688537598e-01 9.670595526695251465e-01 9.678741693496704102e-01 9.841901659965515137e-01 9.911805987358093262e-01 9.621978402137756348e-01 9.523187279701232910e-01 9.346572756767272949e-01 9.850406050682067871e-01 9.854324460029602051e-01 9.122526049613952637e-01 9.416637420654296875e-01 9.122611284255981445e-01 8.900338411331176758e-01 8.912447094917297363e-01 8.016499876976013184e-01 4.204091131687164307e-01 2.896746993064880371e-01
7.358945608139038086e-01 7.554618120193481445e-01 6.846079230308532715e-01 4.294889569282531738e-01 6.990485191345214844e-01 8.347799181938171387e-01 6.463488340377807617e-01 7.777237296104431152e-01 9.300922751426696777e-01 5.609472990036010742e-01 8.865888714790344238e-01 9.293931722640991211e-01 9.504069089889526367e-01 9.102297425270080566e-01 8.790519237518310547e-01 9.128522276878356934e-01 8.412730693817138672e-01 8.160902261734008789e-01 8.121137022972106934e-01 8.015100955963134766e-01 8.343167901039123535e-01 8.524938821792602539e-01 9.178938269615173340e-01 9.047449827194213867e-01 9.050793051719665527e-01 9.441691040992736816e-01 9.378865957260131836e-01 8.171576857566833496e-01 9.423011541366577148e-01 8.464874029159545898e-01 7.200055122375488281e-01 5.344915986061096191e-01 8.091216087341308594e-01 8.605965375900268555e-01 7.955603003501892090e-01 8.141520023345947266e-01 8.763732314109802246e-01 8.982313871383666992e-01 9.026197791099548340e-01 9.149231910705566406e-01 9.147974252700805664e-01 9.343428611755371094e-01 7.731716632843017578e-01 9.322887063026428223e-01 9.014548659324645996e-01 8.946159482002258301e-01 8.482837677001953125e-01 8.607115745544433594e-01 8.127237558364868164e-01 8.094524741172790527e-01 9.076079130172729492e-01 9.511752128601074219e-01 9.878964424133300781e-01 9.471619725227355957e-01 9.555265903472900391e-01 9.425393939018249512e-01 9.458512067794799805e-01 8.735328912734985352e-01 8.861896991729736328e-01 9.270068407058715820e-01 9.595428705215454102e-01 9.649197459220886230e-01 9.365324974060058594e-01 9.075788855552673340e-01 8.849290609359741211e-01 9.131293296813964844e-01 9.384086132049560547e-01 9.607433080673217773e-01 9.631093144416809082e-01 9.621616005897521973e-01 9.747769832611083984e-01 9.238822460174560547e-01 9.054876565933227539e-01 4.840246438980102539e-01 3.856854736804962158e-01
6.748650670051574707e-01 8.008961081504821777e-01 9.057717919349670410e-01 7.960851788520812988e-01 6.829230189323425293e-01 8.731384873390197754e-01 6.199078559875488281e-01 5.483870506286621094e-01 8.542611002922058105e-01 8.822401762008666992e-01 8.439115881919860840e-01 9.004722833633422852e-01 7.305392622947692871e-01 7.132194638252258301e-01 6.595421433448791504e-01 8.718968629837036133e-01 8.469204902648925781e-01 8.966199159622192383e-01 8.987688422203063965e-01 8.197945356369018555e-01 8.878968358039855957e-01 8.771044611930847168e-01 9.103988409042358398e-01 9.114733934402465820e-01 9.454626441001892090e-01 9.188452959060668945e-01 9.595573544502258301e-01 9.713321328163146973e-01 9.923351407051086426e-01 9.810693264007568359e-01 9.691882133483886719e-01 9.790679216384887695e-01 9.558295607566833496e-01 9.624907970428466797e-01 9.867351055145263672e-01 9.704143404960632324e-01 9.745298624038696289e-01 9.716041684150695801e-01 9.729602336883544922e-01 9.788715243339538574e-01 9.751740694046020508e-01 9.760438799858093262e-01 9.641284942626953125e-01 9.715681672096252441e-01 9.501237869262695312e-01 8.473023176193237305e-01 8.719448447227478027e-01 9.238629341125488281e-01 9.180519580841064453e-01 9.329302310943603516e-01 9.445716738700866699e-01 9.628214836120605469e-01 9.671982526779174805e-01 9.593660235404968262e-01 9.388633370399475098e-01 8.955568671226501465e-01 8.097720146179199219e-01 9.427776336669921875e-01 9.778656959533691406e-01 9.878805279731750488e-01 9.623152613639831543e-01 9.624055624008178711e-01 9.147052168846130371e-01 9.628545045852661133e-01 9.836347103118896484e-01 9.849042892456054688e-01 9.755027890205383301e-01 9.504338502883911133e-01 9.396511912345886230e-01 9.441926479339599609e-01 9.493812918663024902e-01 8.902945518493652344e-01 8.574464917182922363e-01 4.189938008785247803e-01 3.518344759941101074e-01
7.724070549011230469e-01 7.236942052841186523e-01 7.987415790557861328e-01 6.626119613647460938e-01 7.487082481384277344e-01 8.677416443824768066e-01 8.871339559555053711e-01 8.727620244026184082e-01 9.461116194725036621e-01 9.557480216026306152e-01 9.216048717498779297e-01 9.192270040512084961e-01 9.128988385200500488e-01 8.950178027153015137e-01 8.465944528579711914e-01 7.845921516418457031e-01 8.071077466011047363e-01 8.481428623199462891e-01 8.580948114395141602e-01 8.493850231170654297e-01 8.146476745605468750e-01 8.250518441200256348e-01 7.259302735328674316e-01 8.280273079872131348e-01 9.086113572120666504e-01 9.206487536430358887e-01 9.496867656707763672e-01 9.294237494468688965e-01 9.689580202102661133e-01 9.065061211585998535e-01 9.527111053466796875e-01 9.125807285308837891e-01 9.371520280838012695e-01 9.625698924064636230e-01 9.559115171432495117e-01 9.653787016868591309e-01 9.362856149673461914e-01 9.468583464622497559e-01 9.190642237663269043e-01 8.937422037124633789e-01 9.174644947052001953e-01 9.669000506401062012e-01 9.543086886405944824e-01 8.998501300811767578e-01 8.666514754295349121e-01 8.606742620468139648e-01 9.063528180122375488e-01 8.947453498840332031e-01 8.891751170158386230e-01 9.068571329116821289e-01 9.681585431098937988e-01 9.551417827606201172e-01 9.456856250762939453e-01 9.112181663513183594e-01 9.568424224853515625e-01 8.768789172172546387e-01 9.193184375762939453e-01 9.184396266937255859e-01 8.804701566696166992e-01 9.542526602745056152e-01 9.720709919929504395e-01 9.806244969367980957e-01 9.469261765480041504e-01 9.433268904685974121e-01 9.284639954566955566e-01 9.781987667083740234e-01 9.729486107826232910e-01 9.553600549697875977e-01 9.471225738525390625e-01 8.756532073020935059e-01 9.351300001144409180e-01 6.439369320869445801e-01 7.755414247512817383e-01 1.852420121431350708e-01 2.251975238323211670e-01
6.331464052200317383e-01 5.430378317832946777e-01 2.141554057598114014e-01 2.555876076221466064e-01 5.036032795906066895e-01 7.706908583641052246e-01 4.929993748664855957e-01 7.480786442756652832e-01 9.318073987960815430e-01 8.843827843666076660e-01 9.390631318092346191e-01 9.069395065307617188e-01 8.109977841377258301e-01 6.754912137985229492e-01 7.981900572776794434e-01 9.244480729103088379e-01 8.889902234077453613e-01 7.769065499305725098e-01 7.709637284278869629e-01 5.425931215286254883e-01 7.540650963783264160e-01 7.929524779319763184e-01 7.659415602684020996e-01 9.243801832199096680e-01 9.022474884986877441e-01 9.496751427650451660e-01 9.414678812026977539e-01 9.688984155654907227e-01 9.625759720802307129e-01 9.273886680603027344e-01 9.034386873245239258e-01 9.226481318473815918e-01 8.857115507125854492e-01 8.988242149353027344e-01 9.244682192802429199e-01 9.376496076583862305e-01 9.434204697608947754e-01 9.498238563537597656e-01 9.263777136802673340e-01 9.388169050216674805e-01 9.037533402442932129e-01 8.874589204788208008e-01 9.276633262634277344e-01 9.360745549201965332e-01 9.703577756881713867e-01 9.489974379539489746e-01 9.528444409370422363e-01 9.359501004219055176e-01 9.045216441154479980e-01 8.946210145950317383e-01 9.657622575759887695e-01 8.735508322715759277e-01 9.177081584930419922e-01 9.226367473602294922e-01 8.921051025390625000e-01 7.134811282157897949e-01 8.817088603973388672e-01 8.990042805671691895e-01 9.222804903984069824e-01 9.446313381195068359e-01 9.373404979705810547e-01 9.684557914733886719e-01 9.694305062294006348e-01 9.755125641822814941e-01 9.728394746780395508e-01 9.936204552650451660e-01 9.841514825820922852e-01 9.582570195198059082e-01 9.343789219856262207e-01 9.299646019935607910e-01 9.484239816665649414e-01 8.919460177421569824e-01 8.927049040794372559e-01 3.938342332839965820e-01 3.270904421806335449e-01
6.631023883819580078e-01 7.097344398498535156e-01 7.209546566009521484e-01 6.519203186035156250e-01 6.530594229698181152e-01 9.096935391426086426e-01 8.731945753097534180e-01 7.038144469261169434e-01 8.753474950790405273e-01 9.099285006523132324e-01 8.478891253471374512e-01 8.363760113716125488e-01 6.921920776367187500e-01 6.588987112045288086e-01 6.371268033981323242e-01 8.537747263908386230e-01 7.669629454612731934e-01 7.077610492706298828e-01 8.261703252792358398e-01 8.976786136627197266e-01 7.821229696273803711e-01 7.745420336723327637e-01 8.733081817626953125e-01 8.653727173805236816e-01 9.325180649757385254e-01 8.821943402290344238e-01 9.628924131393432617e-01 9.572274088859558105e-01 9.596483707427978516e-01 8.425679206848144531e-01 7.942118644714355469e-01 8.636904358863830566e-01 8.968074917793273926e-01 8.906425833702087402e-01 8.758415579795837402e-01 9.098327755928039551e-01 8.999400734901428223e-01 8.981994390487670898e-01 8.307752609252929688e-01 8.748789429664611816e-01 7.092117667198181152e-01 7.465983033180236816e-01 7.927864193916320801e-01 6.048480272293090820e-01 7.825214266777038574e-01 7.058277726173400879e-01 9.114486575126647949e-01 7.815087437629699707e-01 7.650375962257385254e-01 7.659848332405090332e-01 9.730801582336425781e-01 9.860028028488159180e-01 9.760441184043884277e-01 9.029284715652465820e-01 9.706757664680480957e-01 9.088837504386901855e-01 9.589554071426391602e-01 9.467663168907165527e-01 8.885612487792968750e-01 9.568516016006469727e-01 9.882424473762512207e-01 9.902756214141845703e-01 9.764204621315002441e-01 9.652129411697387695e-01 9.585006833076477051e-01 9.883335828781127930e-01 9.858604669570922852e-01 9.600267410278320312e-01 9.408588409423828125e-01 9.489741921424865723e-01 9.443988800048828125e-01 8.078774809837341309e-01 6.876091957092285156e-01 3.035057187080383301e-01 2.319620847702026367e-01
6.742113828659057617e-01 6.355955600738525391e-01 6.134790778160095215e-01 2.798828780651092529e-01 6.862938404083251953e-01 7.129718065261840820e-01 6.499169468879699707e-01 7.751615643501281738e-01 9.635455012321472168e-01 7.257162928581237793e-01 9.314723610877990723e-01 9.601726531982421875e-01 9.311885237693786621e-01 8.802363872528076172e-01 8.277409076690673828e-01 8.736808896064758301e-01 8.801544904708862305e-01 8.184594511985778809e-01 8.781255483627319336e-01 7.483860850334167480e-01 8.516232967376708984e-01 8.018717169761657715e-01 9.212451577186584473e-01 8.832416534423828125e-01 9.203689694404602051e-01 8.962314128875732422e-01 8.806961774826049805e-01 8.495417237281799316e-01 9.727956056594848633e-01 8.896396756172180176e-01 8.231790661811828613e-01 7.195011973381042480e-01 8.676935434341430664e-01 8.384106755256652832e-01 8.285668492317199707e-01 7.853787541389465332e-01 9.180716276168823242e-01 9.269306063652038574e-01 9.434690475463867188e-01 9.408522844314575195e-01 9.498955011367797852e-01 9.516174793243408203e-01 8.563446998596191406e-01 9.178666472434997559e-01 9.392139315605163574e-01 8.678045272827148438e-01 8.999589085578918457e-01 8.869983553886413574e-01 8.086012601852416992e-01 8.455275893211364746e-01 9.424375295639038086e-01 9.485146999359130859e-01 9.785643815994262695e-01 9.608855843544006348e-01 9.599632620811462402e-01 9.552238583564758301e-01 9.157518148422241211e-01 8.911666870117187500e-01 9.039645195007324219e-01 9.709603190422058105e-01 9.794139266014099121e-01 9.587126374244689941e-01 9.415977597236633301e-01 8.632773160934448242e-01 8.880937099456787109e-01 8.704558014869689941e-01 9.103953838348388672e-01 9.263746738433837891e-01 9.409583806991577148e-01 9.604229927062988281e-01 9.717761874198913574e-01 9.489701986312866211e-01 8.398349881172180176e-01 4.141253829002380371e-01 2.800259590148925781e-01
6.168989539146423340e-01 8.136197328567504883e-01 9.121986627578735352e-01 6.661110520362854004e-01 6.496275663375854492e-01 8.201346397399902344e-01 5.819099545478820801e-01 5.031697750091552734e-01 8.669095039367675781e-01 8.748560547828674316e-01 8.212486505508422852e-01 8.558182120323181152e-01 7.695824503898620605e-01 6.020558476448059082e-01 6.522850990295410156e-01 8.840686082839965820e-01 8.742334246635437012e-01 9.061430096626281738e-01 9.034358859062194824e-01 8.120605945587158203e-01 8.694924712181091309e-01 8.902178406715393066e-01 9.237779974937438965e-01 9.565615653991699219e-01 9.618023037910461426e-01 9.352127909660339355e-01 9.762672781944274902e-01 9.910334944725036621e-01 9.945216178894042969e-01 9.722122550010681152e-01 9.213836193084716797e-01 9.402873516082763672e-01 9.421793222427368164e-01 9.722698330879211426e-01 9.906743168830871582e-01 9.779786467552185059e-01 9.554396271705627441e-01 9.739234447479248047e-01 9.796727895736694336e-01 9.906547665596008301e-01 9.749131202697753906e-01 9.823675155639648438e-01 9.542333483695983887e-01 9.516174793243408203e-01 9.249759912490844727e-01 8.537929654121398926e-01 8.748003244400024414e-01 9.333356618881225586e-01 8.978593349456787109e-01 9.391664266586303711e-01 9.663674831390380859e-01 9.447680711746215820e-01 9.567772746086120605e-01 9.548932313919067383e-01 9.594182372093200684e-01 9.424684047698974609e-01 8.718531131744384766e-01 9.442722797393798828e-01 9.840297698974609375e-01 9.830516576766967773e-01 9.760324954986572266e-01 9.457778930664062500e-01 9.158179163932800293e-01 9.602937102317810059e-01 9.741884469985961914e-01 9.876759052276611328e-01 9.875303506851196289e-01 9.585662484169006348e-01 9.420633912086486816e-01 9.463278651237487793e-01 9.704058170318603516e-01 9.331527352333068848e-01 9.052235484123229980e-01 4.062447547912597656e-01 2.358280569314956665e-01
7.108952403068542480e-01 6.922014355659484863e-01 8.142879605293273926e-01 5.455614328384399414e-01 8.237011432647705078e-01 9.001309871673583984e-01 8.693610429763793945e-01 8.050015568733215332e-01 9.600468277931213379e-01 9.610945582389831543e-01 9.190567731857299805e-01 8.876431584358215332e-01 9.028717875480651855e-01 8.607748150825500488e-01 8.769415616989135742e-01 8.203006982803344727e-01 7.518683075904846191e-01 8.288820385932922363e-01 8.505517840385437012e-01 8.299487829208374023e-01 7.955901622772216797e-01 7.490618824958801270e-01 6.208582520484924316e-01 8.681811094284057617e-01 8.998662233352661133e-01 9.559845924377441406e-01 9.171065688133239746e-01 9.126591682434082031e-01 9.639034867286682129e-01 8.699618577957153320e-01 9.028162360191345215e-01 8.831622600555419922e-01 9.498839974403381348e-01 9.722406268119812012e-01 9.561728835105895996e-01 9.690558910369873047e-01 9.681366682052612305e-01 9.617264270782470703e-01 9.252704381942749023e-01 9.037421941757202148e-01 9.506382942199707031e-01 9.598944783210754395e-01 9.450163841247558594e-01 8.752246499061584473e-01 8.877794742584228516e-01 8.388864994049072266e-01 9.091129302978515625e-01 8.964499235153198242e-01 8.850294947624206543e-01 9.273643493652343750e-01 9.666033387184143066e-01 9.505673050880432129e-01 9.350039958953857422e-01 8.942173123359680176e-01 9.272367358207702637e-01 8.638409972190856934e-01 8.931974768638610840e-01 9.127281904220581055e-01 8.981004953384399414e-01 9.404545426368713379e-01 9.556595087051391602e-01 9.775080084800720215e-01 9.580728411674499512e-01 8.929765820503234863e-01 9.391884803771972656e-01 9.694338440895080566e-01 9.372209310531616211e-01 9.348645806312561035e-01 9.258055090904235840e-01 8.795729875564575195e-01 8.901488780975341797e-01 6.739845871925354004e-01 7.954947948455810547e-01 2.089103162288665771e-01 2.832020521163940430e-01
6.040444374084472656e-01 5.126711726188659668e-01 3.906132876873016357e-01 3.171380460262298584e-01 5.288165807723999023e-01 7.606405019760131836e-01 6.162295341491699219e-01 7.079352736473083496e-01 9.393004775047302246e-01 9.239108562469482422e-01 9.245796203613281250e-01 8.987128138542175293e-01 7.088283896446228027e-01 6.238329410552978516e-01 7.683973312377929688e-01 8.986731767654418945e-01 8.922345638275146484e-01 8.397331833839416504e-01 8.569240570068359375e-01 6.241961121559143066e-01 7.971836328506469727e-01 8.020141124725341797e-01 7.321918606758117676e-01 9.188933968544006348e-01 9.284251332283020020e-01 9.244427680969238281e-01 9.269506931304931641e-01 9.718340039253234863e-01 9.623515009880065918e-01 9.256268143653869629e-01 9.243587851524353027e-01 9.001854658126831055e-01 9.205076098442077637e-01 7.927364706993103027e-01 9.101250767707824707e-01 9.478552341461181641e-01 9.526347517967224121e-01 9.648718237876892090e-01 9.074478745460510254e-01 9.067232012748718262e-01 8.847156763076782227e-01 8.461480736732482910e-01 9.184725284576416016e-01 9.404164552688598633e-01 9.546979069709777832e-01 9.575542211532592773e-01 9.438024759292602539e-01 9.033821821212768555e-01 8.788609504699707031e-01 8.920254111289978027e-01 9.330995678901672363e-01 9.163707494735717773e-01 9.430428147315979004e-01 9.047695398330688477e-01 8.824939727783203125e-01 6.730943322181701660e-01 8.837129473686218262e-01 8.175742626190185547e-01 8.659001588821411133e-01 9.439653158187866211e-01 9.398236274719238281e-01 9.472113847732543945e-01 9.680548906326293945e-01 9.763621687889099121e-01 9.597100615501403809e-01 9.954385161399841309e-01 9.846182465553283691e-01 9.665533304214477539e-01 9.403913617134094238e-01 9.148510694503784180e-01 8.971562385559082031e-01 8.823644518852233887e-01 7.992666363716125488e-01 4.360533654689788818e-01 3.261274695396423340e-01
