3.793987212702631950e-03 1.241144072264432907e-02 3.150519682094454765e-03 3.302591852843761444e-03 1.390412799082696438e-03 1.586543628945946693e-03 2.639753744006156921e-03 6.486084312200546265e-03 5.274575948715209961e-02 3.368863463401794434e-02 2.660147845745086670e-02 1.574295386672019958e-02 2.092244848608970642e-02 4.801037907600402832e-02 4.560095444321632385e-02 2.178223431110382080e-02 4.442039132118225098e-02 3.822986781597137451e-02 1.999646052718162537e-02 3.554596006870269775e-02 6.617823243141174316e-02 1.151205897331237793e-01 2.256956696510314941e-01 3.641558066010475159e-02 3.837268799543380737e-02 4.314497113227844238e-02 2.024586498737335205e-02 1.684457436203956604e-02 1.535287406295537949e-02 1.189250312745571136e-02 7.122581824660301208e-03 8.076803758740425110e-03 3.768163966014981270e-03 1.336117461323738098e-02 2.178748836740851402e-03 2.353151096031069756e-03 2.234770683571696281e-03 4.029072355479001999e-03 4.442658741027116776e-03 9.560352191329002380e-03 6.754496134817600250e-03 7.113365456461906433e-03
2.296645753085613251e-02 9.381225705146789551e-02 2.672130241990089417e-02 2.941333502531051636e-02 3.275359421968460083e-02 2.335076406598091125e-02 3.077985905110836029e-02 1.659348905086517334e-01 2.496494799852371216e-01 2.795393168926239014e-01 1.692672818899154663e-01 7.411570101976394653e-02 9.035474807024002075e-02 8.241666853427886963e-02 1.577246338129043579e-01 5.763800069689750671e-02 1.420313864946365356e-01 7.848483324050903320e-02 2.015368789434432983e-01 6.461978703737258911e-02 1.203787848353385925e-01 3.320589065551757812e-01 3.182421922683715820e-01 1.907156854867935181e-01 1.807309389114379883e-01 4.388237893581390381e-01 3.150993287563323975e-01 2.605902552604675293e-01 1.477447003126144409e-01 1.172747984528541565e-01 1.448318362236022949e-01 1.112030670046806335e-01 6.152813509106636047e-02 1.034189164638519287e-01 1.167959347367286682e-02 4.663481563329696655e-02 4.478349536657333374e-02 5.937363207340240479e-02 5.798278003931045532e-02 1.397829651832580566e-01 1.008943840861320496e-01 6.549968570470809937e-02
4.371307417750358582e-02 7.917242497205734253e-02 1.350676827132701874e-02 1.084255520254373550e-02 1.057034451514482498e-02 5.828906316310167313e-03 3.097872249782085419e-02 6.011904031038284302e-02 1.465706080198287964e-01 7.640507817268371582e-02 2.053860574960708618e-01 3.003607094287872314e-01 1.802927404642105103e-01 1.625290364027023315e-01 4.126781225204467773e-01 1.735374331474304199e-01 1.774154156446456909e-01 3.699781000614166260e-01 5.422463417053222656e-01 4.173147082328796387e-01 2.727634906768798828e-01 4.731228947639465332e-01 6.287825703620910645e-01 3.943226933479309082e-01 3.500432074069976807e-01 3.481489419937133789e-01 1.273595094680786133e-01 8.637512475252151489e-02 3.930429741740226746e-02 5.189567431807518005e-02 1.861670054495334625e-02 1.914783939719200134e-02 7.466507609933614731e-03 3.888883441686630249e-02 3.586562816053628922e-03 8.015883155167102814e-03 4.522747360169887543e-03 8.705114945769309998e-03 8.794670924544334412e-03 7.841341197490692139e-03 1.146474294364452362e-02 9.418167173862457275e-03
9.766696020960807800e-03 4.325609281659126282e-02 2.533022873103618622e-02 1.701920293271541595e-02 3.971990570425987244e-02 1.174686942249536514e-02 5.598711594939231873e-02 1.339642852544784546e-01 3.448491692543029785e-01 1.502577811479568481e-01 2.108265459537506104e-01 8.817369490861892700e-02 2.658335864543914795e-01 1.633886843919754028e-01 1.274382919073104858e-01 5.719608068466186523e-02 2.180197238922119141e-01 2.434061169624328613e-01 4.150759577751159668e-01 2.110955268144607544e-01 1.305349767208099365e-01 2.108468115329742432e-01 9.590209275484085083e-02 1.239365860819816589e-01 4.223391041159629822e-02 1.667597293853759766e-01 1.192125529050827026e-01 6.402879208326339722e-02 3.588545694947242737e-02 7.495658844709396362e-02 8.993380703032016754e-03 1.878549344837665558e-02 9.431370534002780914e-03 9.926483966410160065e-03 4.832965787500143051e-03 1.451613102108240128e-02 1.675235107541084290e-02 4.994535073637962341e-02 1.661472320556640625e-01 1.703988462686538696e-01 9.766435623168945312e-02 5.758376792073249817e-02
1.597725413739681244e-02 2.857897989451885223e-02 1.520974002778530121e-02 7.896847091615200043e-03 1.507316622883081436e-02 6.766048725694417953e-03 1.679047383368015289e-02 6.790846586227416992e-02 2.535358965396881104e-01 2.409928441047668457e-01 2.475502938032150269e-01 1.772404164075851440e-01 4.485881924629211426e-01 4.232217073440551758e-01 5.581427216529846191e-01 3.858283162117004395e-01 3.419077992439270020e-01 1.405908018350601196e-01 2.785868048667907715e-01 4.530361592769622803e-01 4.269479811191558838e-01 6.054503917694091797e-01 5.527358055114746094e-01 6.369964480400085449e-01 5.190078020095825195e-01 6.378118991851806641e-01 3.699348866939544678e-01 2.768607139587402344e-01 2.619930803775787354e-01 2.883923947811126709e-01 1.456548422574996948e-01 2.686379253864288330e-01 4.599637165665626526e-02 1.427918672561645508e-01 9.999791160225868225e-03 4.721492901444435120e-02 2.092406898736953735e-02 1.964954286813735962e-02 4.469059407711029053e-02 8.771226555109024048e-02 5.541195347905158997e-02 1.554872840642929077e-02
3.218404948711395264e-03 1.001317892223596573e-02 2.275877166539430618e-03 2.061923034489154816e-03 1.545282313600182533e-03 1.788389519788324833e-03 2.139099640771746635e-03 1.277611870318651199e-02 5.856857448816299438e-02 5.746065080165863037e-02 3.591603785753250122e-02 1.284849829971790314e-02 2.529082261025905609e-02 2.752940915524959564e-02 2.991883270442485809e-02 2.587111294269561768e-02 5.629991367459297180e-02 2.352864854037761688e-02 2.548317238688468933e-02 2.032861113548278809e-02 4.078157246112823486e-02 5.796842649579048157e-02 1.260804980993270874e-01 2.043588459491729736e-02 1.344386022537946701e-02 3.163022920489311218e-02 1.771542616188526154e-02 1.827605627477169037e-02 2.438969165086746216e-02 1.852518133819103241e-02 8.760357275605201721e-03 9.606471285223960876e-03 4.344458691775798798e-03 9.281951934099197388e-03 1.430660602636635303e-03 2.059118822216987610e-03 2.284699119627475739e-03 4.078971222043037415e-03 7.010105997323989868e-03 1.071544084697961807e-02 1.071805413812398911e-02 1.434785034507513046e-02
1.975124888122081757e-02 1.137228533625602722e-01 2.157081104815006256e-02 2.696729637682437897e-02 4.134673997759819031e-02 2.502265758812427521e-02 4.684857651591300964e-02 3.053452074527740479e-01 2.723480165004730225e-01 2.899939417839050293e-01 1.531303375959396362e-01 1.098611056804656982e-01 1.695179641246795654e-01 6.583943963050842285e-02 6.012441217899322510e-02 3.499184921383857727e-02 1.150098145008087158e-01 7.444216310977935791e-02 1.823170781135559082e-01 1.561064571142196655e-01 2.430983334779739380e-01 4.105852544307708740e-01 4.209682941436767578e-01 4.304865896701812744e-01 2.735188603401184082e-01 5.220760703086853027e-01 3.949368894100189209e-01 3.934467136859893799e-01 1.996882855892181396e-01 1.661021560430526733e-01 1.098817139863967896e-01 1.218041107058525085e-01 6.678321212530136108e-02 8.194331824779510498e-02 1.467648334801197052e-02 5.029593408107757568e-02 4.948051646351814270e-02 3.506326675415039062e-02 3.595301881432533264e-02 1.170386001467704773e-01 9.044464677572250366e-02 4.647763445973396301e-02
2.550103329122066498e-02 6.522779166698455811e-02 6.803274154663085938e-03 7.189600728452205658e-03 8.317496627569198608e-03 3.212971379980444908e-03 1.396998949348926544e-02 3.195072337985038757e-02 8.884695917367935181e-02 5.362770706415176392e-02 7.743886113166809082e-02 1.247810721397399902e-01 1.881478726863861084e-01 1.307633966207504272e-01 3.235485255718231201e-01 1.429065018892288208e-01 2.093553245067596436e-01 2.807677686214447021e-01 3.795684874057769775e-01 2.154573798179626465e-01 1.824122667312622070e-01 3.730487227439880371e-01 5.245234370231628418e-01 3.063292205333709717e-01 2.877489328384399414e-01 2.017102092504501343e-01 4.100990295410156250e-02 7.953038811683654785e-02 1.766754686832427979e-02 2.900953218340873718e-02 1.320523861795663834e-02 2.256701886653900146e-02 7.670616731047630310e-03 1.280284393578767776e-02 2.179439179599285126e-03 4.462419077754020691e-03 3.738990519195795059e-03 7.129413541406393051e-03 1.257573161274194717e-02 7.410270161926746368e-03 9.716801345348358154e-03 1.039166841655969620e-02
1.397061906754970551e-02 3.488947451114654541e-02 1.112095918506383896e-02 3.461698070168495178e-02 4.366913065314292908e-02 1.050446461886167526e-02 5.585063993930816650e-02 1.576612442731857300e-01 2.118872553110122681e-01 1.316133588552474976e-01 2.057094275951385498e-01 1.041579991579055786e-01 1.886131912469863892e-01 2.963598668575286865e-01 2.133766859769821167e-01 1.364374607801437378e-01 3.438467681407928467e-01 3.183479905128479004e-01 2.523717284202575684e-01 3.113698661327362061e-01 2.042384594678878784e-01 3.204195201396942139e-01 1.906470954418182373e-01 1.027029305696487427e-01 9.501172602176666260e-02 1.488261967897415161e-01 1.261792927980422974e-01 9.360733628273010254e-02 4.305994883179664612e-02 6.838715821504592896e-02 1.134669594466686249e-02 2.535752207040786743e-02 7.746497169137001038e-03 1.373585313558578491e-02 5.771147087216377258e-03 4.284112900495529175e-02 3.725138679146766663e-02 1.093183457851409912e-01 1.357733756303787231e-01 1.742026060819625854e-01 8.242176473140716553e-02 6.694082915782928467e-02
1.170805189758539200e-02 3.933413326740264893e-02 1.707011088728904724e-02 1.934194192290306091e-02 3.513037785887718201e-02 4.366542678326368332e-03 1.404809206724166870e-02 7.744111120700836182e-02 1.525723785161972046e-01 1.447461694478988647e-01 2.144051790237426758e-01 3.075116574764251709e-01 4.183621406555175781e-01 2.974125444889068604e-01 4.907322227954864502e-01 3.914657831192016602e-01 1.492929607629776001e-01 9.497131407260894775e-02 3.203302025794982910e-01 5.011817812919616699e-01 5.127571821212768555e-01 6.712099909782409668e-01 6.208795309066772461e-01 5.834595561027526855e-01 5.171549916267395020e-01 6.556319594383239746e-01 3.836533427238464355e-01 1.851415783166885376e-01 2.159146219491958618e-01 2.917488813400268555e-01 1.252699494361877441e-01 1.503210067749023438e-01 5.822799354791641235e-02 1.370847672224044800e-01 1.686471514403820038e-02 3.658266738057136536e-02 1.375934015959501266e-02 2.226983942091464996e-02 2.549754828214645386e-02 2.522413991391658783e-02 2.663053385913372040e-02 1.518420688807964325e-02
