9.605438113212585449e-01 8.554120063781738281e-01 8.378883600234985352e-01 9.458603858947753906e-01 9.550322890281677246e-01 9.234064221382141113e-01 9.097466468811035156e-01 8.886218667030334473e-01 6.207816004753112793e-01 7.242642641067504883e-01 8.071959614753723145e-01 7.658582925796508789e-01 7.344865798950195312e-01 6.211951971054077148e-01 8.334789276123046875e-01 7.140550017356872559e-01 4.132510423660278320e-01 5.098378062248229980e-01 3.440508842468261719e-01 6.849009394645690918e-01 7.530261874198913574e-01 5.884757637977600098e-01 2.889135777950286865e-01 3.917501270771026611e-01 4.401208460330963135e-01 3.505321443080902100e-01 5.027657151222229004e-01 2.945980131626129150e-01 7.165780663490295410e-01 6.465597152709960938e-01 7.352901697158813477e-01 9.660132527351379395e-01 9.744877815246582031e-01 9.882909655570983887e-01 9.950684309005737305e-01 9.944142103195190430e-01 9.230276346206665039e-01 9.209059476852416992e-01 9.637765288352966309e-01 9.631629586219787598e-01 9.509012103080749512e-01 9.595054388046264648e-01 9.869031906127929688e-01 9.783129692077636719e-01 9.900408387184143066e-01 9.844394922256469727e-01 9.577570557594299316e-01 9.605189561843872070e-01 7.928696274757385254e-01 2.961416244506835938e-01 2.937670946121215820e-01
9.306042194366455078e-01 8.473601341247558594e-01 7.806804776191711426e-01 9.593731164932250977e-01 9.673997759819030762e-01 9.614600539207458496e-01 9.808897972106933594e-01 9.120858907699584961e-01 8.428207039833068848e-01 7.100359797477722168e-01 8.851069211959838867e-01 8.307811021804809570e-01 8.464041352272033691e-01 6.517063379287719727e-01 7.203437089920043945e-01 3.846151232719421387e-01 2.393739223480224609e-01 6.467947363853454590e-01 5.030195116996765137e-01 7.362053394317626953e-01 7.089659571647644043e-01 6.903308033943176270e-01 2.946939170360565186e-01 6.648069024085998535e-01 6.969158053398132324e-01 5.798643231391906738e-01 8.115323781967163086e-01 4.017210006713867188e-01 7.795323133468627930e-01 5.784220695495605469e-01 9.357018470764160156e-01 9.618942737579345703e-01 9.462500810623168945e-01 9.614174962043762207e-01 9.931120276451110840e-01 9.735638499259948730e-01 8.949204087257385254e-01 9.396534562110900879e-01 9.542916417121887207e-01 9.812943935394287109e-01 9.788126945495605469e-01 9.847539663314819336e-01 9.916092753410339355e-01 9.891719222068786621e-01 9.924254417419433594e-01 9.919805526733398438e-01 9.920524358749389648e-01 9.870333671569824219e-01 8.975102901458740234e-01 5.971105694770812988e-01 4.057200551033020020e-01
9.947532415390014648e-01 8.955267071723937988e-01 8.161646723747253418e-01 9.804356098175048828e-01 9.831603169441223145e-01 9.254526495933532715e-01 9.319673180580139160e-01 9.081531763076782227e-01 7.355872988700866699e-01 8.510529994964599609e-01 8.801690936088562012e-01 8.060960769653320312e-01 8.027817010879516602e-01 5.719798803329467773e-01 8.051538467407226562e-01 4.955506324768066406e-01 3.398274481296539307e-01 5.910137295722961426e-01 5.408216118812561035e-01 6.734186410903930664e-01 6.960800290107727051e-01 6.090372204780578613e-01 2.052751034498214722e-01 6.309385299682617188e-01 1.925574094057083130e-01 4.403373599052429199e-01 2.515272498130798340e-01 3.622438311576843262e-01 6.677707433700561523e-01 3.545669317245483398e-01 4.672687053680419922e-01 6.090157032012939453e-01 6.249799132347106934e-01 9.214181303977966309e-01 9.450310468673706055e-01 9.925959706306457520e-01 8.623968958854675293e-01 9.487884640693664551e-01 9.121183156967163086e-01 9.588970541954040527e-01 9.421163797378540039e-01 8.678774237632751465e-01 9.900243282318115234e-01 9.951033592224121094e-01 9.925249814987182617e-01 9.866186976432800293e-01 9.897850155830383301e-01 9.951881170272827148e-01 7.959550619125366211e-01 5.470851063728332520e-01 5.234134793281555176e-01
7.670036554336547852e-01 7.888377308845520020e-01 8.179460763931274414e-01 9.541088342666625977e-01 9.723632335662841797e-01 9.035527110099792480e-01 9.322375059127807617e-01 8.390830159187316895e-01 6.606457829475402832e-01 6.577110290527343750e-01 7.969493865966796875e-01 6.068868041038513184e-01 6.396026611328125000e-01 4.849641919136047363e-01 6.567521095275878906e-01 6.320487856864929199e-01 4.759683012962341309e-01 5.770175457000732422e-01 5.058518052101135254e-01 6.590548157691955566e-01 4.917053878307342529e-01 6.675950884819030762e-01 2.357016354799270630e-01 5.631022453308105469e-01 6.651988029479980469e-01 4.779116213321685791e-01 3.277197480201721191e-01 3.311696052551269531e-01 6.347457170486450195e-01 6.057745218276977539e-01 7.986243367195129395e-01 9.653565883636474609e-01 9.206209778785705566e-01 9.788676500320434570e-01 9.925155043601989746e-01 9.798822402954101562e-01 7.987662553787231445e-01 7.674036026000976562e-01 9.134474396705627441e-01 9.914964437484741211e-01 9.846616387367248535e-01 9.707182049751281738e-01 9.785647988319396973e-01 9.916446805000305176e-01 9.993010759353637695e-01 9.950461387634277344e-01 9.938554167747497559e-01 9.894933700561523438e-01 8.835968971252441406e-01 7.705154418945312500e-01 7.423101067543029785e-01
9.722622632980346680e-01 9.345309734344482422e-01 8.716011643409729004e-01 9.870922565460205078e-01 9.907069206237792969e-01 9.473526477813720703e-01 9.742321968078613281e-01 9.477791190147399902e-01 8.275630474090576172e-01 8.582282066345214844e-01 7.857640385627746582e-01 7.558919787406921387e-01 6.795606017112731934e-01 4.993057250976562500e-01 5.506234765052795410e-01 4.303040206432342529e-01 2.939962446689605713e-01 4.492521584033966064e-01 5.504338741302490234e-01 7.841148376464843750e-01 7.228215932846069336e-01 5.829411745071411133e-01 3.625831604003906250e-01 6.142944693565368652e-01 5.892985463142395020e-01 5.670350790023803711e-01 3.416918218135833740e-01 3.685398399829864502e-01 3.078216910362243652e-01 2.999923825263977051e-01 3.909223973751068115e-01 7.757346034049987793e-01 8.376118540763854980e-01 9.053322076797485352e-01 9.835251569747924805e-01 9.791054129600524902e-01 9.469132423400878906e-01 9.793146848678588867e-01 9.561932682991027832e-01 9.908121228218078613e-01 9.773793816566467285e-01 9.777616262435913086e-01 9.809772372245788574e-01 9.825365543365478516e-01 9.793539047241210938e-01 9.594104290008544922e-01 9.504953622817993164e-01 9.526593685150146484e-01 8.546044230461120605e-01 8.545306921005249023e-01 4.630161523818969727e-01
9.543397426605224609e-01 8.097881674766540527e-01 8.712858557701110840e-01 9.389340877532958984e-01 9.552466273307800293e-01 9.504214525222778320e-01 8.961564898490905762e-01 8.103911876678466797e-01 6.823333501815795898e-01 7.380298376083374023e-01 8.666961193084716797e-01 7.866425514221191406e-01 8.598998785018920898e-01 5.838693380355834961e-01 8.421085476875305176e-01 7.036955356597900391e-01 4.278226494789123535e-01 5.664203166961669922e-01 5.029470324516296387e-01 7.969268560409545898e-01 7.609810829162597656e-01 6.194506883621215820e-01 2.313985079526901245e-01 4.858748018741607666e-01 5.689865946769714355e-01 4.679058790206909180e-01 5.076686739921569824e-01 3.194282054901123047e-01 8.140016794204711914e-01 5.993891954421997070e-01 7.243051528930664062e-01 9.687054753303527832e-01 9.684919118881225586e-01 9.858383536338806152e-01 9.967221617698669434e-01 9.893063902854919434e-01 8.601752519607543945e-01 8.131384849548339844e-01 9.178066849708557129e-01 9.513804912567138672e-01 9.379435777664184570e-01 9.693843126296997070e-01 9.902991056442260742e-01 9.759157896041870117e-01 9.932206869125366211e-01 9.806796312332153320e-01 9.792845249176025391e-01 9.825431108474731445e-01 7.411667108535766602e-01 3.327172994613647461e-01 3.193039596080780029e-01
9.404364824295043945e-01 9.074331521987915039e-01 8.404719233512878418e-01 9.824397563934326172e-01 9.886122345924377441e-01 9.703124165534973145e-01 9.866488575935363770e-01 9.610587358474731445e-01 7.908577919006347656e-01 8.278940320014953613e-01 9.120207428932189941e-01 8.047142624855041504e-01 8.397366404533386230e-01 6.947493553161621094e-01 7.184233665466308594e-01 4.804561138153076172e-01 3.591112792491912842e-01 5.589738488197326660e-01 4.834770858287811279e-01 8.186290264129638672e-01 6.433246135711669922e-01 6.688681840896606445e-01 3.388655483722686768e-01 6.620621085166931152e-01 7.453821897506713867e-01 5.979333519935607910e-01 6.986978054046630859e-01 3.419976234436035156e-01 6.489680409431457520e-01 6.379433870315551758e-01 9.222986698150634766e-01 9.588629603385925293e-01 9.541181921958923340e-01 9.321200847625732422e-01 9.903303384780883789e-01 9.865840077400207520e-01 9.359593987464904785e-01 9.282242059707641602e-01 9.658077359199523926e-01 9.868803024291992188e-01 9.897596836090087891e-01 9.857989549636840820e-01 9.885179996490478516e-01 9.846701622009277344e-01 9.872635006904602051e-01 9.901925325393676758e-01 9.811766743659973145e-01 9.839437007904052734e-01 9.157876968383789062e-01 5.582696199417114258e-01 4.219602644443511963e-01
9.827216267585754395e-01 8.922564387321472168e-01 7.837232947349548340e-01 9.722520112991333008e-01 9.609596729278564453e-01 9.267961382865905762e-01 9.346763491630554199e-01 8.845942616462707520e-01 6.638456583023071289e-01 8.306505084037780762e-01 8.604245185852050781e-01 7.843128442764282227e-01 7.620084285736083984e-01 5.773468017578125000e-01 8.329253792762756348e-01 4.479095637798309326e-01 3.776308298110961914e-01 4.431687295436859131e-01 4.705656468868255615e-01 4.253178536891937256e-01 4.815518260002136230e-01 4.067154228687286377e-01 2.170354425907135010e-01 3.985363245010375977e-01 1.369132548570632935e-01 2.028684765100479126e-01 1.704360246658325195e-01 3.333546519279479980e-01 6.243121027946472168e-01 3.297304213047027588e-01 5.792010426521301270e-01 7.271550893783569336e-01 7.543881535530090332e-01 9.594753980636596680e-01 9.586364626884460449e-01 9.894848465919494629e-01 8.101789951324462891e-01 9.061099290847778320e-01 8.927243947982788086e-01 9.685550928115844727e-01 9.217154383659362793e-01 9.517719745635986328e-01 9.935175180435180664e-01 9.899151325225830078e-01 9.958806037902832031e-01 9.856523275375366211e-01 9.906440973281860352e-01 9.889475107192993164e-01 7.251192331314086914e-01 6.949187517166137695e-01 6.737657785415649414e-01
8.240290880203247070e-01 8.586999177932739258e-01 8.661496043205261230e-01 9.658258557319641113e-01 9.858404397964477539e-01 9.581092000007629395e-01 9.596635103225708008e-01 8.667876720428466797e-01 7.578147053718566895e-01 8.023236989974975586e-01 7.800398468971252441e-01 7.128980159759521484e-01 7.161397337913513184e-01 5.284783244132995605e-01 6.305232644081115723e-01 5.094575285911560059e-01 4.130536913871765137e-01 5.984412431716918945e-01 4.933165311813354492e-01 7.056495547294616699e-01 5.358281135559082031e-01 6.572275757789611816e-01 2.859314084053039551e-01 5.084785223007202148e-01 7.070271372795104980e-01 5.735913515090942383e-01 3.401983380317687988e-01 2.326190620660781860e-01 6.843219399452209473e-01 6.354074478149414062e-01 7.935348749160766602e-01 9.229224920272827148e-01 9.591999053955078125e-01 9.779781103134155273e-01 9.926281571388244629e-01 9.808133244514465332e-01 7.255352139472961426e-01 8.541274666786193848e-01 9.485710263252258301e-01 9.760476350784301758e-01 9.766876101493835449e-01 9.693175554275512695e-01 9.792880415916442871e-01 9.915169477462768555e-01 9.979230761528015137e-01 9.948268532752990723e-01 9.917067289352416992e-01 9.926605224609375000e-01 9.266467690467834473e-01 8.189671039581298828e-01 7.197988629341125488e-01
9.716265797615051270e-01 9.265040755271911621e-01 8.837479352951049805e-01 9.814777374267578125e-01 9.869325757026672363e-01 9.011008143424987793e-01 9.455503821372985840e-01 9.332648515701293945e-01 6.365682482719421387e-01 8.219620585441589355e-01 7.361210584640502930e-01 6.771609783172607422e-01 6.000563502311706543e-01 3.928742110729217529e-01 5.982316732406616211e-01 3.137776553630828857e-01 2.753528356552124023e-01 4.412461817264556885e-01 4.589725434780120850e-01 7.689388990402221680e-01 6.670467257499694824e-01 6.063655614852905273e-01 3.171884119510650635e-01 6.079063415527343750e-01 6.642628908157348633e-01 7.558601498603820801e-01 4.356831312179565430e-01 4.474374949932098389e-01 5.261902809143066406e-01 3.165232539176940918e-01 5.605639219284057617e-01 7.511872649192810059e-01 8.066136240959167480e-01 8.907383680343627930e-01 9.763225317001342773e-01 9.819141030311584473e-01 9.425428509712219238e-01 9.458444118499755859e-01 9.643522500991821289e-01 9.877811670303344727e-01 9.729160666465759277e-01 9.458552002906799316e-01 9.640015959739685059e-01 9.774615168571472168e-01 9.862689375877380371e-01 9.570053219795227051e-01 9.434157013893127441e-01 9.522059559822082520e-01 8.835117220878601074e-01 7.458818554878234863e-01 4.130338132381439209e-01
