4.508450999855995178e-02 5.063307657837867737e-02 3.035997599363327026e-02 4.021324589848518372e-02 1.109336316585540771e-01 1.918062567710876465e-01 2.130002714693546295e-02 2.189369685947895050e-02 2.111174166202545166e-02 2.459501102566719055e-02 1.193486154079437256e-02 3.739192336797714233e-02 7.373695820569992065e-02 3.397285938262939453e-02 6.800305843353271484e-02 1.318430453538894653e-01 6.020750105381011963e-02 2.230643332004547119e-01 1.745810508728027344e-01 2.064763158559799194e-01 2.105352282524108887e-01 4.217223450541496277e-02 1.211175620555877686e-01 6.201401352882385254e-02 3.416489437222480774e-02 3.495974093675613403e-02 5.621978268027305603e-02 1.768333464860916138e-02 1.326275616884231567e-02 6.900549679994583130e-02 1.743614487349987030e-02 9.114340692758560181e-02 6.543807685375213623e-02 4.835287481546401978e-02 3.073917925357818604e-01 3.356273472309112549e-01 3.362975120544433594e-01 2.504940330982208252e-01 1.935551166534423828e-01 2.452201396226882935e-01 1.843285411596298218e-01 2.905455231666564941e-01 8.944429457187652588e-02 9.394971281290054321e-02 9.288857132196426392e-02 2.972534671425819397e-02 1.537787914276123047e-01 7.896802574396133423e-02 6.814953684806823730e-02 7.808712869882583618e-02 8.542683720588684082e-02 3.039633296430110931e-02 6.006634980440139771e-02 1.844265125691890717e-02 1.271958947181701660e-01 3.090775571763515472e-02 7.831060886383056641e-02 1.149246543645858765e-01 3.051825612783432007e-02 1.322770565748214722e-01 9.151656925678253174e-02 2.801083028316497803e-01 1.535325646400451660e-01 1.441045403480529785e-01 1.362300664186477661e-01 9.778620302677154541e-02 1.585223823785781860e-01
3.708917796611785889e-01 2.825746238231658936e-01 4.098050892353057861e-01 4.823374748229980469e-01 4.453756809234619141e-01 4.179882705211639404e-01 3.803930878639221191e-01 3.491919040679931641e-01 3.257357180118560791e-01 2.647526264190673828e-01 3.124470710754394531e-01 4.636142253875732422e-01 3.637768328189849854e-01 1.567845046520233154e-01 1.997055411338806152e-01 4.382775723934173584e-01 3.683195114135742188e-01 3.822822272777557373e-01 3.014465570449829102e-01 3.425664305686950684e-01 5.056135654449462891e-01 2.725177407264709473e-01 3.755887746810913086e-01 2.064557969570159912e-01 5.960714444518089294e-02 5.415208637714385986e-02 4.748145863413810730e-02 6.233869493007659912e-02 1.149196177721023560e-01 2.096373140811920166e-01 5.008374527096748352e-02 1.172114685177803040e-01 5.819731950759887695e-02 9.156073629856109619e-02 5.893054604530334473e-01 5.795720219612121582e-01 7.219457030296325684e-01 3.577327132225036621e-01 1.895629912614822388e-01 3.423086106777191162e-01 3.939994275569915771e-01 1.604887247085571289e-01 4.573125392198562622e-02 1.062431707978248596e-01 6.366139650344848633e-02 3.374603763222694397e-02 5.595996975898742676e-02 6.227736920118331909e-02 1.038391366600990295e-01 4.794649034738540649e-02 1.135390698909759521e-01 4.689408093690872192e-02 1.335769593715667725e-01 6.642465293407440186e-02 2.691040635108947754e-01 4.985233023762702942e-02 4.518300667405128479e-02 1.460960358381271362e-01 5.192141979932785034e-02 1.251841932535171509e-01 1.088802814483642578e-01 1.644065231084823608e-01 8.171331882476806641e-02 1.144466772675514221e-01 1.256075054407119751e-01 8.173508942127227783e-02 2.106500715017318726e-01
7.073619216680526733e-02 3.485051169991493225e-02 1.972268521785736084e-02 5.947854742407798767e-02 6.139186397194862366e-02 1.174082383513450623e-01 1.521361917257308960e-01 1.824900060892105103e-01 1.114759147167205811e-01 1.329048424959182739e-01 1.068602427840232849e-01 1.079770922660827637e-01 1.281239837408065796e-01 7.895719259977340698e-02 6.646172702312469482e-02 1.818598955869674683e-01 8.727615326642990112e-02 1.667605489492416382e-01 1.404833197593688965e-01 1.040193811058998108e-01 1.433088332414627075e-01 1.496034860610961914e-01 6.965866684913635254e-02 1.490333229303359985e-01 3.116393834352493286e-02 1.696212589740753174e-02 3.026214987039566040e-02 5.732710286974906921e-02 3.871367126703262329e-02 2.640240266919136047e-02 1.594479531049728394e-01 9.010413289070129395e-02 6.982865929603576660e-02 1.082937195897102356e-01 1.105139330029487610e-01 2.153718173503875732e-01 5.363940000534057617e-01 5.052661299705505371e-01 2.200633287429809570e-01 2.830138802528381348e-01 1.837050467729568481e-01 3.141834735870361328e-01 7.932462543249130249e-02 2.323784232139587402e-01 4.891755282878875732e-01 7.637675106525421143e-02 2.818701863288879395e-01 1.122784912586212158e-01 1.377807855606079102e-01 5.834472924470901489e-02 1.805539876222610474e-01 3.562258556485176086e-02 1.937236040830612183e-01 4.073650389909744263e-02 3.222619891166687012e-01 3.494081273674964905e-02 1.903059482574462891e-01 1.671279221773147583e-01 7.577738910913467407e-02 5.290765687823295593e-02 2.939103916287422180e-02 1.070538163185119629e-01 7.392194867134094238e-02 9.148804843425750732e-02 4.953302443027496338e-02 6.443466991186141968e-02 1.131057813763618469e-01
2.561045289039611816e-01 1.912292093038558960e-01 1.744039356708526611e-01 1.755447983741760254e-01 3.086529076099395752e-01 4.918253123760223389e-01 3.414771556854248047e-01 2.412974387407302856e-01 2.386659532785415649e-01 1.932762861251831055e-01 2.105371803045272827e-01 2.122369408607482910e-01 3.054651319980621338e-01 1.106641218066215515e-01 2.138913869857788086e-01 3.347773253917694092e-01 1.665206253528594971e-01 3.192006945610046387e-01 3.415088653564453125e-01 3.055703341960906982e-01 2.540854811668395996e-01 8.359853923320770264e-02 3.540249764919281006e-01 2.265175729990005493e-01 7.789699733257293701e-02 1.961397826671600342e-01 5.310460925102233887e-02 7.747072726488113403e-02 1.731007546186447144e-01 1.350453794002532959e-01 3.754865378141403198e-02 1.206994801759719849e-01 1.192985698580741882e-01 6.339765340089797974e-02 3.596023023128509521e-01 5.105504989624023438e-01 5.421797037124633789e-01 3.318368196487426758e-01 3.115515410900115967e-01 4.036063253879547119e-01 5.922853946685791016e-01 2.612408697605133057e-01 1.060729920864105225e-01 1.665549874305725098e-01 1.714648008346557617e-01 4.250122979283332825e-02 2.350592464208602905e-01 5.695286765694618225e-02 2.512782216072082520e-01 6.931783258914947510e-02 2.726284861564636230e-01 3.064239397644996643e-02 1.902482509613037109e-01 9.578758478164672852e-02 6.554763317108154297e-01 3.446501865983009338e-02 1.211946681141853333e-01 5.394039154052734375e-01 3.322405740618705750e-02 6.445016860961914062e-01 1.184478029608726501e-01 6.104393005371093750e-01 2.294646948575973511e-01 1.723205894231796265e-01 2.137177884578704834e-01 1.662593930959701538e-01 3.879238665103912354e-02
5.428787320852279663e-02 7.485649734735488892e-02 6.263706833124160767e-02 6.865070015192031860e-02 1.975313872098922729e-01 2.867221534252166748e-01 1.719285249710083008e-01 2.850871384143829346e-01 2.005737721920013428e-01 3.871558606624603271e-01 3.414277136325836182e-01 2.203860282897949219e-01 3.906347155570983887e-01 1.849818676710128784e-01 2.088151276111602783e-01 2.619865834712982178e-01 1.535790860652923584e-01 2.554273307323455811e-01 2.680996954441070557e-01 2.031963318586349487e-01 3.742602467536926270e-01 2.519788146018981934e-01 1.972303986549377441e-01 1.098327711224555969e-01 9.899412840604782104e-02 5.915588885545730591e-02 1.202682703733444214e-01 3.779012709856033325e-02 9.530624747276306152e-02 7.605455070734024048e-02 4.681101068854331970e-02 1.348698288202285767e-01 1.263250112533569336e-01 1.547789126634597778e-01 7.294372469186782837e-02 3.975472450256347656e-01 3.004345297813415527e-01 3.128107190132141113e-01 3.513308167457580566e-01 1.901507377624511719e-01 5.618087649345397949e-01 9.579456597566604614e-02 7.676610350608825684e-02 6.623569130897521973e-02 1.181284338235855103e-01 5.864529684185981750e-02 1.903428435325622559e-01 1.419488042593002319e-01 1.168192476034164429e-01 8.503814041614532471e-02 1.170162037014961243e-01 5.959573388099670410e-02 5.274656787514686584e-02 2.834095954895019531e-01 1.549098491668701172e-01 6.905311346054077148e-02 4.360321536660194397e-02 8.620538562536239624e-02 1.221373304724693298e-01 1.253612786531448364e-01 1.613463610410690308e-01 1.803777217864990234e-01 2.781187295913696289e-01 2.268310487270355225e-01 2.622227072715759277e-01 2.794113457202911377e-01 2.927222847938537598e-01
6.971755623817443848e-02 7.453218847513198853e-02 3.213558718562126160e-02 3.858100250363349915e-02 8.565694838762283325e-02 2.150785475969314575e-01 3.785426914691925049e-02 2.506641298532485962e-02 2.859912998974323273e-02 3.195072337985038757e-02 1.567450352013111115e-02 3.597598522901535034e-02 1.318919509649276733e-01 3.697575628757476807e-02 6.489995867013931274e-02 1.068249866366386414e-01 5.468522757291793823e-02 3.420009016990661621e-01 2.996808290481567383e-01 2.044422328472137451e-01 2.558031082153320312e-01 4.575209692120552063e-02 1.553427428007125854e-01 6.864978373050689697e-02 3.570086508989334106e-02 6.042478233575820923e-02 4.789226874709129333e-02 1.921118609607219696e-02 2.451338805258274078e-02 1.004179120063781738e-01 3.518253937363624573e-02 8.797821402549743652e-02 1.058712974190711975e-01 3.919743373990058899e-02 2.668990194797515869e-01 3.383636772632598877e-01 6.279702782630920410e-01 3.082007169723510742e-01 2.672140896320343018e-01 3.490929901599884033e-01 2.575290203094482422e-01 3.575401306152343750e-01 8.562453836202621460e-02 9.316349774599075317e-02 1.074128076434135437e-01 3.593562543392181396e-02 1.499249637126922607e-01 4.382701963186264038e-02 9.461624920368194580e-02 6.909856945276260376e-02 1.101642325520515442e-01 2.296615950763225555e-02 6.656302511692047119e-02 1.892656646668910980e-02 2.013107538223266602e-01 3.373621404170989990e-02 6.244054064154624939e-02 1.350690573453903198e-01 2.480915933847427368e-02 1.540729850530624390e-01 6.259899586439132690e-02 3.042623698711395264e-01 1.534508764743804932e-01 1.470598876476287842e-01 1.309683471918106079e-01 6.322901695966720581e-02 1.683020144701004028e-01
3.681268990039825439e-01 4.127607643604278564e-01 5.111084580421447754e-01 4.692060351371765137e-01 5.965104103088378906e-01 5.987539887428283691e-01 4.084445536136627197e-01 4.031737148761749268e-01 3.214840590953826904e-01 3.203805685043334961e-01 2.674716711044311523e-01 3.619361221790313721e-01 2.962488830089569092e-01 2.321667969226837158e-01 2.738735377788543701e-01 4.143897593021392822e-01 4.044356942176818848e-01 4.259946346282958984e-01 3.175082206726074219e-01 3.163222968578338623e-01 3.913354873657226562e-01 3.577050864696502686e-01 3.436739742755889893e-01 2.002468556165695190e-01 6.256438791751861572e-02 6.851264089345932007e-02 7.053308188915252686e-02 8.518595993518829346e-02 8.474527299404144287e-02 1.770152449607849121e-01 6.064780056476593018e-02 1.251106560230255127e-01 8.223422616720199585e-02 9.065324068069458008e-02 5.205717086791992188e-01 5.844018459320068359e-01 7.865249514579772949e-01 4.729808568954467773e-01 2.396291047334671021e-01 3.448352217674255371e-01 4.980590343475341797e-01 2.025343477725982666e-01 4.987923800945281982e-02 1.430623233318328857e-01 8.566936105489730835e-02 3.838386014103889465e-02 1.022873744368553162e-01 5.306309461593627930e-02 8.916594088077545166e-02 4.409981891512870789e-02 8.697245270013809204e-02 5.000958219170570374e-02 1.268037110567092896e-01 1.332842707633972168e-01 2.921761870384216309e-01 5.185812711715698242e-02 5.238754302263259888e-02 9.846756607294082642e-02 5.341545864939689636e-02 9.829539060592651367e-02 1.122626960277557373e-01 1.145936101675033569e-01 8.764370530843734741e-02 1.133676171302795410e-01 1.108882576227188110e-01 9.021784365177154541e-02 2.633821964263916016e-01
3.941335529088973999e-02 4.521231725811958313e-02 2.648647688329219818e-02 5.830749496817588806e-02 1.211519539356231689e-01 8.616711944341659546e-02 8.377242088317871094e-02 1.477050334215164185e-01 7.103887200355529785e-02 9.462343901395797729e-02 7.447981089353561401e-02 9.708955883979797363e-02 1.191183254122734070e-01 5.268036574125289917e-02 5.537720397114753723e-02 1.119740456342697144e-01 7.031624019145965576e-02 1.552112698554992676e-01 1.515388786792755127e-01 8.764311671257019043e-02 1.223965510725975037e-01 6.863068789243698120e-02 6.189308315515518188e-02 1.469414532184600830e-01 2.885396592319011688e-02 2.136688865721225739e-02 2.803053148090839386e-02 5.432447046041488647e-02 4.356961324810981750e-02 4.187549278140068054e-02 1.520279347896575928e-01 7.184713333845138550e-02 7.005698978900909424e-02 8.572041243314743042e-02 2.132335901260375977e-01 2.629236876964569092e-01 6.244251132011413574e-01 4.205179810523986816e-01 1.882753670215606689e-01 2.202788740396499634e-01 2.405698448419570923e-01 5.207625627517700195e-01 1.085902154445648193e-01 1.217890828847885132e-01 4.279722869396209717e-01 5.013861879706382751e-02 4.737592041492462158e-01 1.197786703705787659e-01 1.826634705066680908e-01 6.939309835433959961e-02 2.683242261409759521e-01 4.698828980326652527e-02 1.619657427072525024e-01 3.623481467366218567e-02 2.312177568674087524e-01 4.005647450685501099e-02 1.388641297817230225e-01 1.957334280014038086e-01 5.660916492342948914e-02 8.721854537725448608e-02 2.269977144896984100e-02 8.388956636190414429e-02 7.611566036939620972e-02 5.843147262930870056e-02 5.993154644966125488e-02 3.658979386091232300e-02 1.060067415237426758e-01
3.230983018875122070e-01 1.801650673151016235e-01 1.524584889411926270e-01 2.429452538490295410e-01 3.535725474357604980e-01 5.868614315986633301e-01 4.743837714195251465e-01 3.262510299682617188e-01 2.454077452421188354e-01 2.613980174064636230e-01 3.722584843635559082e-01 3.337182700634002686e-01 3.896983563899993896e-01 7.978225499391555786e-02 2.743902206420898438e-01 3.747030794620513916e-01 2.159750908613204956e-01 3.579785823822021484e-01 3.963954746723175049e-01 2.710970044136047363e-01 2.767114341259002686e-01 8.481846749782562256e-02 3.786390125751495361e-01 2.373698353767395020e-01 6.119835376739501953e-02 1.962294131517410278e-01 4.183521121740341187e-02 9.762469679117202759e-02 1.513418406248092651e-01 1.004978418350219727e-01 3.361688181757926941e-02 1.529907286167144775e-01 1.733805537223815918e-01 4.643891751766204834e-02 2.545508146286010742e-01 3.234825730323791504e-01 4.881735444068908691e-01 4.300003647804260254e-01 3.128308057785034180e-01 4.321706593036651611e-01 4.945200681686401367e-01 1.765104830265045166e-01 9.152913838624954224e-02 1.229465231299400330e-01 2.280802130699157715e-01 3.782029822468757629e-02 2.150164097547531128e-01 5.521942302584648132e-02 2.721113264560699463e-01 5.762136727571487427e-02 2.448923736810684204e-01 3.391250967979431152e-02 1.878376305103302002e-01 7.690024375915527344e-02 5.527811646461486816e-01 4.117939993739128113e-02 1.837124824523925781e-01 5.030725002288818359e-01 5.368379130959510803e-02 5.600816011428833008e-01 1.550012528896331787e-01 5.640632510185241699e-01 2.454130351543426514e-01 2.481875419616699219e-01 1.976073384284973145e-01 1.829902976751327515e-01 4.809914156794548035e-02
5.529882013797760010e-02 7.104468345642089844e-02 4.055846482515335083e-02 3.075235895812511444e-02 1.170632615685462952e-01 2.635253071784973145e-01 1.212384104728698730e-01 1.977786570787429810e-01 1.424214243888854980e-01 2.461882680654525757e-01 2.444470077753067017e-01 2.104907333850860596e-01 3.667379915714263916e-01 1.019338816404342651e-01 1.423607468605041504e-01 2.452887892723083496e-01 1.294385492801666260e-01 2.958217263221740723e-01 2.072714865207672119e-01 1.773201227188110352e-01 3.225520551204681396e-01 2.033967673778533936e-01 2.306729257106781006e-01 1.532364189624786377e-01 1.038987413048744202e-01 3.949045762419700623e-02 5.223661661148071289e-02 4.239981248974800110e-02 7.146633416414260864e-02 6.385487318038940430e-02 7.531063258647918701e-02 1.040841117501258850e-01 6.944626569747924805e-02 9.752058237791061401e-02 8.380807936191558838e-02 2.209005504846572876e-01 2.195317894220352173e-01 2.609663009643554688e-01 4.305271506309509277e-01 1.697365194559097290e-01 4.788610935211181641e-01 1.121725291013717651e-01 6.175750494003295898e-02 9.745831787586212158e-02 2.359560132026672363e-01 6.519460678100585938e-02 2.246913313865661621e-01 9.622493386268615723e-02 8.322016894817352295e-02 7.454187422990798950e-02 9.533749520778656006e-02 5.078718438744544983e-02 6.049822270870208740e-02 1.427633315324783325e-01 2.025232911109924316e-01 3.450727835297584534e-02 3.295615687966346741e-02 4.216906800866127014e-02 1.495675593614578247e-01 9.473160654306411743e-02 1.614558696746826172e-01 2.000764310359954834e-01 2.869637012481689453e-01 2.422114461660385132e-01 2.026293277740478516e-01 2.331096678972244263e-01 3.335269987583160400e-01
