model_id, f1_means, f1_means_std, f1_medians, f1_medians_std, pre_means, pre_means_std, pre_medians, pre_medians_std, rec_means, rec_means_std, rec_medians, rec_medians_std, acc_means, acc_means_std, acc_medians, acc_medians_std
19, 0.59, 0.082, 0.7, 0.11, 0.73, 0.069, 0.84, 0.063, 0.68, 0.074, 0.81, 0.11, 0.77, 0.046, 0.82, 0.049
66, 0.61, 0.074, 0.71, 0.12, 0.69, 0.1, 0.78, 0.14, 0.74, 0.067, 0.89, 0.072, 0.77, 0.058, 0.82, 0.068
68, 0.62, 0.068, 0.72, 0.12, 0.68, 0.11, 0.75, 0.16, 0.77, 0.074, 0.91, 0.069, 0.76, 0.076, 0.8, 0.086
72, 0.62, 0.048, 0.75, 0.065, 0.73, 0.062, 0.85, 0.061, 0.7, 0.033, 0.85, 0.047, 0.78, 0.038, 0.84, 0.032
76, 0.65, 0.072, 0.78, 0.094, 0.77, 0.074, 0.88, 0.054, 0.72, 0.059, 0.87, 0.096, 0.81, 0.047, 0.86, 0.048
