3.457285091280937195e-02 4.015793278813362122e-02 4.533934965729713440e-02 1.450874209403991699e-01 2.617971412837505341e-02 4.042252153158187866e-02 3.103161416947841644e-02 2.520044893026351929e-02 2.301612496376037598e-02 4.973450303077697754e-02 1.673122122883796692e-02 2.489013783633708954e-02 1.698657870292663574e-01 3.072114288806915283e-01 3.522678613662719727e-01 5.794548988342285156e-01 8.691140264272689819e-02 5.780648440122604370e-02 5.967981368303298950e-02 2.682590186595916748e-01 4.739549756050109863e-02 1.149131655693054199e-01 5.823428556323051453e-02 3.828877583146095276e-02 3.807556629180908203e-02 2.500003576278686523e-02 2.961871586740016937e-02 2.155451849102973938e-02 3.347859531641006470e-02 2.640229277312755585e-02 3.344213590025901794e-02 2.791168726980686188e-02 2.743746340274810791e-02 2.700811810791492462e-02 3.164922446012496948e-02 2.588189765810966492e-02 4.090934619307518005e-02
2.226438187062740326e-02 1.261453181505203247e-01 1.297983229160308838e-01 1.608110517263412476e-01 1.126452013850212097e-01 2.556760907173156738e-01 1.452725082635879517e-01 1.293239444494247437e-01 2.501191198825836182e-01 7.421456277370452881e-02 3.357515856623649597e-02 2.158975601196289062e-02 5.744564905762672424e-02 2.300241440534591675e-01 1.037572249770164490e-01 5.098474398255348206e-02 1.747709214687347412e-01 4.729949682950973511e-02 1.173912268131971359e-02 4.117097705602645874e-02 6.448464095592498779e-02 1.760032624006271362e-01 1.992231607437133789e-02 3.574917092919349670e-02 1.609953492879867554e-02 1.152657344937324524e-02 1.230266969650983810e-02 1.430947519838809967e-02 2.401155605912208557e-02 2.964274957776069641e-02 2.201237715780735016e-02 4.220731183886528015e-02 3.632121533155441284e-02 1.883054897189140320e-02 3.298131749033927917e-02 2.049801498651504517e-02 2.785422839224338531e-02
3.485436365008354187e-02 5.788715928792953491e-02 5.052424967288970947e-02 1.586308926343917847e-01 5.215875338762998581e-03 1.130198314785957336e-02 6.318566389381885529e-03 6.544669624418020248e-03 4.070667084306478500e-03 7.363165263086557388e-03 7.187448907643556595e-03 1.188468281179666519e-02 7.239302992820739746e-02 2.356130778789520264e-01 2.795060276985168457e-01 3.880298733711242676e-01 1.471233665943145752e-01 8.076426386833190918e-02 8.918913453817367554e-02 2.637620270252227783e-01 1.154256016016006470e-01 1.887955516576766968e-01 3.374507278203964233e-02 7.994273304939270020e-02 3.529210016131401062e-02 3.136606141924858093e-02 2.616784721612930298e-02 2.629442512989044189e-02 3.041309863328933716e-02 2.514528483152389526e-02 2.509370073676109314e-02 1.790251582860946655e-02 2.302457764744758606e-02 2.715195156633853912e-02 1.909158192574977875e-02 1.571633853018283844e-02 1.721687614917755127e-02
2.722158469259738922e-02 6.233937665820121765e-02 6.638225167989730835e-02 1.868195533752441406e-01 7.911429554224014282e-02 1.576351225376129150e-01 1.243023127317428589e-01 1.181904524564743042e-01 1.340671181678771973e-01 7.541705667972564697e-02 9.501837939023971558e-02 7.590369135141372681e-02 1.388579159975051880e-01 4.287175834178924561e-01 4.954777061939239502e-01 3.708840310573577881e-01 3.359931111335754395e-01 2.287394106388092041e-01 7.766345143318176270e-02 1.661363393068313599e-01 1.077635064721107483e-01 1.218269169330596924e-01 6.653255969285964966e-02 5.580046400427818298e-02 3.874592855572700500e-02 3.691872954368591309e-02 2.839186228811740875e-02 2.417261712253093719e-02 2.691861055791378021e-02 3.635592013597488403e-02 3.380979597568511963e-02 2.030562423169612885e-02 2.188936248421669006e-02 1.700956933200359344e-02 2.361886017024517059e-02 2.296116948127746582e-02 3.715888783335685730e-02
5.212403088808059692e-02 6.344722211360931396e-02 4.918084666132926941e-02 9.188024699687957764e-02 4.166722670197486877e-02 4.164099693298339844e-02 5.083561688661575317e-02 7.338017225265502930e-02 2.604600787162780762e-02 1.831962727010250092e-02 2.068658173084259033e-02 1.530124526470899582e-02 7.498144358396530151e-02 1.771412044763565063e-01 3.174515366554260254e-01 1.459487378597259521e-01 9.604799747467041016e-02 2.681319415569305420e-02 3.838610649108886719e-02 1.132992953062057495e-01 1.000455394387245178e-01 6.444810330867767334e-02 2.573752775788307190e-02 3.612465783953666687e-02 1.830621249973773956e-02 1.940183155238628387e-02 1.769284531474113464e-02 9.686468169093132019e-03 1.116004213690757751e-02 1.008166000247001648e-02 1.511816401034593582e-02 1.125634182244539261e-02 7.913668639957904816e-03 7.872471585869789124e-03 6.144984159618616104e-03 4.350142553448677063e-03 7.306602317839860916e-03
3.386947512626647949e-02 6.114329770207405090e-02 5.953527614474296570e-02 9.140445291996002197e-02 3.567904606461524963e-02 3.131539747118949890e-02 4.696784168481826782e-02 3.125761076807975769e-02 3.928640112280845642e-02 5.120586603879928589e-02 2.946312166750431061e-02 4.711720719933509827e-02 1.742480546236038208e-01 3.323440849781036377e-01 2.918368577957153320e-01 3.081408441066741943e-01 1.126175075769424438e-01 4.564297944307327271e-02 4.896656796336174011e-02 2.355277687311172485e-01 6.300064921379089355e-02 9.194488078355789185e-02 6.057869270443916321e-02 4.884330928325653076e-02 4.189708083868026733e-02 2.817162871360778809e-02 2.987298369407653809e-02 2.162599563598632812e-02 2.902190014719963074e-02 2.315890602767467499e-02 2.900966070592403412e-02 2.304469607770442963e-02 2.572535537183284760e-02 2.007501572370529175e-02 3.027289919555187225e-02 2.576210163533687592e-02 4.537411779165267944e-02
2.710437960922718048e-02 2.022419571876525879e-01 1.120696365833282471e-01 1.540589481592178345e-01 8.008612692356109619e-02 2.722136378288269043e-01 1.083419770002365112e-01 1.104638352990150452e-01 1.408249586820602417e-01 7.967004179954528809e-02 1.754378154873847961e-02 1.025123801082372665e-02 3.763550892472267151e-02 1.236036196351051331e-01 6.612876057624816895e-02 7.694546133279800415e-02 6.213978305459022522e-02 3.339557349681854248e-02 1.206967327743768692e-02 3.305444121360778809e-02 1.060945987701416016e-01 1.130846440792083740e-01 1.263098977506160736e-02 1.960991509258747101e-02 1.157496776431798935e-02 6.212084088474512100e-03 8.615132421255111694e-03 7.002753671258687973e-03 1.289197616279125214e-02 1.044660434126853943e-02 1.025678869336843491e-02 1.260988973081111908e-02 1.521289069205522537e-02 7.533808704465627670e-03 1.428653299808502197e-02 8.458151482045650482e-03 9.694536216557025909e-03
3.329956531524658203e-02 3.938179463148117065e-02 5.189201235771179199e-02 1.266365498304367065e-01 5.965192802250385284e-03 1.099704019725322723e-02 6.435354705899953842e-03 6.489533465355634689e-03 3.236784599721431732e-03 1.816943660378456116e-02 1.343785319477319717e-02 2.157616615295410156e-02 8.087258785963058472e-02 5.259681940078735352e-01 2.272472828626632690e-01 4.153506159782409668e-01 1.161439865827560425e-01 8.892276138067245483e-02 1.186785176396369934e-01 2.850927114486694336e-01 1.119147762656211853e-01 1.527803838253021240e-01 3.751087561249732971e-02 1.032013967633247375e-01 5.215526744723320007e-02 4.906776174902915955e-02 2.624802105128765106e-02 2.594058215618133545e-02 3.124300576746463776e-02 3.548416122794151306e-02 3.163452446460723877e-02 2.913101762533187866e-02 2.890841849148273468e-02 2.407930418848991394e-02 3.032908029854297638e-02 2.321961894631385803e-02 2.808922156691551208e-02
2.059129625558853149e-02 7.118544727563858032e-02 6.871587038040161133e-02 2.246170639991760254e-01 8.327051997184753418e-02 1.399088799953460693e-01 1.936038732528686523e-01 1.687451004981994629e-01 1.050429344177246094e-01 6.702093034982681274e-02 5.212941393256187439e-02 4.780303686857223511e-02 9.189395606517791748e-02 4.985970258712768555e-01 4.695748984813690186e-01 5.663095712661743164e-01 2.857946455478668213e-01 2.710364758968353271e-01 7.175816595554351807e-02 1.820218712091445923e-01 1.425454318523406982e-01 1.183708384633064270e-01 7.331077009439468384e-02 4.854456335306167603e-02 4.050302132964134216e-02 3.588536381721496582e-02 2.356626838445663452e-02 2.096898853778839111e-02 2.340831607580184937e-02 2.704475447535514832e-02 4.086967185139656067e-02 2.552326023578643799e-02 2.397171221673488617e-02 2.301060594618320465e-02 2.206053771078586578e-02 1.946824789047241211e-02 3.276951983571052551e-02
5.373785272240638733e-02 5.272277072072029114e-02 4.826471209526062012e-02 1.025608554482460022e-01 4.788345098495483398e-02 3.136767819523811340e-02 2.481595799326896667e-02 6.622569262981414795e-02 3.622395917773246765e-02 2.056958340108394623e-02 1.973504759371280670e-02 1.454868540167808533e-02 8.988790959119796753e-02 9.730048477649688721e-02 2.880404889583587646e-01 1.779864728450775146e-01 9.682817757129669189e-02 5.523371696472167969e-02 4.216872528195381165e-02 1.308079361915588379e-01 8.356834948062896729e-02 9.215629845857620239e-02 2.072669751942157745e-02 3.676731139421463013e-02 2.394244447350502014e-02 2.291120216250419617e-02 2.755502983927726746e-02 1.135629508644342422e-02 1.707372628152370453e-02 1.639114320278167725e-02 1.892799511551856995e-02 1.044655963778495789e-02 8.217765018343925476e-03 9.905721992254257202e-03 8.453193120658397675e-03 6.198864895850419998e-03 1.040529366582632065e-02
