1.504876278340816498e-02 3.021291643381118774e-02 1.507521886378526688e-02 2.389805391430854797e-02 3.837727382779121399e-02 6.930895894765853882e-02 1.777711510658264160e-01 2.974403798580169678e-01 9.425448626279830933e-02 5.659285560250282288e-02 1.548931449651718140e-01 1.250915080308914185e-01 1.545017063617706299e-01 1.191931888461112976e-01 1.305705755949020386e-01 9.559962898492813110e-02 6.682771444320678711e-02 4.367155954241752625e-02 6.055347993969917297e-02 5.328904464840888977e-02 6.931292265653610229e-02 6.059174239635467529e-02 6.567016988992691040e-02 3.430760279297828674e-02 5.457427352666854858e-02 8.449843525886535645e-02 5.103607103228569031e-02 9.946297854185104370e-02 1.007689312100410461e-01 8.476517349481582642e-02 8.920018374919891357e-02 1.009681671857833862e-01 7.701583206653594971e-02 8.296209573745727539e-02 7.127505540847778320e-02 6.528170406818389893e-02 1.806676983833312988e-01 9.747715294361114502e-02 6.585311889648437500e-02 2.703947387635707855e-02 1.802983134984970093e-01 1.439748108386993408e-01 1.167904436588287354e-01 2.937214076519012451e-01 2.885084748268127441e-01 3.503443300724029541e-01 3.240846395492553711e-01 2.682079374790191650e-01 1.729925572872161865e-01 1.518162041902542114e-01 4.156945645809173584e-01 5.409811735153198242e-01 1.460563838481903076e-01 1.577973812818527222e-01 1.223146989941596985e-01 8.427122980356216431e-02 7.559415698051452637e-02 9.349033981561660767e-02 1.333838999271392822e-01 1.645154058933258057e-01 1.085364073514938354e-01 7.833869755268096924e-02 8.851916342973709106e-02 6.460157781839370728e-02 7.624161988496780396e-02 1.131411641836166382e-01 1.074617207050323486e-01 2.423735894262790680e-02 3.033132478594779968e-02 3.451629355549812317e-02 2.951664291322231293e-02 2.808449044823646545e-02 5.577849224209785461e-02 2.971062436699867249e-02 4.213744029402732849e-02 4.584597423672676086e-02 4.265737533569335938e-02 6.287019699811935425e-02 3.747318312525749207e-02 3.010289669036865234e-01 1.216312274336814880e-01
1.667223125696182251e-02 1.678013242781162262e-02 1.348534133285284042e-02 1.303572021424770355e-02 2.521897666156291962e-02 4.305018857121467590e-02 6.527337431907653809e-02 5.014954507350921631e-02 4.991004616022109985e-02 6.176112219691276550e-02 3.568074107170104980e-02 3.214348852634429932e-02 1.045482605695724487e-01 8.469054102897644043e-02 6.938064098358154297e-02 1.077392473816871643e-01 5.292107164859771729e-02 4.791464284062385559e-02 6.471300125122070312e-02 5.477170273661613464e-02 8.593473583459854126e-02 5.576867982745170593e-02 5.104664713144302368e-02 3.916730731725692749e-02 6.327386200428009033e-02 1.179630756378173828e-01 5.936707928776741028e-02 1.353054046630859375e-01 1.771762669086456299e-01 6.173650547862052917e-02 8.104229718446731567e-02 5.879799276590347290e-02 1.346836388111114502e-01 1.378257721662521362e-01 1.348157525062561035e-01 2.076376229524612427e-01 3.100233674049377441e-01 1.017861515283584595e-01 5.573664605617523193e-02 4.663617163896560669e-02 1.775315701961517334e-01 9.013265371322631836e-02 2.173082157969474792e-02 7.563811540603637695e-02 1.695761829614639282e-01 1.044063866138458252e-01 1.143213286995887756e-01 7.190060615539550781e-02 7.260542362928390503e-02 1.591854393482208252e-01 1.261889934539794922e-01 1.836222261190414429e-01 1.702181398868560791e-01 2.086512446403503418e-01 2.169031500816345215e-01 1.296415925025939941e-01 9.980609267950057983e-02 1.198523789644241333e-01 8.780245482921600342e-02 1.380139291286468506e-01 1.561937481164932251e-01 1.307891011238098145e-01 7.806190103292465210e-02 6.090584769845008850e-02 6.753244251012802124e-02 5.243870988488197327e-02 4.811094328761100769e-02 2.018004655838012695e-02 1.569302380084991455e-02 1.720732450485229492e-02 2.110190875828266144e-02 1.883700303733348846e-02 3.634329140186309814e-02 1.863428391516208649e-02 3.308431804180145264e-02 2.190108969807624817e-02 2.690778486430644989e-02 3.380784764885902405e-02 2.619227580726146698e-02 5.873695015907287598e-02 4.399411007761955261e-02
3.206559643149375916e-02 4.221373051404953003e-02 1.792447082698345184e-02 2.709223143756389618e-02 7.067786157131195068e-02 5.201289802789688110e-02 1.183199509978294373e-01 7.179940491914749146e-02 5.850170552730560303e-02 6.169459223747253418e-02 1.332420706748962402e-01 1.192838624119758606e-01 1.367969661951065063e-01 1.516599208116531372e-01 1.394789814949035645e-01 1.742950826883316040e-01 8.249431848526000977e-02 5.273820832371711731e-02 7.262019813060760498e-02 6.535142660140991211e-02 8.302947878837585449e-02 5.890209227800369263e-02 5.292073637247085571e-02 5.253509432077407837e-02 4.328251257538795471e-02 6.190777197480201721e-02 4.060317575931549072e-02 6.347347795963287354e-02 1.808059513568878174e-01 1.552293002605438232e-01 1.894484609365463257e-01 7.975696772336959839e-02 7.189092785120010376e-02 7.785641402006149292e-02 1.404401659965515137e-01 2.433781772851943970e-01 1.550854891538619995e-01 8.430998027324676514e-02 1.884404271841049194e-01 5.549420416355133057e-02 3.661204874515533447e-01 1.798042058944702148e-01 1.052113175392150879e-01 2.770593762397766113e-01 4.662868082523345947e-01 3.783273994922637939e-01 3.750516474246978760e-01 1.903888285160064697e-01 9.662656486034393311e-02 5.750127509236335754e-02 4.929104819893836975e-02 1.117409989237785339e-01 4.968534409999847412e-02 2.215929627418518066e-01 1.398527175188064575e-01 1.213560774922370911e-01 1.051512658596038818e-01 1.337732970714569092e-01 1.597601026296615601e-01 3.123812675476074219e-01 2.648682892322540283e-01 1.001731976866722107e-01 1.063484102487564087e-01 6.523990631103515625e-02 7.763840258121490479e-02 1.183848679065704346e-01 7.943980395793914795e-02 8.917972445487976074e-03 1.015842240303754807e-02 1.373861730098724365e-02 8.346834219992160797e-03 6.044622045010328293e-03 1.210506632924079895e-02 1.338916365057229996e-02 2.223630435764789581e-02 2.440479956567287445e-02 3.474235534667968750e-02 8.807603269815444946e-02 4.871090501546859741e-02 1.201872453093528748e-01 5.558081716299057007e-02
5.187906324863433838e-03 8.722670376300811768e-03 7.711481302976608276e-03 5.657217931002378464e-03 2.987804263830184937e-02 7.818154990673065186e-02 1.073079332709312439e-01 1.520525366067886353e-01 1.031932085752487183e-01 8.625312149524688721e-02 8.053208887577056885e-02 5.707785487174987793e-02 8.706953376531600952e-02 1.454330533742904663e-01 2.284326702356338501e-01 1.303123533725738525e-01 4.093177244067192078e-02 5.196124315261840820e-02 4.647539556026458740e-02 5.121720582246780396e-02 5.841527879238128662e-02 2.761118300259113312e-02 5.690533295273780823e-02 3.657185286283493042e-02 3.956334292888641357e-02 1.413650512695312500e-01 1.386296153068542480e-01 9.199760109186172485e-02 2.483973205089569092e-01 2.015108466148376465e-01 1.798829436302185059e-01 6.570339947938919067e-02 1.790679842233657837e-01 1.046705320477485657e-01 7.674733549356460571e-02 2.380292266607284546e-01 2.576319873332977295e-01 1.533585488796234131e-01 1.358981132507324219e-01 4.777428507804870605e-02 2.625401318073272705e-01 2.966930270195007324e-01 1.250821202993392944e-01 2.938111126422882080e-01 3.894122838973999023e-01 3.328162729740142822e-01 2.661906778812408447e-01 2.521659731864929199e-01 1.530576199293136597e-01 2.815724313259124756e-01 1.640683263540267944e-01 2.013493031263351440e-01 1.291458308696746826e-01 1.746898442506790161e-01 1.788212954998016357e-01 1.380270421504974365e-01 1.441566497087478638e-01 1.676215082406997681e-01 2.216315120458602905e-01 2.313569039106369019e-01 1.748786717653274536e-01 7.285315543413162231e-02 1.552587449550628662e-01 1.175759583711624146e-01 7.039725035429000854e-02 1.077777966856956482e-01 9.720180928707122803e-02 6.237848848104476929e-02 4.498614370822906494e-02 6.299079954624176025e-02 6.906750798225402832e-02 5.165803059935569763e-02 9.416066110134124756e-02 5.779737979173660278e-02 6.947192549705505371e-02 5.706278979778289795e-02 5.341406911611557007e-02 5.285514146089553833e-02 4.901570454239845276e-02 2.554782927036285400e-01 8.807171136140823364e-02
4.018546640872955322e-02 3.272823989391326904e-02 3.860002011060714722e-02 3.376048430800437927e-02 4.218704998493194580e-02 8.316528797149658203e-02 1.632662862539291382e-01 1.483093351125717163e-01 1.238501444458961487e-01 8.922714740037918091e-02 1.214206069707870483e-01 7.901942729949951172e-02 9.921137988567352295e-02 6.029231846332550049e-02 6.683941185474395752e-02 6.347115337848663330e-02 2.470282465219497681e-02 1.927785202860832214e-02 2.633113600313663483e-02 1.992363482713699341e-02 3.461739420890808105e-02 3.166235610842704773e-02 2.849766984581947327e-02 3.074495121836662292e-02 2.154820784926414490e-02 3.791817277669906616e-02 7.529359310865402222e-02 1.107209846377372742e-01 1.002167165279388428e-01 1.358010470867156982e-01 1.357297599315643311e-01 6.788423657417297363e-02 8.735475689172744751e-02 9.808176755905151367e-02 8.272304385900497437e-02 2.400352805852890015e-01 3.455702960491180420e-01 1.678830534219741821e-01 2.483018785715103149e-01 1.480959504842758179e-01 2.618870437145233154e-01 1.518111228942871094e-01 7.285262644290924072e-02 2.048012614250183105e-01 2.874823808670043945e-01 2.250746339559555054e-01 1.594293713569641113e-01 9.912620484828948975e-02 8.055926114320755005e-02 6.046868115663528442e-02 4.559776932001113892e-02 9.968531131744384766e-02 3.339349851012229919e-02 3.090284019708633423e-02 5.110951885581016541e-02 8.144133538007736206e-02 4.632123559713363647e-02 7.784621417522430420e-02 3.968409076333045959e-02 2.953753806650638580e-02 5.881590023636817932e-02 4.027822986245155334e-02 2.317235320806503296e-01 1.896084249019622803e-01 1.715402752161026001e-01 9.665860980749130249e-02 1.004846766591072083e-01 1.500102411955595016e-02 1.434289477765560150e-02 1.618512719869613647e-02 1.443836372345685959e-02 8.931962773203849792e-03 1.899516955018043518e-02 2.331985719501972198e-02 5.099860951304435730e-02 4.822747036814689636e-02 6.541684269905090332e-02 4.925258457660675049e-02 7.402104139328002930e-02 6.462088227272033691e-02 4.264415428042411804e-02
1.344873197376728058e-02 2.976531907916069031e-02 1.664651371538639069e-02 2.280146814882755280e-02 3.607632964849472046e-02 5.790754780173301697e-02 1.437162011861801147e-01 2.751293480396270752e-01 7.741209119558334351e-02 6.206160411238670349e-02 1.450086683034896851e-01 1.178795918822288513e-01 1.850261092185974121e-01 1.546555459499359131e-01 1.909886300563812256e-01 9.867101907730102539e-02 5.801049619913101196e-02 4.363181814551353455e-02 5.496222898364067078e-02 5.174027010798454285e-02 6.379595398902893066e-02 4.858736321330070496e-02 7.136795669794082642e-02 3.436506539583206177e-02 6.252063065767288208e-02 8.916243165731430054e-02 4.185406118631362915e-02 8.657737821340560913e-02 1.813426613807678223e-01 7.429636269807815552e-02 9.913299977779388428e-02 8.587533980607986450e-02 8.678393810987472534e-02 9.575374424457550049e-02 8.544123917818069458e-02 8.671396225690841675e-02 2.409571260213851929e-01 6.707625836133956909e-02 6.786829978227615356e-02 2.439088374376296997e-02 2.389658093452453613e-01 1.180125251412391663e-01 1.185282617807388306e-01 2.213409990072250366e-01 3.294225037097930908e-01 3.148243129253387451e-01 2.681014537811279297e-01 2.477126270532608032e-01 1.444609761238098145e-01 1.922022551298141479e-01 4.325222969055175781e-01 5.056302547454833984e-01 2.096162587404251099e-01 2.567468583583831787e-01 1.470430493354797363e-01 1.212351024150848389e-01 8.422713726758956909e-02 8.298491686582565308e-02 1.670877486467361450e-01 1.707229614257812500e-01 1.044374927878379822e-01 7.302325218915939331e-02 8.312210440635681152e-02 7.472814619541168213e-02 1.011573821306228638e-01 1.101226210594177246e-01 8.331620693206787109e-02 2.582343108952045441e-02 4.294468462467193604e-02 3.818793222308158875e-02 4.348044097423553467e-02 3.744023293256759644e-02 6.443075835704803467e-02 3.741341084241867065e-02 5.000875517725944519e-02 5.440857633948326111e-02 4.895217344164848328e-02 5.046188086271286011e-02 4.405483230948448181e-02 2.787341773509979248e-01 1.173451021313667297e-01
2.109975181519985199e-02 2.418338879942893982e-02 1.728888787329196930e-02 1.311116758733987808e-02 1.997791603207588196e-02 2.916182391345500946e-02 5.491057038307189941e-02 4.999990016222000122e-02 5.353521928191184998e-02 7.501018047332763672e-02 4.248460754752159119e-02 2.561597712337970734e-02 9.116327762603759766e-02 6.701786071062088013e-02 5.336404219269752502e-02 8.451647311449050903e-02 6.203718110918998718e-02 5.275942385196685791e-02 7.354204356670379639e-02 5.532328784465789795e-02 9.101898223161697388e-02 5.116584897041320801e-02 5.907654762268066406e-02 3.366836532950401306e-02 6.183731555938720703e-02 1.264182627201080322e-01 5.815580487251281738e-02 1.588389873504638672e-01 1.593046933412551880e-01 6.175941228866577148e-02 6.738081574440002441e-02 4.928422346711158752e-02 1.243031769990921021e-01 1.099591106176376343e-01 1.166088804602622986e-01 1.660491377115249634e-01 2.998780608177185059e-01 1.453111916780471802e-01 7.248882204294204712e-02 5.078834667801856995e-02 1.729086637496948242e-01 9.756186604499816895e-02 2.184779383242130280e-02 7.868656516075134277e-02 1.523366719484329224e-01 1.149402856826782227e-01 9.648764133453369141e-02 6.222663074731826782e-02 4.775251075625419617e-02 7.216458022594451904e-02 1.154615432024002075e-01 1.733481138944625854e-01 1.849409341812133789e-01 1.578688323497772217e-01 2.308072894811630249e-01 1.727240234613418579e-01 8.383781462907791138e-02 1.033667847514152527e-01 8.607518672943115234e-02 1.018594354391098022e-01 1.284676641225814819e-01 1.192667111754417419e-01 8.050563186407089233e-02 4.915425181388854980e-02 4.980713129043579102e-02 5.216845870018005371e-02 3.897666931152343750e-02 1.674527674913406372e-02 1.315614860504865646e-02 1.209178194403648376e-02 1.436200365424156189e-02 1.085347961634397507e-02 2.455510385334491730e-02 1.994439400732517242e-02 2.218630723655223846e-02 2.194369956851005554e-02 2.590489014983177185e-02 3.270753473043441772e-02 2.406996116042137146e-02 6.565485149621963501e-02 4.019417613744735718e-02
2.904988639056682587e-02 3.143680840730667114e-02 1.854297518730163574e-02 2.178543433547019958e-02 5.849721282720565796e-02 4.888306558132171631e-02 7.120992988348007202e-02 5.942933261394500732e-02 5.818608775734901428e-02 6.357651948928833008e-02 7.515163719654083252e-02 6.770799309015274048e-02 1.156582534313201904e-01 9.096232056617736816e-02 1.229333356022834778e-01 1.746009439229965210e-01 7.924737036228179932e-02 5.518751218914985657e-02 7.330974936485290527e-02 6.588120758533477783e-02 8.537317067384719849e-02 5.340762436389923096e-02 4.460609331727027893e-02 4.146552458405494690e-02 4.365070536732673645e-02 6.341724842786788940e-02 7.381036132574081421e-02 6.509287655353546143e-02 2.217728048563003540e-01 1.367938071489334106e-01 1.464573889970779419e-01 8.557129651308059692e-02 7.422044873237609863e-02 7.592022418975830078e-02 1.387277096509933472e-01 2.383117526769638062e-01 1.182719618082046509e-01 7.186098396778106689e-02 1.613053381443023682e-01 3.493326529860496521e-02 3.832532167434692383e-01 1.403558701276779175e-01 6.381414830684661865e-02 1.892977058887481689e-01 3.508549034595489502e-01 3.734159171581268311e-01 3.089359402656555176e-01 2.301963120698928833e-01 1.180814057588577271e-01 5.654869601130485535e-02 7.175662368535995483e-02 1.346084624528884888e-01 5.613787844777107239e-02 1.499382704496383667e-01 1.599506437778472900e-01 1.755384653806686401e-01 1.324025094509124756e-01 1.376798301935195923e-01 2.309305667877197266e-01 2.818535864353179932e-01 2.810210585594177246e-01 1.009086444973945618e-01 7.597857713699340820e-02 4.136803746223449707e-02 4.815948382019996643e-02 9.272808581590652466e-02 7.877621799707412720e-02 7.317296694964170456e-03 1.127391122281551361e-02 1.681739091873168945e-02 1.181554235517978668e-02 9.606366977095603943e-03 1.843214966356754303e-02 1.376143097877502441e-02 2.836994268000125885e-02 2.445707283914089203e-02 3.077203780412673950e-02 8.880162239074707031e-02 4.307995736598968506e-02 1.379847079515457153e-01 7.536911219358444214e-02
5.512846168130636215e-03 1.069888938218355179e-02 8.414947427809238434e-03 6.595655344426631927e-03 2.725438959896564484e-02 8.499281853437423706e-02 1.721456646919250488e-01 1.513600051403045654e-01 8.590502291917800903e-02 7.930151373147964478e-02 7.506472617387771606e-02 3.664844855666160583e-02 6.647385656833648682e-02 8.994854241609573364e-02 1.698770076036453247e-01 1.258706450462341309e-01 4.035926982760429382e-02 4.279588535428047180e-02 4.903578013181686401e-02 6.131142750382423401e-02 5.430309846997261047e-02 3.152266517281532288e-02 3.976899757981300354e-02 3.977241739630699158e-02 5.519267171621322632e-02 1.363125741481781006e-01 9.892615675926208496e-02 6.772475689649581909e-02 2.135640680789947510e-01 1.039607524871826172e-01 9.563901275396347046e-02 7.192574441432952881e-02 1.819416433572769165e-01 1.127437204122543335e-01 8.928693830966949463e-02 2.524488568305969238e-01 3.624089062213897705e-01 1.322900056838989258e-01 9.487397968769073486e-02 5.590316653251647949e-02 3.210998773574829102e-01 3.118812143802642822e-01 8.352374285459518433e-02 2.632202804088592529e-01 2.869813442230224609e-01 2.457357645034790039e-01 2.186086773872375488e-01 2.394208163022994995e-01 1.227858886122703552e-01 1.756337434053421021e-01 1.381212323904037476e-01 1.646782457828521729e-01 1.256622672080993652e-01 1.697857528924942017e-01 1.791702955961227417e-01 1.385839581489562988e-01 1.044295951724052429e-01 1.120383366942405701e-01 1.476108878850936890e-01 1.897446513175964355e-01 1.736285090446472168e-01 1.317583024501800537e-01 1.871292591094970703e-01 7.068885862827301025e-02 5.586791783571243286e-02 9.226872026920318604e-02 9.306012094020843506e-02 5.491504073143005371e-02 6.500092893838882446e-02 4.761904478073120117e-02 4.415522143244743347e-02 3.621285781264305115e-02 8.277243375778198242e-02 5.027215927839279175e-02 5.465747416019439697e-02 4.997407272458076477e-02 4.134907573461532593e-02 4.161981865763664246e-02 3.419191390275955200e-02 2.227238118648529053e-01 6.376456469297409058e-02
4.863752424716949463e-02 4.807120189070701599e-02 4.486925527453422546e-02 3.887497261166572571e-02 4.337278380990028381e-02 7.810238748788833618e-02 1.837968528270721436e-01 1.655652523040771484e-01 8.459113538265228271e-02 9.510554373264312744e-02 1.298499554395675659e-01 7.263837754726409912e-02 8.210109919309616089e-02 7.213468849658966064e-02 7.153437286615371704e-02 1.089863851666450500e-01 5.466005206108093262e-02 2.923523262143135071e-02 3.592446073889732361e-02 3.102556616067886353e-02 4.751542955636978149e-02 5.077757313847541809e-02 3.249057009816169739e-02 3.628500550985336304e-02 2.769864350557327271e-02 4.530645161867141724e-02 8.953145891427993774e-02 1.011793985962867737e-01 8.896170556545257568e-02 2.028446048498153687e-01 1.686590015888214111e-01 1.019887477159500122e-01 9.791655838489532471e-02 9.913618117570877075e-02 1.057236790657043457e-01 1.472346186637878418e-01 2.256025671958923340e-01 1.384026110172271729e-01 2.162797600030899048e-01 2.373638600111007690e-01 2.911013066768646240e-01 1.640590876340866089e-01 8.384606987237930298e-02 1.181896552443504333e-01 3.808663189411163330e-01 3.167621195316314697e-01 1.648366451263427734e-01 1.370766907930374146e-01 7.973548024892807007e-02 3.278151527047157288e-02 5.853839218616485596e-02 8.640968054533004761e-02 3.308218717575073242e-02 5.062178894877433777e-02 4.750683903694152832e-02 6.025528535246849060e-02 6.102045625448226929e-02 1.047948896884918213e-01 8.519878238439559937e-02 4.139985516667366028e-02 7.241375744342803955e-02 3.789053112268447876e-02 2.278195917606353760e-01 1.349687278270721436e-01 1.360840052366256714e-01 6.836403161287307739e-02 1.008456051349639893e-01 1.092386804521083832e-02 1.129150204360485077e-02 1.517157815396785736e-02 1.608120650053024292e-02 9.817842394113540649e-03 2.092001028358936310e-02 2.686880901455879211e-02 5.268365889787673950e-02 4.698973521590232849e-02 7.593620568513870239e-02 8.647309243679046631e-02 1.022671610116958618e-01 8.690437674522399902e-02 5.131356790661811829e-02
