8.220523595809936523e-02 3.877515196800231934e-01 4.838518500328063965e-01 1.855521798133850098e-01 2.106243818998336792e-01 3.845464289188385010e-01 6.986577510833740234e-01 9.406862258911132812e-01 9.244905114173889160e-01 5.668599605560302734e-01 8.067058324813842773e-01 4.732573628425598145e-01 3.695668876171112061e-01 2.691128849983215332e-01 7.089569568634033203e-01 5.706765055656433105e-01 2.569141685962677002e-01 2.822270393371582031e-01 4.044973254203796387e-01 2.850811779499053955e-01 6.708414107561111450e-02 4.331352934241294861e-02 1.070734187960624695e-01 1.441069543361663818e-01 2.201724201440811157e-01 4.366548657417297363e-01 4.239143133163452148e-01 3.556373119354248047e-01 5.991731286048889160e-01 8.334035873413085938e-01 8.815541267395019531e-01 7.852246165275573730e-01 7.955787181854248047e-01 9.771396517753601074e-01 9.670157432556152344e-01 9.810389280319213867e-01 9.864273667335510254e-01 6.959399580955505371e-01 6.121851801872253418e-01 4.987775385379791260e-01 6.622946262359619141e-01 6.865004897117614746e-01 7.095394134521484375e-01 7.027940154075622559e-01 4.500426650047302246e-01 6.397703289985656738e-01 5.578931570053100586e-01 2.660239040851593018e-01 5.452619194984436035e-01 6.400831937789916992e-01 8.237870335578918457e-01 6.504659652709960938e-01 8.018317818641662598e-01 8.098725676536560059e-01 6.221377253532409668e-01 6.811231374740600586e-01 6.674236655235290527e-01 7.323063015937805176e-01 7.736100554466247559e-01 8.306623101234436035e-01 7.891341447830200195e-01 7.384023666381835938e-01 9.265851378440856934e-01 9.374091029167175293e-01 8.883486390113830566e-01 4.494794607162475586e-01 3.113582432270050049e-01 3.318009078502655029e-01 2.844895422458648682e-01 3.993768990039825439e-01 6.867849230766296387e-01 3.235260546207427979e-01 2.952550947666168213e-01 1.327250748872756958e-01
1.610684245824813843e-01 2.956429719924926758e-01 4.444771409034729004e-01 4.916848242282867432e-02 1.046934500336647034e-01 3.553814291954040527e-01 8.282321691513061523e-01 9.629943370819091797e-01 9.192203283309936523e-01 5.638057589530944824e-01 9.213929176330566406e-01 6.194032430648803711e-01 6.140799522399902344e-01 3.441593647003173828e-01 8.633778095245361328e-01 7.305462360382080078e-01 4.048740863800048828e-01 3.932820260524749756e-01 2.364156991243362427e-01 2.235496193170547485e-01 1.523098647594451904e-01 2.180697619915008545e-01 3.380151391029357910e-01 3.139817714691162109e-01 2.599570155143737793e-01 9.201811552047729492e-01 8.394368886947631836e-01 6.076095104217529297e-01 8.308757543563842773e-01 9.281913042068481445e-01 9.582799077033996582e-01 8.760990500450134277e-01 9.402310848236083984e-01 9.929913282394409180e-01 9.753651022911071777e-01 9.095458984375000000e-01 9.149596691131591797e-01 7.120580077171325684e-01 6.892815232276916504e-01 5.985308289527893066e-01 6.964444518089294434e-01 8.349411487579345703e-01 7.163711190223693848e-01 6.780853271484375000e-01 3.283009827136993408e-01 5.052485466003417969e-01 5.823206901550292969e-01 2.053569257259368896e-01 4.301372468471527100e-01 5.912552475929260254e-01 7.711701989173889160e-01 6.256032586097717285e-01 8.756654858589172363e-01 9.306973814964294434e-01 8.340992331504821777e-01 6.308505535125732422e-01 4.692052304744720459e-01 5.859038829803466797e-01 7.611679434776306152e-01 7.304268479347229004e-01 7.142149806022644043e-01 7.582108378410339355e-01 8.051079511642456055e-01 8.337138891220092773e-01 8.649271130561828613e-01 5.638733506202697754e-01 5.129508972167968750e-01 5.130796432495117188e-01 7.118593454360961914e-01 7.392045259475708008e-01 8.604727983474731445e-01 7.087127566337585449e-01 3.841906189918518066e-01 7.809920608997344971e-02
4.603529348969459534e-02 2.779904603958129883e-01 4.088420569896697998e-01 1.154102534055709839e-01 1.529812067747116089e-01 4.796598553657531738e-01 7.938166260719299316e-01 8.870255947113037109e-01 9.297555685043334961e-01 6.876003742218017578e-01 9.137632250785827637e-01 3.986477851867675781e-01 6.262287497520446777e-01 3.873741924762725830e-01 8.067012429237365723e-01 5.536924004554748535e-01 2.512176036834716797e-01 2.036644369363784790e-01 2.810600697994232178e-01 1.491166353225708008e-01 5.712584778666496277e-02 6.835409998893737793e-02 1.281754970550537109e-01 4.054847955703735352e-01 4.748105406761169434e-01 8.078529238700866699e-01 8.079555034637451172e-01 7.768836021423339844e-01 8.772827982902526855e-01 9.493970870971679688e-01 9.649879932403564453e-01 9.043348431587219238e-01 9.545068740844726562e-01 9.835241436958312988e-01 9.754947423934936523e-01 9.676004052162170410e-01 9.821049571037292480e-01 8.401037454605102539e-01 4.178369343280792236e-01 3.561414778232574463e-01 5.510193109512329102e-01 7.093389034271240234e-01 4.808177351951599121e-01 6.567424535751342773e-01 2.615427672863006592e-01 1.559396386146545410e-01 2.594485878944396973e-01 1.314027309417724609e-01 1.657955944538116455e-01 3.432029485702514648e-01 5.435190796852111816e-01 6.947140097618103027e-01 7.204379439353942871e-01 8.493091464042663574e-01 5.730062127113342285e-01 3.535216748714447021e-01 4.446417093276977539e-01 6.299102306365966797e-01 7.074468731880187988e-01 7.675313353538513184e-01 7.864378094673156738e-01 8.662890791893005371e-01 8.529977202415466309e-01 9.282081723213195801e-01 9.114257693290710449e-01 6.150276064872741699e-01 5.386870503425598145e-01 4.601534307003021240e-01 5.704565644264221191e-01 5.979245901107788086e-01 7.844911217689514160e-01 5.855028629302978516e-01 3.021327555179595947e-01 2.313600480556488037e-01
6.949036568403244019e-02 2.176981717348098755e-01 5.385240316390991211e-01 7.367809116840362549e-02 2.102317810058593750e-01 5.134426951408386230e-01 7.006623148918151855e-01 9.211342334747314453e-01 8.998244404792785645e-01 6.996554136276245117e-01 9.363079071044921875e-01 4.862411916255950928e-01 5.169434547424316406e-01 2.915234565734863281e-01 7.588438987731933594e-01 6.226107478141784668e-01 2.579748630523681641e-01 2.685464620590209961e-01 3.664231002330780029e-01 1.996316015720367432e-01 7.893630117177963257e-02 6.432285159826278687e-02 2.322868108749389648e-01 1.661106199026107788e-01 3.101206123828887939e-01 8.369263410568237305e-01 5.264547467231750488e-01 5.675175786018371582e-01 6.641351580619812012e-01 9.441120028495788574e-01 9.737535119056701660e-01 8.716887831687927246e-01 8.789782524108886719e-01 9.946139454841613770e-01 9.860783815383911133e-01 9.844720959663391113e-01 9.805185794830322266e-01 9.577366113662719727e-01 9.155163168907165527e-01 7.918267846107482910e-01 9.387819170951843262e-01 8.507372736930847168e-01 8.972826004028320312e-01 8.700047731399536133e-01 5.024489164352416992e-01 3.838866055011749268e-01 7.689524292945861816e-01 5.732040405273437500e-01 7.567386031150817871e-01 6.666795611381530762e-01 8.408731222152709961e-01 8.747609853744506836e-01 8.898382186889648438e-01 8.950375914573669434e-01 6.826151609420776367e-01 6.826987266540527344e-01 5.890365242958068848e-01 7.166491150856018066e-01 8.414182066917419434e-01 8.305073976516723633e-01 6.918285489082336426e-01 6.536517739295959473e-01 8.677176833152770996e-01 8.584084510803222656e-01 7.523955702781677246e-01 6.538136601448059082e-01 4.951412081718444824e-01 4.763860702514648438e-01 5.461849570274353027e-01 6.546653509140014648e-01 7.397326231002807617e-01 6.177665591239929199e-01 3.403958082199096680e-01 7.801227271556854248e-02
1.199083551764488220e-01 1.775169372558593750e-01 3.721034526824951172e-01 1.266327053308486938e-01 1.060761064291000366e-01 1.539633125066757202e-01 7.587224841117858887e-01 9.116452932357788086e-01 9.233045578002929688e-01 4.773955941200256348e-01 8.895168304443359375e-01 1.972083896398544312e-01 4.059268236160278320e-01 3.274190723896026611e-01 8.127007484436035156e-01 6.684842109680175781e-01 4.416729509830474854e-01 1.613771766424179077e-01 2.148214131593704224e-01 1.582598835229873657e-01 1.106333136558532715e-01 5.501586198806762695e-02 5.713946372270584106e-02 1.300849914550781250e-01 3.178080022335052490e-01 9.160063862800598145e-01 7.884739041328430176e-01 7.854693531990051270e-01 7.466107606887817383e-01 7.928707003593444824e-01 9.547745585441589355e-01 7.873483896255493164e-01 8.860296607017517090e-01 9.507726430892944336e-01 9.604542255401611328e-01 9.767584800720214844e-01 9.552770853042602539e-01 6.216843128204345703e-01 5.553607940673828125e-01 7.355992794036865234e-01 9.294742345809936523e-01 8.759284019470214844e-01 7.905308008193969727e-01 6.901996135711669922e-01 1.603707373142242432e-01 1.329074501991271973e-01 2.137015461921691895e-01 1.804825514554977417e-01 2.475748956203460693e-01 3.821988999843597412e-01 8.048263192176818848e-01 7.616105079650878906e-01 7.731299400329589844e-01 8.554364442825317383e-01 6.295035481452941895e-01 7.880973219871520996e-01 6.170594096183776855e-01 6.712471842765808105e-01 6.690037250518798828e-01 6.611898541450500488e-01 5.813748836517333984e-01 8.406726121902465820e-01 8.569489121437072754e-01 9.073300361633300781e-01 7.034506797790527344e-01 4.707683324813842773e-01 2.657523453235626221e-01 1.881184875965118408e-01 2.098293006420135498e-01 2.560181617736816406e-01 5.917329192161560059e-01 5.238637328147888184e-01 2.965796291828155518e-01 5.558615922927856445e-02
9.366203844547271729e-02 3.769082725048065186e-01 6.466675400733947754e-01 9.143400192260742188e-02 1.254741996526718140e-01 3.400047421455383301e-01 6.132841706275939941e-01 9.440510272979736328e-01 9.656264185905456543e-01 6.252145767211914062e-01 7.490167617797851562e-01 4.885774552822113037e-01 4.700124859809875488e-01 3.294903039932250977e-01 7.336915731430053711e-01 5.275067090988159180e-01 2.086199820041656494e-01 3.690616786479949951e-01 4.933367371559143066e-01 3.302680253982543945e-01 6.207191944122314453e-02 5.345857888460159302e-02 1.344497501850128174e-01 1.534045189619064331e-01 2.103399038314819336e-01 7.271729111671447754e-01 4.320460557937622070e-01 4.924873411655426025e-01 7.097235321998596191e-01 7.852206230163574219e-01 8.967984914779663086e-01 7.117694020271301270e-01 8.001758456230163574e-01 9.791587591171264648e-01 9.733026027679443359e-01 9.765737056732177734e-01 9.862448573112487793e-01 7.531546354293823242e-01 7.430341839790344238e-01 6.268978714942932129e-01 6.628775596618652344e-01 7.255200743675231934e-01 6.902667284011840820e-01 6.911912560462951660e-01 3.386648595333099365e-01 7.281497120857238770e-01 7.584537863731384277e-01 3.665919005870819092e-01 6.414940953254699707e-01 8.197116851806640625e-01 7.548714876174926758e-01 8.492589592933654785e-01 7.358601093292236328e-01 7.218919992446899414e-01 5.881293416023254395e-01 7.526340484619140625e-01 6.714391708374023438e-01 7.549527883529663086e-01 7.967160940170288086e-01 8.406040668487548828e-01 7.568202614784240723e-01 7.314931154251098633e-01 8.970609307289123535e-01 9.002187252044677734e-01 8.148133754730224609e-01 4.310614168643951416e-01 2.403975129127502441e-01 3.635244071483612061e-01 2.305495291948318481e-01 3.605357110500335693e-01 7.554545402526855469e-01 4.603763520717620850e-01 2.850584983825683594e-01 1.342274397611618042e-01
9.422069042921066284e-02 2.814409732818603516e-01 4.478751420974731445e-01 4.845502600073814392e-02 9.114929288625717163e-02 3.066602945327758789e-01 8.115758895874023438e-01 9.609491825103759766e-01 9.045044779777526855e-01 4.205250144004821777e-01 9.091473221778869629e-01 4.485363662242889404e-01 7.122801542282104492e-01 4.559509754180908203e-01 8.583015799522399902e-01 6.250401735305786133e-01 4.952714145183563232e-01 3.603445887565612793e-01 2.649433314800262451e-01 2.692167758941650391e-01 1.988988667726516724e-01 1.300016343593597412e-01 3.807616233825683594e-01 2.030620872974395752e-01 2.616123557090759277e-01 9.176038503646850586e-01 7.983554601669311523e-01 5.190692543983459473e-01 8.482640385627746582e-01 9.276456832885742188e-01 9.581331610679626465e-01 7.811734080314636230e-01 9.341054558753967285e-01 9.883671402931213379e-01 9.893673062324523926e-01 9.393975734710693359e-01 9.257043600082397461e-01 7.443476319313049316e-01 6.298857927322387695e-01 5.235626697540283203e-01 6.497108936309814453e-01 6.621411442756652832e-01 6.163231134414672852e-01 7.501736283302307129e-01 1.976897865533828735e-01 4.056894481182098389e-01 7.327243685722351074e-01 1.791400462388992310e-01 1.241338625550270081e-01 5.609618425369262695e-01 7.225830554962158203e-01 6.078379154205322266e-01 8.448009490966796875e-01 9.009385108947753906e-01 7.502295970916748047e-01 4.595111608505249023e-01 4.109701812267303467e-01 5.593633651733398438e-01 6.346518397331237793e-01 6.223726272583007812e-01 6.671471595764160156e-01 7.210888862609863281e-01 8.553687334060668945e-01 8.203548789024353027e-01 8.680472373962402344e-01 5.050058364868164062e-01 4.628267884254455566e-01 5.035644173622131348e-01 5.600298047065734863e-01 6.703205108642578125e-01 8.132218122482299805e-01 7.183542847633361816e-01 3.676001131534576416e-01 1.000295281410217285e-01
4.398386925458908081e-02 2.379567176103591919e-01 3.156179785728454590e-01 1.422237604856491089e-01 2.774330973625183105e-01 4.921221435070037842e-01 8.249496817588806152e-01 8.826298117637634277e-01 8.747537732124328613e-01 7.682358026504516602e-01 8.456208705902099609e-01 3.840248584747314453e-01 6.966022849082946777e-01 3.235839605331420898e-01 7.437330484390258789e-01 5.409815907478332520e-01 1.570188999176025391e-01 2.578632235527038574e-01 2.672316730022430420e-01 1.448350250720977783e-01 5.761150270700454712e-02 8.355476707220077515e-02 1.980022788047790527e-01 3.143939673900604248e-01 3.215548396110534668e-01 8.162457346916198730e-01 6.823354959487915039e-01 6.048763394355773926e-01 7.669172883033752441e-01 9.212883710861206055e-01 9.616580009460449219e-01 8.725037574768066406e-01 9.588285684585571289e-01 9.884172081947326660e-01 9.662418365478515625e-01 9.282479286193847656e-01 9.765922427177429199e-01 8.558760285377502441e-01 3.453500270843505859e-01 2.494158148765563965e-01 5.838406085968017578e-01 7.304866909980773926e-01 6.052970290184020996e-01 6.160525679588317871e-01 2.051387578248977661e-01 1.825094223022460938e-01 2.370841205120086670e-01 1.649872809648513794e-01 2.586285769939422607e-01 2.890818119049072266e-01 5.289847850799560547e-01 5.599901080131530762e-01 7.856363654136657715e-01 8.127703070640563965e-01 5.441581606864929199e-01 4.243437945842742920e-01 4.238885641098022461e-01 7.286860346794128418e-01 6.846015453338623047e-01 7.829695940017700195e-01 8.583571910858154297e-01 8.921219706535339355e-01 8.436767458915710449e-01 9.209915995597839355e-01 9.411582946777343750e-01 6.034683585166931152e-01 4.872063100337982178e-01 5.154805183410644531e-01 4.127376973628997803e-01 5.743085741996765137e-01 7.751632928848266602e-01 5.264661312103271484e-01 3.405754566192626953e-01 1.786932945251464844e-01
8.427786827087402344e-02 1.810989379882812500e-01 5.763208270072937012e-01 6.888053566217422485e-02 2.013565152883529663e-01 3.827530741691589355e-01 7.862396836280822754e-01 9.211469292640686035e-01 8.598015308380126953e-01 8.305934071540832520e-01 9.726819992065429688e-01 4.392487406730651855e-01 5.049044489860534668e-01 2.480948865413665771e-01 8.617902994155883789e-01 5.470759272575378418e-01 2.221652716398239136e-01 2.742305696010589600e-01 3.823745548725128174e-01 1.907234042882919312e-01 1.260684877634048462e-01 4.497977718710899353e-02 2.746917307376861572e-01 1.790449023246765137e-01 3.784246742725372314e-01 9.181787967681884766e-01 5.687631368637084961e-01 6.588899493217468262e-01 7.770897150039672852e-01 9.180637001991271973e-01 9.477106928825378418e-01 8.817840218544006348e-01 9.039353728294372559e-01 9.942181110382080078e-01 9.936316609382629395e-01 9.641101956367492676e-01 9.798604846000671387e-01 9.614821672439575195e-01 8.661708235740661621e-01 8.126513361930847168e-01 9.421472549438476562e-01 8.847911953926086426e-01 9.168654084205627441e-01 8.785027861595153809e-01 4.179736077785491943e-01 5.312174558639526367e-01 5.933002233505249023e-01 6.370577216148376465e-01 6.538302898406982422e-01 7.949591875076293945e-01 8.615158200263977051e-01 8.672449588775634766e-01 8.916109204292297363e-01 9.404606223106384277e-01 6.148903965950012207e-01 6.777555942535400391e-01 6.041991710662841797e-01 6.504963040351867676e-01 8.494775891304016113e-01 8.130394220352172852e-01 6.653112173080444336e-01 5.447962284088134766e-01 8.376573324203491211e-01 8.741533160209655762e-01 8.398285508155822754e-01 6.539460420608520508e-01 4.225847125053405762e-01 3.969165086746215820e-01 6.159428954124450684e-01 7.201303243637084961e-01 8.162178397178649902e-01 6.398141384124755859e-01 2.664262056350708008e-01 7.572681456804275513e-02
1.071337312459945679e-01 2.873305976390838623e-01 4.262491166591644287e-01 1.762743145227432251e-01 1.558585911989212036e-01 1.352598071098327637e-01 8.456304073333740234e-01 8.715156912803649902e-01 9.283392429351806641e-01 5.036605596542358398e-01 8.791003823280334473e-01 1.615523844957351685e-01 3.911248147487640381e-01 2.942528426647186279e-01 8.369824290275573730e-01 7.720812559127807617e-01 3.289869129657745361e-01 1.137035042047500610e-01 3.116021454334259033e-01 9.282239526510238647e-02 6.662657111883163452e-02 3.544821962714195251e-02 6.556498259305953979e-02 2.375668287277221680e-01 3.753051161766052246e-01 9.007378816604614258e-01 8.381760716438293457e-01 7.585269808769226074e-01 8.479374647140502930e-01 8.584439754486083984e-01 9.398118257522583008e-01 8.022082448005676270e-01 8.385294675827026367e-01 9.619450569152832031e-01 9.639642834663391113e-01 9.587677717208862305e-01 9.791417717933654785e-01 6.225086450576782227e-01 4.377013742923736572e-01 6.816934943199157715e-01 9.206762313842773438e-01 8.494834899902343750e-01 8.743850588798522949e-01 7.756091952323913574e-01 1.296249628067016602e-01 1.749179661273956299e-01 1.699196249246597290e-01 3.127008974552154541e-01 2.560525238513946533e-01 3.925796449184417725e-01 7.638603448867797852e-01 7.040962576866149902e-01 7.643033266067504883e-01 9.127362966537475586e-01 6.204475760459899902e-01 7.369439005851745605e-01 5.988420248031616211e-01 6.419367194175720215e-01 7.025338411331176758e-01 7.801743745803833008e-01 7.749711871147155762e-01 8.986882567405700684e-01 8.662660717964172363e-01 8.013494014739990234e-01 8.020598888397216797e-01 6.477580070495605469e-01 2.782227396965026855e-01 2.227196693420410156e-01 2.336103171110153198e-01 4.192323982715606689e-01 5.421703457832336426e-01 6.913250088691711426e-01 4.366728663444519043e-01 7.526146620512008667e-02
