3.020766079425811768e-01 1.042026653885841370e-01 1.547989547252655029e-01 5.677839517593383789e-01 5.773022174835205078e-01 7.875205874443054199e-01 5.158777832984924316e-01 7.288061976432800293e-01 4.836063086986541748e-01 5.330957174301147461e-01 4.404194653034210205e-01 4.502607583999633789e-01 2.088953256607055664e-01 2.601131200790405273e-01 3.723241686820983887e-01 4.180121123790740967e-01 2.244309037923812866e-01 2.697998583316802979e-01 3.383940160274505615e-01 3.818563222885131836e-01 5.863757729530334473e-01 4.953801035881042480e-01 7.468616962432861328e-01 7.095698118209838867e-01 6.005667448043823242e-01 7.181284427642822266e-01 8.016662001609802246e-01 7.627035975456237793e-01 5.487927198410034180e-01 7.101410627365112305e-01 6.079405546188354492e-01 6.048601269721984863e-01 7.737054228782653809e-01 7.159366011619567871e-01 7.810710072517395020e-01 6.862946748733520508e-01 3.561549186706542969e-01 5.564931035041809082e-01 7.426408529281616211e-01 8.421740531921386719e-01 5.672656893730163574e-01 9.158691167831420898e-01 9.315639138221740723e-01 9.668956995010375977e-01 8.895356655120849609e-01 7.665344476699829102e-01 6.007789969444274902e-01
1.170365139842033386e-01 3.780036866664886475e-01 1.722190380096435547e-01 2.932998538017272949e-01 5.824471712112426758e-01 6.126919388771057129e-01 4.747240841388702393e-01 5.934208035469055176e-01 7.047110199928283691e-01 5.111310482025146484e-01 6.121055483818054199e-01 4.326703250408172607e-01 3.399721086025238037e-01 2.061727344989776611e-01 2.259206175804138184e-01 3.434537053108215332e-01 3.092709481716156006e-01 3.902831971645355225e-01 6.461916565895080566e-01 6.978697776794433594e-01 6.769572496414184570e-01 5.121795535087585449e-01 6.685034632682800293e-01 5.853074789047241211e-01 4.694458246231079102e-01 5.699520707130432129e-01 8.346129655838012695e-01 8.298022747039794922e-01 5.511421561241149902e-01 8.365709185600280762e-01 8.419548273086547852e-01 9.255483150482177734e-01 8.229967355728149414e-01 7.736672759056091309e-01 7.375924587249755859e-01 6.587783694267272949e-01 3.167376816272735596e-01 4.647516906261444092e-01 7.342088818550109863e-01 7.468668222427368164e-01 7.276141047477722168e-01 9.261076450347900391e-01 9.785968065261840820e-01 9.925839900970458984e-01 9.579775333404541016e-01 8.816586136817932129e-01 7.198809981346130371e-01
7.113973796367645264e-02 3.412941098213195801e-01 3.106455802917480469e-01 3.183749616146087646e-01 3.848049640655517578e-01 6.946914792060852051e-01 7.426882982254028320e-01 7.545024752616882324e-01 6.902872920036315918e-01 5.499184727668762207e-01 7.186646461486816406e-01 6.400036811828613281e-01 4.918107390403747559e-01 6.097108721733093262e-01 5.606954097747802734e-01 5.305023789405822754e-01 5.037640333175659180e-01 5.450051426887512207e-01 4.630361795425415039e-01 5.134559869766235352e-01 4.727090597152709961e-01 4.495142400264739990e-01 7.350419163703918457e-01 7.586195468902587891e-01 6.824762821197509766e-01 5.256507992744445801e-01 7.253714799880981445e-01 9.000388979911804199e-01 6.990937590599060059e-01 9.080596566200256348e-01 7.793421745300292969e-01 8.135134577751159668e-01 7.610605955123901367e-01 8.690200448036193848e-01 8.373758792877197266e-01 7.603222727775573730e-01 5.271751880645751953e-01 5.604036450386047363e-01 6.826949715614318848e-01 6.374098658561706543e-01 6.928147077560424805e-01 8.768827915191650391e-01 9.173156023025512695e-01 9.201861023902893066e-01 8.466727733612060547e-01 7.626025080680847168e-01 6.551898717880249023e-01
2.003942281007766724e-01 3.389492928981781006e-01 5.017023682594299316e-01 2.999909818172454834e-01 8.208284378051757812e-01 7.294715046882629395e-01 7.950918674468994141e-01 5.498736500740051270e-01 3.917311728000640869e-01 3.633414804935455322e-01 5.337307453155517578e-01 4.112332165241241455e-01 3.294975161552429199e-01 3.768405616283416748e-01 5.276119112968444824e-01 5.504335761070251465e-01 3.661563992500305176e-01 5.001977682113647461e-01 6.527073383331298828e-01 6.481367349624633789e-01 3.716259896755218506e-01 5.069558620452880859e-01 6.360725164413452148e-01 6.397355794906616211e-01 5.257643461227416992e-01 8.012562394142150879e-01 8.943173289299011230e-01 8.202556967735290527e-01 7.082217931747436523e-01 9.275473356246948242e-01 5.316397547721862793e-01 7.068975567817687988e-01 7.914988994598388672e-01 8.252269029617309570e-01 8.365755081176757812e-01 7.031733393669128418e-01 5.170058608055114746e-01 6.281507015228271484e-01 4.409897625446319580e-01 3.710792958736419678e-01 3.119843006134033203e-01 9.026069641113281250e-01 9.580236077308654785e-01 9.395971894264221191e-01 8.363800048828125000e-01 8.168266415596008301e-01 7.090563178062438965e-01
1.465140134096145630e-01 1.555681675672531128e-01 1.624682098627090454e-01 3.016260862350463867e-01 5.156753659248352051e-01 7.609450221061706543e-01 5.991777777671813965e-01 7.696639895439147949e-01 7.001930475234985352e-01 6.140312552452087402e-01 4.720983505249023438e-01 5.085358619689941406e-01 2.200931161642074585e-01 3.265310823917388916e-01 1.065876781940460205e-01 3.644944429397583008e-01 2.170309275388717651e-01 2.481836378574371338e-01 3.572322130203247070e-01 2.402788698673248291e-01 1.822208911180496216e-01 1.572893559932708740e-01 5.260238647460937500e-01 4.643881916999816895e-01 4.740836024284362793e-01 4.464016258716583252e-01 8.521416783332824707e-01 7.323907017707824707e-01 5.664969682693481445e-01 6.565505862236022949e-01 8.178065419197082520e-01 7.696861028671264648e-01 8.354336619377136230e-01 5.734369158744812012e-01 7.035780549049377441e-01 7.016217112541198730e-01 5.259417295455932617e-01 4.615018367767333984e-01 6.325808763504028320e-01 6.246806979179382324e-01 6.580077409744262695e-01 9.279683828353881836e-01 9.692218303680419922e-01 8.783665895462036133e-01 8.069468736648559570e-01 6.595910787582397461e-01 4.525105059146881104e-01
2.358268946409225464e-01 2.280080318450927734e-01 1.681124716997146606e-01 5.123721957206726074e-01 6.113401055335998535e-01 7.420314550399780273e-01 6.629003882408142090e-01 7.266193032264709473e-01 5.439811944961547852e-01 4.848442375659942627e-01 3.261194527149200439e-01 4.510115981101989746e-01 1.760872155427932739e-01 2.506917417049407959e-01 3.818828463554382324e-01 3.960095345973968506e-01 2.668903172016143799e-01 3.006476461887359619e-01 4.960904121398925781e-01 4.284595847129821777e-01 6.161933541297912598e-01 5.756000280380249023e-01 8.767764568328857422e-01 5.676487684249877930e-01 5.477920174598693848e-01 6.946383714675903320e-01 8.021535277366638184e-01 7.733180522918701172e-01 4.744876623153686523e-01 6.685661077499389648e-01 5.931426882743835449e-01 6.033511757850646973e-01 6.708140969276428223e-01 6.557043790817260742e-01 7.692987918853759766e-01 5.837355852127075195e-01 4.257252514362335205e-01 5.651312470436096191e-01 7.752689123153686523e-01 8.273967504501342773e-01 4.914689362049102783e-01 9.323671460151672363e-01 8.701024651527404785e-01 9.511063694953918457e-01 8.820622563362121582e-01 8.426896333694458008e-01 6.039133071899414062e-01
6.331865489482879639e-02 2.470038980245590210e-01 1.234343424439430237e-01 2.076248377561569214e-01 5.714494585990905762e-01 5.963200330734252930e-01 5.731835961341857910e-01 6.020348072052001953e-01 6.284869909286499023e-01 3.551310598850250244e-01 5.379853248596191406e-01 4.095090627670288086e-01 2.584495246410369873e-01 1.875187009572982788e-01 2.567940354347229004e-01 3.834306299686431885e-01 3.175117671489715576e-01 4.538379907608032227e-01 6.847332715988159180e-01 6.871776580810546875e-01 5.125530958175659180e-01 4.497250020503997803e-01 7.306709885597229004e-01 6.285094618797302246e-01 4.222544729709625244e-01 6.664525866508483887e-01 9.355857968330383301e-01 8.512201905250549316e-01 6.008946299552917480e-01 9.009848833084106445e-01 8.740009069442749023e-01 9.411826133728027344e-01 8.761155009269714355e-01 8.393042087554931641e-01 7.498799562454223633e-01 5.576530098915100098e-01 3.359640538692474365e-01 4.729017913341522217e-01 7.624737620353698730e-01 9.056238532066345215e-01 6.875149011611938477e-01 9.686567187309265137e-01 9.832872152328491211e-01 9.845853447914123535e-01 9.610644578933715820e-01 8.620992302894592285e-01 6.706260442733764648e-01
5.219560116529464722e-02 1.587206721305847168e-01 3.197119534015655518e-01 2.588240802288055420e-01 3.683108091354370117e-01 7.068538665771484375e-01 7.100511193275451660e-01 7.658212780952453613e-01 6.751777529716491699e-01 4.374149739742279053e-01 6.970962882041931152e-01 6.717283129692077637e-01 5.053066015243530273e-01 7.762170433998107910e-01 4.176472127437591553e-01 5.610924959182739258e-01 3.854565024375915527e-01 4.273740351200103760e-01 4.094277620315551758e-01 4.705330133438110352e-01 4.796142280101776123e-01 4.684215784072875977e-01 7.721138000488281250e-01 7.207785248756408691e-01 6.347056031227111816e-01 7.609724402427673340e-01 7.575795650482177734e-01 7.757541537284851074e-01 6.529043912887573242e-01 8.811068534851074219e-01 8.254987597465515137e-01 8.205283880233764648e-01 7.955715060234069824e-01 8.892480134963989258e-01 8.492673039436340332e-01 8.476297259330749512e-01 6.874188184738159180e-01 6.065542697906494141e-01 7.172683477401733398e-01 6.919579505920410156e-01 6.244106292724609375e-01 8.418648838996887207e-01 9.692866802215576172e-01 9.347038269042968750e-01 8.358584046363830566e-01 8.679606318473815918e-01 5.145537257194519043e-01
2.991710901260375977e-01 4.944445490837097168e-01 4.530089199542999268e-01 3.558565676212310791e-01 6.587692499160766602e-01 6.461380720138549805e-01 7.202688455581665039e-01 7.406641840934753418e-01 5.364660024642944336e-01 4.798907935619354248e-01 7.340773940086364746e-01 5.077213644981384277e-01 4.090286493301391602e-01 3.631586432456970215e-01 5.853055715560913086e-01 6.567241549491882324e-01 2.287761121988296509e-01 5.169548392295837402e-01 5.473170280456542969e-01 6.840278506278991699e-01 3.542508184909820557e-01 2.909353673458099365e-01 5.312700867652893066e-01 6.601169705390930176e-01 5.063074231147766113e-01 8.241437077522277832e-01 8.913148641586303711e-01 8.091931939125061035e-01 7.404894232749938965e-01 9.199761152267456055e-01 5.740270018577575684e-01 7.849469780921936035e-01 7.640060186386108398e-01 8.469855189323425293e-01 8.754853010177612305e-01 7.705516815185546875e-01 5.781436562538146973e-01 5.194456577301025391e-01 4.347732961177825928e-01 4.716476500034332275e-01 5.389313697814941406e-01 8.684087395668029785e-01 9.422281384468078613e-01 9.502833485603332520e-01 9.214127659797668457e-01 8.295550942420959473e-01 6.036081314086914062e-01
1.623045355081558228e-01 4.120224714279174805e-01 2.004607617855072021e-01 4.234435558319091797e-01 5.330442190170288086e-01 7.913804054260253906e-01 6.453825235366821289e-01 7.559463977813720703e-01 8.555666208267211914e-01 6.275088787078857422e-01 6.315753459930419922e-01 5.422939658164978027e-01 1.907487511634826660e-01 4.094372689723968506e-01 1.380585283041000366e-01 2.561948597431182861e-01 2.194240093231201172e-01 2.443560361862182617e-01 4.861914515495300293e-01 3.263286948204040527e-01 2.329788655042648315e-01 2.787464857101440430e-01 5.913798213005065918e-01 6.267426609992980957e-01 4.881429672241210938e-01 3.971850275993347168e-01 8.421553373336791992e-01 7.096771001815795898e-01 5.259033441543579102e-01 7.474235296249389648e-01 7.390858530998229980e-01 6.685957908630371094e-01 7.887538075447082520e-01 5.938091278076171875e-01 6.901475787162780762e-01 7.521902322769165039e-01 3.071302175521850586e-01 2.708494067192077637e-01 5.916591882705688477e-01 6.194968819618225098e-01 6.122744679450988770e-01 9.325504302978515625e-01 9.488734602928161621e-01 8.590039014816284180e-01 7.957656979560852051e-01 6.884707212448120117e-01 6.477424502372741699e-01
