2.835507504642009735e-02 6.387306749820709229e-02 2.108106613159179688e-01 5.489871501922607422e-01 6.021533608436584473e-01 8.119619488716125488e-01 7.109505534172058105e-01 7.857476472854614258e-01 8.600739836692810059e-01 8.982234001159667969e-01 6.119042634963989258e-01 6.880533695220947266e-01 8.776318430900573730e-01 9.776619076728820801e-01 6.111890673637390137e-01 5.169143676757812500e-01 7.686926126480102539e-01 8.789502382278442383e-01 8.416544198989868164e-01 2.415183633565902710e-01
3.308740258216857910e-01 2.492633759975433350e-01 4.662310481071472168e-01 7.134609818458557129e-01 5.858120322227478027e-01 9.447863698005676270e-01 9.379451274871826172e-01 9.484726786613464355e-01 9.556983709335327148e-01 8.411873579025268555e-01 5.235430598258972168e-01 4.370741546154022217e-01 6.984448432922363281e-01 9.717712998390197754e-01 8.117771744728088379e-01 5.774700641632080078e-01 5.903967618942260742e-01 8.266044259071350098e-01 9.019513726234436035e-01 2.081701159477233887e-01
8.261641114950180054e-02 1.794284880161285400e-01 1.526791602373123169e-01 3.194506466388702393e-01 5.768505334854125977e-01 7.689027786254882812e-01 7.557528614997863770e-01 7.785295248031616211e-01 8.157190680503845215e-01 9.072435498237609863e-01 6.842405796051025391e-01 5.988512039184570312e-01 5.519334673881530762e-01 8.299754261970520020e-01 3.193774819374084473e-01 3.439497947692871094e-01 4.460754692554473877e-01 8.359474539756774902e-01 9.050855636596679688e-01 3.293073773384094238e-01
5.435847043991088867e-01 4.298684597015380859e-01 5.056717991828918457e-01 7.906814813613891602e-01 2.203941345214843750e-01 5.319784879684448242e-01 6.077175736427307129e-01 8.876774907112121582e-01 9.112804532051086426e-01 8.774806261062622070e-01 7.161948084831237793e-01 7.137705087661743164e-01 9.082359671592712402e-01 9.830501675605773926e-01 7.772991061210632324e-01 5.835966467857360840e-01 7.535057663917541504e-01 8.681367039680480957e-01 9.495967030525207520e-01 2.975730299949645996e-01
1.711547076702117920e-01 3.779514729976654053e-01 3.666272163391113281e-01 7.512103915214538574e-01 8.110521435737609863e-01 8.659099936485290527e-01 8.258805871009826660e-01 9.381880760192871094e-01 9.465957880020141602e-01 8.089903593063354492e-01 3.944973647594451904e-01 4.197162985801696777e-01 5.337527990341186523e-01 8.010909557342529297e-01 4.308543205261230469e-01 3.207177817821502686e-01 3.574610352516174316e-01 6.083835363388061523e-01 8.666852116584777832e-01 4.116483628749847412e-01
5.890876427292823792e-02 1.039217412471771240e-01 2.371619492769241333e-01 4.987055361270904541e-01 5.134026408195495605e-01 6.794153451919555664e-01 7.516345381736755371e-01 8.397794961929321289e-01 8.763945698738098145e-01 9.172371625900268555e-01 6.261776089668273926e-01 6.979320645332336426e-01 8.725777268409729004e-01 9.750349521636962891e-01 6.933146715164184570e-01 6.934144496917724609e-01 8.405720591545104980e-01 9.050086736679077148e-01 8.737625479698181152e-01 2.843309342861175537e-01
2.639077305793762207e-01 2.498800158500671387e-01 3.742721378803253174e-01 6.621288061141967773e-01 6.542076468467712402e-01 9.204890131950378418e-01 9.281792044639587402e-01 9.694757461547851562e-01 9.725146293640136719e-01 8.848413825035095215e-01 4.164726138114929199e-01 4.301362335681915283e-01 7.470688819885253906e-01 9.557316899299621582e-01 6.984448432922363281e-01 5.282344818115234375e-01 5.928243398666381836e-01 7.851117253303527832e-01 8.250178098678588867e-01 1.969921886920928955e-01
1.140326783061027527e-01 2.240279614925384521e-01 2.233327329158782959e-01 4.801766872406005859e-01 5.788455605506896973e-01 7.861238121986389160e-01 7.344204783439636230e-01 7.768283486366271973e-01 8.100943565368652344e-01 9.124839305877685547e-01 6.055151224136352539e-01 5.643684864044189453e-01 6.290975213050842285e-01 8.763256669044494629e-01 4.025523066520690918e-01 3.468633890151977539e-01 5.407563447952270508e-01 8.770259618759155273e-01 9.267460703849792480e-01 3.623791933059692383e-01
5.257621407508850098e-01 3.267638385295867920e-01 7.036638855934143066e-01 7.805872559547424316e-01 2.105855643749237061e-01 6.603468656539916992e-01 6.691838502883911133e-01 8.577439188957214355e-01 9.137963056564331055e-01 8.928406834602355957e-01 6.664065122604370117e-01 7.092660069465637207e-01 8.519122004508972168e-01 9.706724882125854492e-01 8.252121806144714355e-01 7.238441109657287598e-01 7.668584585189819336e-01 9.063146114349365234e-01 9.786360859870910645e-01 2.454524934291839600e-01
1.600447595119476318e-01 2.933583259582519531e-01 2.732663750648498535e-01 7.216795086860656738e-01 6.995405554771423340e-01 8.528811335563659668e-01 8.241016268730163574e-01 9.248489141464233398e-01 9.249079227447509766e-01 8.623576164245605469e-01 5.266917347908020020e-01 4.061996340751647949e-01 6.181659102439880371e-01 7.997775673866271973e-01 3.948854207992553711e-01 2.714786827564239502e-01 3.833904564380645752e-01 5.999642014503479004e-01 6.926279067993164062e-01 3.721152544021606445e-01
