1.288804505020380020e-02 1.479940209537744522e-02 2.162573859095573425e-02 2.113919332623481750e-02 1.830105856060981750e-02 2.572859078645706177e-02 1.971760578453540802e-02 1.414206624031066895e-01 1.902717351913452148e-01 1.441491842269897461e-01 6.109681352972984314e-02 8.599358052015304565e-02 1.194842383265495300e-01 1.297493726015090942e-01 9.259615838527679443e-02 7.438530027866363525e-02 2.256000339984893799e-01 1.401155143976211548e-01 1.712216138839721680e-01 3.766380548477172852e-01 1.563578546047210693e-01 1.770046949386596680e-01 3.624270558357238770e-01 3.336220383644104004e-01 4.082103669643402100e-01 4.436455368995666504e-01 9.810708165168762207e-01 9.695568680763244629e-01 9.956216216087341309e-01 8.513728976249694824e-01 2.711372077465057373e-01 3.813909292221069336e-01 3.329364359378814697e-01 1.551635861396789551e-01 2.250500172376632690e-01 1.086009889841079712e-01 1.653470993041992188e-01 1.980958878993988037e-01 1.171600222587585449e-01 5.096362158656120300e-02 9.016484022140502930e-02 1.020671650767326355e-01 1.039324477314949036e-01 8.649452030658721924e-02 1.144026443362236023e-01 1.244872435927391052e-01 1.620142459869384766e-01 2.798571884632110596e-01 2.020351886749267578e-01 2.128721326589584351e-01 2.018968313932418823e-01 1.291731894016265869e-01 1.068836674094200134e-01 1.351792067289352417e-01 1.124753281474113464e-01 9.744054079055786133e-02 5.516219884157180786e-02 5.260517820715904236e-02 1.015896350145339966e-01 1.064726337790489197e-01 6.964728981256484985e-02 3.950547799468040466e-02 1.217858046293258667e-01 4.508429393172264099e-02 7.509783655405044556e-02 2.172762900590896606e-01 2.600049376487731934e-01 1.093197017908096313e-01 7.995859533548355103e-02 6.213061884045600891e-02 7.233534753322601318e-02 7.444032281637191772e-02 3.375623747706413269e-02 4.128318652510643005e-02 4.584260657429695129e-02 4.913692548871040344e-02 5.090450122952461243e-02 3.845570981502532959e-02 9.661933034658432007e-02 5.244955420494079590e-02 5.129076540470123291e-02 5.665366351604461670e-02 4.596135020256042480e-02 2.618699707090854645e-02 6.151190772652626038e-02 6.276170015335083008e-01
1.490961294621229172e-02 2.073675207793712616e-02 3.055919334292411804e-02 2.470698393881320953e-02 2.385960519313812256e-02 1.888715289533138275e-02 2.112016454339027405e-02 6.519102305173873901e-02 8.609858155250549316e-02 8.031088113784790039e-02 1.242438703775405884e-01 1.372972875833511353e-01 1.603181958198547363e-01 3.261216878890991211e-01 1.047195568680763245e-01 1.614432930946350098e-01 2.058577984571456909e-01 9.207036346197128296e-02 1.373574286699295044e-01 3.656523525714874268e-01 1.688514351844787598e-01 1.538733541965484619e-01 3.370050489902496338e-01 2.175953090190887451e-01 2.466948032379150391e-01 2.153830528259277344e-01 8.798046112060546875e-01 3.839087486267089844e-01 7.545438408851623535e-01 2.891345024108886719e-01 5.729964375495910645e-02 7.961286604404449463e-02 8.966928720474243164e-02 5.801035463809967041e-02 5.438872426748275757e-02 4.451893270015716553e-02 5.907233431935310364e-02 1.117040067911148071e-01 7.017407566308975220e-02 4.688829183578491211e-02 7.368440181016921997e-02 5.921758711338043213e-02 4.815140739083290100e-02 3.203107044100761414e-02 4.149924218654632568e-02 4.757158085703849792e-02 8.677490800619125366e-02 1.011379882693290710e-01 8.798852562904357910e-02 4.737558588385581970e-02 4.329595342278480530e-02 6.749316304922103882e-02 6.441836059093475342e-02 7.519050687551498413e-02 1.017958968877792358e-01 5.454611033201217651e-02 6.059520319104194641e-02 8.790520578622817993e-02 9.202393144369125366e-02 6.481731683015823364e-02 4.948307573795318604e-02 9.253807365894317627e-02 1.185730099678039551e-01 5.472663044929504395e-02 2.065734267234802246e-01 4.381217658519744873e-01 4.072696566581726074e-01 2.456974983215332031e-01 2.969527840614318848e-01 3.247151076793670654e-01 2.017269581556320190e-01 2.514634132385253906e-01 2.852619290351867676e-01 2.101251780986785889e-01 3.008219599723815918e-01 2.065105736255645752e-01 3.924572169780731201e-01 3.533061444759368896e-01 3.277005851268768311e-01 4.601252675056457520e-01 5.394248962402343750e-01 1.169747561216354370e-01 8.941833674907684326e-02 9.896061569452285767e-02 9.856861084699630737e-02 5.384914278984069824e-01
3.166379034519195557e-02 1.615006104111671448e-02 2.542755752801895142e-02 1.373793929815292358e-02 2.112506888806819916e-02 3.126267716288566589e-02 1.546069327741861343e-02 6.187254190444946289e-02 6.097628548741340637e-02 8.645644038915634155e-02 5.138714611530303955e-02 2.323075979948043823e-01 2.366207540035247803e-01 1.796527653932571411e-01 1.065964251756668091e-01 1.199926584959030151e-01 1.360234767198562622e-01 9.552703797817230225e-02 1.472141891717910767e-01 1.810458451509475708e-01 1.964148730039596558e-01 2.166480720043182373e-01 2.865696251392364502e-01 1.994935423135757446e-01 2.634818851947784424e-01 2.691712677478790283e-01 9.788951873779296875e-01 7.298659086227416992e-01 9.410206079483032227e-01 5.406003594398498535e-01 1.219125837087631226e-01 2.154123783111572266e-01 2.891382873058319092e-01 1.628108322620391846e-01 1.990579962730407715e-01 1.967751681804656982e-01 2.072143107652664185e-01 2.368436455726623535e-01 1.712252944707870483e-01 8.811261504888534546e-02 8.622873574495315552e-02 7.875943183898925781e-02 9.490469843149185181e-02 1.029221788048744202e-01 1.098658591508865356e-01 9.753898531198501587e-02 1.176248863339424133e-01 1.751715242862701416e-01 1.258646994829177856e-01 1.409956216812133789e-01 1.154370233416557312e-01 8.362458646297454834e-02 6.585627049207687378e-02 6.482160836458206177e-02 7.029995322227478027e-02 1.838383376598358154e-01 1.105007380247116089e-01 1.086093261837959290e-01 9.251611679792404175e-02 1.151517033576965332e-01 3.964484855532646179e-02 7.872982323169708252e-02 4.042185470461845398e-02 3.314035758376121521e-02 4.403256252408027649e-02 1.456433534622192383e-01 1.351755559444427490e-01 6.961925327777862549e-02 1.087411046028137207e-01 5.981660634279251099e-02 7.616496831178665161e-02 9.689948707818984985e-02 8.211726695299148560e-02 7.037446647882461548e-02 5.632812157273292542e-02 4.643808305263519287e-02 6.491225212812423706e-02 7.269960641860961914e-02 2.154685556888580322e-01 1.745553314685821533e-01 2.272209376096725464e-01 1.327037960290908813e-01 1.443614363670349121e-01 1.246733888983726501e-01 1.350593268871307373e-01 4.050976336002349854e-01
9.538546204566955566e-03 1.667573302984237671e-02 3.527366369962692261e-02 5.821957439184188843e-02 2.066431194543838501e-02 1.083976868540048599e-02 1.201988663524389267e-02 8.038754761219024658e-02 9.484874457120895386e-02 8.253735303878784180e-02 2.207446694374084473e-01 1.490304619073867798e-01 2.229509055614471436e-01 3.353208601474761963e-01 1.718842536211013794e-01 1.108812317252159119e-01 1.761503070592880249e-01 1.622692644596099854e-01 2.780778110027313232e-01 3.371630311012268066e-01 1.411004960536956787e-01 1.704943329095840454e-01 3.716269433498382568e-01 2.957040369510650635e-01 3.216770887374877930e-01 2.878046929836273193e-01 9.587825536727905273e-01 7.903071641921997070e-01 9.067280292510986328e-01 7.821149230003356934e-01 2.752636075019836426e-01 3.269329965114593506e-01 3.413097560405731201e-01 2.313784956932067871e-01 2.293415665626525879e-01 1.327893584966659546e-01 2.033214867115020752e-01 1.590691655874252319e-01 1.524328887462615967e-01 4.926255345344543457e-02 4.185518994927406311e-02 4.747319594025611877e-02 6.150626391172409058e-02 5.227833613753318787e-02 7.667693495750427246e-02 6.902618706226348877e-02 1.699932962656021118e-01 1.057782843708992004e-01 1.376714557409286499e-01 1.177045851945877075e-01 1.259522587060928345e-01 9.948984533548355103e-02 7.910426706075668335e-02 1.119272112846374512e-01 1.316037923097610474e-01 1.557693332433700562e-01 9.982436895370483398e-02 1.082732751965522766e-01 1.955973953008651733e-01 1.145835965871810913e-01 8.443195372819900513e-02 9.590603411197662354e-02 1.188800111413002014e-01 9.458708763122558594e-02 1.028548106551170349e-01 3.080248236656188965e-01 2.558400332927703857e-01 1.238519251346588135e-01 1.497130542993545532e-01 1.395547538995742798e-01 9.118311107158660889e-02 3.985488414764404297e-01 2.148997038602828979e-01 1.673877984285354614e-01 3.544725179672241211e-01 2.569478452205657959e-01 2.531175911426544189e-01 2.643840312957763672e-01 2.778432667255401611e-01 3.856308460235595703e-01 3.287438452243804932e-01 2.628466188907623291e-01 1.673980504274368286e-01 1.770222187042236328e-01 9.573698788881301880e-02 6.095365881919860840e-01
3.450655192136764526e-02 3.146487846970558167e-02 4.782123863697052002e-02 2.335624583065509796e-02 2.963326685130596161e-02 2.868486940860748291e-02 2.380412071943283081e-02 4.497429728507995605e-02 3.592556715011596680e-02 2.869517169892787933e-02 6.505735218524932861e-02 1.649931669235229492e-01 1.741806715726852417e-01 2.808123528957366943e-01 1.470690518617630005e-01 1.347478628158569336e-01 1.439520716667175293e-01 7.267193496227264404e-02 7.822722196578979492e-02 1.325306445360183716e-01 1.544257104396820068e-01 1.154029890894889832e-01 3.000378608703613281e-01 1.006217971444129944e-01 1.994229108095169067e-01 2.365407198667526245e-01 9.058780074119567871e-01 8.307628631591796875e-01 9.542135000228881836e-01 3.439452946186065674e-01 8.836193382740020752e-02 1.622642129659652710e-01 2.832529544830322266e-01 1.298656761646270752e-01 1.198576092720031738e-01 1.655975133180618286e-01 1.506749689579010010e-01 1.989948004484176636e-01 1.101630628108978271e-01 7.551766186952590942e-02 7.569330930709838867e-02 6.269947439432144165e-02 4.915177822113037109e-02 7.971824705600738525e-02 1.053657606244087219e-01 1.108857989311218262e-01 1.054368838667869568e-01 1.418449729681015015e-01 1.104667708277702332e-01 7.018920779228210449e-02 6.472098082304000854e-02 8.122907578945159912e-02 6.431087851524353027e-02 5.419538915157318115e-02 6.358699500560760498e-02 4.564288631081581116e-02 4.866665974259376526e-02 4.802474379539489746e-02 7.191587984561920166e-02 5.682900920510292053e-02 3.987402841448783875e-02 4.374651983380317688e-02 5.065545812249183655e-02 4.065496101975440979e-02 2.116084657609462738e-02 5.119414627552032471e-02 5.241820588707923889e-02 8.152747154235839844e-02 1.723433136940002441e-01 3.812764212489128113e-02 1.555705666542053223e-01 2.419217079877853394e-01 7.562878727912902832e-02 9.478111565113067627e-02 1.339461654424667358e-01 7.293567806482315063e-02 1.409730464220046997e-01 1.557134091854095459e-01 2.880735695362091064e-01 3.676276803016662598e-01 5.384976267814636230e-01 1.635892987251281738e-01 2.601287364959716797e-01 2.613817155361175537e-01 3.366621211171150208e-02 2.052526026964187622e-01
1.012067589908838272e-02 1.282490231096744537e-02 3.260000422596931458e-02 2.537430450320243835e-02 2.005009725689888000e-02 1.940370164811611176e-02 2.634213119745254517e-02 1.341694742441177368e-01 1.970940828323364258e-01 1.693742424249649048e-01 8.747789263725280762e-02 8.674136549234390259e-02 1.651846170425415039e-01 1.870493292808532715e-01 1.048081740736961365e-01 1.130969151854515076e-01 3.050557971000671387e-01 1.706666499376296997e-01 1.609969288110733032e-01 3.253795206546783447e-01 2.200208455324172974e-01 1.957981288433074951e-01 4.732195734977722168e-01 3.630803525447845459e-01 3.529932498931884766e-01 4.167869687080383301e-01 9.889518618583679199e-01 9.756961464881896973e-01 9.950016140937805176e-01 8.626295328140258789e-01 2.744077146053314209e-01 4.322443604469299316e-01 3.311899304389953613e-01 2.902109920978546143e-01 3.152677416801452637e-01 1.117696985602378845e-01 9.487471729516983032e-02 2.011353373527526855e-01 1.097938567399978638e-01 6.223806738853454590e-02 7.765515148639678955e-02 6.692139804363250732e-02 7.814965397119522095e-02 5.039751902222633362e-02 7.234393060207366943e-02 1.065736934542655945e-01 1.648591756820678711e-01 2.477663010358810425e-01 1.996940672397613525e-01 2.052310705184936523e-01 1.584462374448776245e-01 1.058587059378623962e-01 1.025021299719810486e-01 1.458213478326797485e-01 1.357854455709457397e-01 1.014853715896606445e-01 8.758969604969024658e-02 6.197474524378776550e-02 1.143949329853057861e-01 1.247566640377044678e-01 7.230208814144134521e-02 3.523207828402519226e-02 1.188921630382537842e-01 4.556520283222198486e-02 7.213857769966125488e-02 1.727288216352462769e-01 2.271161377429962158e-01 1.030353382229804993e-01 8.288715779781341553e-02 8.386278152465820312e-02 1.035728827118873596e-01 1.092761605978012085e-01 3.307288512587547302e-02 4.316348955035209656e-02 7.076794654130935669e-02 5.080411955714225769e-02 4.846594482660293579e-02 3.731475770473480225e-02 8.935146033763885498e-02 4.093300923705101013e-02 5.379500985145568848e-02 4.831971228122711182e-02 2.601942047476768494e-02 2.750765345990657806e-02 7.930993288755416870e-02 5.398922562599182129e-01
1.433593872934579849e-02 2.257438749074935913e-02 4.067303240299224854e-02 3.502445667982101440e-02 2.942972071468830109e-02 3.755491226911544800e-02 2.986482530832290649e-02 8.129584789276123047e-02 1.026116162538528442e-01 9.327220171689987183e-02 1.026821359992027283e-01 1.220724359154701233e-01 1.436050385236740112e-01 2.849068641662597656e-01 1.011184975504875183e-01 1.779787987470626831e-01 2.054856866598129272e-01 1.092043370008468628e-01 1.512515395879745483e-01 3.025230467319488525e-01 1.449506580829620361e-01 1.937952339649200439e-01 2.485854625701904297e-01 2.784056365489959717e-01 2.879700362682342529e-01 2.453952282667160034e-01 9.009887576103210449e-01 5.006598830223083496e-01 8.873269557952880859e-01 2.992255091667175293e-01 5.248836800456047058e-02 8.619796484708786011e-02 6.766755133867263794e-02 5.006802827119827271e-02 5.379255861043930054e-02 4.601349309086799622e-02 6.996709853410720825e-02 1.719721853733062744e-01 8.386373519897460938e-02 5.326516553759574890e-02 7.748845219612121582e-02 5.846473574638366699e-02 4.844278097152709961e-02 3.479493409395217896e-02 5.150387436151504517e-02 4.549668356776237488e-02 9.347147494554519653e-02 8.789651095867156982e-02 7.426758855581283569e-02 4.305563867092132568e-02 3.866903856396675110e-02 4.863963276147842407e-02 4.480431601405143738e-02 5.867586657404899597e-02 6.988918036222457886e-02 4.927999898791313171e-02 7.586252689361572266e-02 5.822884663939476013e-02 5.817028880119323730e-02 6.330850720405578613e-02 5.723483115434646606e-02 6.785620748996734619e-02 1.103913262486457825e-01 6.072293221950531006e-02 1.216326653957366943e-01 2.724024057388305664e-01 3.061554133892059326e-01 2.085896879434585571e-01 1.975036114454269409e-01 2.227913886308670044e-01 3.078862428665161133e-01 3.236633837223052979e-01 2.619609534740447998e-01 3.160798847675323486e-01 3.201038241386413574e-01 2.368794679641723633e-01 3.644822835922241211e-01 3.464742004871368408e-01 4.473867118358612061e-01 4.451651275157928467e-01 6.279662251472473145e-01 1.380012780427932739e-01 1.339104026556015015e-01 1.538497954607009888e-01 8.306105434894561768e-02 5.668660402297973633e-01
3.709913790225982666e-02 1.857163943350315094e-02 4.906860738992691040e-02 2.246304601430892944e-02 2.901355177164077759e-02 4.346117004752159119e-02 2.470197528600692749e-02 1.098330616950988770e-01 1.259454637765884399e-01 1.099821180105209351e-01 1.038534939289093018e-01 1.555757671594619751e-01 2.305983155965805054e-01 2.014495283365249634e-01 8.663495630025863647e-02 1.040748804807662964e-01 2.047788798809051514e-01 1.300925761461257935e-01 1.415336281061172485e-01 2.613857090473175049e-01 2.068779170513153076e-01 1.948732733726501465e-01 2.923118472099304199e-01 2.198589593172073364e-01 2.300854474306106567e-01 2.679435610771179199e-01 9.090552330017089844e-01 7.953233718872070312e-01 9.508576393127441406e-01 5.894966721534729004e-01 1.363647729158401489e-01 2.477347552776336670e-01 2.945796847343444824e-01 1.593405455350875854e-01 2.300662100315093994e-01 2.009607106447219849e-01 3.117875158786773682e-01 3.694622516632080078e-01 2.048058956861495972e-01 1.254349052906036377e-01 7.407570630311965942e-02 7.511187344789505005e-02 9.373206645250320435e-02 9.061458706855773926e-02 9.504470974206924438e-02 1.148477718234062195e-01 1.238885968923568726e-01 1.723692715167999268e-01 1.424119472503662109e-01 1.362123340368270874e-01 1.489507555961608887e-01 1.106776893138885498e-01 8.220604807138442993e-02 8.043125271797180176e-02 6.945530325174331665e-02 1.545534580945968628e-01 1.153297498822212219e-01 1.114321649074554443e-01 9.334316849708557129e-02 9.936879575252532959e-02 4.757164418697357178e-02 9.414336830377578735e-02 4.223696887493133545e-02 3.096533380448818207e-02 5.716763809323310852e-02 1.326200217008590698e-01 1.989293843507766724e-01 7.701966166496276855e-02 1.266683191061019897e-01 6.818639487028121948e-02 8.012420684099197388e-02 1.118893325328826904e-01 7.854782789945602417e-02 7.371699064970016479e-02 6.886341422796249390e-02 5.494392290711402893e-02 5.975171178579330444e-02 5.836918950080871582e-02 1.502055376768112183e-01 1.626600474119186401e-01 1.415924280881881714e-01 9.631506353616714478e-02 1.152878403663635254e-01 8.866858482360839844e-02 1.006440818309783936e-01 5.330170392990112305e-01
9.729867801070213318e-03 1.574868895113468170e-02 3.668492287397384644e-02 4.256422445178031921e-02 2.439590543508529663e-02 8.974510245025157928e-03 1.071854028850793839e-02 9.066867083311080933e-02 5.432139709591865540e-02 7.023638486862182617e-02 2.497519403696060181e-01 2.012986391782760620e-01 2.161298096179962158e-01 4.766963124275207520e-01 1.346563696861267090e-01 1.234180703759193420e-01 2.693960964679718018e-01 2.203544825315475464e-01 2.689780294895172119e-01 4.100238084793090820e-01 1.962902098894119263e-01 2.000227123498916626e-01 3.927435874938964844e-01 2.950346171855926514e-01 3.199741542339324951e-01 2.483481913805007935e-01 8.909344077110290527e-01 7.619454264640808105e-01 9.219489693641662598e-01 6.420044302940368652e-01 1.736788600683212280e-01 2.217257916927337646e-01 2.111587673425674438e-01 1.983123272657394409e-01 2.190942317247390747e-01 1.781021356582641602e-01 1.587368994951248169e-01 8.429758250713348389e-02 9.931984543800354004e-02 6.234934180974960327e-02 3.170047700405120850e-02 4.183551669120788574e-02 7.287481427192687988e-02 3.491436317563056946e-02 5.741941556334495544e-02 7.513606548309326172e-02 1.674543321132659912e-01 9.975667297840118408e-02 1.541789770126342773e-01 9.038267284631729126e-02 9.633921831846237183e-02 9.562187641859054565e-02 8.161443471908569336e-02 1.504343003034591675e-01 1.532548218965530396e-01 1.640264838933944702e-01 1.204153224825859070e-01 1.600238829851150513e-01 1.844711154699325562e-01 1.294223815202713013e-01 1.288206726312637329e-01 9.687731415033340454e-02 1.420772969722747803e-01 9.501994401216506958e-02 1.126755252480506897e-01 2.943145334720611572e-01 2.622692883014678955e-01 1.151624768972396851e-01 1.551274359226226807e-01 1.509650349617004395e-01 1.110054254531860352e-01 3.855214118957519531e-01 3.026569783687591553e-01 3.180128335952758789e-01 3.604028820991516113e-01 3.112280368804931641e-01 3.258563280105590820e-01 2.737015187740325928e-01 2.876123487949371338e-01 3.923634886741638184e-01 4.238970875740051270e-01 2.243239432573318481e-01 1.244689524173736572e-01 1.953461915254592896e-01 1.362248510122299194e-01 6.738374829292297363e-01
3.643060848116874695e-02 3.036373108625411987e-02 3.556047007441520691e-02 1.651953719556331635e-02 2.112118527293205261e-02 2.541058138012886047e-02 1.419241260737180710e-02 2.782932482659816742e-02 3.045634739100933075e-02 2.290443517267704010e-02 5.086011812090873718e-02 1.293798685073852539e-01 2.147117406129837036e-01 3.832830190658569336e-01 1.106651723384857178e-01 1.188822835683822632e-01 1.194483339786529541e-01 5.297342687845230103e-02 5.072813853621482849e-02 1.324126571416854858e-01 1.267027109861373901e-01 9.162430465221405029e-02 2.746273875236511230e-01 1.104154288768768311e-01 2.793129682540893555e-01 2.329255044460296631e-01 7.903068661689758301e-01 8.183697462081909180e-01 9.515113830566406250e-01 5.166276097297668457e-01 1.546479612588882446e-01 1.891586780548095703e-01 3.460196554660797119e-01 1.502369195222854614e-01 1.475516706705093384e-01 1.518350243568420410e-01 1.532585024833679199e-01 2.779989242553710938e-01 1.298457831144332886e-01 6.486428529024124146e-02 8.891426771879196167e-02 6.879142671823501587e-02 7.199048250913619995e-02 1.131805852055549622e-01 1.167198345065116882e-01 8.356183767318725586e-02 1.699337810277938843e-01 2.107115685939788818e-01 9.105506539344787598e-02 6.997162103652954102e-02 5.924341455101966858e-02 5.346491932868957520e-02 6.288195401430130005e-02 5.618303641676902771e-02 6.543882936239242554e-02 6.439137458801269531e-02 5.857041105628013611e-02 6.300079077482223511e-02 6.725402176380157471e-02 5.692190676927566528e-02 3.251161426305770874e-02 5.899641662836074829e-02 3.186343237757682800e-02 4.166365414857864380e-02 4.465171322226524353e-02 8.097863197326660156e-02 9.661827236413955688e-02 7.675942778587341309e-02 7.693827897310256958e-02 3.623161092400550842e-02 9.399736672639846802e-02 9.392953664064407349e-02 5.319862812757492065e-02 7.230211794376373291e-02 8.357062190771102905e-02 5.376330763101577759e-02 1.115321964025497437e-01 1.427120566368103027e-01 2.924617826938629150e-01 4.074460566043853760e-01 6.048883795738220215e-01 1.912928372621536255e-01 3.232989311218261719e-01 2.510018944740295410e-01 5.088360607624053955e-02 1.530726701021194458e-01
