1.785601377487182617e-01 1.020672470331192017e-01 1.338711678981781006e-01 1.762807071208953857e-01 5.283050611615180969e-02 3.258961066603660583e-02 1.197779327630996704e-01 5.206958577036857605e-02 3.814117982983589172e-02 3.746319189667701721e-02 4.840806499123573303e-02 4.953789710998535156e-02 5.765023827552795410e-02 5.157855898141860962e-02 2.541434951126575470e-02 2.111331932246685028e-02 2.155748941004276276e-02 2.593223191797733307e-02 2.497510053217411041e-02 2.382211200892925262e-02 2.795154973864555359e-02 1.954998075962066650e-02 1.219775155186653137e-02 9.438879787921905518e-03 1.372418459504842758e-02 2.021076343953609467e-02 1.521321684122085571e-01 3.791013956069946289e-01 5.328420400619506836e-01 6.233114004135131836e-01 2.231521755456924438e-01 3.270666301250457764e-01 8.249688744544982910e-01 9.367950558662414551e-01 9.510741233825683594e-01 9.836850166320800781e-01 9.377704262733459473e-01 6.157695651054382324e-01 8.428833484649658203e-01 9.004492759704589844e-01
1.289013475179672241e-01 2.247626036405563354e-01 3.455542922019958496e-01 5.541160702705383301e-02 2.413643710315227509e-02 1.832774654030799866e-02 1.250205636024475098e-01 3.820648416876792908e-02 2.580118924379348755e-02 2.692824415862560272e-02 5.218317359685897827e-02 5.303331464529037476e-02 9.854882210493087769e-02 1.012399718165397644e-01 5.902567505836486816e-02 1.831753551959991455e-02 2.520655840635299683e-02 4.165799170732498169e-02 3.151353821158409119e-02 2.707132324576377869e-02 1.492411736398935318e-02 1.725488714873790741e-02 1.914444193243980408e-02 1.483072992414236069e-02 1.284454949200153351e-02 1.533704344183206558e-02 5.467257276177406311e-02 2.794736623764038086e-01 3.751052021980285645e-01 8.145741224288940430e-01 6.848179101943969727e-01 6.639435291290283203e-01 8.347740173339843750e-01 9.498680830001831055e-01 9.650650620460510254e-01 9.632657170295715332e-01 9.728173613548278809e-01 8.366581201553344727e-01 6.824549436569213867e-01 9.624322652816772461e-01
1.137847676873207092e-01 1.398812681436538696e-01 2.333858907222747803e-01 7.933656126260757446e-02 4.272665455937385559e-02 3.351029753684997559e-02 6.354796886444091797e-02 8.026980608701705933e-02 3.268138319253921509e-02 2.605829015374183655e-02 3.409291803836822510e-02 4.587025940418243408e-02 5.742428824305534363e-02 5.988621339201927185e-02 9.291917830705642700e-02 2.134745381772518158e-02 1.803643442690372467e-02 4.945018887519836426e-02 4.415038973093032837e-02 3.232261911034584045e-02 3.358652815222740173e-02 1.902216859161853790e-02 1.970202848315238953e-02 1.754171773791313171e-02 4.070327430963516235e-02 8.482357114553451538e-02 2.638315260410308838e-01 6.204878091812133789e-01 6.399441361427307129e-01 9.167876839637756348e-01 7.176658511161804199e-01 7.660336494445800781e-01 8.574451804161071777e-01 9.246315360069274902e-01 9.780215024948120117e-01 9.735702276229858398e-01 9.481613039970397949e-01 7.701663374900817871e-01 7.437153458595275879e-01 6.838183999061584473e-01
2.755825817584991455e-01 1.661106348037719727e-01 2.142803519964218140e-01 9.845131635665893555e-02 6.040944904088973999e-02 3.223295137286186218e-02 5.917475745081901550e-02 4.197281599044799805e-02 1.739427819848060608e-02 2.187641151249408722e-02 6.455633789300918579e-02 7.281533628702163696e-02 6.304176151752471924e-02 5.894020199775695801e-02 7.216737419366836548e-02 5.316909402608871460e-02 4.774779081344604492e-02 5.507434532046318054e-02 4.052166640758514404e-02 2.459287829697132111e-02 1.632978394627571106e-02 1.880949549376964569e-02 2.039497345685958862e-02 1.449538860470056534e-02 1.724086329340934753e-02 3.720362111926078796e-02 6.588336825370788574e-02 7.690873742103576660e-02 9.086809307336807251e-02 2.800539433956146240e-01 2.479070723056793213e-01 3.656708002090454102e-01 8.568468689918518066e-01 9.161500334739685059e-01 9.516884088516235352e-01 9.660254120826721191e-01 9.709974527359008789e-01 6.734051704406738281e-01 7.890554070472717285e-01 8.451946973800659180e-01
1.293600052595138550e-01 8.903050422668457031e-02 1.909391283988952637e-01 1.579311490058898926e-01 1.136999279260635376e-01 1.854511536657810211e-02 1.377752125263214111e-01 3.655938804149627686e-02 3.496791422367095947e-02 2.828974649310112000e-02 6.114336848258972168e-02 4.006539285182952881e-02 7.612369209527969360e-02 6.891256570816040039e-02 4.624281823635101318e-02 2.054587379097938538e-02 3.123313374817371368e-02 3.399315848946571350e-02 2.519603446125984192e-02 3.544916585087776184e-02 1.993510872125625610e-02 1.132134720683097839e-02 1.781301386654376984e-02 1.137362699955701828e-02 1.651433855295181274e-02 2.442215755581855774e-02 1.056156903505325317e-01 2.760091125965118408e-01 3.546259701251983643e-01 6.275803446769714355e-01 6.034511327743530273e-01 5.469884872436523438e-01 8.299793004989624023e-01 9.326685070991516113e-01 9.577501416206359863e-01 9.934296011924743652e-01 9.547355175018310547e-01 6.848377585411071777e-01 8.757256865501403809e-01 9.857345819473266602e-01
2.903341948986053467e-01 1.678163856267929077e-01 1.145041361451148987e-01 1.214659288525581360e-01 6.521371006965637207e-02 2.624107152223587036e-02 1.455228626728057861e-01 5.595842376351356506e-02 3.485328704118728638e-02 3.322378173470497131e-02 4.656285047531127930e-02 3.936517983675003052e-02 4.934815689921379089e-02 4.428006336092948914e-02 2.482859604060649872e-02 2.068488486111164093e-02 2.195912785828113556e-02 2.995747514069080353e-02 3.010573796927928925e-02 2.804632671177387238e-02 2.268397808074951172e-02 2.060881443321704865e-02 1.207377761602401733e-02 8.971440605819225311e-03 1.094248145818710327e-02 2.046005241572856903e-02 1.920478194952011108e-01 3.442539572715759277e-01 5.811503529548645020e-01 6.530533432960510254e-01 2.726969420909881592e-01 1.802008450031280518e-01 8.488237857818603516e-01 8.722234964370727539e-01 9.240882396697998047e-01 9.897395968437194824e-01 9.153330326080322266e-01 6.267933249473571777e-01 8.270338773727416992e-01 8.952278494834899902e-01
2.324591875076293945e-01 1.915814876556396484e-01 2.195259034633636475e-01 4.488503560423851013e-02 2.970333583652973175e-02 1.472484972327947617e-02 1.297228634357452393e-01 3.906974196434020996e-02 2.552619576454162598e-02 2.295289002358913422e-02 5.266155302524566650e-02 4.500262066721916199e-02 9.115248173475265503e-02 1.098920628428459167e-01 6.008559092879295349e-02 2.072231844067573547e-02 2.715864032506942749e-02 3.975211456418037415e-02 3.285296633839607239e-02 3.724514693021774292e-02 1.949966512620449066e-02 1.524514891207218170e-02 1.810218021273612976e-02 1.253090519458055496e-02 1.123896427452564240e-02 1.604417338967323303e-02 6.009884178638458252e-02 3.669844865798950195e-01 3.915117084980010986e-01 7.640236020088195801e-01 6.880676150321960449e-01 5.648547410964965820e-01 8.851161599159240723e-01 9.684706330299377441e-01 9.796305894851684570e-01 9.730449914932250977e-01 9.727228283882141113e-01 8.214310407638549805e-01 7.445918917655944824e-01 9.773418307304382324e-01
9.275478869676589966e-02 2.356173247098922729e-01 3.007194995880126953e-01 6.061138585209846497e-02 4.493252187967300415e-02 2.132476121187210083e-02 9.720752388238906860e-02 8.919512480497360229e-02 2.712586522102355957e-02 2.858251333236694336e-02 4.641094803810119629e-02 4.437919706106185913e-02 5.383679270744323730e-02 5.183228477835655212e-02 5.095730721950531006e-02 1.484353933483362198e-02 3.055915422737598419e-02 3.649521619081497192e-02 3.623413294553756714e-02 4.558687657117843628e-02 3.862468525767326355e-02 1.942970231175422668e-02 1.934061199426651001e-02 1.867565326392650604e-02 2.986938133835792542e-02 7.232881337404251099e-02 2.878181636333465576e-01 5.827984213829040527e-01 5.430357456207275391e-01 8.253956437110900879e-01 7.539465427398681641e-01 8.204859495162963867e-01 9.116789698600769043e-01 9.390578866004943848e-01 9.867572784423828125e-01 9.903348088264465332e-01 9.655057191848754883e-01 7.019228339195251465e-01 7.582262158393859863e-01 7.917817831039428711e-01
2.123983055353164673e-01 1.287749409675598145e-01 1.747606992721557617e-01 5.073467269539833069e-02 5.064125359058380127e-02 4.079771414399147034e-02 7.702235132455825806e-02 5.876512080430984497e-02 2.312113903462886810e-02 3.242535144090652466e-02 7.960803806781768799e-02 7.849904894828796387e-02 6.166674941778182983e-02 4.885369911789894104e-02 4.924338683485984802e-02 4.650400951504707336e-02 3.805471956729888916e-02 7.555598020553588867e-02 4.512802883982658386e-02 1.806266047060489655e-02 1.971768029034137726e-02 1.765153929591178894e-02 1.643842086195945740e-02 1.336019393056631088e-02 1.365489512681961060e-02 2.122642844915390015e-02 4.454991593956947327e-02 7.486934959888458252e-02 8.705075830221176147e-02 3.466336131095886230e-01 4.007814824581146240e-01 4.704262912273406982e-01 8.924334645271301270e-01 9.190989732742309570e-01 9.338187575340270996e-01 9.697989821434020996e-01 9.731000661849975586e-01 5.618032217025756836e-01 8.204966783523559570e-01 7.932604551315307617e-01
1.321739554405212402e-01 9.714631736278533936e-02 1.559731066226959229e-01 1.215349957346916199e-01 1.090209111571311951e-01 2.283499576151371002e-02 6.564725190401077271e-02 2.032526955008506775e-02 3.308102861046791077e-02 3.429412841796875000e-02 5.504333600401878357e-02 4.965083673596382141e-02 1.228419020771980286e-01 1.157111674547195435e-01 7.261557877063751221e-02 2.273063547909259796e-02 2.363264188170433044e-02 4.060971736907958984e-02 3.818851709365844727e-02 3.662138059735298157e-02 2.158268541097640991e-02 1.322473865002393723e-02 1.608926616609096527e-02 1.472615730017423630e-02 1.536053698509931564e-02 2.728868648409843445e-02 9.404297918081283569e-02 3.305770158767700195e-01 4.240019321441650391e-01 7.361505627632141113e-01 8.002130985260009766e-01 6.560677289962768555e-01 8.722795844078063965e-01 9.515116810798645020e-01 9.801110625267028809e-01 9.951761960983276367e-01 9.748733639717102051e-01 7.235996723175048828e-01 9.334996342658996582e-01 9.659639000892639160e-01
1.718039959669113159e-01 9.028764814138412476e-02 8.168673515319824219e-02 7.344281673431396484e-02 5.227220803499221802e-02 2.764589339494705200e-02 1.063271835446357727e-01 3.136620298027992249e-02 3.101612441241741180e-02 2.953475899994373322e-02 4.152850806713104248e-02 3.403272107243537903e-02 4.733248800039291382e-02 4.495512321591377258e-02 3.231703490018844604e-02 1.904383860528469086e-02 2.469096891582012177e-02 3.797129541635513306e-02 2.890791557729244232e-02 4.088645800948143005e-02 2.477969229221343994e-02 2.433704957365989685e-02 1.472338289022445679e-02 9.401493705809116364e-03 1.131948921829462051e-02 2.387201786041259766e-02 1.409606337547302246e-01 1.906837075948715210e-01 2.219208180904388428e-01 4.283314645290374756e-01 2.240003794431686401e-01 1.376574486494064331e-01 7.733687162399291992e-01 8.982524275779724121e-01 9.223902225494384766e-01 9.800896644592285156e-01 8.958476185798645020e-01 7.255250811576843262e-01 7.453695535659790039e-01 8.809962272644042969e-01
2.351826280355453491e-01 1.437541693449020386e-01 2.210552990436553955e-01 8.980749547481536865e-02 3.690697252750396729e-02 1.468116510659456253e-02 2.750910520553588867e-01 3.771491348743438721e-02 2.317309193313121796e-02 2.777024544775485992e-02 5.961734056472778320e-02 5.824174731969833374e-02 1.219396665692329407e-01 8.321713656187057495e-02 5.520476028323173523e-02 2.485929057002067566e-02 3.100530244410037994e-02 3.434861451387405396e-02 2.346241846680641174e-02 3.275316208600997925e-02 2.567951567471027374e-02 1.568433642387390137e-02 2.061540819704532623e-02 1.267351489514112473e-02 1.206698920577764511e-02 1.463247090578079224e-02 1.315511167049407959e-01 3.023530840873718262e-01 3.516621589660644531e-01 7.283474802970886230e-01 6.152483820915222168e-01 4.642878472805023193e-01 9.108572602272033691e-01 9.552662968635559082e-01 9.814318418502807617e-01 9.802031517028808594e-01 9.773338437080383301e-01 7.938070297241210938e-01 6.745219826698303223e-01 9.931667447090148926e-01
2.139507830142974854e-01 1.027938872575759888e-01 1.290948390960693359e-01 5.860989913344383240e-02 4.911002144217491150e-02 1.830650866031646729e-02 1.047226861119270325e-01 7.367867976427078247e-02 4.825046285986900330e-02 4.319573566317558289e-02 4.807630926370620728e-02 3.501232713460922241e-02 3.847500309348106384e-02 5.538623034954071045e-02 4.845850169658660889e-02 1.554531138390302658e-02 2.660471200942993164e-02 3.389025852084159851e-02 3.872930258512496948e-02 4.517703875899314880e-02 4.534119740128517151e-02 1.995539665222167969e-02 2.163092419505119324e-02 2.019372954964637756e-02 3.183592110872268677e-02 7.653801143169403076e-02 2.343579679727554321e-01 6.106629371643066406e-01 6.245359182357788086e-01 8.135554194450378418e-01 4.999139308929443359e-01 5.790978074073791504e-01 9.302360415458679199e-01 9.764701724052429199e-01 9.728441834449768066e-01 9.959881901741027832e-01 9.552691578865051270e-01 6.405362486839294434e-01 8.073284626007080078e-01 8.605952262878417969e-01
1.278070807456970215e-01 1.553487181663513184e-01 2.038450390100479126e-01 6.641089171171188354e-02 4.638194665312767029e-02 4.320317506790161133e-02 7.482995092868804932e-02 6.348199397325515747e-02 1.991970464587211609e-02 2.205536328256130219e-02 5.421639606356620789e-02 5.424170568585395813e-02 7.576081901788711548e-02 7.209425419569015503e-02 6.964877247810363770e-02 4.270992428064346313e-02 3.947342559695243835e-02 6.881070882081985474e-02 5.752225220203399658e-02 1.535923965275287628e-02 1.912385225296020508e-02 1.484999060630798340e-02 1.588127948343753815e-02 1.235666591674089432e-02 1.163345389068126678e-02 2.609993889927864075e-02 3.597893938422203064e-02 1.041059270501136780e-01 9.949539601802825928e-02 5.136477947235107422e-01 4.959739744663238525e-01 5.314284563064575195e-01 8.182132840156555176e-01 8.985809087753295898e-01 9.656881093978881836e-01 9.756596088409423828e-01 9.547648429870605469e-01 7.610951662063598633e-01 7.798523306846618652e-01 8.709771037101745605e-01
1.249571591615676880e-01 9.916415065526962280e-02 1.700810343027114868e-01 6.323114037513732910e-02 5.900964513421058655e-02 1.994503848254680634e-02 1.064011976122856140e-01 3.539960831403732300e-02 4.671598598361015320e-02 3.920418396592140198e-02 7.134053111076354980e-02 5.372671410441398621e-02 9.055490046739578247e-02 1.145406365394592285e-01 8.655314892530441284e-02 2.741349861025810242e-02 3.515957295894622803e-02 5.763886868953704834e-02 3.823415189981460571e-02 3.128560259938240051e-02 2.292679809033870697e-02 1.475376076996326447e-02 1.443591434508562088e-02 1.402851007878780365e-02 2.213112451136112213e-02 4.498263448476791382e-02 1.807551532983779907e-01 5.180010199546813965e-01 6.350987553596496582e-01 8.446552157402038574e-01 7.418546080589294434e-01 7.604690194129943848e-01 9.063229560852050781e-01 9.690483808517456055e-01 9.852378964424133301e-01 9.948272109031677246e-01 9.932675361633300781e-01 7.356350421905517578e-01 9.366328120231628418e-01 9.672228693962097168e-01
9.567611664533615112e-02 5.617787688970565796e-02 6.259887665510177612e-02 6.434739381074905396e-02 3.560712933540344238e-02 2.004550769925117493e-02 7.020772993564605713e-02 4.264111071825027466e-02 3.232290968298912048e-02 2.883403562009334564e-02 8.100561797618865967e-02 4.061099141836166382e-02 7.537233829498291016e-02 5.828969553112983704e-02 3.511997684836387634e-02 3.604163229465484619e-02 3.209654241800308228e-02 3.914077579975128174e-02 2.406004071235656738e-02 4.552656412124633789e-02 2.591542340815067291e-02 2.339267916977405548e-02 1.365242339670658112e-02 1.096592657268047333e-02 1.405638270080089569e-02 2.726756036281585693e-02 1.628295183181762695e-01 1.724161207675933838e-01 1.415331363677978516e-01 3.450464606285095215e-01 1.274586617946624756e-01 2.405761629343032837e-01 7.499108910560607910e-01 9.367964267730712891e-01 9.183445572853088379e-01 9.821892380714416504e-01 9.654500484466552734e-01 7.281747460365295410e-01 6.992507576942443848e-01 8.631155490875244141e-01
2.362929582595825195e-01 1.502074152231216431e-01 3.310656547546386719e-01 1.257853060960769653e-01 3.944889828562736511e-02 1.877087913453578949e-02 1.070383712649345398e-01 3.992626443505287170e-02 1.958698593080043793e-02 3.549403324723243713e-02 5.294599384069442749e-02 7.922108471393585205e-02 9.051834791898727417e-02 5.044919997453689575e-02 3.423827141523361206e-02 2.412680722773075104e-02 2.600761130452156067e-02 3.104268573224544525e-02 2.339489012956619263e-02 3.202221915125846863e-02 2.743715606629848480e-02 1.561728119850158691e-02 1.815121062099933624e-02 1.043900195509195328e-02 1.305869128555059433e-02 2.166843973100185394e-02 1.593219041824340820e-01 4.333053231239318848e-01 4.431152641773223877e-01 6.556442975997924805e-01 5.632681250572204590e-01 4.740770757198333740e-01 8.939130902290344238e-01 9.546939134597778320e-01 9.834437370300292969e-01 9.860094785690307617e-01 9.775573015213012695e-01 8.510510921478271484e-01 7.018568515777587891e-01 9.951325058937072754e-01
