4.578360617160797119e-01 4.549268782138824463e-01 9.615047574043273926e-01 5.037017464637756348e-01 8.631042838096618652e-01 8.357388377189636230e-01 7.223692536354064941e-01 6.567749381065368652e-01 6.529752016067504883e-01 7.987545132637023926e-01 6.420404911041259766e-01 6.709724068641662598e-01 4.904712438583374023e-01 9.867138266563415527e-01 9.721229076385498047e-01 9.528208374977111816e-01 9.783915877342224121e-01 3.463720083236694336e-01 7.624312639236450195e-01 7.983293533325195312e-01 8.428227305412292480e-01 9.677547812461853027e-01 7.296270728111267090e-01 9.191727042198181152e-01 9.529277682304382324e-01 9.771741032600402832e-01 9.840579628944396973e-01 9.572291970252990723e-01 8.544527888298034668e-01 9.117998480796813965e-01 8.592883348464965820e-01 7.193682789802551270e-01 5.529925823211669922e-01 5.143795013427734375e-01 6.966737508773803711e-01 8.226141929626464844e-01 7.653312683105468750e-01 7.985516786575317383e-01 7.699782252311706543e-01 8.900716304779052734e-01 9.083287119865417480e-01 9.607774019241333008e-01 9.731457829475402832e-01 9.907252192497253418e-01 9.922269582748413086e-01 9.511697888374328613e-01 9.457401037216186523e-01 9.804774522781372070e-01 9.059670567512512207e-01 9.072889089584350586e-01 7.391884922981262207e-01 4.674195349216461182e-01 6.589196920394897461e-01 6.774469017982482910e-01 8.167294859886169434e-01 7.386255860328674316e-01 9.287960529327392578e-01 8.684699535369873047e-01 6.689400076866149902e-01 8.690522909164428711e-01 8.574744462966918945e-01 8.284630775451660156e-01 9.923774003982543945e-01 9.763273000717163086e-01 6.353663206100463867e-01 7.190300226211547852e-01
3.854073286056518555e-01 4.427174627780914307e-01 7.568486332893371582e-01 5.998580455780029297e-01 7.832993268966674805e-01 7.562252283096313477e-01 7.744976282119750977e-01 5.984829664230346680e-01 6.588022708892822266e-01 6.089972853660583496e-01 8.323912024497985840e-01 6.087390780448913574e-01 7.068985700607299805e-01 9.243292808532714844e-01 9.319193959236145020e-01 7.615875601768493652e-01 8.296707868576049805e-01 5.135396122932434082e-01 3.634309172630310059e-01 8.594000935554504395e-01 8.966578245162963867e-01 9.352780580520629883e-01 9.372081160545349121e-01 9.116607308387756348e-01 8.396930098533630371e-01 8.549526333808898926e-01 9.456648230552673340e-01 6.946990489959716797e-01 5.303245782852172852e-01 7.689148187637329102e-01 6.538025736808776855e-01 4.461200833320617676e-01 6.399655342102050781e-01 4.844927787780761719e-01 5.374277830123901367e-01 5.838251709938049316e-01 6.713178753852844238e-01 6.474602818489074707e-01 4.875544905662536621e-01 6.121947169303894043e-01 7.208117246627807617e-01 5.303564667701721191e-01 7.659783959388732910e-01 9.972617626190185547e-01 9.914032816886901855e-01 9.937155842781066895e-01 9.890123605728149414e-01 9.853211045265197754e-01 9.038763642311096191e-01 8.858485817909240723e-01 8.773056268692016602e-01 5.740615129470825195e-01 7.649823427200317383e-01 5.758914947509765625e-01 7.714998126029968262e-01 7.320448160171508789e-01 8.710513710975646973e-01 6.539206504821777344e-01 6.968734264373779297e-01 7.442119121551513672e-01 8.476721644401550293e-01 8.082526922225952148e-01 9.423160552978515625e-01 9.449131488800048828e-01 3.810159265995025635e-01 3.237550258636474609e-01
7.737292647361755371e-01 5.402910709381103516e-01 8.699198365211486816e-01 7.972894906997680664e-01 9.353886842727661133e-01 9.671511650085449219e-01 9.264959096908569336e-01 8.756762146949768066e-01 8.978978395462036133e-01 9.433143734931945801e-01 9.688848853111267090e-01 7.598769664764404297e-01 7.094597816467285156e-01 7.858842015266418457e-01 8.183193206787109375e-01 6.799519062042236328e-01 7.401272058486938477e-01 3.637451529502868652e-01 7.334063053131103516e-01 8.977189064025878906e-01 9.104306697845458984e-01 7.099186778068542480e-01 8.214587569236755371e-01 8.753356933593750000e-01 9.066033959388732910e-01 8.981088399887084961e-01 8.208688497543334961e-01 5.954101681709289551e-01 5.925209522247314453e-01 3.614474236965179443e-01 4.592295289039611816e-01 4.518539905548095703e-01 3.687455356121063232e-01 2.079104185104370117e-01 2.411751449108123779e-01 4.769061803817749023e-01 6.042422652244567871e-01 4.285635054111480713e-01 6.743552088737487793e-01 5.109143257141113281e-01 6.033028960227966309e-01 6.784545779228210449e-01 8.849382996559143066e-01 9.654195904731750488e-01 9.932730197906494141e-01 9.496432542800903320e-01 9.823271036148071289e-01 9.868248105049133301e-01 8.980109691619873047e-01 9.522413015365600586e-01 8.977417945861816406e-01 6.442955732345581055e-01 7.199926376342773438e-01 8.346240520477294922e-01 7.217232584953308105e-01 5.315876007080078125e-01 7.226969599723815918e-01 6.491791009902954102e-01 3.971456885337829590e-01 2.885112762451171875e-01 7.308023571968078613e-01 5.102462172508239746e-01 6.050428152084350586e-01 8.998073339462280273e-01 3.860360383987426758e-01 3.823494613170623779e-01
4.241230189800262451e-01 4.491064548492431641e-01 7.028516530990600586e-01 5.303904414176940918e-01 6.084086894989013672e-01 5.763527154922485352e-01 6.146457791328430176e-01 5.892292857170104980e-01 5.893598198890686035e-01 7.120841145515441895e-01 7.776199579238891602e-01 7.877601981163024902e-01 6.551892161369323730e-01 9.431574344635009766e-01 9.642962813377380371e-01 8.358102440834045410e-01 5.926051735877990723e-01 5.602489709854125977e-01 7.559245228767395020e-01 8.720292448997497559e-01 7.834870815277099609e-01 8.927457928657531738e-01 9.032516479492187500e-01 8.721681833267211914e-01 7.782809734344482422e-01 8.232953548431396484e-01 8.346068263053894043e-01 7.797241210937500000e-01 8.575875759124755859e-01 8.736362457275390625e-01 7.620525956153869629e-01 3.260310590267181396e-01 7.255109548568725586e-01 5.954098701477050781e-01 3.507374823093414307e-01 4.457177519798278809e-01 5.870751142501831055e-01 8.274198174476623535e-01 6.756169795989990234e-01 6.916514635086059570e-01 7.649617195129394531e-01 5.166433453559875488e-01 5.491083860397338867e-01 9.579210877418518066e-01 8.828735351562500000e-01 9.840803742408752441e-01 9.970535039901733398e-01 9.979901313781738281e-01 9.549005031585693359e-01 9.470239281654357910e-01 9.739988446235656738e-01 8.827368617057800293e-01 9.327590465545654297e-01 9.335201978683471680e-01 8.916722536087036133e-01 7.231230735778808594e-01 9.442125558853149414e-01 9.440898895263671875e-01 8.707566261291503906e-01 9.610496163368225098e-01 9.117827415466308594e-01 8.298408985137939453e-01 9.356190562248229980e-01 9.338998794555664062e-01 4.789211750030517578e-01 4.126188158988952637e-01
7.543786764144897461e-01 7.484356760978698730e-01 8.091492652893066406e-01 7.168204188346862793e-01 7.156749963760375977e-01 7.658296227455139160e-01 7.546864151954650879e-01 7.045788764953613281e-01 6.791909933090209961e-01 7.971003651618957520e-01 7.994301319122314453e-01 6.192426681518554688e-01 3.850329816341400146e-01 8.122997283935546875e-01 7.973593473434448242e-01 6.938766837120056152e-01 6.643166542053222656e-01 7.529426217079162598e-01 8.426939845085144043e-01 9.468783140182495117e-01 9.592444300651550293e-01 9.711063504219055176e-01 9.511663317680358887e-01 8.200944662094116211e-01 7.088326811790466309e-01 8.499993681907653809e-01 8.775368332862854004e-01 7.021685838699340820e-01 5.050165653228759766e-01 8.143953680992126465e-01 6.376069784164428711e-01 7.815858721733093262e-01 6.835578083992004395e-01 4.377487003803253174e-01 7.391713857650756836e-01 6.762188076972961426e-01 6.404385566711425781e-01 7.722365260124206543e-01 6.905968785285949707e-01 5.807540416717529297e-01 7.197306752204895020e-01 9.197682142257690430e-01 9.644634723663330078e-01 9.989452958106994629e-01 9.871925115585327148e-01 9.861325025558471680e-01 9.991770386695861816e-01 9.675620198249816895e-01 9.639036655426025391e-01 9.440537095069885254e-01 9.349291920661926270e-01 8.666505813598632812e-01 9.027864933013916016e-01 9.537030458450317383e-01 9.178552627563476562e-01 9.266411662101745605e-01 9.618939757347106934e-01 9.754219055175781250e-01 9.201948046684265137e-01 9.281534552574157715e-01 9.182425737380981445e-01 9.010888934135437012e-01 8.105686306953430176e-01 9.600995779037475586e-01 3.508893549442291260e-01 2.121673524379730225e-01
4.609399735927581787e-01 4.294039905071258545e-01 9.308682084083557129e-01 6.747629642486572266e-01 8.683577775955200195e-01 7.768128514289855957e-01 7.424564361572265625e-01 6.284171342849731445e-01 6.319584846496582031e-01 7.136029005050659180e-01 5.874555706977844238e-01 7.673773169517517090e-01 5.194460749626159668e-01 9.927133917808532715e-01 9.821266531944274902e-01 9.799910783767700195e-01 9.706032872200012207e-01 5.840320587158203125e-01 7.783160805702209473e-01 7.683821320533752441e-01 8.273990154266357422e-01 9.593937397003173828e-01 7.896137237548828125e-01 9.301435947418212891e-01 9.345421195030212402e-01 9.162061214447021484e-01 9.456163644790649414e-01 9.486315250396728516e-01 8.488025069236755371e-01 8.720099329948425293e-01 8.162906765937805176e-01 7.794698476791381836e-01 5.959641933441162109e-01 4.972012341022491455e-01 8.791823983192443848e-01 7.438869476318359375e-01 7.653467059135437012e-01 8.220363259315490723e-01 8.132324814796447754e-01 9.468587636947631836e-01 9.485860466957092285e-01 9.764730930328369141e-01 9.807323813438415527e-01 9.913915395736694336e-01 9.946367144584655762e-01 9.528911113739013672e-01 9.771246314048767090e-01 9.879292249679565430e-01 9.109150767326354980e-01 9.418593049049377441e-01 8.391517996788024902e-01 4.915778636932373047e-01 7.000002264976501465e-01 8.761001229286193848e-01 8.271304965019226074e-01 7.997864484786987305e-01 9.668188691139221191e-01 9.555506110191345215e-01 8.019329309463500977e-01 9.504081010818481445e-01 9.679879546165466309e-01 9.325774908065795898e-01 9.925894737243652344e-01 9.920580983161926270e-01 6.366607546806335449e-01 7.661578059196472168e-01
4.446178078651428223e-01 6.454277038574218750e-01 8.317254185676574707e-01 6.716666817665100098e-01 8.362526893615722656e-01 8.280429840087890625e-01 8.446235060691833496e-01 5.692577362060546875e-01 7.034595012664794922e-01 5.683956146240234375e-01 7.963984012603759766e-01 6.100079417228698730e-01 6.521420478820800781e-01 8.606981039047241211e-01 8.707037568092346191e-01 7.885069251060485840e-01 9.145776033401489258e-01 4.925175309181213379e-01 3.192475438117980957e-01 8.906463384628295898e-01 9.102314114570617676e-01 9.660345911979675293e-01 9.683504700660705566e-01 8.902662992477416992e-01 8.613368868827819824e-01 8.559084534645080566e-01 9.065761566162109375e-01 7.458205223083496094e-01 5.195502042770385742e-01 6.833176016807556152e-01 5.530682206153869629e-01 5.481762290000915527e-01 4.681781232357025146e-01 4.343264997005462646e-01 6.083407402038574219e-01 6.375998258590698242e-01 7.063026428222656250e-01 4.891447126865386963e-01 4.336036145687103271e-01 5.225470662117004395e-01 6.220327615737915039e-01 5.620211958885192871e-01 7.228096723556518555e-01 9.943386912345886230e-01 9.743480682373046875e-01 9.895871877670288086e-01 9.923623800277709961e-01 9.742481708526611328e-01 9.270356893539428711e-01 9.395055174827575684e-01 8.226939439773559570e-01 6.382375955581665039e-01 7.931906580924987793e-01 7.261855602264404297e-01 7.506193518638610840e-01 7.828845381736755371e-01 8.817766904830932617e-01 7.805101871490478516e-01 7.029465436935424805e-01 8.238365650177001953e-01 8.376137614250183105e-01 8.306052684783935547e-01 9.612199664115905762e-01 9.505665302276611328e-01 4.204692840576171875e-01 2.676084637641906738e-01
7.404525876045227051e-01 6.522018313407897949e-01 8.298514485359191895e-01 6.815904974937438965e-01 9.550097584724426270e-01 9.228410720825195312e-01 9.136514067649841309e-01 8.241697549819946289e-01 8.937108516693115234e-01 8.809515237808227539e-01 9.719284772872924805e-01 8.142842650413513184e-01 7.294449210166931152e-01 6.800317764282226562e-01 7.944881319999694824e-01 7.321733236312866211e-01 8.230275511741638184e-01 3.212004005908966064e-01 5.976686477661132812e-01 8.366183042526245117e-01 7.601802945137023926e-01 5.860117077827453613e-01 5.807616114616394043e-01 9.233965277671813965e-01 8.940184116363525391e-01 8.884678483009338379e-01 7.840486764907836914e-01 5.920132994651794434e-01 3.979357779026031494e-01 4.971787035465240479e-01 5.641637444496154785e-01 3.868564069271087646e-01 3.872487545013427734e-01 1.125113889575004578e-01 2.004512995481491089e-01 4.764725565910339355e-01 6.931820511817932129e-01 4.152166247367858887e-01 5.436729192733764648e-01 4.730389714241027832e-01 5.244535803794860840e-01 7.702761888504028320e-01 8.682240247726440430e-01 9.766546487808227539e-01 9.971367120742797852e-01 9.685012698173522949e-01 9.795796871185302734e-01 9.817630648612976074e-01 9.558753371238708496e-01 9.643451571464538574e-01 8.314253091812133789e-01 6.918923854827880859e-01 7.973858118057250977e-01 7.962933182716369629e-01 6.761950254440307617e-01 6.006138324737548828e-01 6.720911860466003418e-01 7.208434343338012695e-01 4.702629148960113525e-01 4.688798785209655762e-01 6.814070940017700195e-01 5.643783211708068848e-01 7.152478694915771484e-01 8.984640836715698242e-01 3.393466472625732422e-01 2.939456999301910400e-01
3.863718211650848389e-01 3.431611657142639160e-01 6.533145904541015625e-01 5.487327575683593750e-01 6.675466895103454590e-01 6.085438728332519531e-01 6.524609327316284180e-01 6.303479075431823730e-01 6.769239306449890137e-01 7.223849296569824219e-01 7.657145261764526367e-01 7.396452426910400391e-01 6.649631857872009277e-01 9.665798544883728027e-01 9.695864319801330566e-01 7.395277023315429688e-01 5.342512130737304688e-01 4.707698225975036621e-01 7.534033060073852539e-01 9.066956043243408203e-01 8.222968578338623047e-01 8.885912299156188965e-01 8.290808200836181641e-01 8.978068232536315918e-01 8.519082665443420410e-01 9.313757419586181641e-01 8.817668557167053223e-01 7.827374339103698730e-01 8.777585029602050781e-01 8.780632615089416504e-01 7.932555079460144043e-01 5.396360158920288086e-01 6.612987518310546875e-01 5.602106451988220215e-01 4.564779698848724365e-01 4.589480757713317871e-01 5.736305117607116699e-01 7.478109598159790039e-01 4.231878519058227539e-01 6.483299136161804199e-01 8.272499442100524902e-01 4.982207119464874268e-01 4.837656021118164062e-01 9.139091968536376953e-01 8.837656378746032715e-01 9.904300570487976074e-01 9.941351413726806641e-01 9.954537153244018555e-01 9.559720754623413086e-01 9.676901698112487793e-01 9.474879503250122070e-01 9.059488773345947266e-01 9.225724339485168457e-01 9.148649573326110840e-01 9.105439186096191406e-01 7.509661912918090820e-01 8.666572570800781250e-01 9.355279803276062012e-01 8.463607430458068848e-01 9.527106881141662598e-01 8.699130415916442871e-01 8.182055354118347168e-01 8.850057125091552734e-01 9.288432598114013672e-01 3.908383250236511230e-01 4.130085706710815430e-01
6.985659599304199219e-01 6.978654265403747559e-01 8.166630268096923828e-01 7.482268810272216797e-01 7.081893086433410645e-01 7.572942972183227539e-01 8.103090524673461914e-01 7.411263585090637207e-01 6.926550269126892090e-01 7.685652375221252441e-01 8.385263681411743164e-01 6.588804125785827637e-01 4.307964444160461426e-01 9.051028490066528320e-01 7.988830804824829102e-01 6.525498032569885254e-01 5.873602628707885742e-01 5.869826078414916992e-01 8.128855228424072266e-01 9.430839419364929199e-01 9.035071134567260742e-01 8.597095012664794922e-01 9.445624351501464844e-01 9.499966502189636230e-01 8.016120791435241699e-01 7.056607604026794434e-01 7.235063910484313965e-01 5.069264173507690430e-01 4.520038664340972900e-01 8.825616240501403809e-01 7.844486832618713379e-01 8.309441208839416504e-01 7.109248638153076172e-01 2.794575393199920654e-01 6.458165645599365234e-01 7.351503372192382812e-01 7.248569130897521973e-01 8.143503069877624512e-01 6.457235813140869141e-01 5.961167216300964355e-01 7.732856273651123047e-01 8.930378556251525879e-01 9.414190649986267090e-01 9.907798767089843750e-01 9.727352261543273926e-01 9.486999511718750000e-01 9.968881011009216309e-01 9.362795948982238770e-01 9.615957140922546387e-01 9.450927972793579102e-01 8.995332121849060059e-01 9.136623144149780273e-01 8.727287054061889648e-01 9.567995667457580566e-01 8.763357996940612793e-01 8.796441555023193359e-01 9.340906739234924316e-01 9.664403200149536133e-01 8.445190787315368652e-01 8.254076242446899414e-01 8.493466377258300781e-01 8.208642601966857910e-01 7.478327751159667969e-01 8.599829077720642090e-01 3.612829744815826416e-01 3.957045972347259521e-01
