6.265516579151153564e-02 3.222478926181793213e-02 2.898538298904895782e-02 2.317601442337036133e-02 1.737962290644645691e-02 4.060244560241699219e-02 1.537214964628219604e-01 4.155328497290611267e-02 5.841587856411933899e-02 9.599254280328750610e-02 9.729861468076705933e-02 5.488718748092651367e-01 6.396348476409912109e-01 6.865379810333251953e-01 6.199081540107727051e-01 3.893679380416870117e-01 5.002785921096801758e-01 1.670141816139221191e-01 2.152276933193206787e-01 9.425349533557891846e-03 1.717368327081203461e-02 2.494291588664054871e-02 3.971376642584800720e-02 6.900597363710403442e-02 9.600222855806350708e-02 8.227357268333435059e-02 3.897364065051078796e-02 2.432324737310409546e-02 3.589605540037155151e-02 7.682984322309494019e-02 1.633893698453903198e-01 1.408176869153976440e-01 1.903013885021209717e-01 1.136588379740715027e-01 1.081508621573448181e-01 8.985893428325653076e-02 1.698129810392856598e-02 1.671607978641986847e-02 1.260278467088937759e-02 1.118120457977056503e-02 4.183572903275489807e-02 1.251495778560638428e-01 1.604206264019012451e-01 2.804454267024993896e-01 6.505944728851318359e-01 6.758050918579101562e-01 5.386697053909301758e-01 8.155616521835327148e-01 7.914806604385375977e-01 8.197012543678283691e-01 6.280933618545532227e-01 6.716993451118469238e-01 4.094671905040740967e-01 7.034422457218170166e-02 5.138197541236877441e-02 7.002530992031097412e-02 5.573422461748123169e-02 1.215599626302719116e-01 7.206848263740539551e-02 1.207694038748741150e-01 1.329633593559265137e-01 3.272279500961303711e-01 2.983964383602142334e-01 3.039569258689880371e-01 5.794475078582763672e-01 4.807392656803131104e-01 2.942476272583007812e-01 1.600971817970275879e-01 8.286115527153015137e-02 1.363056302070617676e-01 1.803186684846878052e-01 2.778803408145904541e-01
6.875479593873023987e-03 3.816919168457388878e-03 5.347375757992267609e-03 1.037868577986955643e-02 1.553017087280750275e-02 2.078650705516338348e-02 1.457820180803537369e-02 3.677919739857316017e-03 3.506573149934411049e-03 6.288364529609680176e-03 3.260123077780008316e-03 1.194920986890792847e-01 1.230436488986015320e-01 1.555730700492858887e-01 2.612576782703399658e-01 1.542998850345611572e-01 2.061627507209777832e-01 7.416759431362152100e-02 1.287427842617034912e-01 9.530642069876194000e-03 1.612632721662521362e-02 3.328592330217361450e-02 4.334522038698196411e-02 8.727928996086120605e-02 6.919825077056884766e-02 1.604687571525573730e-01 7.051040977239608765e-02 8.261790871620178223e-02 9.082475304603576660e-02 1.329341530799865723e-01 4.564160704612731934e-01 3.567610085010528564e-01 3.400030434131622314e-01 2.776809632778167725e-01 8.752666413784027100e-02 6.962589919567108154e-02 2.665128186345100403e-02 2.516075409948825836e-02 3.553130850195884705e-02 2.631926164031028748e-02 6.758623570203781128e-02 1.463991254568099976e-01 1.182737424969673157e-01 3.168937265872955322e-01 6.423004269599914551e-01 8.406302332878112793e-01 7.238896489143371582e-01 7.729018330574035645e-01 8.365923166275024414e-01 7.283586263656616211e-01 6.637231707572937012e-01 6.040520071983337402e-01 4.116803407669067383e-01 1.961967945098876953e-01 1.301308423280715942e-01 1.601447612047195435e-01 1.408168822526931763e-01 2.052834182977676392e-01 1.609490811824798584e-01 1.650385260581970215e-01 1.680241227149963379e-01 3.172025978565216064e-01 5.339388251304626465e-01 3.860867917537689209e-01 6.612240076065063477e-01 5.592910647392272949e-01 1.548306196928024292e-01 1.870519816875457764e-01 1.222494021058082581e-01 1.651487052440643311e-01 1.902197152376174927e-01 2.366118431091308594e-01
2.065245993435382843e-02 1.201286725699901581e-02 1.185016054660081863e-02 9.998455643653869629e-03 1.440092921257019043e-02 1.555464230477809906e-02 2.739477716386318207e-02 1.053094957023859024e-02 9.032389149069786072e-03 1.132668461650609970e-02 2.914307266473770142e-02 3.452963829040527344e-01 2.859444320201873779e-01 6.079407930374145508e-01 7.166072130203247070e-01 3.607685565948486328e-01 5.079500675201416016e-01 1.977573633193969727e-01 3.179945349693298340e-01 2.462034672498703003e-02 2.953331544995307922e-02 2.110841684043407440e-02 4.116054996848106384e-02 4.512268677353858948e-02 5.026279017329216003e-02 4.766047373414039612e-02 2.413988672196865082e-02 4.036867246031761169e-02 2.342503704130649567e-02 6.695086508989334106e-02 1.941813677549362183e-01 1.172355636954307556e-01 9.626115858554840088e-02 7.710155844688415527e-02 5.037045106291770935e-02 2.701109275221824646e-02 1.407744549214839935e-02 1.253274641931056976e-02 1.299391034990549088e-02 1.775427535176277161e-02 5.796579644083976746e-02 1.279190182685852051e-01 1.843254119157791138e-01 2.502688765525817871e-01 6.120039224624633789e-01 5.513750910758972168e-01 6.684095859527587891e-01 8.723385334014892578e-01 7.996193766593933105e-01 7.386511564254760742e-01 6.691189408302307129e-01 7.118356823921203613e-01 2.063797563314437866e-01 6.599796563386917114e-02 5.660083144903182983e-02 1.315157711505889893e-01 7.624222338199615479e-02 1.764930039644241333e-01 8.811325579881668091e-02 1.042872443795204163e-01 1.162084490060806274e-01 2.549810111522674561e-01 2.306914180517196655e-01 2.622502744197845459e-01 5.969167947769165039e-01 4.642833173274993896e-01 2.938960790634155273e-01 1.544128805398941040e-01 9.504074603319168091e-02 9.692969918251037598e-02 1.518629342317581177e-01 2.014448642730712891e-01
1.579667069017887115e-02 7.478896528482437134e-03 7.299000397324562073e-03 1.334473397582769394e-02 1.996291801333427429e-02 2.478726580739021301e-02 4.230905324220657349e-02 1.371400337666273117e-02 8.683593012392520905e-03 2.118398621678352356e-02 1.892884634435176849e-02 1.345720142126083374e-01 1.983128786087036133e-01 2.853367328643798828e-01 1.752262264490127563e-01 7.598565518856048584e-02 1.553986221551895142e-01 7.347309589385986328e-02 5.741068720817565918e-02 1.038984395563602448e-02 1.217087078839540482e-02 1.123100239783525467e-02 1.534762699156999588e-02 3.392501920461654663e-02 3.904372081160545349e-02 6.912619620561599731e-02 4.634635150432586670e-02 3.461764380335807800e-02 3.216445818543434143e-02 1.705722808837890625e-01 3.304940462112426758e-01 2.158323228359222412e-01 2.069030106067657471e-01 1.523125618696212769e-01 7.583287358283996582e-02 4.574763402342796326e-02 1.119448710232973099e-02 1.124128047376871109e-02 1.281244680285453796e-02 2.190622314810752869e-02 4.653923213481903076e-02 7.692962884902954102e-02 9.451103210449218750e-02 1.834201663732528687e-01 4.288785159587860107e-01 6.769822239875793457e-01 5.600616335868835449e-01 8.579532504081726074e-01 7.670899033546447754e-01 6.436917185783386230e-01 6.612700223922729492e-01 6.122167110443115234e-01 5.162617564201354980e-01 1.738552749156951904e-01 7.483384758234024048e-02 6.797486543655395508e-02 5.734180659055709839e-02 5.702720582485198975e-02 6.256280839443206787e-02 9.145151078701019287e-02 6.291339546442031860e-02 1.372522115707397461e-01 4.272007942199707031e-01 3.800247311592102051e-01 6.074216365814208984e-01 5.311365127563476562e-01 1.690987646579742432e-01 2.448014169931411743e-01 1.842351853847503662e-01 1.728047579526901245e-01 2.497409880161285400e-01 2.955255508422851562e-01
1.249920111149549484e-02 1.413922011852264404e-02 7.527259178459644318e-03 1.393793988972902298e-02 8.663027547299861908e-03 1.340249832719564438e-02 1.249230466783046722e-02 1.159402355551719666e-02 8.035962469875812531e-03 1.647422462701797485e-02 3.209611400961875916e-02 5.446069836616516113e-01 4.069676697254180908e-01 5.347340703010559082e-01 3.009444773197174072e-01 1.681389063596725464e-01 1.612803488969802856e-01 1.082114279270172119e-01 2.236402928829193115e-01 1.763108000159263611e-02 1.594378426671028137e-02 1.605257019400596619e-02 2.703738212585449219e-02 3.006834723055362701e-02 2.675691433250904083e-02 5.761855468153953552e-02 8.583355695009231567e-02 5.993508175015449524e-02 1.258861422538757324e-01 1.997045725584030151e-01 2.273504137992858887e-01 2.103209644556045532e-01 1.368605345487594604e-01 1.283942162990570068e-01 7.593461871147155762e-02 3.056940995156764984e-02 8.303679525852203369e-03 1.220682077109813690e-02 9.112108498811721802e-03 9.234020486474037170e-03 5.591605976223945618e-02 9.312870353460311890e-02 1.436495929956436157e-01 1.491241455078125000e-01 5.738527178764343262e-01 6.602930426597595215e-01 5.546303987503051758e-01 7.345681190490722656e-01 6.668847203254699707e-01 5.210059881210327148e-01 4.678090512752532959e-01 3.167644739151000977e-01 1.576133817434310913e-01 4.248223826289176941e-02 3.324006125330924988e-02 1.882338374853134155e-01 8.691342175006866455e-02 1.237896680831909180e-01 6.097109243273735046e-02 7.117301225662231445e-02 9.232167154550552368e-02 2.238362282514572144e-01 2.132449001073837280e-01 2.491765469312667847e-01 5.323222279548645020e-01 4.473414123058319092e-01 1.637246757745742798e-01 1.697634309530258179e-01 1.756112277507781982e-01 1.331925243139266968e-01 1.667479872703552246e-01 2.004595845937728882e-01
3.425971791148185730e-02 1.926086656749248505e-02 3.109331801533699036e-02 1.673377864062786102e-02 1.096849702298641205e-02 3.412220999598503113e-02 1.214189678430557251e-01 3.040975332260131836e-02 4.192141443490982056e-02 7.541514933109283447e-02 6.455030292272567749e-02 5.205132961273193359e-01 6.014332175254821777e-01 7.179129123687744141e-01 4.819412231445312500e-01 2.477679401636123657e-01 2.521437406539916992e-01 1.018894165754318237e-01 9.859112650156021118e-02 7.114123087376356125e-03 1.610061526298522949e-02 1.852172240614891052e-02 2.343051508069038391e-02 9.202923625707626343e-02 9.344257414340972900e-02 1.082522496581077576e-01 3.885845839977264404e-02 2.246818877756595612e-02 3.104271925985813141e-02 1.299871653318405151e-01 1.797110736370086670e-01 1.395175009965896606e-01 1.841693669557571411e-01 1.233905404806137085e-01 1.046107485890388489e-01 8.268486708402633667e-02 1.567082665860652924e-02 1.313893031328916550e-02 1.012402959167957306e-02 8.685973472893238068e-03 3.591471537947654724e-02 8.414740115404129028e-02 1.396370381116867065e-01 2.017750889062881470e-01 5.315588712692260742e-01 6.129770874977111816e-01 5.862939357757568359e-01 7.768823504447937012e-01 7.679488658905029297e-01 7.317252755165100098e-01 6.323448419570922852e-01 5.994732379913330078e-01 4.257588386535644531e-01 7.615125924348831177e-02 3.058599494397640228e-02 5.468091368675231934e-02 3.120325878262519836e-02 9.239485859870910645e-02 6.416069716215133667e-02 7.972250133752822876e-02 9.758212417364120483e-02 2.786450386047363281e-01 3.592335879802703857e-01 3.240438401699066162e-01 6.556820869445800781e-01 5.426694154739379883e-01 2.544734477996826172e-01 1.802647858858108521e-01 7.909953594207763672e-02 1.529595404863357544e-01 1.714617758989334106e-01 2.380189299583435059e-01
6.113862153142690659e-03 3.553263843059539795e-03 2.728387480601668358e-03 7.798576261848211288e-03 1.070103514939546585e-02 1.614958420395851135e-02 2.098231017589569092e-02 2.561125205829739571e-03 2.775860950350761414e-03 8.150614798069000244e-03 6.284661591053009033e-03 2.565939724445343018e-01 2.312170714139938354e-01 3.265923261642456055e-01 3.687187135219573975e-01 2.141228765249252319e-01 3.696106970310211182e-01 1.594350785017013550e-01 2.489531189203262329e-01 1.124641671776771545e-02 1.715103350579738617e-02 2.780384570360183716e-02 4.367064312100410461e-02 1.431178301572799683e-01 1.186267659068107605e-01 2.277362495660781860e-01 6.445697695016860962e-02 5.415604263544082642e-02 7.374344021081924438e-02 1.733703166246414185e-01 3.958701193332672119e-01 3.424908220767974854e-01 3.599898219108581543e-01 3.211113512516021729e-01 1.201992556452751160e-01 5.600556731224060059e-02 2.805815823376178741e-02 2.696929126977920532e-02 3.324893489480018616e-02 1.926582120358943939e-02 9.017506241798400879e-02 1.638858169317245483e-01 1.404347568750381470e-01 3.586492538452148438e-01 7.054234743118286133e-01 8.888891935348510742e-01 7.776623368263244629e-01 7.118222713470458984e-01 7.469458580017089844e-01 6.308888792991638184e-01 6.557945609092712402e-01 6.366592049598693848e-01 3.468768000602722168e-01 1.599553674459457397e-01 1.133748665452003479e-01 1.692904978990554810e-01 1.651528626680374146e-01 1.784170269966125488e-01 1.209429651498794556e-01 1.734341233968734741e-01 1.540284752845764160e-01 3.314577639102935791e-01 4.596000909805297852e-01 3.556523025035858154e-01 6.643345952033996582e-01 5.598152875900268555e-01 1.647195219993591309e-01 1.681864708662033081e-01 1.200485453009605408e-01 1.666132062673568726e-01 2.033114582300186157e-01 2.363585233688354492e-01
2.674521505832672119e-02 1.265928056091070175e-02 1.666669733822345734e-02 1.010487135499715805e-02 1.866853609681129456e-02 1.989214494824409485e-02 3.589165955781936646e-02 1.256539300084114075e-02 1.139991823583841324e-02 2.028402686119079590e-02 3.724278137087821960e-02 5.391147136688232422e-01 5.119299888610839844e-01 7.077296376228332520e-01 8.038513660430908203e-01 5.228093266487121582e-01 7.057291269302368164e-01 3.208864629268646240e-01 4.699923098087310791e-01 2.645166590809822083e-02 3.116519749164581299e-02 4.248933866620063782e-02 3.857900202274322510e-02 4.318536072969436646e-02 5.414690822362899780e-02 3.282987698912620544e-02 2.071592770516872406e-02 3.308417275547981262e-02 2.238762564957141876e-02 6.522864103317260742e-02 1.501815468072891235e-01 1.250232905149459839e-01 1.261710226535797119e-01 9.840860217809677124e-02 5.338831618428230286e-02 3.384524956345558167e-02 1.853675954043865204e-02 1.483999192714691162e-02 1.425691600888967514e-02 1.841435208916664124e-02 6.393156945705413818e-02 1.611878573894500732e-01 2.079803049564361572e-01 2.930698394775390625e-01 5.963777899742126465e-01 5.026463270187377930e-01 6.784754395484924316e-01 8.533389568328857422e-01 8.368337154388427734e-01 7.100049853324890137e-01 7.114277482032775879e-01 6.810849308967590332e-01 3.207748830318450928e-01 6.011717393994331360e-02 8.303906768560409546e-02 8.841755241155624390e-02 9.305240958929061890e-02 1.721484959125518799e-01 8.100906014442443848e-02 1.111877486109733582e-01 1.170975491404533386e-01 2.142759561538696289e-01 2.042086720466613770e-01 3.147517442703247070e-01 5.557395219802856445e-01 5.002760291099548340e-01 2.771545946598052979e-01 1.825370639562606812e-01 9.296438843011856079e-02 1.122703179717063904e-01 1.569648236036300659e-01 2.262546420097351074e-01
1.972469687461853027e-02 9.266099892556667328e-03 7.930187508463859558e-03 1.986646652221679688e-02 2.870460413396358490e-02 2.955126762390136719e-02 4.601998627185821533e-02 1.258462388068437576e-02 1.040147431194782257e-02 1.413921266794204712e-02 1.630869507789611816e-02 1.443180590867996216e-01 1.299672275781631470e-01 2.364101558923721313e-01 7.495974004268646240e-02 6.115980073809623718e-02 9.310273081064224243e-02 5.481451377272605896e-02 8.532042801380157471e-02 1.340661663562059402e-02 8.250521495938301086e-03 1.013754773885011673e-02 1.828418858349323273e-02 5.221025273203849792e-02 4.720521345734596252e-02 5.647543445229530334e-02 5.350701510906219482e-02 3.952519968152046204e-02 2.852936461567878723e-02 1.926304996013641357e-01 3.931630849838256836e-01 1.873051822185516357e-01 2.175703644752502441e-01 1.750385463237762451e-01 6.095660477876663208e-02 4.351197555661201477e-02 1.138337329030036926e-02 1.042303442955017090e-02 1.484816987067461014e-02 2.010749094188213348e-02 4.054751619696617126e-02 8.657655864953994751e-02 9.238128364086151123e-02 1.660504490137100220e-01 5.136363506317138672e-01 6.749782562255859375e-01 6.392598152160644531e-01 9.181303381919860840e-01 8.817759752273559570e-01 7.370898723602294922e-01 7.328457236289978027e-01 6.151930093765258789e-01 5.524211525917053223e-01 1.517336517572402954e-01 6.471122801303863525e-02 6.985285133123397827e-02 3.877967596054077148e-02 8.424970507621765137e-02 6.080562621355056763e-02 1.311379224061965942e-01 9.180308133363723755e-02 2.267765700817108154e-01 4.482344985008239746e-01 3.963110446929931641e-01 6.933891177177429199e-01 5.754494667053222656e-01 1.318688392639160156e-01 2.521465122699737549e-01 1.663971543312072754e-01 1.795176416635513306e-01 2.415638417005538940e-01 3.416576385498046875e-01
1.183955650776624680e-02 1.206481643021106720e-02 9.011273272335529327e-03 1.091508660465478897e-02 8.766287937760353088e-03 1.139910798519849777e-02 1.224541012197732925e-02 1.174223795533180237e-02 8.861281909048557281e-03 1.881027594208717346e-02 1.867985352873802185e-02 2.145670354366302490e-01 2.660539150238037109e-01 3.551949858665466309e-01 3.975560963153839111e-01 1.264422535896301270e-01 2.071571797132492065e-01 8.308288455009460449e-02 1.655269712209701538e-01 1.808235794305801392e-02 1.749192923307418823e-02 2.149071171879768372e-02 3.150727972388267517e-02 4.394929483532905579e-02 3.354505449533462524e-02 5.098212510347366333e-02 5.256538465619087219e-02 3.991170227527618408e-02 7.409171760082244873e-02 1.898460835218429565e-01 2.669430375099182129e-01 1.455494910478591919e-01 1.143646165728569031e-01 1.256457567214965820e-01 6.601803749799728394e-02 2.159287780523300171e-02 6.970442831516265869e-03 8.770233951508998871e-03 7.255221251398324966e-03 8.406727574765682220e-03 5.066091194748878479e-02 8.818724751472473145e-02 1.375527977943420410e-01 1.598135828971862793e-01 4.905907809734344482e-01 4.964993596076965332e-01 5.464968681335449219e-01 7.932090759277343750e-01 6.211193203926086426e-01 5.225176811218261719e-01 4.280304610729217529e-01 3.609272539615631104e-01 1.657612174749374390e-01 4.556130245327949524e-02 3.489175811409950256e-02 1.591051220893859863e-01 7.967353612184524536e-02 1.452066451311111450e-01 8.462922275066375732e-02 9.781285375356674194e-02 1.335329413414001465e-01 2.604085206985473633e-01 2.445364594459533691e-01 2.874784171581268311e-01 4.386051297187805176e-01 5.021298527717590332e-01 2.248228043317794800e-01 1.780913025140762329e-01 2.029451131820678711e-01 1.535531729459762573e-01 1.963340342044830322e-01 1.859101504087448120e-01
