1.213510781526565552e-01 5.050263553857803345e-02 7.480437308549880981e-02 3.280306756496429443e-01 2.630555331707000732e-01 4.373968839645385742e-01 4.544671773910522461e-01 5.246755480766296387e-01 5.564081072807312012e-01 5.031353235244750977e-01 4.614609181880950928e-01 4.378558099269866943e-01 4.562768638134002686e-01 7.674242258071899414e-01 3.451303839683532715e-01 2.244030982255935669e-01 4.135350584983825684e-01 2.422265559434890747e-01 6.555289030075073242e-01 5.285987257957458496e-02
4.680525511503219604e-02 3.613869845867156982e-02 3.988217189908027649e-02 2.237980961799621582e-01 4.046673774719238281e-01 4.490908682346343994e-01 4.471124708652496338e-01 4.691912233829498291e-01 5.166149735450744629e-01 3.514468073844909668e-01 3.535533845424652100e-01 3.503621816635131836e-01 4.116196632385253906e-01 7.214555740356445312e-01 4.086016118526458740e-01 3.422435820102691650e-01 2.968925535678863525e-01 4.324240088462829590e-01 5.682150125503540039e-01 3.534735739231109619e-02
5.531406402587890625e-02 5.655761808156967163e-02 1.753667593002319336e-01 1.995230615139007568e-01 3.657251298427581787e-01 4.632625281810760498e-01 4.235290586948394775e-01 3.542364537715911865e-01 3.658727109432220459e-01 4.241869747638702393e-01 2.888592481613159180e-01 3.027945160865783691e-01 2.006472051143646240e-01 5.768119692802429199e-01 3.022535741329193115e-01 2.789965271949768066e-01 2.860883176326751709e-01 4.254760742187500000e-01 4.575779438018798828e-01 1.581225842237472534e-01
1.415739208459854126e-01 9.271412342786788940e-02 7.028678804636001587e-02 5.372391343116760254e-01 3.514005243778228760e-01 4.419933557510375977e-01 6.304615139961242676e-01 5.531221628189086914e-01 6.012526154518127441e-01 4.084453582763671875e-01 2.662588059902191162e-01 1.982538700103759766e-01 3.021737933158874512e-01 5.051367282867431641e-01 3.398508131504058838e-01 2.698229551315307617e-01 2.567478418350219727e-01 4.628878235816955566e-01 6.324760317802429199e-01 8.004023134708404541e-02
4.659047350287437439e-02 4.863641038537025452e-02 6.491170823574066162e-02 2.016032934188842773e-01 2.995984852313995361e-01 5.062908530235290527e-01 5.540620684623718262e-01 4.404665529727935791e-01 5.100085735321044922e-01 2.195486128330230713e-01 2.796593904495239258e-01 2.174201756715774536e-01 2.547601461410522461e-01 2.453934997320175171e-01 1.192706897854804993e-01 1.293029040098190308e-01 1.190794780850410461e-01 2.612548470497131348e-01 4.271675944328308105e-01 7.776666432619094849e-02
1.447031646966934204e-01 5.171645060181617737e-02 9.148273617029190063e-02 3.954811692237854004e-01 2.456645816564559937e-01 4.107213020324707031e-01 5.025654435157775879e-01 6.190284490585327148e-01 5.688750147819519043e-01 5.608026385307312012e-01 4.717651009559631348e-01 4.805314242839813232e-01 4.138066172599792480e-01 8.047031760215759277e-01 3.664824962615966797e-01 2.356408834457397461e-01 4.187012612819671631e-01 2.959613502025604248e-01 6.290551424026489258e-01 5.972409993410110474e-02
3.958982974290847778e-02 3.658125549554824829e-02 3.739291056990623474e-02 1.812327504158020020e-01 3.276554346084594727e-01 4.058275818824768066e-01 4.425310492515563965e-01 4.188812971115112305e-01 5.476943850517272949e-01 3.910346329212188721e-01 3.760024011135101318e-01 3.783128559589385986e-01 4.227085411548614502e-01 5.869293212890625000e-01 3.347805440425872803e-01 3.090865015983581543e-01 3.066522181034088135e-01 4.515391588211059570e-01 4.797003865242004395e-01 3.701810538768768311e-02
5.393554270267486572e-02 7.988180965185165405e-02 1.305464208126068115e-01 2.083789110183715820e-01 3.466261625289916992e-01 4.725748896598815918e-01 4.302867054939270020e-01 3.344570994377136230e-01 3.718322217464447021e-01 4.559178650379180908e-01 2.777478694915771484e-01 3.383613824844360352e-01 3.286814093589782715e-01 5.879132747650146484e-01 3.071742355823516846e-01 2.838788330554962158e-01 2.496126294136047363e-01 4.696319997310638428e-01 5.212691426277160645e-01 1.306811273097991943e-01
1.158031895756721497e-01 9.989734739065170288e-02 6.829688698053359985e-02 3.789441585540771484e-01 3.933779895305633545e-01 5.563393235206604004e-01 5.976604223251342773e-01 5.294222831726074219e-01 6.031945943832397461e-01 4.348267018795013428e-01 2.468224912881851196e-01 1.463563293218612671e-01 2.951318323612213135e-01 5.132712125778198242e-01 3.307815492153167725e-01 3.228340446949005127e-01 2.826479971408843994e-01 3.532446026802062988e-01 5.957712531089782715e-01 7.769373059272766113e-02
9.096731245517730713e-02 8.619950711727142334e-02 7.710463553667068481e-02 2.999556958675384521e-01 3.730805218219757080e-01 4.498731493949890137e-01 5.735327601432800293e-01 4.865810275077819824e-01 5.230363011360168457e-01 2.548347413539886475e-01 2.998153865337371826e-01 2.039439082145690918e-01 2.740744352340698242e-01 2.778400182723999023e-01 1.364682763814926147e-01 1.550693064928054810e-01 1.334014683961868286e-01 2.385171949863433838e-01 4.137102067470550537e-01 8.202819526195526123e-02
