0.257731, 0.000000
0.187180, 0.000000
0.274104, 0.000000
0.568808, 0.000000
0.215889, 0.000000
0.065678, 0.000000
0.158644, 0.000000
0.300303, 0.000000
0.324430, 0.000000
0.539656, 0.000000
0.254844, 0.000000
0.438326, 0.000000
0.208417, 0.000000
0.294600, 0.000000
0.085230, 0.000000
0.193487, 0.000000
0.420353, 0.000000
0.131584, 0.000000
0.216817, 0.000000
0.098094, 0.000000
0.231707, 0.000000
0.077266, 0.000000
0.124724, 0.000000
0.106330, 0.000000
0.128246, 0.000000
0.059372, 0.000000
0.097181, 0.000000
0.044974, 0.000000
0.139229, 0.000000
0.112013, 0.000000
0.142034, 0.000000
0.242485, 0.000000
0.200446, 0.000000
0.052587, 0.000000
0.086168, 0.000000
0.102467, 0.000000
0.130408, 0.000000
0.161032, 0.000000
0.280570, 0.000000
0.481114, 0.000000
0.417707, 0.000000
0.723541, 0.000000
0.643030, 0.000000
0.231035, 0.000000
0.393742, 1.000000
0.548756, 1.000000
0.623410, 1.000000
0.481490, 1.000000
0.043612, 0.000000
0.060403, 0.000000
0.153043, 0.000000
0.076766, 0.000000
0.435171, 1.000000
0.570961, 1.000000
0.561666, 1.000000
0.692935, 1.000000
0.663088, 1.000000
0.664674, 1.000000
0.410202, 1.000000
0.316192, 1.000000
0.156952, 1.000000
0.250682, 1.000000
0.342071, 1.000000
0.497277, 1.000000
0.294791, 1.000000
0.325260, 1.000000
0.505180, 1.000000
0.457359, 1.000000
0.532437, 1.000000
0.776160, 1.000000
