model_id, fold, beta_1, lr, recurrent_dropout, lstm_units, epoch, loss, acc, f1, val_loss, val_acc, val_f1, time
1, 3, 0.9001813752715213, 0.0035719394804282403, 0.4, 26.0, 199, 0.28165983553151136, 0.8646737510011396, 0.7705651139485017, 0.8383762240409851, 0.75, 0.5352146625518799, 1201.1817033290863
1, 5, 0.9001813752715213, 0.0035719394804282403, 0.4, 26.0, 57, 0.39654941658483384, 0.8197831994504152, 0.6172015750777531, 0.6561154127120972, 0.7727272510528564, 0.5258238315582275, 221.39999985694885
1, 9, 0.9001813752715213, 0.0035719394804282403, 0.4, 26.0, 60, 0.362904214691458, 0.8516222877405635, 0.696902846526752, 0.41531679034233093, 0.8292911052703857, 0.5896955132484436, 175.40699219703674
2, 3, 0.9754890353018512, 0.0056296877187963935, 0.4, 36.0, 107, 0.37764658386470706, 0.8179320612026535, 0.684810070500119, 0.49831491708755493, 0.7823383212089539, 0.5534504652023315, 236.07800221443176
2, 5, 0.9754890353018512, 0.0056296877187963935, 0.4, 36.0, 137, 0.22459964643419297, 0.9087889288654528, 0.7615136046737564, 1.163120985031128, 0.6849530339241028, 0.48315897583961487, 221.63900136947632
2, 9, 0.9754890353018512, 0.0056296877187963935, 0.4, 36.0, 155, 0.258583297011506, 0.8954755801325475, 0.7736620337996615, 0.6241792440414429, 0.8125, 0.6786181926727295, 174.11799669265747
3, 3, 0.816983047516322, 0.003772220388360668, 0, 22.0, 193, 0.36183799223135443, 0.8198804057281436, 0.7028050839445973, 0.6029342412948608, 0.7736318707466125, 0.6212090253829956, 234.41100192070007
3, 5, 0.816983047516322, 0.003772220388360668, 0, 22.0, 90, 0.3483942128441388, 0.8442254505638042, 0.6417599993373896, 0.5941568613052368, 0.760188102722168, 0.5562784671783447, 221.257000207901
3, 9, 0.816983047516322, 0.003772220388360668, 0, 22.0, 89, 0.3222571553227059, 0.86428201316484, 0.7071716546515883, 0.4521040916442871, 0.8404850959777832, 0.6433113813400269, 173.6210000514984
4, 3, 0.877379771473129, 0.000663461913170774, 0.3, 42.0, 180, 0.42255731816510206, 0.7845585550060709, 0.6711699862516564, 0.49800819158554077, 0.7885572910308838, 0.46276384592056274, 235.00699830055237
4, 5, 0.877379771473129, 0.000663461913170774, 0.3, 42.0, 198, 0.35547954201251825, 0.8390414237691952, 0.6425337503871262, 0.7983992099761963, 0.691222608089447, 0.4803456962108612, 234.39600157737732
4, 9, 0.877379771473129, 0.000663461913170774, 0.3, 42.0, 116, 0.36013573871994314, 0.8554413954396225, 0.6980805960500818, 0.508877158164978, 0.7910448312759399, 0.6037911772727966, 172.56600213050842
5, 3, 0.8980453503164747, 0.00030410716415606696, 0, 52.0, 87, 0.47969042353957664, 0.7482192786595293, 0.5901761220611689, 0.4730178713798523, 0.7761194705963135, 0.5439508557319641, 234.99499678611755
5, 5, 0.8980453503164747, 0.00030410716415606696, 0, 52.0, 180, 0.4128864525551288, 0.809427760960011, 0.5982113470420733, 0.6799181699752808, 0.7366771101951599, 0.43676960468292236, 221.50300693511963
5, 9, 0.8980453503164747, 0.00030410716415606696, 0, 52.0, 162, 0.38112787594403036, 0.8416519872786041, 0.6768656565397124, 0.40886443853378296, 0.819962739944458, 0.5918434858322144, 173.35200023651123
6, 3, 0.8188146489583551, 0.0008009424141089069, 0, 20.0, 89, 0.46542313089807524, 0.7568737118298771, 0.619118618965149, 0.4630822241306305, 0.8047264814376831, 0.4657992720603943, 233.83200979232788
6, 5, 0.8188146489583551, 0.0008009424141089069, 0, 20.0, 181, 0.39115074923300686, 0.8188187684743308, 0.621899034829216, 0.7531636357307434, 0.7241379618644714, 0.4205681383609772, 222.16599869728088
6, 9, 0.8188146489583551, 0.0008009424141089069, 0, 20.0, 84, 0.38524003605368484, 0.8473122064984137, 0.6843769780860972, 0.38563668727874756, 0.8227612376213074, 0.6847629547119141, 173.4629979133606
7, 3, 0.769655737036341, 0.004999210604434141, 0, 30.0, 112, 0.3266001465666385, 0.8453635941934949, 0.742298639366645, 0.5933380722999573, 0.7699005603790283, 0.5682450532913208, 232.1519992351532
7, 5, 0.769655737036341, 0.004999210604434141, 0, 30.0, 72, 0.31760278305595, 0.8591964571379381, 0.6793429493741758, 0.6252700090408325, 0.7006269097328186, 0.5152822732925415, 222.70700335502625
7, 9, 0.769655737036341, 0.004999210604434141, 0, 30.0, 160, 0.21357326179292907, 0.9175833885648609, 0.7883899803896363, 0.8394827842712402, 0.7490671873092651, 0.5763548016548157, 173.97799515724182
8, 3, 0.7850627201059317, 0.0029042295325518216, 0.1, 46.0, 58, 0.4252334626121375, 0.7796687695816273, 0.6604762899966641, 0.4804753363132477, 0.8022388815879822, 0.5806580781936646, 232.70399928092957
8, 5, 0.7850627201059317, 0.0029042295325518216, 0.1, 46.0, 64, 0.3591688961896679, 0.8361218796321881, 0.6426913624805052, 0.7585229873657227, 0.6724137663841248, 0.5373308658599854, 220.951003074646
8, 9, 0.7850627201059317, 0.0029042295325518216, 0.1, 46.0, 58, 0.3614832919628157, 0.8503988494418798, 0.6923283707158507, 0.42549413442611694, 0.8367537260055542, 0.6164621710777283, 173.4670021533966
9, 3, 0.7197886308090622, 0.004658077537221115, 0.3, 44.0, 108, 0.3486967603668912, 0.8300312023126442, 0.7064786556112858, 0.6471728682518005, 0.7400498390197754, 0.5433489084243774, 230.48299741744995
9, 5, 0.7197886308090622, 0.004658077537221115, 0.3, 44.0, 159, 0.11531245848750597, 0.9562032050651313, 0.8545558855855875, 1.1740193367004395, 0.7194356918334961, 0.5289396047592163, 220.5870008468628
9, 9, 0.7197886308090622, 0.004658077537221115, 0.3, 44.0, 149, 0.17133564169614157, 0.9360061846382601, 0.8209617946496672, 0.5952603816986084, 0.8432836532592773, 0.6316414475440979, 172.13600063323975
10, 3, 0.7197824013555089, 0.004278140133234732, 0.2, 44.0, 55, 0.4235637869088704, 0.7796421661631752, 0.6570582843918836, 0.5335807204246521, 0.7997512221336365, 0.5084124207496643, 230.82300281524658
10, 5, 0.7197824013555089, 0.004278140133234732, 0.2, 44.0, 77, 0.29642399739642755, 0.8715225751196238, 0.6896231235352186, 0.8066273927688599, 0.7194357514381409, 0.5476680994033813, 220.70799565315247
10, 9, 0.7197824013555089, 0.004278140133234732, 0.2, 44.0, 103, 0.22332948734057811, 0.9140282813488724, 0.7911408147670402, 0.45144617557525635, 0.8227612376213074, 0.6349453926086426, 173.91000056266785
11, 3, 0.9514659151935237, 0.0010401329899921972, 0.2, 54.0, 174, 0.39495174584497933, 0.7992505723283491, 0.7069823933921697, 0.6887744069099426, 0.7761194705963135, 0.5466249585151672, 264.6790370941162
11, 5, 0.9514659151935237, 0.0010401329899921972, 0.2, 54.0, 124, 0.3642026205573473, 0.8404415843435644, 0.6412922236275664, 0.9861608147621155, 0.6755486130714417, 0.5118233561515808, 276.8475978374481
11, 9, 0.9514659151935237, 0.0010401329899921972, 0.2, 54.0, 86, 0.37317098457635783, 0.8500996161289106, 0.6892976683604723, 0.4263853132724762, 0.840485155582428, 0.642831563949585, 214.2484405040741
12, 3, 0.9884165714146285, 0.00022869079614335996, 0.1, 24.0, 182, 0.4825530890745061, 0.7427030633424074, 0.5724585992689352, 0.4340741038322449, 0.7997512221336365, 0.44706204533576965, 330.1260914802551
12, 5, 0.9884165714146285, 0.00022869079614335996, 0.1, 24.0, 184, 0.44294289304441364, 0.8015412591451035, 0.5779436086772208, 0.5812248587608337, 0.746081531047821, 0.4070073664188385, 294.15663051605225
12, 9, 0.9884165714146285, 0.00022869079614335996, 0.1, 24.0, 200, 0.39886767638654275, 0.8358702741830936, 0.6654120978745615, 0.3701913356781006, 0.8302239179611206, 0.5842167139053345, 229.71602153778076
13, 3, 0.7934384944593404, 0.0001399606392441324, 0.1, 48.0, 175, 0.48135066569306467, 0.7458706408056595, 0.5806586164554567, 0.46047550439834595, 0.8047264218330383, 0.4506763219833374, 309.17895555496216
13, 5, 0.7934384944593404, 0.0001399606392441324, 0.1, 48.0, 135, 0.4485488071768796, 0.7978706237488066, 0.5684684718958082, 0.591028094291687, 0.7554858326911926, 0.4121711850166321, 283.9992847442627
13, 9, 0.7934384944593404, 0.0001399606392441324, 0.1, 48.0, 181, 0.40135576391766187, 0.8341285674476425, 0.658482300217483, 0.3966202139854431, 0.8125000596046448, 0.5647253394126892, 230.51085257530212
14, 3, 0.7153253827424559, 0.00011270553476896441, 0.1, 36.0, 199, 0.4885955157170769, 0.7406977908301899, 0.5722436601879033, 0.4599878489971161, 0.7761195302009583, 0.40322601795196533, 329.6230857372284
14, 5, 0.7153253827424559, 0.00011270553476896441, 0.1, 36.0, 181, 0.4526106582578445, 0.7956134445983047, 0.5667996361704558, 0.6479045152664185, 0.7006269097328186, 0.3816309869289398, 327.07876348495483
14, 9, 0.7153253827424559, 0.00011270553476896441, 0.1, 36.0, 147, 0.43244494619560636, 0.8094032169443316, 0.6210672033757731, 0.41205331683158875, 0.8050373196601868, 0.4620378911495209, 253.17511081695557
15, 3, 0.8602027167013568, 0.00012828358602477743, 0.2, 40.0, 200, 0.48589980411165545, 0.7410226258612771, 0.5754145330145158, 0.45416438579559326, 0.7922886610031128, 0.40559521317481995, 363.73105788230896
15, 5, 0.8602027167013568, 0.00012828358602477743, 0.2, 40.0, 116, 0.46385381418221006, 0.7855815983037783, 0.5458428415263393, 0.5633213520050049, 0.7382445335388184, 0.3536939322948456, 319.57807421684265
15, 9, 0.8602027167013568, 0.00012828358602477743, 0.2, 40.0, 196, 0.4087982570703051, 0.8326031583662395, 0.6503327406675229, 0.40171748399734497, 0.8115671873092651, 0.5221064686775208, 246.89069175720215
16, 3, 0.8689276689152869, 0.000123631202190956, 0.2, 22.0, 198, 0.494013419679103, 0.738795560006877, 0.5550478837872279, 0.4552403688430786, 0.7885572910308838, 0.40740808844566345, 300.0700294971466
16, 5, 0.8689276689152869, 0.000123631202190956, 0.2, 22.0, 195, 0.45413596202087597, 0.7959815516007527, 0.5654714795696439, 0.622552752494812, 0.7006269097328186, 0.3800508677959442, 309.74331426620483
16, 9, 0.8689276689152869, 0.000123631202190956, 0.2, 22.0, 77, 0.5060914199777967, 0.7831977068105754, 0.6082128753642252, 0.536629319190979, 0.8302239179611206, 0.54058438539505, 241.37151432037354
17, 3, 0.7908445079534918, 0.00019371064425240093, 0.4, 38.0, 143, 0.4845159427810261, 0.7405489849680252, 0.5792379860659592, 0.4557286500930786, 0.7624378800392151, 0.36876174807548523, 319.8865146636963
17, 5, 0.7908445079534918, 0.00019371064425240093, 0.4, 38.0, 139, 0.4430353462006066, 0.8010588168570246, 0.5717186139358076, 0.6096745133399963, 0.7288401126861572, 0.3410833179950714, 308.49000096321106
17, 9, 0.7908445079534918, 0.00019371064425240093, 0.4, 38.0, 167, 0.39893815918926895, 0.8372244197896593, 0.6603769916286697, 0.46262893080711365, 0.7891791462898254, 0.6104057431221008, 252.88299751281738
18, 3, 0.7090719822395765, 0.0005776469456406499, 0.1, 44.0, 168, 0.42814247958532725, 0.7765061352999155, 0.6622708271477968, 0.45011353492736816, 0.796019971370697, 0.5229923725128174, 328.5415873527527
18, 5, 0.7090719822395765, 0.0005776469456406499, 0.1, 44.0, 190, 0.3626284520358994, 0.8364737582198608, 0.652822474131261, 0.6547726988792419, 0.7335423231124878, 0.47526025772094727, 286.43056178092957
18, 9, 0.7090719822395765, 0.0005776469456406499, 0.1, 44.0, 95, 0.38164199839837226, 0.8462361826181785, 0.6811570567367351, 0.400576651096344, 0.8255597352981567, 0.6681778430938721, 222.54788279533386
19, 3, 0.7584050071939656, 0.0003688222571057553, 0.1, 54.0, 187, 0.44284387117123786, 0.773264113000331, 0.6477230557958589, 0.5608137845993042, 0.7587065100669861, 0.5091922879219055, 261.7031514644623
19, 5, 0.7584050071939656, 0.0003688222571057553, 0.1, 54.0, 197, 0.3818586686861365, 0.8253256805015333, 0.6344144353462313, 0.8407784700393677, 0.6802507638931274, 0.495390385389328, 252.54001092910767
19, 9, 0.7584050071939656, 0.0003688222571057553, 0.1, 54.0, 123, 0.3862300143460319, 0.8405556210250299, 0.6723271485482076, 0.414320707321167, 0.8208954930305481, 0.5984078645706177, 197.09099984169006
20, 3, 0.735654255009918, 0.00022152431161437305, 0, 28.0, 171, 0.4781807158284515, 0.7491228197367137, 0.5985015258534264, 0.4862751364707947, 0.8034826517105103, 0.46821942925453186, 261.6490032672882
20, 5, 0.735654255009918, 0.00022152431161437305, 0, 28.0, 139, 0.44415704121100974, 0.8032106528649088, 0.5838304920832965, 0.5782601833343506, 0.7711598873138428, 0.4168566167354584, 253.7320008277893
20, 9, 0.735654255009918, 0.00022152431161437305, 0, 28.0, 199, 0.39154815071886373, 0.8428756305787912, 0.6736884318807981, 0.42427945137023926, 0.8180971145629883, 0.5683767795562744, 189.91100072860718
21, 3, 0.8283058524066385, 0.0020832323454548834, 0, 32.0, 190, 0.33351613092058485, 0.8417304909866274, 0.7297293509235819, 0.681581974029541, 0.7823383212089539, 0.5547455549240112, 269.85200095176697
21, 5, 0.8283058524066385, 0.0020832323454548834, 0, 32.0, 93, 0.34904702387783126, 0.8409969805656423, 0.6460753065167051, 0.790473461151123, 0.7366770505905151, 0.544457197189331, 228.74093437194824
21, 9, 0.8283058524066385, 0.0020832323454548834, 0, 32.0, 56, 0.37767192304041286, 0.8486542216134159, 0.6904434015948223, 0.394969642162323, 0.844216525554657, 0.6423757672309875, 183.54299879074097
22, 3, 0.8284420593987599, 0.009237669202870826, 0, 32.0, 89, 0.33152831710931907, 0.8450322528831832, 0.7114301855327518, 0.5535294413566589, 0.7922886610031128, 0.5070669651031494, 237.38859486579895
22, 5, 0.8284420593987599, 0.009237669202870826, 0, 32.0, 70, 0.27429347645883295, 0.8863303931058976, 0.6933467457154027, 0.6924104690551758, 0.728840172290802, 0.5883814692497253, 217.9613106250763
22, 9, 0.8284420593987599, 0.009237669202870826, 0, 32.0, 140, 0.141962262210841, 0.9481154236552741, 0.836109674144449, 0.757621705532074, 0.836753785610199, 0.6452697515487671, 175.2147238254547
23, 3, 0.8268715150564909, 0.0018068668882824097, 0, 32.0, 200, 0.36271370062391267, 0.814641102215716, 0.7007412808542033, 0.4292937219142914, 0.8084577918052673, 0.5661184191703796, 234.9588098526001
23, 5, 0.8268715150564909, 0.0018068668882824097, 0, 32.0, 125, 0.32943830711930067, 0.8515506208977976, 0.6758943458256123, 0.5432928800582886, 0.7868338823318481, 0.6019116640090942, 217.16204404830933
23, 9, 0.8268715150564909, 0.0018068668882824097, 0, 32.0, 112, 0.3386833668065406, 0.8626257346236166, 0.7092553612963722, 0.5118751525878906, 0.8180971145629883, 0.6538351774215698, 176.26762294769287
24, 3, 0.9300083892610035, 0.0015073131799075302, 0, 20.0, 153, 0.42493218843263525, 0.7792088953593305, 0.6560114845974755, 0.5527080297470093, 0.7798508405685425, 0.4737696647644043, 216.79519724845886
24, 5, 0.9300083892610035, 0.0015073131799075302, 0, 20.0, 167, 0.35964126881385766, 0.8365561770954463, 0.6489865978761802, 0.9374703764915466, 0.6990595459938049, 0.46703386306762695, 207.61927962303162
24, 9, 0.9300083892610035, 0.0015073131799075302, 0, 20.0, 99, 0.3677119090493801, 0.8535021723464775, 0.6964158513222058, 0.42719173431396484, 0.8246268630027771, 0.6425930857658386, 160.85277247428894
25, 3, 0.843212146333076, 0.009394183723868906, 0, 26.0, 57, 0.40875461201631386, 0.7915718632799978, 0.6739478999421796, 0.45487168431282043, 0.7910448312759399, 0.5712833404541016, 217.6185827255249
25, 5, 0.843212146333076, 0.009394183723868906, 0, 26.0, 96, 0.23722173357277773, 0.900895758453664, 0.7379458157594894, 0.7115114331245422, 0.7554858922958374, 0.5284873247146606, 209.59985303878784
25, 9, 0.843212146333076, 0.009394183723868906, 0, 26.0, 78, 0.273982053433527, 0.8865308713813674, 0.7466612201007563, 0.7128634452819824, 0.7546641826629639, 0.6244778037071228, 162.07035064697266
26, 3, 0.8097361802450966, 0.0014811767501164699, 0, 34.0, 195, 0.34904148337495233, 0.8289782918136538, 0.7079004717237167, 0.5599172115325928, 0.7873134613037109, 0.567597508430481, 217.11428356170654
26, 5, 0.8097361802450966, 0.0014811767501164699, 0, 34.0, 144, 0.32621362672438214, 0.8552521438187874, 0.6817827907637913, 1.0339215993881226, 0.7241379022598267, 0.528045117855072, 209.2887749671936
26, 9, 0.8097361802450966, 0.0014811767501164699, 0, 34.0, 64, 0.369781008910413, 0.8468740758394463, 0.6893047186187752, 0.5066638588905334, 0.7751865386962891, 0.588157594203949, 160.9632387161255
27, 3, 0.7467375412103466, 0.002525491196460703, 0.3, 24.0, 168, 0.3685332296458819, 0.8174102044287529, 0.7030976089812417, 0.5520062446594238, 0.8084577918052673, 0.5545746684074402, 235.5711841583252
27, 5, 0.7467375412103466, 0.002525491196460703, 0.3, 24.0, 145, 0.3309291068250158, 0.8534998001393145, 0.6691550193979174, 0.781859278678894, 0.6943573355674744, 0.47613629698753357, 218.50995206832886
27, 9, 0.7467375412103466, 0.002525491196460703, 0.3, 24.0, 156, 0.2864918349653032, 0.8838211166120209, 0.74535041637932, 0.5375712513923645, 0.7994403839111328, 0.5777595639228821, 175.23894882202148
28, 3, 0.9041726714896454, 0.007019440486022446, 0, 30.0, 68, 0.3990665059508258, 0.7950980646009663, 0.6662494905122364, 0.4994293749332428, 0.8159204125404358, 0.515132486820221, 214.16727924346924
28, 5, 0.9041726714896454, 0.007019440486022446, 0, 30.0, 79, 0.2487118716421767, 0.8958125724287556, 0.7175094914103513, 0.8206382989883423, 0.6865203976631165, 0.5021968483924866, 206.49017786979675
28, 9, 0.9041726714896454, 0.007019440486022446, 0, 30.0, 100, 0.2499132811061297, 0.9019982584561611, 0.7740185917323608, 0.38406485319137573, 0.8619402647018433, 0.6291441917419434, 159.5629518032074
29, 3, 0.8433750034279767, 0.0017411695096405239, 0.4, 58.0, 138, 0.347651490682864, 0.8347516518512755, 0.716992895930778, 0.4642484188079834, 0.8184080123901367, 0.5235828161239624, 214.26305508613586
29, 5, 0.8433750034279767, 0.0017411695096405239, 0.4, 58.0, 84, 0.3569171300521301, 0.8389044697892719, 0.655714775069376, 0.9077577590942383, 0.6457680463790894, 0.5429818630218506, 206.321280002594
29, 9, 0.8433750034279767, 0.0017411695096405239, 0.4, 58.0, 77, 0.33968599636315183, 0.8578463183722727, 0.7042826844465603, 0.5203695297241211, 0.8003731369972229, 0.5768423080444336, 159.42931604385376
30, 3, 0.8895763586869339, 0.003293552504179875, 0, 26.0, 176, 0.40868540124128794, 0.7958652625557121, 0.6346168150428597, 0.6591328382492065, 0.7823382616043091, 0.59569251537323, 215.91336917877197
30, 5, 0.8895763586869339, 0.003293552504179875, 0, 26.0, 95, 0.34652293123150096, 0.8437941053468109, 0.6463853958759496, 0.6891359090805054, 0.702194333076477, 0.5079553723335266, 208.31230998039246
30, 9, 0.8895763586869339, 0.003293552504179875, 0, 26.0, 108, 0.32146932185471894, 0.8662976559905072, 0.7156262514120834, 0.4531276226043701, 0.8274253606796265, 0.6129058003425598, 162.36613202095032
31, 3, 0.9209017422417299, 0.0010482671597013382, 0.4, 22.0, 157, 0.4263854430377028, 0.7802271793816836, 0.6660576034138221, 0.5107790231704712, 0.8009950518608093, 0.5259273052215576, 218.6934690475464
31, 5, 0.9209017422417299, 0.0010482671597013382, 0.4, 22.0, 190, 0.3641789299332856, 0.8380781733384942, 0.6375731915326844, 0.8595170974731445, 0.636363685131073, 0.562100350856781, 208.83210587501526
31, 9, 0.9209017422417299, 0.0010482671597013382, 0.4, 22.0, 115, 0.36942618236698127, 0.8520267400066409, 0.6944311393045746, 0.41722625494003296, 0.8171641230583191, 0.6365224123001099, 161.57803773880005
32, 3, 0.806140381765845, 0.007120352423624419, 0, 36.0, 178, 0.11779239225478573, 0.9542035170183837, 0.8938541746321526, 0.7962613105773926, 0.7723881602287292, 0.5266287326812744, 214.85649347305298
32, 5, 0.806140381765845, 0.007120352423624419, 0, 36.0, 148, 0.1120102588603559, 0.9570980109972007, 0.8268191412390598, 1.227075457572937, 0.7523511052131653, 0.6641664505004883, 207.61331820487976
32, 9, 0.806140381765845, 0.007120352423624419, 0, 36.0, 122, 0.15656882858816254, 0.9444575965373483, 0.8287519147034923, 0.7668168544769287, 0.8143656849861145, 0.6039671897888184, 160.60370063781738
33, 3, 0.7738893556014678, 0.0005125077075036445, 0.3, 28.0, 102, 0.472906054522245, 0.7534119424019151, 0.6153481175881306, 0.4572986364364624, 0.7786070704460144, 0.5331433415412903, 216.8953514099121
33, 5, 0.7738893556014678, 0.0005125077075036445, 0.3, 28.0, 67, 0.44321866514612146, 0.8040985307768165, 0.5828576078210349, 0.5539359450340271, 0.7805642485618591, 0.42549949884414673, 209.2469139099121
33, 9, 0.7738893556014678, 0.0005125077075036445, 0.3, 28.0, 135, 0.37467607286434385, 0.8480558267860968, 0.6852647060221028, 0.45165979862213135, 0.816231369972229, 0.6407843828201294, 161.628511428833
34, 3, 0.8532996579320138, 0.003933882753582846, 0, 40.0, 131, 0.307981584408811, 0.8516559236832247, 0.7398729776608125, 0.8450309038162231, 0.7487562298774719, 0.503730297088623, 234.04253768920898
34, 5, 0.8532996579320138, 0.003933882753582846, 0, 40.0, 94, 0.24453629838454305, 0.8964037189566444, 0.7249797654265565, 1.0544930696487427, 0.7225705981254578, 0.5597718954086304, 217.45699501037598
34, 9, 0.8532996579320138, 0.003933882753582846, 0, 40.0, 60, 0.3424421132603764, 0.8565599242887542, 0.705229448626775, 0.4277597665786743, 0.8236940503120422, 0.6271786689758301, 174.20000839233398
35, 3, 0.8835820969261379, 0.0021678031067598885, 0.4, 34.0, 161, 0.3491689819416017, 0.8291670873874927, 0.7152909518198203, 0.5965182781219482, 0.7947761416435242, 0.5292554497718811, 216.72848653793335
35, 5, 0.8835820969261379, 0.0021678031067598885, 0.4, 34.0, 93, 0.34851687926396974, 0.8403857640153419, 0.6453708189865908, 0.6794847846031189, 0.739811897277832, 0.5404894948005676, 210.60301566123962
35, 9, 0.8835820969261379, 0.0021678031067598885, 0.4, 34.0, 75, 0.34961711666907946, 0.8540704165008899, 0.7041443796718821, 0.4308411478996277, 0.8442164659500122, 0.6174225807189941, 161.5861222743988
36, 3, 0.8295866733170534, 0.0007944178049377455, 0, 22.0, 172, 0.4374972963151131, 0.7723554835974715, 0.6563715044778722, 0.559049129486084, 0.8084577918052673, 0.5608681440353394, 214.37490439414978
36, 5, 0.8295866733170534, 0.0007944178049377455, 0, 22.0, 188, 0.38023280745304316, 0.8290488401926981, 0.6269074030217971, 0.6332117915153503, 0.739811897277832, 0.5603436827659607, 207.08377933502197
36, 9, 0.8295866733170534, 0.0007944178049377455, 0, 22.0, 112, 0.37252805792745486, 0.8503630145771438, 0.6901578311185425, 0.41232651472091675, 0.8171641826629639, 0.6180011034011841, 159.99873065948486
37, 3, 0.9084382374756028, 0.0062294768392814085, 0.3, 30.0, 87, 0.36705194911883987, 0.8134504219047896, 0.6868716512017577, 0.5002325177192688, 0.7848259210586548, 0.5386917591094971, 216.56866073608398
37, 5, 0.9084382374756028, 0.0062294768392814085, 0.3, 30.0, 52, 0.35476653525973, 0.8407877035842366, 0.6394571316944404, 0.6704111099243164, 0.7147334814071655, 0.4766921401023865, 209.69461941719055
37, 9, 0.9084382374756028, 0.0062294768392814085, 0.3, 30.0, 68, 0.3320524516607063, 0.8620395853394087, 0.7116649637676539, 0.4641541838645935, 0.8255597352981567, 0.6152135729789734, 160.99365544319153
38, 3, 0.9499901121615983, 0.0013465238901843642, 0, 28.0, 178, 0.41506096074599347, 0.7854239128928148, 0.6577790928250961, 0.4366911053657532, 0.8059702515602112, 0.533169686794281, 217.54009890556335
38, 5, 0.9499901121615983, 0.0013465238901843642, 0, 28.0, 121, 0.3749315562928498, 0.8334894027886928, 0.6299484894516763, 0.7499367594718933, 0.6786834001541138, 0.5339866280555725, 209.70207405090332
