7.714974135160446167e-02 6.567976623773574829e-02 6.950676441192626953e-02 1.237035393714904785e-01 5.902811512351036072e-02 2.702420949935913086e-02 3.484034538269042969e-02 6.609453260898590088e-02 6.052071601152420044e-02 1.411202549934387207e-01 9.193349629640579224e-02 2.306713908910751343e-01 1.168881356716156006e-01 2.095939517021179199e-01 5.841404199600219727e-02 4.166238382458686829e-02 1.160622090101242065e-01 6.283406168222427368e-02 6.810294836759567261e-02 9.929558634757995605e-02 2.006256878376007080e-01 9.565748274326324463e-02 6.608666479587554932e-02 8.439244329929351807e-02 8.299534767866134644e-02 1.235872060060501099e-01 1.417283564805984497e-01 4.225797951221466064e-02 9.209755063056945801e-02 9.575632214546203613e-02 1.049369350075721741e-01 1.071389093995094299e-01 6.364109367132186890e-02 6.209627166390419006e-02 7.499657571315765381e-02 9.126415103673934937e-02 1.435117274522781372e-01 1.432166993618011475e-01 2.778036296367645264e-01 3.489683866500854492e-01 3.640525043010711670e-01 3.362247943878173828e-01 2.243954241275787354e-01 8.909863233566284180e-02 1.828370392322540283e-01 3.478388488292694092e-01 2.976961731910705566e-01 3.467871546745300293e-01 1.476936638355255127e-01 6.032639369368553162e-02 6.950375437736511230e-02 1.096506938338279724e-01 5.438866019248962402e-01 6.704591512680053711e-01 4.457489848136901855e-01 4.595836102962493896e-01 3.590601384639739990e-01 4.080211520195007324e-01 1.220853552222251892e-01 1.337338685989379883e-01 1.084408238530158997e-01 7.987797260284423828e-02 2.198421806097030640e-01 3.312090039253234863e-01 2.001208811998367310e-01 2.105977684259414673e-01 3.784979581832885742e-01 3.742986917495727539e-01 4.615645110607147217e-01 6.791862249374389648e-01
1.916078031063079834e-01 1.733793467283248901e-01 1.642968356609344482e-01 1.257688552141189575e-01 9.900801628828048706e-02 6.246728077530860901e-02 1.033514291048049927e-01 1.711375564336776733e-01 1.769508719444274902e-01 2.994021773338317871e-01 2.031578570604324341e-01 2.851642072200775146e-01 2.032019346952438354e-01 2.322785854339599609e-01 1.069836020469665527e-01 1.273316144943237305e-01 2.387222945690155029e-01 1.393416821956634521e-01 1.948556452989578247e-01 2.179718017578125000e-01 3.015767931938171387e-01 1.361346393823623657e-01 1.257731765508651733e-01 1.807130575180053711e-01 1.477673947811126709e-01 9.508652985095977783e-02 1.354591101408004761e-01 1.207138895988464355e-01 1.877142190933227539e-01 1.014647707343101501e-01 1.063568294048309326e-01 1.358292549848556519e-01 1.836470365524291992e-01 9.906837344169616699e-02 1.510807275772094727e-01 1.748661249876022339e-01 2.206676453351974487e-01 1.872652471065521240e-01 3.233925104141235352e-01 4.526087939739227295e-01 4.427643120288848877e-01 4.255036413669586182e-01 3.755340576171875000e-01 1.664623469114303589e-01 2.423161715269088745e-01 2.406117171049118042e-01 3.009189367294311523e-01 2.552765309810638428e-01 2.011745125055313110e-01 4.111574590206146240e-02 3.157171234488487244e-02 5.842904746532440186e-02 2.907595932483673096e-01 5.247728824615478516e-01 2.876544296741485596e-01 3.260281980037689209e-01 5.297910571098327637e-01 4.768054485321044922e-01 2.398597151041030884e-01 2.200592160224914551e-01 1.265697479248046875e-01 1.289044618606567383e-01 2.598752081394195557e-01 2.511405944824218750e-01 3.834189772605895996e-01 2.284596264362335205e-01 4.943843483924865723e-01 3.331013619899749756e-01 4.888806939125061035e-01 4.929401576519012451e-01
1.423837393522262573e-01 1.092733219265937805e-01 1.095126792788505554e-01 1.827621757984161377e-01 9.539403766393661499e-02 3.987385332584381104e-02 8.926495909690856934e-02 1.343884021043777466e-01 5.472072213888168335e-02 1.599285900592803955e-01 5.433930456638336182e-02 2.305714488029479980e-01 2.365939766168594360e-01 2.155924439430236816e-01 9.365978837013244629e-02 1.045883968472480774e-01 1.375210881233215332e-01 2.136607915163040161e-01 2.712450921535491943e-01 3.824087977409362793e-01 4.140360951423645020e-01 3.113860785961151123e-01 2.464406192302703857e-01 1.839655935764312744e-01 1.878681629896163940e-01 1.460511833429336548e-01 1.757602542638778687e-01 1.115014031529426575e-01 8.738515526056289673e-02 1.136009916663169861e-01 8.402469009160995483e-02 1.143056377768516541e-01 1.677204370498657227e-01 1.356420665979385376e-01 5.618156492710113525e-02 1.380798816680908203e-01 1.162375062704086304e-01 1.284007132053375244e-01 2.692506909370422363e-01 3.717891573905944824e-01 3.535917103290557861e-01 3.449162244796752930e-01 3.128902614116668701e-01 1.744117289781570435e-01 1.979918479919433594e-01 2.324250787496566772e-01 2.371274381875991821e-01 2.209434509277343750e-01 9.414089471101760864e-02 2.816032990813255310e-02 2.048040740191936493e-02 3.975609317421913147e-02 4.408330321311950684e-01 6.721363067626953125e-01 5.618273615837097168e-01 4.350858330726623535e-01 4.597908258438110352e-01 5.460828542709350586e-01 2.182383388280868530e-01 1.769201755523681641e-01 1.501722782850265503e-01 1.435750424861907959e-01 1.791643947362899780e-01 2.262433320283889771e-01 1.492044180631637573e-01 1.719801276922225952e-01 2.038576155900955200e-01 3.362868428230285645e-01 7.049205303192138672e-01 7.259922623634338379e-01
1.209243610501289368e-01 1.261626631021499634e-01 1.243629902601242065e-01 7.817368954420089722e-02 1.078235357999801636e-01 3.861754387617111206e-02 4.933999851346015930e-02 1.204112991690635681e-01 1.158045604825019836e-01 1.621430516242980957e-01 9.212183207273483276e-02 1.892699152231216431e-01 1.804543137550354004e-01 1.841165572404861450e-01 1.233797967433929443e-01 1.300928741693496704e-01 1.219997629523277283e-01 1.551689356565475464e-01 2.640100717544555664e-01 2.392235100269317627e-01 2.410511225461959839e-01 1.327341645956039429e-01 9.706141054630279541e-02 1.231539994478225708e-01 1.858975142240524292e-01 1.127070114016532898e-01 1.384970247745513916e-01 8.906002342700958252e-02 1.040914133191108704e-01 1.510211080312728882e-01 1.853164732456207275e-01 1.259247362613677979e-01 1.434171497821807861e-01 8.891130983829498291e-02 1.510316133499145508e-01 1.514937281608581543e-01 1.310541778802871704e-01 1.559539288282394409e-01 2.152901142835617065e-01 2.755652070045471191e-01 3.038405478000640869e-01 4.549464285373687744e-01 3.450156450271606445e-01 1.203963384032249451e-01 1.655888408422470093e-01 1.632128059864044189e-01 2.135070711374282837e-01 9.563110768795013428e-02 7.660608738660812378e-02 2.248955704271793365e-02 2.107568643987178802e-02 9.770368784666061401e-02 3.542330861091613770e-01 5.791665911674499512e-01 3.310593366622924805e-01 3.601076900959014893e-01 3.614340424537658691e-01 4.104514718055725098e-01 2.640773653984069824e-01 2.941257655620574951e-01 2.315890192985534668e-01 1.924113333225250244e-01 2.342066317796707153e-01 2.685167193412780762e-01 2.883557975292205811e-01 1.731928586959838867e-01 5.480128526687622070e-01 4.584097564220428467e-01 7.505323886871337891e-01 6.267657876014709473e-01
6.793688237667083740e-02 9.822521358728408813e-02 1.420542150735855103e-01 1.254965066909790039e-01 2.571098878979682922e-02 1.237763371318578720e-02 2.289034239947795868e-02 3.367109596729278564e-02 3.290029987692832947e-02 4.481036588549613953e-02 3.535943478345870972e-02 1.079050973057746887e-01 1.209929287433624268e-01 1.174063161015510559e-01 8.358860760927200317e-02 9.016453474760055542e-02 1.117572486400604248e-01 7.781895250082015991e-02 1.946957707405090332e-01 1.760703623294830322e-01 2.307777851819992065e-01 1.332024186849594116e-01 1.302276253700256348e-01 1.043133884668350220e-01 8.678998798131942749e-02 9.537551552057266235e-02 7.448063045740127563e-02 6.703138351440429688e-02 1.042820140719413757e-01 8.725908398628234863e-02 7.961606234312057495e-02 7.212169468402862549e-02 8.724622428417205811e-02 7.409075647592544556e-02 7.392857223749160767e-02 1.251258701086044312e-01 1.389813274145126343e-01 1.241256371140480042e-01 2.556408941745758057e-01 2.809824347496032715e-01 3.267851173877716064e-01 3.432334959506988525e-01 2.568092942237854004e-01 1.503534018993377686e-01 2.045045197010040283e-01 2.939022779464721680e-01 3.364579677581787109e-01 2.925433218479156494e-01 1.334632486104965210e-01 3.941790387034416199e-02 2.344977483153343201e-02 7.760733366012573242e-02 3.594681024551391602e-01 4.422506093978881836e-01 2.438448965549468994e-01 3.208355903625488281e-01 2.793672978878021240e-01 2.883815169334411621e-01 2.092502415180206299e-01 2.170272320508956909e-01 1.553040593862533569e-01 1.418149471282958984e-01 1.746363043785095215e-01 1.963711827993392944e-01 1.685744076967239380e-01 2.027965486049652100e-01 3.306641280651092529e-01 3.860734105110168457e-01 7.040435671806335449e-01 6.514504551887512207e-01
8.430091291666030884e-02 7.054289430379867554e-02 7.104332745075225830e-02 1.076633483171463013e-01 6.065228581428527832e-02 2.371831052005290985e-02 3.593174368143081665e-02 4.834834486246109009e-02 4.518529772758483887e-02 1.351269781589508057e-01 9.429526329040527344e-02 2.150734961032867432e-01 1.282045543193817139e-01 1.941930502653121948e-01 7.983741164207458496e-02 4.086265340447425842e-02 8.497764915227890015e-02 6.992319971323013306e-02 7.668410241603851318e-02 8.889464288949966431e-02 1.577699780464172363e-01 5.792541056871414185e-02 6.841055303812026978e-02 7.680785655975341797e-02 9.620799869298934937e-02 1.295084804296493530e-01 1.965765506029129028e-01 4.970125108957290649e-02 1.077948957681655884e-01 1.641475260257720947e-01 9.352231025695800781e-02 9.717434644699096680e-02 6.982523947954177856e-02 7.957419008016586304e-02 9.090876579284667969e-02 1.404498815536499023e-01 1.854720413684844971e-01 1.713081747293472290e-01 2.639956772327423096e-01 3.632940053939819336e-01 3.848879039287567139e-01 3.742061257362365723e-01 2.203008532524108887e-01 7.627527415752410889e-02 1.308187246322631836e-01 3.035888373851776123e-01 2.733337283134460449e-01 3.286329507827758789e-01 1.650936156511306763e-01 7.137454301118850708e-02 5.436861887574195862e-02 1.270666420459747314e-01 5.317084789276123047e-01 6.215903759002685547e-01 4.542964696884155273e-01 5.020853877067565918e-01 3.632964491844177246e-01 4.238118827342987061e-01 1.820439845323562622e-01 1.650480180978775024e-01 1.140665337443351746e-01 8.830630034208297729e-02 2.190216779708862305e-01 4.129218459129333496e-01 2.479221969842910767e-01 2.046949714422225952e-01 3.953551650047302246e-01 4.001157283782958984e-01 5.503533482551574707e-01 7.438288331031799316e-01
2.052957564592361450e-01 1.348975896835327148e-01 1.561041921377182007e-01 9.465538710355758667e-02 8.145291358232498169e-02 5.761863291263580322e-02 1.074653640389442444e-01 2.192950099706649780e-01 1.430793702602386475e-01 2.151232510805130005e-01 1.582190543413162231e-01 2.851786911487579346e-01 2.054833918809890747e-01 2.836193442344665527e-01 1.146896928548812866e-01 1.159410923719406128e-01 2.316496372222900391e-01 1.195989102125167847e-01 1.643166840076446533e-01 2.047235518693923950e-01 3.361629843711853027e-01 1.391370594501495361e-01 1.749421358108520508e-01 1.251951456069946289e-01 2.114256769418716431e-01 9.889899194240570068e-02 1.123408153653144836e-01 1.290524154901504517e-01 1.784583330154418945e-01 5.399326607584953308e-02 8.418881893157958984e-02 1.518980711698532104e-01 3.084567785263061523e-01 1.290740966796875000e-01 1.377758383750915527e-01 1.619152128696441650e-01 2.156838178634643555e-01 1.991769969463348389e-01 3.196115493774414062e-01 4.474182426929473877e-01 4.127285182476043701e-01 3.651284873485565186e-01 2.970226705074310303e-01 1.459403038024902344e-01 2.574699521064758301e-01 2.435674220323562622e-01 3.290883898735046387e-01 3.161212503910064697e-01 2.157065421342849731e-01 4.687349498271942139e-02 4.338570311665534973e-02 5.094850808382034302e-02 3.042371869087219238e-01 5.381745100021362305e-01 3.038094639778137207e-01 3.712768852710723877e-01 4.772891700267791748e-01 4.253103435039520264e-01 2.736786007881164551e-01 1.897683590650558472e-01 1.401251554489135742e-01 1.243772655725479126e-01 2.491670101881027222e-01 3.029312789440155029e-01 2.978112697601318359e-01 2.311855703592300415e-01 4.403536319732666016e-01 3.687874078750610352e-01 5.521584749221801758e-01 6.271138787269592285e-01
1.273327171802520752e-01 1.128781363368034363e-01 9.950828552246093750e-02 1.942168027162551880e-01 1.311317384243011475e-01 6.715293973684310913e-02 1.032688394188880920e-01 1.570754796266555786e-01 4.901347681879997253e-02 2.149018943309783936e-01 6.820527464151382446e-02 2.042782157659530640e-01 2.217729091644287109e-01 2.161831408739089966e-01 7.488973438739776611e-02 1.180696412920951843e-01 1.522827148437500000e-01 1.346852481365203857e-01 3.472515344619750977e-01 3.028403222560882568e-01 3.815149068832397461e-01 2.340734452009201050e-01 2.202138006687164307e-01 1.539085507392883301e-01 1.857409477233886719e-01 1.651205718517303467e-01 2.198928296566009521e-01 9.423009306192398071e-02 7.524488866329193115e-02 1.162970662117004395e-01 7.388937473297119141e-02 1.054500415921211243e-01 1.547403484582901001e-01 1.287288367748260498e-01 1.011966317892074585e-01 1.349185556173324585e-01 1.371314376592636108e-01 1.351556181907653809e-01 2.655952870845794678e-01 3.944334983825683594e-01 3.817301690578460693e-01 3.047628700733184814e-01 2.596844136714935303e-01 1.207152903079986572e-01 1.597500592470169067e-01 2.266390323638916016e-01 1.875082403421401978e-01 2.332246452569961548e-01 9.167711436748504639e-02 2.135856449604034424e-02 1.888918317854404449e-02 4.028619080781936646e-02 4.414597749710083008e-01 7.104181051254272461e-01 5.524744987487792969e-01 4.615021347999572754e-01 4.679045081138610840e-01 5.496419668197631836e-01 2.187253683805465698e-01 1.538133919239044189e-01 1.222013160586357117e-01 1.109597906470298767e-01 2.029879987239837646e-01 3.007443249225616455e-01 1.554282158613204956e-01 1.611558645963668823e-01 2.440976798534393311e-01 3.115391731262207031e-01 5.978600382804870605e-01 5.718933939933776855e-01
9.948388487100601196e-02 9.020005166530609131e-02 9.466264396905899048e-02 6.882391870021820068e-02 7.543868571519851685e-02 3.155669569969177246e-02 4.058175906538963318e-02 1.595983356237411499e-01 9.738212078809738159e-02 9.174478054046630859e-02 6.211581081151962280e-02 1.648881584405899048e-01 1.491145044565200806e-01 1.395607590675354004e-01 1.104154288768768311e-01 1.462918072938919067e-01 1.178457736968994141e-01 1.839742362499237061e-01 2.555184066295623779e-01 2.569752037525177002e-01 2.742487788200378418e-01 1.649811118841171265e-01 1.120802760124206543e-01 1.420262604951858521e-01 1.794954687356948853e-01 1.298764646053314209e-01 1.623767763376235962e-01 6.164789199829101562e-02 1.125102564692497253e-01 9.755317121744155884e-02 1.081492602825164795e-01 4.735533148050308228e-02 1.562663465738296509e-01 1.054353937506675720e-01 1.058066114783287048e-01 1.462413668632507324e-01 1.243923455476760864e-01 1.086305826902389526e-01 1.684553772211074829e-01 2.656141519546508789e-01 3.305844664573669434e-01 4.921154677867889404e-01 3.974937498569488525e-01 1.028108447790145874e-01 1.595426648855209351e-01 1.827158480882644653e-01 1.968989521265029907e-01 1.378262192010879517e-01 1.012478619813919067e-01 2.858528681099414825e-02 2.464493922889232635e-02 8.071683347225189209e-02 3.613233268260955811e-01 6.006367206573486328e-01 3.205336630344390869e-01 2.528859674930572510e-01 3.897330462932586670e-01 4.236391186714172363e-01 2.477280795574188232e-01 3.093506991863250732e-01 3.125992715358734131e-01 2.076944559812545776e-01 3.023962080478668213e-01 2.528751790523529053e-01 2.200431674718856812e-01 1.816571652889251709e-01 3.804998695850372314e-01 3.759466707706451416e-01 6.950461864471435547e-01 5.695990324020385742e-01
8.953975886106491089e-02 1.247646063566207886e-01 1.307741850614547729e-01 9.372828155755996704e-02 2.574136294424533844e-02 1.037227734923362732e-02 1.731444150209426880e-02 2.238998934626579285e-02 3.000292927026748657e-02 3.764971345663070679e-02 3.032092005014419556e-02 1.016602143645286560e-01 1.317397356033325195e-01 1.522924304008483887e-01 8.426325023174285889e-02 8.579490333795547485e-02 1.326299905776977539e-01 1.124841868877410889e-01 2.534089684486389160e-01 1.256925165653228760e-01 1.989504992961883545e-01 1.479900181293487549e-01 1.178408041596412659e-01 1.379707157611846924e-01 8.071763068437576294e-02 9.676965326070785522e-02 1.016107499599456787e-01 6.618119031190872192e-02 1.142242923378944397e-01 9.463428705930709839e-02 1.002355664968490601e-01 9.793075174093246460e-02 8.744847029447555542e-02 7.408677786588668823e-02 5.170772969722747803e-02 1.139127537608146667e-01 1.430305838584899902e-01 1.229550465941429138e-01 2.907302975654602051e-01 2.723391056060791016e-01 3.428705036640167236e-01 3.509154319763183594e-01 2.827172875404357910e-01 1.428938210010528564e-01 1.643803417682647705e-01 2.430448681116104126e-01 3.047427535057067871e-01 2.871893048286437988e-01 1.339254528284072876e-01 4.574540629982948303e-02 2.632441185414791107e-02 1.059397310018539429e-01 3.864881694316864014e-01 4.508814513683319092e-01 2.836618423461914062e-01 3.067516386508941650e-01 2.836341559886932373e-01 3.650365769863128662e-01 2.125933766365051270e-01 1.697407960891723633e-01 1.551265716552734375e-01 9.631606191396713257e-02 1.423125267028808594e-01 2.008674740791320801e-01 9.642506390810012817e-02 2.271803915500640869e-01 3.185566961765289307e-01 3.760322928428649902e-01 5.987896919250488281e-01 4.647507667541503906e-01
