5.538063123822212219e-02 6.914847344160079956e-02 6.250274181365966797e-02 1.188264042139053345e-01 9.956056624650955200e-02 5.098184347152709961e-01 6.256605982780456543e-01 4.361645579338073730e-01 1.978091150522232056e-01 2.684306502342224121e-01 4.453936517238616943e-01 4.453213810920715332e-01 1.230433285236358643e-01 1.104234829545021057e-01 1.856850832700729370e-01 3.303541541099548340e-01 4.082134366035461426e-01 9.390087127685546875e-01 9.285799860954284668e-01 9.260550141334533691e-01 8.935980796813964844e-01 8.982466459274291992e-01 8.028525710105895996e-01 7.449277639389038086e-01 5.641424655914306641e-01 3.996427357196807861e-01 3.493869006633758545e-01 2.272352725267410278e-01 1.145101934671401978e-01 1.763498336076736450e-01 2.036493867635726929e-01 3.438839316368103027e-01 2.555212676525115967e-01 1.997606605291366577e-01 3.686697185039520264e-01 6.369796395301818848e-01 4.063599109649658203e-01 8.038638830184936523e-01 5.313774943351745605e-01 7.112538814544677734e-01 6.334025263786315918e-01 3.786554932594299316e-01 4.736635982990264893e-01 6.617729663848876953e-01 2.655896246433258057e-01 4.622044265270233154e-01 4.002062380313873291e-01 3.548309206962585449e-01 3.408050537109375000e-01 3.941111564636230469e-01 3.520261049270629883e-01 2.256781607866287231e-01 7.656015455722808838e-02 6.607209146022796631e-02 8.096613734960556030e-02
1.407596617937088013e-01 1.584681719541549683e-01 7.377844303846359253e-02 1.221081912517547607e-01 1.145124137401580811e-01 7.115478515625000000e-01 5.583867430686950684e-01 6.425302028656005859e-01 1.495651155710220337e-01 9.018750488758087158e-02 5.245137214660644531e-01 1.762010753154754639e-01 2.816821821033954620e-02 2.712645828723907471e-01 2.907013893127441406e-01 6.149257421493530273e-01 6.952980160713195801e-01 7.540213465690612793e-01 8.986800909042358398e-01 9.195535778999328613e-01 9.101268053054809570e-01 8.811453580856323242e-01 8.567923307418823242e-01 8.179302811622619629e-01 2.647238373756408691e-01 2.090739011764526367e-01 2.499056160449981689e-01 6.592389196157455444e-02 2.702710777521133423e-02 4.988760873675346375e-02 7.063585519790649414e-02 1.240722760558128357e-01 1.733838468790054321e-01 2.819741368293762207e-01 3.253025114536285400e-01 7.601497173309326172e-01 5.423583388328552246e-01 5.165554285049438477e-01 2.677773833274841309e-01 3.394312560558319092e-01 5.476589798927307129e-01 3.539528846740722656e-01 3.060609996318817139e-01 3.161794543266296387e-01 1.242729052901268005e-01 1.175351366400718689e-01 2.839664816856384277e-01 1.190660074353218079e-01 1.450173407793045044e-01 2.099761217832565308e-01 1.238296851515769958e-01 7.055573165416717529e-02 3.725613653659820557e-02 1.871602982282638550e-02 6.216431781649589539e-02
1.591973565518856049e-02 2.186800912022590637e-02 9.059372544288635254e-02 2.190535366535186768e-01 2.644632458686828613e-01 3.439485430717468262e-01 4.447545409202575684e-01 4.798992276191711426e-01 1.434356570243835449e-01 3.159508705139160156e-01 4.153438210487365723e-01 4.642364680767059326e-01 1.817463785409927368e-01 2.095150351524353027e-01 2.908277809619903564e-01 4.905544221401214600e-01 8.657150864601135254e-01 8.732264637947082520e-01 8.026415109634399414e-01 8.683671951293945312e-01 8.337848782539367676e-01 8.573910593986511230e-01 7.823386788368225098e-01 7.156025767326354980e-01 7.436212301254272461e-01 5.926371216773986816e-01 4.279016554355621338e-01 3.478669226169586182e-01 2.122865468263626099e-01 2.367126643657684326e-01 3.736782968044281006e-01 4.008662700653076172e-01 3.345823585987091064e-01 2.785255908966064453e-01 4.949732720851898193e-01 6.537495255470275879e-01 6.365281939506530762e-01 5.721346139907836914e-01 3.949771225452423096e-01 5.480970740318298340e-01 5.563539266586303711e-01 5.736187696456909180e-01 4.855836927890777588e-01 3.791730105876922607e-01 3.359163403511047363e-01 5.848413109779357910e-01 4.803284704685211182e-01 3.524734973907470703e-01 6.127225756645202637e-01 6.997135877609252930e-01 3.779766559600830078e-01 3.956472575664520264e-01 1.666033118963241577e-01 1.820363849401473999e-02 7.301608473062515259e-02
1.391987353563308716e-01 1.224339455366134644e-01 1.211483478546142578e-01 1.750489026308059692e-01 2.386667877435684204e-01 7.125216126441955566e-01 6.584954857826232910e-01 6.576100587844848633e-01 2.801699936389923096e-01 3.449111580848693848e-01 5.006938576698303223e-01 5.877459049224853516e-01 1.869552731513977051e-01 1.478950679302215576e-01 3.245916366577148438e-01 6.327001452445983887e-01 6.922460198402404785e-01 7.191974520683288574e-01 7.822006344795227051e-01 9.725315570831298828e-01 9.602662920951843262e-01 9.344261288642883301e-01 8.935055732727050781e-01 5.843035578727722168e-01 3.455742299556732178e-01 2.603937685489654541e-01 3.023166656494140625e-01 4.512980207800865173e-02 5.276438221335411072e-02 9.954245388507843018e-02 5.288750305771827698e-02 1.944693624973297119e-01 3.377837538719177246e-01 4.479900300502777100e-01 5.215106010437011719e-01 5.636916160583496094e-01 4.027213454246520996e-01 5.102423429489135742e-01 5.316126346588134766e-01 5.402834415435791016e-01 8.889967203140258789e-01 7.263901233673095703e-01 7.271155118942260742e-01 6.073591113090515137e-01 5.560703277587890625e-01 4.833224415779113770e-01 5.844765305519104004e-01 5.629972219467163086e-01 4.405035674571990967e-01 4.208870828151702881e-01 3.531244993209838867e-01 1.138927862048149109e-01 2.107484452426433563e-02 1.438491139560937881e-02 6.027492508292198181e-02
5.867515690624713898e-03 8.755315095186233521e-03 3.164757043123245239e-02 9.660223126411437988e-02 8.305860310792922974e-02 7.286038994789123535e-01 7.449247241020202637e-01 6.447429060935974121e-01 1.487529277801513672e-01 2.529778480529785156e-01 1.977008432149887085e-01 7.797386497259140015e-02 9.053905308246612549e-02 3.354427814483642578e-01 4.449355304241180420e-01 8.001303076744079590e-01 7.660513520240783691e-01 9.378091096878051758e-01 9.695219397544860840e-01 9.832975864410400391e-01 9.568573832511901855e-01 9.112800359725952148e-01 8.837344646453857422e-01 7.338391542434692383e-01 7.169932723045349121e-01 6.085039377212524414e-01 4.574954807758331299e-01 9.481460601091384888e-02 1.088242903351783752e-01 1.094641089439392090e-01 5.966838821768760681e-02 2.420585416257381439e-02 1.741247177124023438e-01 9.720069915056228638e-02 3.851793408393859863e-01 3.750939965248107910e-01 1.738155037164688110e-01 3.349200785160064697e-01 1.331821531057357788e-01 1.635901927947998047e-01 3.502611815929412842e-01 2.572607398033142090e-01 1.509282737970352173e-01 2.657226622104644775e-01 1.413707882165908813e-01 2.344510555267333984e-01 2.079048007726669312e-01 6.565552949905395508e-02 3.853822052478790283e-01 4.460433125495910645e-01 1.065418347716331482e-01 2.187929898500442505e-01 1.028693616390228271e-01 5.992969498038291931e-02 2.465463057160377502e-02
1.017092093825340271e-01 1.048254892230033875e-01 7.945545762777328491e-02 1.495347768068313599e-01 1.973082423210144043e-01 5.125434994697570801e-01 5.024846792221069336e-01 7.000806927680969238e-01 2.870420515537261963e-01 3.452045321464538574e-01 4.951863288879394531e-01 5.637452602386474609e-01 2.240400463342666626e-01 1.899414211511611938e-01 1.756508946418762207e-01 3.720006644725799561e-01 4.200965762138366699e-01 9.576544761657714844e-01 9.359166622161865234e-01 9.310622215270996094e-01 9.147928953170776367e-01 8.810467123985290527e-01 8.128511905670166016e-01 6.623049974441528320e-01 5.762420296669006348e-01 3.192996680736541748e-01 4.258638322353363037e-01 1.936905533075332642e-01 9.967803955078125000e-02 2.163199186325073242e-01 2.013786137104034424e-01 3.578242957592010498e-01 3.945628702640533447e-01 1.980193704366683960e-01 4.640077054500579834e-01 7.135856747627258301e-01 4.483211040496826172e-01 7.688535451889038086e-01 5.343002676963806152e-01 6.991565823554992676e-01 8.041746616363525391e-01 4.987393319606781006e-01 4.823972880840301514e-01 5.628269314765930176e-01 3.656439781188964844e-01 4.749714136123657227e-01 4.198540449142456055e-01 4.210683703422546387e-01 3.846187889575958252e-01 4.318208098411560059e-01 2.945850193500518799e-01 1.708813756704330444e-01 6.549406796693801880e-02 5.071954056620597839e-02 7.676643133163452148e-02
9.241052716970443726e-02 6.562525779008865356e-02 5.467402189970016479e-02 7.056846469640731812e-02 1.425646245479583740e-01 6.676800251007080078e-01 5.375848412513732910e-01 6.189098954200744629e-01 1.782887727022171021e-01 1.240755096077919006e-01 3.118885159492492676e-01 2.055164575576782227e-01 4.287540912628173828e-02 1.516471505165100098e-01 2.862815558910369873e-01 6.562440395355224609e-01 7.201933860778808594e-01 8.220662474632263184e-01 9.081562757492065430e-01 9.297431707382202148e-01 9.072453975677490234e-01 8.709060549736022949e-01 8.684782385826110840e-01 8.116111755371093750e-01 2.296635508537292480e-01 2.653334438800811768e-01 1.815585345029830933e-01 5.742359533905982971e-02 4.554319381713867188e-02 4.906360059976577759e-02 5.091917514801025391e-02 7.581979781389236450e-02 2.369659990072250366e-01 3.132785856723785400e-01 3.355009555816650391e-01 7.296553850173950195e-01 4.403772950172424316e-01 4.637006521224975586e-01 1.688009202480316162e-01 1.754112094640731812e-01 5.653576254844665527e-01 2.748832404613494873e-01 2.384908348321914673e-01 3.599650561809539795e-01 7.960911095142364502e-02 1.661927998065948486e-01 2.396630644798278809e-01 8.627266436815261841e-02 1.353705972433090210e-01 2.342288345098495483e-01 1.068659126758575439e-01 8.318441361188888550e-02 3.104972466826438904e-02 1.998883672058582306e-02 4.363195598125457764e-02
4.988995939493179321e-02 3.837686404585838318e-02 8.681783080101013184e-02 6.126882508397102356e-02 2.096925675868988037e-01 2.457864582538604736e-01 5.607675909996032715e-01 2.604058682918548584e-01 2.700819075107574463e-01 3.572010993957519531e-01 4.262824356555938721e-01 4.362394809722900391e-01 1.425351947546005249e-01 2.228742241859436035e-01 2.356516867876052856e-01 4.893329739570617676e-01 8.228821754455566406e-01 8.488987088203430176e-01 8.777734637260437012e-01 9.256154894828796387e-01 9.120551347732543945e-01 8.843989372253417969e-01 8.185808658599853516e-01 7.094356417655944824e-01 7.355054020881652832e-01 4.808820188045501709e-01 4.332949817180633545e-01 3.452082276344299316e-01 3.076116442680358887e-01 3.237661719322204590e-01 3.588995635509490967e-01 3.133814334869384766e-01 2.883545160293579102e-01 2.177378386259078979e-01 4.550542235374450684e-01 6.323611140251159668e-01 6.560431122779846191e-01 5.643566250801086426e-01 4.567923247814178467e-01 5.166723132133483887e-01 5.332484841346740723e-01 4.512700140476226807e-01 5.615241527557373047e-01 4.237714409828186035e-01 4.039245545864105225e-01 6.326200962066650391e-01 4.941727519035339355e-01 4.039219319820404053e-01 6.245349049568176270e-01 6.666668057441711426e-01 4.099788963794708252e-01 3.687736690044403076e-01 1.349159330129623413e-01 2.576472982764244080e-02 8.424667268991470337e-02
9.250097721815109253e-02 7.796064019203186035e-02 7.930403202772140503e-02 2.484282702207565308e-01 1.829888075590133667e-01 7.033773660659790039e-01 7.244136929512023926e-01 6.499901413917541504e-01 2.180415987968444824e-01 2.559575438499450684e-01 4.533568024635314941e-01 4.325082302093505859e-01 1.125745177268981934e-01 2.293468117713928223e-01 2.507795095443725586e-01 6.330438256263732910e-01 7.992044091224670410e-01 7.152680754661560059e-01 7.996422052383422852e-01 9.669181704521179199e-01 9.474737048149108887e-01 9.268383383750915527e-01 9.008311629295349121e-01 6.350310444831848145e-01 3.345289230346679688e-01 1.701425313949584961e-01 2.161933630704879761e-01 3.527577221393585205e-02 3.018001094460487366e-02 5.685353279113769531e-02 5.843815207481384277e-02 1.271806955337524414e-01 2.524465918540954590e-01 2.710298299789428711e-01 5.166008472442626953e-01 4.721503257751464844e-01 5.554544925689697266e-01 2.653466463088989258e-01 6.339873075485229492e-01 4.497657418251037598e-01 8.466188907623291016e-01 6.483499407768249512e-01 6.831688284873962402e-01 5.432224869728088379e-01 3.727504909038543701e-01 5.074074864387512207e-01 4.282622933387756348e-01 4.341724514961242676e-01 3.805083930492401123e-01 2.948243319988250732e-01 4.009430110454559326e-01 7.866570353507995605e-02 1.930684037506580353e-02 1.234692241996526718e-02 5.958701297640800476e-02
1.126003637909889221e-02 1.323776133358478546e-02 6.258297711610794067e-02 1.601725071668624878e-01 1.442576944828033447e-01 7.692944407463073730e-01 7.274781465530395508e-01 5.952678918838500977e-01 1.741590350866317749e-01 2.695662379264831543e-01 4.173716008663177490e-01 2.505314946174621582e-01 7.279226183891296387e-02 3.373897671699523926e-01 4.224947690963745117e-01 8.780605792999267578e-01 8.536395430564880371e-01 9.476071596145629883e-01 9.564072489738464355e-01 9.810051321983337402e-01 9.531613588333129883e-01 9.186410307884216309e-01 9.065129756927490234e-01 7.909244298934936523e-01 6.566764712333679199e-01 6.806916594505310059e-01 3.799653649330139160e-01 1.413489282131195068e-01 2.397205978631973267e-01 7.597765326499938965e-02 8.480256795883178711e-02 4.456683620810508728e-02 1.436557173728942871e-01 1.106232255697250366e-01 1.539657860994338989e-01 2.957592606544494629e-01 2.475757449865341187e-01 3.697018623352050781e-01 2.154124975204467773e-01 1.880144625902175903e-01 3.679112195968627930e-01 2.853931486606597900e-01 2.452263832092285156e-01 2.918898165225982666e-01 2.007881850004196167e-01 3.083851635456085205e-01 2.534905672073364258e-01 7.323179394006729126e-02 4.102565646171569824e-01 4.407993853092193604e-01 2.443107813596725464e-01 2.542468309402465820e-01 1.129199340939521790e-01 2.297322265803813934e-02 2.630065754055976868e-02
