1.614152342081069946e-01 2.546854615211486816e-01 5.441482663154602051e-01 4.161224067211151123e-01 6.033529639244079590e-01 1.545756012201309204e-01 1.806605011224746704e-01 4.430271387100219727e-01 6.533250808715820312e-01 8.547206521034240723e-01 8.278557062149047852e-01 8.375828862190246582e-01 8.217301964759826660e-01 9.180214405059814453e-01 9.133478999137878418e-01 9.298008084297180176e-01 9.378054738044738770e-01 9.395939111709594727e-01 8.698432445526123047e-01 8.887814283370971680e-01 8.938221931457519531e-01 8.411167860031127930e-01 7.042606472969055176e-01 9.164625406265258789e-01 7.972390055656433105e-01 6.843654513359069824e-01 6.155194640159606934e-01 6.446875929832458496e-01 3.574769794940948486e-01 3.977426886558532715e-01 6.907690167427062988e-01 7.186926007270812988e-01 6.904426217079162598e-01 7.389801740646362305e-01 8.882683515548706055e-01 7.754657268524169922e-01 7.288304567337036133e-01 6.391696929931640625e-01 6.879608631134033203e-01 6.494406461715698242e-01 6.477898955345153809e-01 6.983126997947692871e-01 7.032501101493835449e-01 7.865371108055114746e-01 8.275179862976074219e-01 7.866096496582031250e-01 8.109115958213806152e-01 8.458747267723083496e-01 9.358960986137390137e-01 9.740387797355651855e-01 9.625424146652221680e-01 9.594385027885437012e-01 9.515483975410461426e-01 9.332386851310729980e-01 9.173055887222290039e-01 8.944235444068908691e-01 8.477138876914978027e-01 7.822333574295043945e-01 7.360422015190124512e-01 7.371376752853393555e-01
2.066147774457931519e-01 2.596255540847778320e-01 3.860716521739959717e-01 3.951266109943389893e-01 4.941867291927337646e-01 4.634094238281250000e-01 4.895108938217163086e-01 6.004154086112976074e-01 7.080469131469726562e-01 8.662157058715820312e-01 9.392595887184143066e-01 7.617766857147216797e-01 8.715116381645202637e-01 9.425054788589477539e-01 9.634347558021545410e-01 8.645358085632324219e-01 9.267776012420654297e-01 9.249948263168334961e-01 9.709850549697875977e-01 8.725709915161132812e-01 9.347609281539916992e-01 7.209950089454650879e-01 6.788064241409301758e-01 7.426101565361022949e-01 8.280227184295654297e-01 8.634107708930969238e-01 6.406425237655639648e-01 6.009370088577270508e-01 3.083887100219726562e-01 3.585336804389953613e-01 4.229537248611450195e-01 3.921670913696289062e-01 3.126624226570129395e-01 1.571014821529388428e-01 2.799185514450073242e-01 3.653034865856170654e-01 2.869909107685089111e-01 2.512896955013275146e-01 2.417139708995819092e-01 2.072239518165588379e-01 1.849161535501480103e-01 2.902673780918121338e-01 4.285542666912078857e-01 4.751419425010681152e-01 6.349909901618957520e-01 8.539860844612121582e-01 7.283042073249816895e-01 6.830283403396606445e-01 7.635142207145690918e-01 8.758447170257568359e-01 9.596273899078369141e-01 9.830669760704040527e-01 9.726534485816955566e-01 9.847126007080078125e-01 9.896718263626098633e-01 9.199448227882385254e-01 9.197313785552978516e-01 9.435011148452758789e-01 8.947502374649047852e-01 9.337013363838195801e-01
1.678635329008102417e-01 4.496656358242034912e-01 6.657445430755615234e-01 6.767403483390808105e-01 8.420755267143249512e-01 6.016350388526916504e-01 3.053875565528869629e-01 3.811455368995666504e-01 6.645051240921020508e-01 8.201483488082885742e-01 5.777789950370788574e-01 5.488288998603820801e-01 6.852460503578186035e-01 6.493946909904479980e-01 9.287000894546508789e-01 8.763489127159118652e-01 8.605135679244995117e-01 9.262751340866088867e-01 9.190999865531921387e-01 9.040145874023437500e-01 8.952779769897460938e-01 7.493659853935241699e-01 7.849624752998352051e-01 8.335284590721130371e-01 6.747372746467590332e-01 6.343795061111450195e-01 6.514914631843566895e-01 4.783187508583068848e-01 2.725393772125244141e-01 4.443714618682861328e-01 4.116581678390502930e-01 5.992873907089233398e-01 3.711096346378326416e-01 3.463128805160522461e-01 6.225208640098571777e-01 5.889485478401184082e-01 2.737249135971069336e-01 2.417517602443695068e-01 3.488147556781768799e-01 1.976525783538818359e-01 3.321219682693481445e-01 4.647990763187408447e-01 5.937748551368713379e-01 4.224500358104705811e-01 5.763111114501953125e-01 7.687692642211914062e-01 7.578244805335998535e-01 4.640035927295684814e-01 5.870891213417053223e-01 8.652554154396057129e-01 9.531949162483215332e-01 9.792110323905944824e-01 9.696133732795715332e-01 9.817318320274353027e-01 9.855153560638427734e-01 8.742396235466003418e-01 9.125315546989440918e-01 9.440525174140930176e-01 8.800963163375854492e-01 8.677957057952880859e-01
3.776741623878479004e-01 2.395578771829605103e-01 6.801652908325195312e-01 6.375713348388671875e-01 5.512748360633850098e-01 3.143420815467834473e-01 5.072050094604492188e-01 4.450613558292388916e-01 8.410665988922119141e-01 8.240361213684082031e-01 8.681300878524780273e-01 8.895092010498046875e-01 8.824268579483032227e-01 7.886083126068115234e-01 8.448477387428283691e-01 8.110920786857604980e-01 9.284488558769226074e-01 9.214438199996948242e-01 9.136377573013305664e-01 9.468387365341186523e-01 9.124011397361755371e-01 8.310335278511047363e-01 8.081744909286499023e-01 6.377663612365722656e-01 3.043321669101715088e-01 3.516304492950439453e-01 1.654467135667800903e-01 1.032831743359565735e-01 1.027383357286453247e-01 2.162172645330429077e-01 2.476235479116439819e-01 2.969458699226379395e-01 2.196475714445114136e-01 8.238337188959121704e-02 4.002032876014709473e-01 4.729841351509094238e-01 2.715091705322265625e-01 1.246916949748992920e-01 2.792536318302154541e-01 2.663874328136444092e-01 4.672231674194335938e-01 1.903249025344848633e-01 3.170128166675567627e-01 3.995049297809600830e-01 6.880310177803039551e-01 7.322913408279418945e-01 7.964835762977600098e-01 7.833811044692993164e-01 9.519895315170288086e-01 9.627858996391296387e-01 9.660992622375488281e-01 9.912645816802978516e-01 9.922997355461120605e-01 9.745235443115234375e-01 9.682867527008056641e-01 9.405885338783264160e-01 9.756211042404174805e-01 9.726125001907348633e-01 9.500166177749633789e-01 9.038165807723999023e-01
4.212626814842224121e-01 4.645829796791076660e-01 6.815378665924072266e-01 6.643893718719482422e-01 7.392998933792114258e-01 5.808007717132568359e-01 2.426922768354415894e-01 5.494642257690429688e-01 7.627083659172058105e-01 8.917995095252990723e-01 9.033991694450378418e-01 7.802609205245971680e-01 8.641217350959777832e-01 9.138928651809692383e-01 9.129423499107360840e-01 7.347999215126037598e-01 8.226941823959350586e-01 8.431846499443054199e-01 9.714931249618530273e-01 9.733456373214721680e-01 9.770873785018920898e-01 9.675729870796203613e-01 8.720040321350097656e-01 9.310191273689270020e-01 8.768014907836914062e-01 8.705009222030639648e-01 7.610492706298828125e-01 7.112993597984313965e-01 4.255456626415252686e-01 5.103311538696289062e-01 6.850072145462036133e-01 7.428553104400634766e-01 5.386916995048522949e-01 3.637727499008178711e-01 6.409587860107421875e-01 5.686053633689880371e-01 5.414336323738098145e-01 3.700214326381683350e-01 6.119173765182495117e-01 4.068825542926788330e-01 4.648475944995880127e-01 5.034406781196594238e-01 6.507945060729980469e-01 6.787227392196655273e-01 7.144397497177124023e-01 7.802295684814453125e-01 5.900244712829589844e-01 5.644744634628295898e-01 6.489587426185607910e-01 7.611430287361145020e-01 8.184356689453125000e-01 9.747990369796752930e-01 9.673171043395996094e-01 9.504702687263488770e-01 9.687364697456359863e-01 8.199879527091979980e-01 8.105042576789855957e-01 8.705570697784423828e-01 8.647356629371643066e-01 9.344639182090759277e-01
1.623405069112777710e-01 1.890477240085601807e-01 5.453342795372009277e-01 4.051582813262939453e-01 6.567400693893432617e-01 2.082922160625457764e-01 2.762771248817443848e-01 4.760296642780303955e-01 7.705893516540527344e-01 8.468487858772277832e-01 8.869419097900390625e-01 8.770311474800109863e-01 8.151398897171020508e-01 9.247545003890991211e-01 9.298983216285705566e-01 9.481716156005859375e-01 9.377740025520324707e-01 9.351114630699157715e-01 9.110732078552246094e-01 9.613879919052124023e-01 9.202568531036376953e-01 8.811158537864685059e-01 7.116161584854125977e-01 8.774933218955993652e-01 8.158577084541320801e-01 7.296110391616821289e-01 6.231213808059692383e-01 6.673705577850341797e-01 3.433030843734741211e-01 4.157575964927673340e-01 5.639740824699401855e-01 5.688283443450927734e-01 5.890409946441650391e-01 6.572253704071044922e-01 9.154387116432189941e-01 7.905677556991577148e-01 6.166010499000549316e-01 4.445518553256988525e-01 6.660518050193786621e-01 5.964340567588806152e-01 5.952721238136291504e-01 5.695399641990661621e-01 6.577478051185607910e-01 7.460147738456726074e-01 8.570707440376281738e-01 7.683107852935791016e-01 8.179559111595153809e-01 8.721945285797119141e-01 9.431935548782348633e-01 9.704769849777221680e-01 9.583807587623596191e-01 9.680219292640686035e-01 9.396286606788635254e-01 8.758791089057922363e-01 9.007996916770935059e-01 8.930260539054870605e-01 8.001729249954223633e-01 8.023577928543090820e-01 6.758978962898254395e-01 7.792076468467712402e-01
1.023072376847267151e-01 2.355348616838455200e-01 3.197186589241027832e-01 3.740471005439758301e-01 5.393247604370117188e-01 4.676306843757629395e-01 3.059111535549163818e-01 5.050768852233886719e-01 7.366192936897277832e-01 8.591976761817932129e-01 9.386513829231262207e-01 6.823916435241699219e-01 8.106865882873535156e-01 9.396299123764038086e-01 9.552868604660034180e-01 8.509877920150756836e-01 9.004967212677001953e-01 9.059011936187744141e-01 9.765666723251342773e-01 8.615723848342895508e-01 9.446061253547668457e-01 8.059326410293579102e-01 5.856968760490417480e-01 6.802392005920410156e-01 8.568703532218933105e-01 7.963901162147521973e-01 6.583872437477111816e-01 5.853240489959716797e-01 3.483909666538238525e-01 3.064857721328735352e-01 4.535160362720489502e-01 4.312347173690795898e-01 3.712446093559265137e-01 1.862215399742126465e-01 2.778356075286865234e-01 2.734428346157073975e-01 1.968598961830139160e-01 2.171042561531066895e-01 3.220231235027313232e-01 1.912873834371566772e-01 2.267582118511199951e-01 3.222846388816833496e-01 3.633837699890136719e-01 4.084599018096923828e-01 5.673143863677978516e-01 8.360883593559265137e-01 7.429401874542236328e-01 7.596359252929687500e-01 8.142729401588439941e-01 9.007318019866943359e-01 9.528521299362182617e-01 9.792540073394775391e-01 9.816090464591979980e-01 9.840392470359802246e-01 9.888743162155151367e-01 8.773515224456787109e-01 8.528172373771667480e-01 9.026603102684020996e-01 8.618800044059753418e-01 9.166002273559570312e-01
1.659179776906967163e-01 3.227109014987945557e-01 6.057783961296081543e-01 5.862274765968322754e-01 8.815728425979614258e-01 4.929924607276916504e-01 1.833268851041793823e-01 2.973375916481018066e-01 5.209013819694519043e-01 7.749041914939880371e-01 6.387013792991638184e-01 6.401047110557556152e-01 7.839040160179138184e-01 7.220733761787414551e-01 8.735826611518859863e-01 8.915570974349975586e-01 9.050710797309875488e-01 9.375494122505187988e-01 8.749116063117980957e-01 8.308781385421752930e-01 9.204515814781188965e-01 7.696949243545532227e-01 5.938857793807983398e-01 8.008366227149963379e-01 6.575450301170349121e-01 6.885980963706970215e-01 5.285266041755676270e-01 5.479506254196166992e-01 3.417501151561737061e-01 3.824934661388397217e-01 4.416504204273223877e-01 3.780166506767272949e-01 3.187158703804016113e-01 3.723721802234649658e-01 6.135579347610473633e-01 5.578330755233764648e-01 3.744710981845855713e-01 3.505370616912841797e-01 3.570482134819030762e-01 3.335938751697540283e-01 3.512338995933532715e-01 6.273123025894165039e-01 5.504480004310607910e-01 6.755155324935913086e-01 7.026520967483520508e-01 8.083502650260925293e-01 6.055647730827331543e-01 6.077467203140258789e-01 6.810947656631469727e-01 9.299014210700988770e-01 9.719350337982177734e-01 9.726848006248474121e-01 9.640498161315917969e-01 9.846951365470886230e-01 9.805888533592224121e-01 9.079856276512145996e-01 9.453193545341491699e-01 9.517384171485900879e-01 8.878102898597717285e-01 8.755625486373901367e-01
5.335972905158996582e-01 3.137357532978057861e-01 6.519169807434082031e-01 3.448554873466491699e-01 5.218499898910522461e-01 3.148142695426940918e-01 6.100803613662719727e-01 5.306239724159240723e-01 7.606493234634399414e-01 8.158354759216308594e-01 9.163653254508972168e-01 8.985063433647155762e-01 9.266082644462585449e-01 8.977036476135253906e-01 8.922591209411621094e-01 8.221137523651123047e-01 9.350880980491638184e-01 9.283264279365539551e-01 9.102621078491210938e-01 9.194894433021545410e-01 8.578649759292602539e-01 6.368670463562011719e-01 8.079400658607482910e-01 5.234607458114624023e-01 3.666490614414215088e-01 3.363776206970214844e-01 1.750423610210418701e-01 9.315297007560729980e-02 6.107068061828613281e-02 1.205457076430320740e-01 2.364853471517562866e-01 4.474827945232391357e-01 3.148531317710876465e-01 1.297181546688079834e-01 1.799235492944717407e-01 2.849330008029937744e-01 1.859182268381118774e-01 1.576604694128036499e-01 1.648671030998229980e-01 1.308756470680236816e-01 2.761890590190887451e-01 2.159889042377471924e-01 4.210435748100280762e-01 3.884027898311614990e-01 7.000049948692321777e-01 8.044584393501281738e-01 7.674389481544494629e-01 7.889448404312133789e-01 9.432660937309265137e-01 9.597126245498657227e-01 9.660977125167846680e-01 9.895505309104919434e-01 9.874261617660522461e-01 9.720339179039001465e-01 9.559497237205505371e-01 9.414349198341369629e-01 9.770885109901428223e-01 9.700899124145507812e-01 9.377756714820861816e-01 9.351840019226074219e-01
5.173124074935913086e-01 5.317304134368896484e-01 7.682943940162658691e-01 7.809625267982482910e-01 8.112248182296752930e-01 6.461700201034545898e-01 2.874445617198944092e-01 4.585216641426086426e-01 7.596871256828308105e-01 9.129332900047302246e-01 9.413350820541381836e-01 8.267828226089477539e-01 8.861904740333557129e-01 9.136957526206970215e-01 8.435845971107482910e-01 6.660587787628173828e-01 7.595965862274169922e-01 8.139598965644836426e-01 9.738923311233520508e-01 9.827821850776672363e-01 9.705677032470703125e-01 9.776057600975036621e-01 9.282578825950622559e-01 9.525800943374633789e-01 9.190660119056701660e-01 9.069232344627380371e-01 7.890336513519287109e-01 7.400577068328857422e-01 4.071749746799468994e-01 6.361952424049377441e-01 6.729955673217773438e-01 7.246665954589843750e-01 4.654256105422973633e-01 4.400378465652465820e-01 8.000379204750061035e-01 5.940435528755187988e-01 4.544112384319305420e-01 5.846923589706420898e-01 6.767357587814331055e-01 5.066335797309875488e-01 4.510791599750518799e-01 4.254328012466430664e-01 4.455527067184448242e-01 5.230772495269775391e-01 6.998926401138305664e-01 7.349738478660583496e-01 6.182699203491210938e-01 6.215093731880187988e-01 5.144886970520019531e-01 5.724162459373474121e-01 7.563990354537963867e-01 9.699441790580749512e-01 9.534588456153869629e-01 9.553263783454895020e-01 9.713512659072875977e-01 8.080857396125793457e-01 8.144350051879882812e-01 8.288521766662597656e-01 7.355922460556030273e-01 8.768457770347595215e-01
