6.258199810981750488e-01 6.386651992797851562e-01 7.074965238571166992e-01 7.083144783973693848e-01 6.977742910385131836e-01 6.554234027862548828e-01 6.995351314544677734e-01 1.209903433918952942e-01 6.108682751655578613e-01 1.565473377704620361e-01 3.636955618858337402e-01 2.210117727518081665e-01 4.256284534931182861e-01 3.422046601772308350e-01 5.864185690879821777e-01 2.785529196262359619e-01 4.476511478424072266e-01 3.284209072589874268e-01 1.874403059482574463e-01 8.035185337066650391e-01 8.724845051765441895e-01 8.208832740783691406e-01 7.677374482154846191e-01 5.734355449676513672e-01 7.249889969825744629e-01 6.075869798660278320e-01 6.024454236030578613e-01 6.288850307464599609e-01 5.980530381202697754e-01 6.676604151725769043e-01 7.300432920455932617e-01 8.517100214958190918e-01 8.580329418182373047e-01 8.846342563629150391e-01 7.855764031410217285e-01 6.884159445762634277e-01 5.747290253639221191e-01 8.482187986373901367e-01 6.657712459564208984e-01 8.133566379547119141e-01 8.881627321243286133e-01 7.355765104293823242e-01 8.841871619224548340e-01 6.677637100219726562e-01 8.104507923126220703e-01 6.147959828376770020e-01 7.677273154258728027e-01 2.525618970394134521e-01 6.870782971382141113e-01 7.292292118072509766e-01 2.531044781208038330e-01 5.769091844558715820e-01 1.721918135881423950e-01 3.623000979423522949e-01 5.028942823410034180e-01 5.773484706878662109e-01 8.092406392097473145e-01 9.522781968116760254e-01 9.192289710044860840e-01 8.778932690620422363e-01 9.127063155174255371e-01 8.764184713363647461e-01 8.220621347427368164e-01 6.018416285514831543e-01 7.830330729484558105e-01 9.293280243873596191e-01 8.415668010711669922e-01 7.346920967102050781e-01 7.766093015670776367e-01 6.386447548866271973e-01 4.276549816131591797e-01 3.412542939186096191e-01 2.920598685741424561e-01 2.517904043197631836e-01 9.041049331426620483e-02 2.692740857601165771e-01 2.234116494655609131e-01 1.625826209783554077e-01 3.376076519489288330e-01
6.679491996765136719e-01 4.326584935188293457e-01 8.551788330078125000e-01 6.900476813316345215e-01 7.542812824249267578e-01 4.810763895511627197e-01 8.647360205650329590e-01 3.142030537128448486e-01 7.278594374656677246e-01 1.846427321434020996e-01 5.584738850593566895e-01 5.371066331863403320e-01 5.008720755577087402e-01 6.012902259826660156e-01 4.641256034374237061e-01 1.461485624313354492e-01 1.627142131328582764e-01 1.896441727876663208e-01 1.363094747066497803e-01 7.757982611656188965e-01 8.556002974510192871e-01 9.809294939041137695e-01 9.267454743385314941e-01 9.015375971794128418e-01 9.011604785919189453e-01 8.944718241691589355e-01 9.054524898529052734e-01 7.859407663345336914e-01 8.284527659416198730e-01 7.791218161582946777e-01 7.082271575927734375e-01 7.907615303993225098e-01 7.080040574073791504e-01 7.387155890464782715e-01 6.869287490844726562e-01 6.288025975227355957e-01 4.556906223297119141e-01 7.901823520660400391e-01 7.401887774467468262e-01 5.670736432075500488e-01 7.418131828308105469e-01 5.316019058227539062e-01 7.621386051177978516e-01 5.748554468154907227e-01 7.237002849578857422e-01 2.823697328567504883e-01 6.195954084396362305e-01 6.775427460670471191e-01 6.462513804435729980e-01 3.861640691757202148e-01 5.080180764198303223e-01 5.870460271835327148e-01 3.662473261356353760e-01 3.567005395889282227e-01 1.535146087408065796e-01 3.639440238475799561e-01 4.760811924934387207e-01 8.149265050888061523e-01 8.799195885658264160e-01 8.004617691040039062e-01 9.064264893531799316e-01 9.374476671218872070e-01 9.246728420257568359e-01 7.770090699195861816e-01 8.063609600067138672e-01 8.572726249694824219e-01 8.346128463745117188e-01 8.427842259407043457e-01 7.695575356483459473e-01 5.847383141517639160e-01 1.553500890731811523e-01 1.485285460948944092e-01 1.011758595705032349e-01 1.290174722671508789e-01 1.965850144624710083e-01 1.772188544273376465e-01 1.571350991725921631e-01 1.974191218614578247e-01 1.609033197164535522e-01
6.097223758697509766e-01 6.608672738075256348e-01 8.566469550132751465e-01 7.385052442550659180e-01 8.179942369461059570e-01 6.210577487945556641e-01 8.422206640243530273e-01 3.293143212795257568e-01 7.043537497520446777e-01 1.845108717679977417e-01 5.291892886161804199e-01 7.014916092157363892e-02 2.021815478801727295e-01 1.478830426931381226e-01 6.050770878791809082e-01 2.014805823564529419e-01 1.557703465223312378e-01 2.244023829698562622e-01 9.164638817310333252e-02 7.899644970893859863e-01 8.033110499382019043e-01 8.542295694351196289e-01 6.974251866340637207e-01 8.321139216423034668e-01 8.229688405990600586e-01 8.862950205802917480e-01 9.067038297653198242e-01 8.560265302658081055e-01 8.795589804649353027e-01 9.283891916275024414e-01 9.338698387145996094e-01 9.605839848518371582e-01 9.023861885070800781e-01 9.415031075477600098e-01 8.705456256866455078e-01 6.070365905761718750e-01 5.653793215751647949e-01 6.775295138359069824e-01 5.505197644233703613e-01 5.315802693367004395e-01 7.104342579841613770e-01 6.832515597343444824e-01 8.394023776054382324e-01 6.042179465293884277e-01 6.770876646041870117e-01 5.650497078895568848e-01 6.762619018554687500e-01 5.695620775222778320e-01 8.438618779182434082e-01 4.927740991115570068e-01 5.769587755203247070e-01 6.867958307266235352e-01 5.835582017898559570e-01 7.510958909988403320e-01 5.155279040336608887e-01 7.627083659172058105e-01 8.339768052101135254e-01 9.603742957115173340e-01 9.310215115547180176e-01 8.842971324920654297e-01 9.473631381988525391e-01 9.014360308647155762e-01 9.050844907760620117e-01 8.112519383430480957e-01 8.847326040267944336e-01 8.860693573951721191e-01 9.230785369873046875e-01 7.152286767959594727e-01 7.349828481674194336e-01 7.692798972129821777e-01 3.289601206779479980e-01 2.273089140653610229e-01 1.702940762042999268e-01 2.681584358215332031e-01 9.161473810672760010e-02 2.366968691349029541e-01 2.919867038726806641e-01 4.892866313457489014e-01 4.654411077499389648e-01
5.727811455726623535e-01 4.144543707370758057e-01 7.358266115188598633e-01 6.609637141227722168e-01 6.818364262580871582e-01 4.365015923976898193e-01 6.076581478118896484e-01 3.923798203468322754e-01 5.380627512931823730e-01 9.907171875238418579e-02 3.789785206317901611e-01 3.737901151180267334e-01 4.504535794258117676e-01 3.275569379329681396e-01 3.986885547637939453e-01 2.119769454002380371e-01 1.325505673885345459e-01 1.214033439755439758e-01 1.609493941068649292e-01 8.160482645034790039e-01 9.001064896583557129e-01 9.305497407913208008e-01 8.904678821563720703e-01 8.140660524368286133e-01 6.600105166435241699e-01 8.259638547897338867e-01 8.727831840515136719e-01 6.581807136535644531e-01 6.755337119102478027e-01 7.742375135421752930e-01 6.955492496490478516e-01 7.920243144035339355e-01 7.716659903526306152e-01 9.003043174743652344e-01 7.994590401649475098e-01 4.863016903400421143e-01 5.682480931282043457e-01 6.904954314231872559e-01 7.875617146492004395e-01 7.832669615745544434e-01 8.828984498977661133e-01 8.533474206924438477e-01 9.353746175765991211e-01 8.575754165649414062e-01 8.617807030677795410e-01 6.155251264572143555e-01 8.192141056060791016e-01 6.446143984794616699e-01 8.767902851104736328e-01 6.534264683723449707e-01 5.584673285484313965e-01 7.704817652702331543e-01 6.180584430694580078e-01 7.490198016166687012e-01 4.868310987949371338e-01 4.836333990097045898e-01 8.986672759056091309e-01 9.323480129241943359e-01 9.607776403427124023e-01 9.570931792259216309e-01 9.607207179069519043e-01 9.430159926414489746e-01 9.475811719894409180e-01 6.994935870170593262e-01 8.466253876686096191e-01 8.665556311607360840e-01 8.136049509048461914e-01 8.224350214004516602e-01 8.683505058288574219e-01 8.018317222595214844e-01 4.358134865760803223e-01 5.573041439056396484e-01 6.295015811920166016e-01 6.438609361648559570e-01 5.063449144363403320e-01 4.038147330284118652e-01 2.849232852458953857e-01 3.515782058238983154e-01 3.142186403274536133e-01
4.371491074562072754e-01 3.173539340496063232e-01 7.120990753173828125e-01 7.215712666511535645e-01 6.531871557235717773e-01 4.518632888793945312e-01 6.980887651443481445e-01 9.431556612253189087e-02 3.398894667625427246e-01 6.099995225667953491e-02 2.571261227130889893e-01 2.255490124225616455e-01 1.573856770992279053e-01 1.179359704256057739e-01 1.639662981033325195e-01 7.854589819908142090e-02 1.067180708050727844e-01 8.118309080600738525e-02 8.423607796430587769e-02 8.178136348724365234e-01 8.237890601158142090e-01 8.217294812202453613e-01 9.146127700805664062e-01 7.415247559547424316e-01 8.300879597663879395e-01 8.661417365074157715e-01 8.528985977172851562e-01 6.866105198860168457e-01 7.669675350189208984e-01 7.331743240356445312e-01 8.317406773567199707e-01 8.635950088500976562e-01 8.267244696617126465e-01 8.125156164169311523e-01 7.304133772850036621e-01 5.166643857955932617e-01 4.919165074825286865e-01 6.680375337600708008e-01 5.397068858146667480e-01 6.026840209960937500e-01 8.180439472198486328e-01 6.589019298553466797e-01 6.597688794136047363e-01 4.574218392372131348e-01 4.765138626098632812e-01 3.771012425422668457e-01 3.073258399963378906e-01 3.933858871459960938e-01 4.768037796020507812e-01 2.885422110557556152e-01 3.736057281494140625e-01 4.836106598377227783e-01 3.628038465976715088e-01 3.041006922721862793e-01 4.463007450103759766e-01 6.191062331199645996e-01 7.115618586540222168e-01 8.469973802566528320e-01 8.474668860435485840e-01 7.598524689674377441e-01 7.666077613830566406e-01 9.603016972541809082e-01 8.610958456993103027e-01 8.644846677780151367e-01 8.200193643569946289e-01 9.065023064613342285e-01 8.829936385154724121e-01 8.295419216156005859e-01 7.681291699409484863e-01 7.130363583564758301e-01 5.183565020561218262e-01 2.936407625675201416e-01 7.120528817176818848e-02 1.033194437623023987e-01 4.641718417406082153e-02 6.457816809415817261e-02 7.574672251939773560e-02 6.983829289674758911e-02 4.245611652731895447e-02
6.623643040657043457e-01 6.660506129264831543e-01 7.155839800834655762e-01 7.117812037467956543e-01 6.500402092933654785e-01 5.424771308898925781e-01 7.274943590164184570e-01 1.874355524778366089e-01 6.836430430412292480e-01 1.715103387832641602e-01 5.396531820297241211e-01 4.148691594600677490e-01 5.964470505714416504e-01 3.516695201396942139e-01 6.331591606140136719e-01 3.105937540531158447e-01 2.959233820438385010e-01 2.125319689512252808e-01 2.043820917606353760e-01 7.220578789710998535e-01 8.673723936080932617e-01 8.033967614173889160e-01 8.299137353897094727e-01 6.474466919898986816e-01 7.620243430137634277e-01 7.022677659988403320e-01 5.820309519767761230e-01 6.718102693557739258e-01 7.253480553627014160e-01 7.615765333175659180e-01 7.569316625595092773e-01 8.030624389648437500e-01 7.936049103736877441e-01 8.986673951148986816e-01 6.829080581665039062e-01 7.489526271820068359e-01 5.528662204742431641e-01 8.908466696739196777e-01 6.218454241752624512e-01 7.661467790603637695e-01 8.833580017089843750e-01 8.333700299263000488e-01 9.216367602348327637e-01 6.924145221710205078e-01 8.410347104072570801e-01 5.945991873741149902e-01 7.579838037490844727e-01 3.653031289577484131e-01 7.516087293624877930e-01 7.143805623054504395e-01 4.367941319942474365e-01 7.086244821548461914e-01 2.437861710786819458e-01 4.128914773464202881e-01 4.809215068817138672e-01 5.705593824386596680e-01 7.733031511306762695e-01 9.443777203559875488e-01 9.209095239639282227e-01 8.920115828514099121e-01 9.300358295440673828e-01 8.618277311325073242e-01 8.596508502960205078e-01 6.961694359779357910e-01 8.151277899742126465e-01 9.296539425849914551e-01 9.154444336891174316e-01 7.173880338668823242e-01 8.868455290794372559e-01 8.101361989974975586e-01 4.214907288551330566e-01 4.256182014942169189e-01 3.688802421092987061e-01 2.152587175369262695e-01 8.851123601198196411e-02 3.467743396759033203e-01 2.890392243862152100e-01 2.087289094924926758e-01 3.551215231418609619e-01
5.348713397979736328e-01 5.134056806564331055e-01 7.854417562484741211e-01 7.015662193298339844e-01 7.441913485527038574e-01 5.885083675384521484e-01 7.883880138397216797e-01 1.977127194404602051e-01 6.375062465667724609e-01 1.252405941486358643e-01 3.477641344070434570e-01 4.516378641128540039e-01 3.562831282615661621e-01 6.164535880088806152e-01 2.399712055921554565e-01 9.861975908279418945e-02 1.276943236589431763e-01 1.133788600564002991e-01 1.362346857786178589e-01 7.169793844223022461e-01 7.314218282699584961e-01 9.727973937988281250e-01 9.560560584068298340e-01 8.791128396987915039e-01 8.680801391601562500e-01 9.102116823196411133e-01 8.955563306808471680e-01 7.445912957191467285e-01 7.662070989608764648e-01 7.181954979896545410e-01 7.229415178298950195e-01 8.061685562133789062e-01 7.252265214920043945e-01 7.264285087585449219e-01 6.829975843429565430e-01 4.572302699089050293e-01 4.826155304908752441e-01 7.383874654769897461e-01 7.321934103965759277e-01 4.032142460346221924e-01 6.611030101776123047e-01 5.195211172103881836e-01 7.234928607940673828e-01 5.518792271614074707e-01 6.224828362464904785e-01 3.281532824039459229e-01 5.080565810203552246e-01 4.713440537452697754e-01 6.001078486442565918e-01 3.445701897144317627e-01 2.551081478595733643e-01 4.429754912853240967e-01 3.457849919795989990e-01 3.611778914928436279e-01 3.184342682361602783e-01 4.743175804615020752e-01 4.904380142688751221e-01 7.950118184089660645e-01 8.691163659095764160e-01 8.332520127296447754e-01 8.527966141700744629e-01 9.227651357650756836e-01 9.146633148193359375e-01 7.418551445007324219e-01 7.750629186630249023e-01 8.277053236961364746e-01 8.218920826911926270e-01 8.460314273834228516e-01 8.322376608848571777e-01 5.787374377250671387e-01 1.778961569070816040e-01 1.337055414915084839e-01 7.917601615190505981e-02 9.490407258272171021e-02 1.507817357778549194e-01 1.269909143447875977e-01 1.051628217101097107e-01 1.438099145889282227e-01 1.216065809130668640e-01
7.059270143508911133e-01 7.377752661705017090e-01 8.877885341644287109e-01 7.992070913314819336e-01 7.891727685928344727e-01 7.191873192787170410e-01 7.959688305854797363e-01 3.287832140922546387e-01 7.095368504524230957e-01 2.134472429752349854e-01 6.732262969017028809e-01 9.814506024122238159e-02 2.538235783576965332e-01 2.125333100557327271e-01 6.581887006759643555e-01 2.125192582607269287e-01 2.278647124767303467e-01 3.302770555019378662e-01 5.781979113817214966e-02 7.603542208671569824e-01 6.943086385726928711e-01 7.751628756523132324e-01 7.276473045349121094e-01 7.825775742530822754e-01 8.727607727050781250e-01 8.820142149925231934e-01 8.865641355514526367e-01 8.719807863235473633e-01 8.724092245101928711e-01 9.010212421417236328e-01 8.689188957214355469e-01 9.691990613937377930e-01 8.890839219093322754e-01 9.429712295532226562e-01 8.966358900070190430e-01 5.300301909446716309e-01 5.409958362579345703e-01 7.085635066032409668e-01 5.442801117897033691e-01 5.248301625251770020e-01 7.209471464157104492e-01 6.575798392295837402e-01 8.204460740089416504e-01 6.137589216232299805e-01 6.411995291709899902e-01 5.012629032135009766e-01 5.750020146369934082e-01 6.283991932868957520e-01 7.739253640174865723e-01 5.875375270843505859e-01 6.318529844284057617e-01 6.884008049964904785e-01 5.138783454895019531e-01 6.502719521522521973e-01 5.994635224342346191e-01 7.077288627624511719e-01 8.606884479522705078e-01 9.449837803840637207e-01 9.065866470336914062e-01 8.960309624671936035e-01 9.639286994934082031e-01 9.018435478210449219e-01 9.035026431083679199e-01 7.462347149848937988e-01 8.432765603065490723e-01 8.615663647651672363e-01 8.739804625511169434e-01 7.448141574859619141e-01 7.441781163215637207e-01 7.945209741592407227e-01 3.773927390575408936e-01 3.854692280292510986e-01 2.788643836975097656e-01 3.274676203727722168e-01 1.309068500995635986e-01 3.466976583003997803e-01 2.553305923938751221e-01 3.709584474563598633e-01 3.671844899654388428e-01
6.013682484626770020e-01 2.367002367973327637e-01 8.022667765617370605e-01 6.822345256805419922e-01 7.177536487579345703e-01 3.994359076023101807e-01 6.193015575408935547e-01 4.859491586685180664e-01 6.448997259140014648e-01 1.310583502054214478e-01 4.294463694095611572e-01 3.998594284057617188e-01 3.991582691669464111e-01 3.573204576969146729e-01 4.137766063213348389e-01 1.498963087797164917e-01 1.763110458850860596e-01 1.134021356701850891e-01 1.828426718711853027e-01 8.672389388084411621e-01 9.352557659149169922e-01 9.476040601730346680e-01 9.485262632369995117e-01 8.670811653137207031e-01 7.993683815002441406e-01 8.477945923805236816e-01 8.742467164993286133e-01 6.167421936988830566e-01 7.293142676353454590e-01 7.373459339141845703e-01 7.887125015258789062e-01 8.107680082321166992e-01 7.385116815567016602e-01 8.993610143661499023e-01 6.910956501960754395e-01 6.827954649925231934e-01 4.288004636764526367e-01 6.967629790306091309e-01 7.386752963066101074e-01 8.081346154212951660e-01 7.968131899833679199e-01 8.632404208183288574e-01 9.048157334327697754e-01 8.315541148185729980e-01 7.349810600280761719e-01 5.577197670936584473e-01 7.413884997367858887e-01 8.315923213958740234e-01 8.473985791206359863e-01 6.825729012489318848e-01 7.169039249420166016e-01 7.897033691406250000e-01 6.198135018348693848e-01 7.378599643707275391e-01 3.503722548484802246e-01 5.072055459022521973e-01 9.119657874107360840e-01 9.272334575653076172e-01 9.556371569633483887e-01 9.575265645980834961e-01 9.596922993659973145e-01 9.533041119575500488e-01 9.201257824897766113e-01 8.347930312156677246e-01 8.924666047096252441e-01 8.980240821838378906e-01 8.148664236068725586e-01 8.731028437614440918e-01 8.866394758224487305e-01 8.275055885314941406e-01 4.865390062332153320e-01 3.998983502388000488e-01 5.549638867378234863e-01 7.176470160484313965e-01 3.695483803749084473e-01 4.443605840206146240e-01 4.022760689258575439e-01 3.541496396064758301e-01 4.351777434349060059e-01
6.015819907188415527e-01 3.526397645473480225e-01 7.502099275588989258e-01 7.592992782592773438e-01 7.776045203208923340e-01 4.665962755680084229e-01 7.303533554077148438e-01 9.421313554048538208e-02 4.058187603950500488e-01 6.144787371158599854e-02 2.369949817657470703e-01 2.586779892444610596e-01 9.281998872756958008e-02 1.583969593048095703e-01 1.765404939651489258e-01 7.939669489860534668e-02 8.501959592103958130e-02 1.070285886526107788e-01 1.329622566699981689e-01 7.772815823554992676e-01 7.861361503601074219e-01 8.489120602607727051e-01 8.754783868789672852e-01 8.451712727546691895e-01 8.033252358436584473e-01 7.942420244216918945e-01 7.914591431617736816e-01 7.247087359428405762e-01 7.763445377349853516e-01 7.907602190971374512e-01 8.331540822982788086e-01 9.342978000640869141e-01 8.336042761802673340e-01 8.580986857414245605e-01 6.263784766197204590e-01 4.941535294055938721e-01 4.645105898380279541e-01 5.957598090171813965e-01 6.698394417762756348e-01 5.913364887237548828e-01 8.578566908836364746e-01 6.146318912506103516e-01 7.392636537551879883e-01 3.654652237892150879e-01 5.708569288253784180e-01 2.595508992671966553e-01 3.463944196701049805e-01 3.064811229705810547e-01 4.242388904094696045e-01 2.596108615398406982e-01 2.299545109272003174e-01 4.444060325622558594e-01 4.300341904163360596e-01 5.091510415077209473e-01 3.642854392528533936e-01 6.040167212486267090e-01 8.006651997566223145e-01 9.190716743469238281e-01 8.827220201492309570e-01 7.770494818687438965e-01 8.366267681121826172e-01 9.313530921936035156e-01 7.801880240440368652e-01 8.744739890098571777e-01 8.102312684059143066e-01 8.587396740913391113e-01 8.429343700408935547e-01 8.188949823379516602e-01 7.770253419876098633e-01 7.615384459495544434e-01 4.120090603828430176e-01 3.682181835174560547e-01 7.266700267791748047e-02 1.380527019500732422e-01 4.859641566872596741e-02 8.905024081468582153e-02 1.073246747255325317e-01 7.802319526672363281e-02 7.593350857496261597e-02
