1.820663660764694214e-01 9.084671735763549805e-02 3.584969639778137207e-01 3.319918811321258545e-01 2.140770405530929565e-01 5.836851894855499268e-02 3.189157247543334961e-01 9.940401911735534668e-01 9.962767958641052246e-01 9.910625219345092773e-01 1.846096068620681763e-01 1.870794035494327545e-02 7.637184858322143555e-01 3.513247072696685791e-01 2.634328417479991913e-02 5.900405813008546829e-03 1.059932820498943329e-02 6.797979120165109634e-03 3.254575654864311218e-02 2.348941192030906677e-02 1.966710388660430908e-02 1.256000343710184097e-02 9.804006665945053101e-03 9.993882849812507629e-03 2.177197858691215515e-02 1.638935133814811707e-02 7.245071232318878174e-02 2.573683299124240875e-02 2.900128811597824097e-02 6.572302430868148804e-02 6.992141716182231903e-03 4.572698846459388733e-03 1.480976585298776627e-02 1.228813454508781433e-02 1.533402036875486374e-02 5.383705347776412964e-02 4.061909019947052002e-02 1.974598467350006104e-01 9.168861061334609985e-02 1.018645465373992920e-01 2.997431531548500061e-02 1.242693886160850525e-01 1.310123205184936523e-01 4.778908193111419678e-02 6.777835078537464142e-03 9.279645048081874847e-03 1.146812643855810165e-02 9.919517673552036285e-03 7.480938453227281570e-03 2.850602753460407257e-02 3.438613563776016235e-02 1.261895988136529922e-02 1.326939743012189865e-02 1.332033332437276840e-02 2.980982959270477295e-01 1.353648956865072250e-02
9.197995811700820923e-02 9.867577254772186279e-02 2.739478349685668945e-01 3.982437849044799805e-01 3.283617496490478516e-01 2.506617009639739990e-01 1.069172844290733337e-01 9.750296473503112793e-01 9.849086999893188477e-01 9.658029675483703613e-01 1.731986105442047119e-01 5.378528684377670288e-02 6.266582012176513672e-01 6.913604140281677246e-01 9.081630408763885498e-02 1.678408123552799225e-02 1.155350357294082642e-02 7.325361017137765884e-03 8.812095969915390015e-03 1.703118160367012024e-02 1.121842302381992340e-02 1.033992972224950790e-02 1.365646254271268845e-02 2.626212686300277710e-02 2.466526813805103302e-02 1.514584291726350784e-02 1.795052736997604370e-02 1.033221464604139328e-02 2.057640999555587769e-02 2.199360169470310211e-02 2.606909163296222687e-02 1.540070213377475739e-02 3.351930901408195496e-02 2.919806540012359619e-02 3.914688155055046082e-02 8.162868022918701172e-02 5.435107648372650146e-02 1.795528084039688110e-01 2.084242552518844604e-01 1.628612428903579712e-01 8.882774412631988525e-02 2.273289710283279419e-01 2.266127169132232666e-01 9.877119213342666626e-02 8.987157605588436127e-03 1.081620343029499054e-02 1.397291291505098343e-02 1.088426914066076279e-02 1.105518452823162079e-02 2.270073257386684418e-02 1.525091938674449921e-02 7.076405454427003860e-03 7.789280731230974197e-03 8.853214792907238007e-03 5.499775707721710205e-02 9.726317599415779114e-03
2.332684546709060669e-01 1.728409528732299805e-01 2.274400591850280762e-01 2.858202755451202393e-01 4.399380087852478027e-01 7.166755199432373047e-02 9.462389349937438965e-02 8.085551261901855469e-01 9.208582639694213867e-01 9.217713475227355957e-01 1.929003000259399414e-01 4.491372033953666687e-02 4.702912271022796631e-01 2.747630476951599121e-01 3.893685713410377502e-02 1.413735374808311462e-02 1.960847526788711548e-02 1.222106069326400757e-02 2.258996851742267609e-02 1.355116907507181168e-02 1.840888336300849915e-02 8.049935102462768555e-03 9.220541454851627350e-03 7.246084511280059814e-03 1.111301314085721970e-02 1.450589578598737717e-02 1.509725395590066910e-02 8.204875141382217407e-02 3.653715923428535461e-02 5.633347108960151672e-02 2.665095776319503784e-02 1.162309665232896805e-02 1.793483085930347443e-02 2.880035527050495148e-02 2.453866973519325256e-02 4.423097893595695496e-02 2.829178050160408020e-02 5.830842256546020508e-02 3.842901885509490967e-01 8.262926340103149414e-02 3.388056904077529907e-02 6.255212426185607910e-02 4.069856554269790649e-02 2.580531127750873566e-02 1.300255395472049713e-02 1.348394714295864105e-02 2.043315395712852478e-02 1.169914472848176956e-02 1.373417302966117859e-02 6.102297082543373108e-02 3.132649138569831848e-02 1.891249231994152069e-02 6.175309885293245316e-03 4.673304501920938492e-03 1.020899116992950439e-01 7.579292636364698410e-03
2.853348553180694580e-01 2.947088181972503662e-01 2.288083881139755249e-01 3.344062268733978271e-01 3.350202441215515137e-01 7.650893181562423706e-02 3.915660455822944641e-02 9.407935142517089844e-01 9.598168134689331055e-01 9.412226080894470215e-01 8.032736182212829590e-02 2.355900779366493225e-02 4.610680639743804932e-01 4.433143138885498047e-01 4.451628401875495911e-02 1.358796562999486923e-02 5.233697593212127686e-03 3.862044075503945351e-03 1.862844638526439667e-02 3.307657688856124878e-02 2.128899469971656799e-02 2.837888337671756744e-02 1.018710620701313019e-02 2.397758699953556061e-02 1.671060919761657715e-02 3.846530988812446594e-02 2.268831804394721985e-02 1.766932569444179535e-02 3.017550893127918243e-02 1.286110747605562210e-02 7.993456907570362091e-03 9.787346236407756805e-03 1.808425039052963257e-02 1.470418646931648254e-02 2.490898780524730682e-02 4.822710901498794556e-02 5.623431131243705750e-02 2.914253175258636475e-01 2.408521026372909546e-01 4.178084060549736023e-02 4.688584432005882263e-02 1.844753772020339966e-01 2.242824882268905640e-01 1.754185110330581665e-01 9.044077247381210327e-03 4.431225359439849854e-03 5.519579630345106125e-03 6.179539952427148819e-03 6.087845657020807266e-03 6.573335267603397369e-03 8.873338811099529266e-03 1.011535618454217911e-02 1.492860447615385056e-02 1.197111606597900391e-02 1.225008442997932434e-01 1.376346964389085770e-02
4.528748244047164917e-02 9.123222529888153076e-02 2.769110202789306641e-01 2.612332105636596680e-01 1.912770420312881470e-01 9.622688591480255127e-02 5.260973051190376282e-02 9.056631326675415039e-01 9.741666913032531738e-01 9.786479473114013672e-01 5.601550638675689697e-02 2.301361225545406342e-02 3.493521809577941895e-01 1.919779777526855469e-01 1.224427390843629837e-02 4.937329795211553574e-03 5.714164115488529205e-03 4.553147591650485992e-03 6.179413758218288422e-03 7.378673646599054337e-03 5.031162872910499573e-03 5.088157951831817627e-03 1.668288186192512512e-02 1.719342730939388275e-02 1.666702516376972198e-02 2.714394964277744293e-02 1.661729998886585236e-02 4.948967322707176208e-02 2.453168295323848724e-02 3.717020899057388306e-02 2.472181059420108795e-02 1.610164344310760498e-02 1.843709312379360199e-02 2.562556229531764984e-02 2.926061674952507019e-02 2.329095825552940369e-02 1.947809755802154541e-02 3.134040907025337219e-02 6.566092371940612793e-02 2.996135130524635315e-02 3.176623210310935974e-02 1.967425271868705750e-02 2.565753832459449768e-02 1.682850345969200134e-02 1.242218818515539169e-02 7.196843624114990234e-03 4.985144827514886856e-03 5.253354553133249283e-03 6.116001401096582413e-03 1.533473283052444458e-02 1.424637902528047562e-02 9.750600904226303101e-03 5.163127090781927109e-03 5.919674411416053772e-03 7.072553038597106934e-02 8.613739162683486938e-03
1.604613661766052246e-01 7.422996312379837036e-02 1.669359207153320312e-01 2.289422303438186646e-01 1.481573134660720825e-01 3.087384253740310669e-02 1.562130004167556763e-01 9.918577075004577637e-01 9.964120984077453613e-01 9.839822649955749512e-01 1.936288028955459595e-01 1.761575601994991302e-02 8.494768738746643066e-01 5.579620003700256348e-01 4.307508468627929688e-02 5.236297845840454102e-03 1.154210697859525681e-02 5.292058456689119339e-03 4.010968655347824097e-02 2.562235482037067413e-02 3.054383583366870880e-02 1.213466282933950424e-02 6.934266071766614914e-03 1.534064579755067825e-02 2.424290217459201813e-02 1.769877411425113678e-02 3.044362552464008331e-02 2.590186521410942078e-02 2.473034150898456573e-02 5.442467331886291504e-02 5.995699204504489899e-03 5.933606065809726715e-03 1.119618210941553116e-02 1.766248978674411774e-02 1.915798336267471313e-02 7.192491739988327026e-02 5.226770415902137756e-02 2.408970296382904053e-01 1.147975027561187744e-01 4.395687952637672424e-02 1.922889426350593567e-02 1.307587623596191406e-01 1.565262228250503540e-01 5.917991325259208679e-02 7.305277045816183090e-03 8.057092316448688507e-03 1.182333938777446747e-02 1.147162448614835739e-02 8.290120400488376617e-03 3.401496261358261108e-02 3.520485758781433105e-02 1.386985648423433304e-02 1.109827682375907898e-02 1.317695342004299164e-02 1.533999890089035034e-01 1.443092245608568192e-02
4.427541792392730713e-02 9.429946541786193848e-02 2.269280105829238892e-01 2.970264256000518799e-01 4.223678112030029297e-01 2.356224507093429565e-01 1.794064193964004517e-01 9.769684672355651855e-01 9.795778393745422363e-01 9.721688628196716309e-01 1.345692276954650879e-01 7.756660133600234985e-02 4.683369100093841553e-01 4.441105127334594727e-01 6.947870552539825439e-02 1.674961857497692108e-02 1.199621148407459259e-02 6.426065694540739059e-03 8.183779194951057434e-03 1.738238334655761719e-02 1.051732338964939117e-02 1.237179432064294815e-02 1.551289297640323639e-02 2.068506553769111633e-02 1.982998102903366089e-02 1.772302947938442230e-02 1.786941476166248322e-02 1.349400263279676437e-02 1.449750829488039017e-02 2.256510592997074127e-02 3.822663053870201111e-02 1.478819269686937332e-02 2.872156351804733276e-02 3.296574950218200684e-02 3.841953724622726440e-02 5.417608842253684998e-02 6.018386408686637878e-02 1.371880322694778442e-01 2.429935634136199951e-01 1.652174890041351318e-01 9.778331965208053589e-02 1.910794526338577271e-01 2.200940847396850586e-01 9.699427336454391479e-02 1.026854943484067917e-02 1.231166440993547440e-02 1.236255653202533722e-02 1.226956397294998169e-02 9.823087602853775024e-03 3.124845772981643677e-02 1.826162450015544891e-02 7.398499175906181335e-03 7.207532413303852081e-03 8.295316249132156372e-03 4.533700272440910339e-02 9.358754381537437439e-03
2.795062065124511719e-01 9.542261809110641479e-02 1.763243824243545532e-01 2.913733422756195068e-01 3.492128551006317139e-01 7.218859344720840454e-02 6.769576668739318848e-02 9.334949851036071777e-01 9.290745854377746582e-01 9.504467844963073730e-01 2.291596680879592896e-01 8.684943616390228271e-02 3.853731155395507812e-01 2.824347913265228271e-01 6.277066469192504883e-02 1.933909766376018524e-02 2.292380668222904205e-02 1.281085517257452011e-02 3.291863948106765747e-02 1.594025455415248871e-02 1.814844086766242981e-02 9.778393432497978210e-03 1.001754682511091232e-02 6.532168481498956680e-03 1.600584946572780609e-02 2.374998107552528381e-02 1.691279560327529907e-02 5.324227362871170044e-02 3.030861541628837585e-02 5.228089913725852966e-02 1.962547376751899719e-02 8.419691585004329681e-03 1.460327953100204468e-02 2.216642908751964569e-02 2.349973842501640320e-02 4.222823306918144226e-02 3.008248098194599152e-02 7.680433243513107300e-02 2.255392074584960938e-01 1.139686554670333862e-01 2.348241768777370453e-02 9.426765888929367065e-02 5.316415056586265564e-02 2.130630984902381897e-02 9.199520573019981384e-03 1.291441079229116440e-02 1.355899777263402939e-02 1.189922448247671127e-02 9.362424723803997040e-03 4.894845560193061829e-02 2.388923428952693939e-02 1.747287064790725708e-02 6.495995447039604187e-03 5.574041511863470078e-03 1.877154856920242310e-01 9.201550856232643127e-03
2.107051312923431396e-01 2.685634493827819824e-01 1.972547024488449097e-01 4.000402987003326416e-01 3.601392507553100586e-01 1.369845867156982422e-01 5.997354909777641296e-02 9.398033618927001953e-01 9.682503342628479004e-01 9.369693398475646973e-01 8.506431430578231812e-02 2.987323142588138580e-02 3.731205165386199951e-01 3.408908247947692871e-01 3.702374920248985291e-02 9.112974628806114197e-03 4.594240803271532059e-03 4.472068045288324356e-03 1.223202515393495560e-02 3.247437998652458191e-02 1.560949999839067459e-02 2.081890590488910675e-02 1.449224259704351425e-02 2.291324548423290253e-02 2.244581282138824463e-02 4.640277475118637085e-02 2.418839186429977417e-02 1.770495809614658356e-02 3.910219296813011169e-02 2.411958202719688416e-02 1.081723440438508987e-02 1.169608999043703079e-02 1.860619522631168365e-02 1.997732184827327728e-02 2.725387364625930786e-02 5.870247259736061096e-02 4.375099763274192810e-02 1.960142105817794800e-01 1.208827346563339233e-01 7.297718524932861328e-02 5.871361121535301208e-02 1.478378921747207642e-01 2.410073280334472656e-01 1.889771670103073120e-01 7.627325132489204407e-03 4.152943380177021027e-03 6.104611326009035110e-03 6.008141674101352692e-03 7.860852405428886414e-03 9.770008735358715057e-03 9.565424174070358276e-03 1.183908805251121521e-02 1.167218759655952454e-02 1.232599001377820969e-02 1.046401336789131165e-01 1.348786707967519760e-02
3.630486130714416504e-02 6.016695499420166016e-02 1.778213381767272949e-01 2.254649400711059570e-01 2.104959934949874878e-01 7.037384808063507080e-02 5.703622475266456604e-02 9.129587411880493164e-01 9.738830924034118652e-01 9.639540910720825195e-01 1.058953329920768738e-01 1.387086603790521622e-02 3.691105842590332031e-01 1.214350089430809021e-01 1.530518382787704468e-02 5.625867284834384918e-03 5.694842897355556488e-03 5.638469010591506958e-03 7.223973050713539124e-03 7.234815042465925217e-03 5.605268757790327072e-03 4.451554734259843826e-03 8.830470032989978790e-03 9.666778147220611572e-03 1.223323028534650803e-02 1.721617393195629120e-02 1.340352091938257217e-02 1.045612543821334839e-01 2.901351638138294220e-02 4.068845883011817932e-02 2.090164087712764740e-02 1.415952108800411224e-02 2.296018041670322418e-02 2.465407364070415497e-02 3.035373240709304810e-02 3.105443902313709259e-02 1.782237738370895386e-02 3.194287791848182678e-02 4.525766521692276001e-02 3.116853162646293640e-02 2.757980115711688995e-02 2.384424395859241486e-02 2.526632882654666901e-02 8.910836651921272278e-03 1.161677669733762741e-02 6.674012634903192520e-03 6.489646621048450470e-03 6.001840811222791672e-03 5.493409931659698486e-03 1.512726116925477982e-02 1.701630838215351105e-02 8.860968053340911865e-03 5.036981310695409775e-03 5.369292572140693665e-03 5.134239420294761658e-02 9.032733738422393799e-03
