1.087409481406211853e-01 5.860962271690368652e-01 7.650907635688781738e-01 6.955206394195556641e-01 2.957164049148559570e-01 3.837154805660247803e-01 9.629159420728683472e-02 1.975716277956962585e-02 2.150821685791015625e-02 8.390643633902072906e-03 3.142408654093742371e-02 3.681172803044319153e-02 2.427391149103641510e-02 2.603595145046710968e-02 2.201126329600811005e-02 1.692396961152553558e-02 7.228423375636339188e-03 1.037968043237924576e-02 6.235266104340553284e-02 4.358392953872680664e-02 2.392465472221374512e-01 1.500357687473297119e-01 1.093356236815452576e-01 1.463017016649246216e-01 2.097826078534126282e-02 2.311757206916809082e-02 2.306720986962318420e-02 2.293673343956470490e-02 3.485252335667610168e-02 1.027211248874664307e-01 1.868302561342716217e-02 1.879900880157947540e-02 3.045383654534816742e-02 3.074136003851890564e-02 1.344921253621578217e-02 1.160434447228908539e-02 4.929784685373306274e-03 5.437356419861316681e-03 1.530298404395580292e-02 9.591958671808242798e-02 8.282520622014999390e-02 4.026094079017639160e-02 4.577057063579559326e-02 3.639076650142669678e-02 3.019896149635314941e-01 1.927990168333053589e-01 3.769299089908599854e-01 5.363348126411437988e-01 6.434184312820434570e-01 5.290229320526123047e-01 7.278547883033752441e-01 7.770908474922180176e-01 1.986895874142646790e-02 7.729359865188598633e-01 8.151455521583557129e-01 5.895577073097229004e-01 7.328359484672546387e-01 7.553675770759582520e-01 7.628228068351745605e-01 7.292138338088989258e-01 3.260945677757263184e-01 4.998935759067535400e-02 3.773036226630210876e-02 2.307236194610595703e-02 2.212738059461116791e-02 2.481252141296863556e-02 2.129299007356166840e-02 2.454571798443794250e-02 2.221825346350669861e-02 3.713651001453399658e-02 3.977832570672035217e-02 3.858261182904243469e-02 3.455323353409767151e-02 4.720313102006912231e-02 2.179407142102718353e-02 1.921721175312995911e-02 2.548651769757270813e-02
5.529183149337768555e-02 4.281850755214691162e-01 4.370792210102081299e-01 3.346792161464691162e-01 3.839661553502082825e-02 6.133652478456497192e-02 1.987275294959545135e-02 1.840182952582836151e-02 1.145359408110380173e-02 7.870012894272804260e-03 2.062796056270599365e-02 2.766782045364379883e-02 3.603551164269447327e-02 3.928035125136375427e-02 2.740719355642795563e-02 8.473773486912250519e-03 6.201506592333316803e-03 1.122350711375474930e-02 1.781394146382808685e-02 2.813504822552204132e-02 1.767786443233489990e-01 1.133953481912612915e-01 1.245651841163635254e-01 1.711985915899276733e-01 1.850507035851478577e-02 2.501799911260604858e-02 2.604879811406135559e-02 1.972470991313457489e-02 4.650741070508956909e-02 2.168435603380203247e-02 1.192796882241964340e-02 1.119174342602491379e-02 1.316318195313215256e-02 4.447656124830245972e-02 2.254015579819679260e-02 1.819283515214920044e-02 3.118422254920005798e-02 9.902425110340118408e-03 3.197755292057991028e-02 9.499803185462951660e-02 4.927311837673187256e-02 4.149359092116355896e-02 9.262325614690780640e-02 6.412395089864730835e-02 1.636511087417602539e-01 1.104746162891387939e-01 1.559973508119583130e-01 6.614120006561279297e-01 6.172293424606323242e-01 2.836660444736480713e-01 2.541822493076324463e-01 2.490336298942565918e-01 4.468395933508872986e-02 1.749040931463241577e-01 1.892370730638504028e-01 2.550768852233886719e-01 3.751687407493591309e-01 4.448934197425842285e-01 7.767284512519836426e-01 7.089024782180786133e-01 1.669547408819198608e-01 6.344915926456451416e-02 3.670280054211616516e-02 2.360995486378669739e-02 2.977546490728855133e-02 3.402772918343544006e-02 9.535841643810272217e-02 8.389201760292053223e-02 1.382674425840377808e-01 1.430518627166748047e-01 1.359641849994659424e-01 1.914267241954803467e-01 5.746492743492126465e-02 6.600855290889739990e-02 4.064645245671272278e-02 1.705501042306423187e-02 4.488766938447952271e-02
1.029376760125160217e-01 4.625361859798431396e-01 6.086763143539428711e-01 6.739254593849182129e-01 1.325808316469192505e-01 1.448559463024139404e-01 6.049139425158500671e-02 4.501561447978019714e-02 2.838644944131374359e-02 1.513568311929702759e-02 2.626390196382999420e-02 6.008349731564521790e-02 7.664100080728530884e-02 5.626493692398071289e-02 3.399653360247612000e-02 1.762101426720619202e-02 1.223265752196311951e-02 2.145024575293064117e-02 1.381910312920808792e-02 3.586567193269729614e-02 2.007676661014556885e-01 1.029996946454048157e-01 5.753505229949951172e-02 9.493757039308547974e-02 2.468162029981613159e-02 2.264265157282352448e-02 2.303467877209186554e-02 1.912597753107547760e-02 3.197498619556427002e-02 2.937586605548858643e-02 9.772730991244316101e-03 9.387972764670848846e-03 1.090459618717432022e-02 2.508733235299587250e-02 7.445513736456632614e-03 8.061068132519721985e-03 1.494749356061220169e-02 8.820855058729648590e-03 3.109141811728477478e-02 2.047851234674453735e-01 1.843159794807434082e-01 7.248575985431671143e-02 2.177693545818328857e-01 4.741708561778068542e-02 4.933349192142486572e-01 5.331105589866638184e-01 2.075881063938140869e-01 7.525066733360290527e-01 7.631653547286987305e-01 4.714278578758239746e-01 5.178250074386596680e-01 4.249484539031982422e-01 9.539700299501419067e-02 6.371067166328430176e-01 6.898282170295715332e-01 4.072183370590209961e-01 4.992209970951080322e-01 5.516200661659240723e-01 3.321896493434906006e-01 4.860756993293762207e-01 2.780210673809051514e-01 3.206494450569152832e-02 3.779725730419158936e-02 1.655453629791736603e-02 1.441798824816942215e-02 1.100668590515851974e-02 2.770316787064075470e-02 2.226791158318519592e-02 3.801731020212173462e-02 4.848030582070350647e-02 5.866995081305503845e-02 3.546474501490592957e-02 2.362962253391742706e-02 2.576261200010776520e-02 2.028968371450901031e-02 2.167883515357971191e-02 1.519134640693664551e-02
4.276866838335990906e-02 4.336821436882019043e-01 3.615458607673645020e-01 2.621113359928131104e-01 7.633551955223083496e-02 8.174813538789749146e-02 4.098448157310485840e-02 1.971608214080333710e-02 1.648596301674842834e-02 1.649484969675540924e-02 2.701342105865478516e-02 3.072793781757354736e-02 2.311255969107151031e-02 2.291133999824523926e-02 8.916283026337623596e-03 3.309242427349090576e-03 5.054029170423746109e-03 7.901253178715705872e-03 1.624470762908458710e-02 2.524504065513610840e-02 1.947933584451675415e-01 1.688496172428131104e-01 1.676154732704162598e-01 9.537939727306365967e-02 1.463527511805295944e-02 1.156880427151918411e-02 1.599425077438354492e-02 1.691019721329212189e-02 3.554215282201766968e-02 2.115492708981037140e-02 9.073331020772457123e-03 1.023119874298572540e-02 2.540096454322338104e-02 9.345356374979019165e-03 8.479436859488487244e-03 7.334694266319274902e-03 6.104148924350738525e-03 8.178899995982646942e-03 5.352710187435150146e-02 8.954446017742156982e-02 4.000538960099220276e-02 6.558738648891448975e-02 1.918329298496246338e-01 8.342730253934860229e-02 9.639166295528411865e-02 5.922893434762954712e-02 5.387085676193237305e-02 2.311579883098602295e-01 1.821346580982208252e-01 3.085077106952667236e-01 1.448465287685394287e-01 1.147519126534461975e-01 2.522540092468261719e-02 1.668714880943298340e-01 1.510815918445587158e-01 1.887956112623214722e-01 5.224997997283935547e-01 4.398963153362274170e-01 6.134836077690124512e-01 1.938918828964233398e-01 4.721133783459663391e-02 1.758978143334388733e-02 1.451578456908464432e-02 1.757811009883880615e-02 2.282110415399074554e-02 3.113735653460025787e-02 6.425648927688598633e-02 5.741401761770248413e-02 8.110663294792175293e-02 5.764435604214668274e-02 7.852531969547271729e-02 1.019501239061355591e-01 8.666055649518966675e-02 1.052545756101608276e-01 5.139699950814247131e-02 2.656956575810909271e-02 2.998359315097332001e-02
8.531248569488525391e-02 2.621064484119415283e-01 5.032078027725219727e-01 2.203850597143173218e-01 7.229883968830108643e-02 1.083513200283050537e-01 5.683163926005363464e-02 1.973280683159828186e-02 1.941199973225593567e-02 8.859213441610336304e-03 1.614900864660739899e-02 2.424560301005840302e-02 4.802443087100982666e-02 8.525162935256958008e-02 6.621022522449493408e-02 2.353676781058311462e-02 2.170262299478054047e-02 1.842977665364742279e-02 4.311693832278251648e-02 4.158600792288780212e-02 4.266027808189392090e-01 1.116640344262123108e-01 1.651359945535659790e-01 2.659285664558410645e-01 2.872345782816410065e-02 3.452645614743232727e-02 2.542649954557418823e-02 5.765884369611740112e-02 6.480254232883453369e-02 6.458074599504470825e-02 1.815321296453475952e-02 2.532172389328479767e-02 1.576236821711063385e-02 3.891330212354660034e-02 1.976045034825801849e-02 4.278334602713584900e-02 3.474010154604911804e-02 3.991974145174026489e-02 5.869317054748535156e-02 3.124259412288665771e-01 7.585033774375915527e-02 2.066441178321838379e-01 4.210906624794006348e-01 1.317970603704452515e-01 4.590894877910614014e-01 4.036153256893157959e-01 3.594496250152587891e-01 8.333885073661804199e-01 8.704322576522827148e-01 8.041274547576904297e-01 2.875660359859466553e-01 2.997846603393554688e-01 5.164683982729911804e-02 3.719232380390167236e-01 3.389664292335510254e-01 4.763572812080383301e-01 5.392665863037109375e-01 5.624430775642395020e-01 7.170733213424682617e-01 8.550016283988952637e-01 5.040174722671508789e-01 1.052231043577194214e-01 8.627615869045257568e-02 2.408498898148536682e-02 4.600295051932334900e-02 3.927261009812355042e-02 3.030870668590068817e-02 3.226978704333305359e-02 5.248539522290229797e-02 5.315386503934860229e-02 5.537649244070053101e-02 1.046140044927597046e-01 2.282846905291080475e-02 2.200951240956783295e-02 9.198555722832679749e-03 1.031325757503509521e-02 4.130222275853157043e-02
8.755117654800415039e-02 5.998321771621704102e-01 7.262825369834899902e-01 7.590790390968322754e-01 2.317750453948974609e-01 2.798921465873718262e-01 8.492225408554077148e-02 1.951030641794204712e-02 1.890752092003822327e-02 9.060156531631946564e-03 4.664570465683937073e-02 5.526696890592575073e-02 4.368095844984054565e-02 2.542828954756259918e-02 2.388573810458183289e-02 1.667506806552410126e-02 5.428150761872529984e-03 1.180436741560697556e-02 4.502394795417785645e-02 5.181146785616874695e-02 2.455358952283859253e-01 2.292594760656356812e-01 1.334055960178375244e-01 1.656838953495025635e-01 2.231320552527904510e-02 2.081120200455188751e-02 3.015239723026752472e-02 2.510260790586471558e-02 4.132130742073059082e-02 9.003847092390060425e-02 2.515232376754283905e-02 2.363795600831508636e-02 2.591076679527759552e-02 2.286746911704540253e-02 1.828941889107227325e-02 1.518821436911821365e-02 6.022111512720584869e-03 7.637662347406148911e-03 2.723173052072525024e-02 9.536883980035781860e-02 1.139347851276397705e-01 6.002975627779960632e-02 8.867885917425155640e-02 6.260671466588973999e-02 1.488042622804641724e-01 1.110398992896080017e-01 1.980795711278915405e-01 5.373623967170715332e-01 5.944659709930419922e-01 3.635238409042358398e-01 5.455437898635864258e-01 5.838598608970642090e-01 2.535545080900192261e-02 7.920857667922973633e-01 7.833526730537414551e-01 6.564175486564636230e-01 6.873615384101867676e-01 7.182765603065490723e-01 7.870005369186401367e-01 7.719172835350036621e-01 3.417263031005859375e-01 4.149049893021583557e-02 3.093971870839595795e-02 2.922133728861808777e-02 2.289999462664127350e-02 2.978470176458358765e-02 2.917305938899517059e-02 3.979555517435073853e-02 2.769125439226627350e-02 4.114205390214920044e-02 4.325566068291664124e-02 4.570517688989639282e-02 4.260062798857688904e-02 5.619842186570167542e-02 2.134727500379085541e-02 2.119312435388565063e-02 3.140422701835632324e-02
4.619719460606575012e-02 4.693897068500518799e-01 5.688952207565307617e-01 2.838340401649475098e-01 4.711323976516723633e-02 9.201967716217041016e-02 3.527363017201423645e-02 2.120138891041278839e-02 2.237469330430030823e-02 1.163292210549116135e-02 2.214024402201175690e-02 3.123876079916954041e-02 4.493519663810729980e-02 6.093350797891616821e-02 2.799331024289131165e-02 1.051466353237628937e-02 9.711768478155136108e-03 1.367914676666259766e-02 1.950950920581817627e-02 4.528342187404632568e-02 2.594830691814422607e-01 1.215969249606132507e-01 1.041222363710403442e-01 2.224154770374298096e-01 1.842378824949264526e-02 3.140547871589660645e-02 2.954040467739105225e-02 1.859975978732109070e-02 2.643418684601783752e-02 3.137746453285217285e-02 1.419835817068815231e-02 1.385082490742206573e-02 1.753201521933078766e-02 4.567745700478553772e-02 2.454373799264431000e-02 2.217198535799980164e-02 2.318366616964340210e-02 2.346782386302947998e-02 4.838752374053001404e-02 1.066221445798873901e-01 4.597307741641998291e-02 4.797453433275222778e-02 1.789048016071319580e-01 5.287441983819007874e-02 1.982859969139099121e-01 1.345780640840530396e-01 1.449357122182846069e-01 6.012014150619506836e-01 5.764082074165344238e-01 3.258269429206848145e-01 3.423734307289123535e-01 2.778444290161132812e-01 4.217831045389175415e-02 2.572730183601379395e-01 2.993928194046020508e-01 3.201712965965270996e-01 4.865670204162597656e-01 4.478459656238555908e-01 7.817662358283996582e-01 6.714134812355041504e-01 2.466183900833129883e-01 6.942420452833175659e-02 5.657597258687019348e-02 3.033255413174629211e-02 5.182773992419242859e-02 5.049577727913856506e-02 7.924808561801910400e-02 1.020117551088333130e-01 1.256614625453948975e-01 1.537718176841735840e-01 1.827206015586853027e-01 1.997855454683303833e-01 6.793639063835144043e-02 5.271673202514648438e-02 3.211766853928565979e-02 1.800854690372943878e-02 5.657190084457397461e-02
8.809722214937210083e-02 3.534373044967651367e-01 6.019634008407592773e-01 5.400727987289428711e-01 8.237710595130920410e-02 2.030735909938812256e-01 6.808376312255859375e-02 3.380808979272842407e-02 3.206472471356391907e-02 2.175101637840270996e-02 2.310153283178806305e-02 3.269439935684204102e-02 4.794753342866897583e-02 4.437521472573280334e-02 1.820554770529270172e-02 1.641141995787620544e-02 1.603614911437034607e-02 2.295090258121490479e-02 2.750340476632118225e-02 5.170220881700515747e-02 1.607861518859863281e-01 8.105680346488952637e-02 6.241508945822715759e-02 9.862340986728668213e-02 1.937159895896911621e-02 1.182265300303697586e-02 1.460878271609544754e-02 2.807153016328811646e-02 4.009702056646347046e-02 3.811044618487358093e-02 1.364138443022966385e-02 1.512975431978702545e-02 1.166760642081499100e-02 2.979762293398380280e-02 5.046400707215070724e-03 9.617710486054420471e-03 1.549549959599971771e-02 1.449946966022253036e-02 2.543161995708942413e-02 2.680987417697906494e-01 2.391184419393539429e-01 8.820217847824096680e-02 2.057537436485290527e-01 4.010730981826782227e-02 6.178510189056396484e-01 6.712319254875183105e-01 3.124207854270935059e-01 6.675521731376647949e-01 7.668133378028869629e-01 5.559559464454650879e-01 6.490735411643981934e-01 7.283611893653869629e-01 6.388649344444274902e-02 7.958210706710815430e-01 7.139349579811096191e-01 3.157038390636444092e-01 5.501926541328430176e-01 3.797951936721801758e-01 5.378034710884094238e-01 6.703889966011047363e-01 2.709535062313079834e-01 4.842622578144073486e-02 4.184344038367271423e-02 1.971791870892047882e-02 1.889576949179172516e-02 1.674176007509231567e-02 2.342702448368072510e-02 1.757984794676303864e-02 3.590600192546844482e-02 4.271307587623596191e-02 8.388709276914596558e-02 3.811112791299819946e-02 2.535145170986652374e-02 3.106564842164516449e-02 2.279490232467651367e-02 2.201471850275993347e-02 1.705895364284515381e-02
2.291733957827091217e-02 2.259103953838348389e-01 2.828865945339202881e-01 1.525416523218154907e-01 5.611886829137802124e-02 3.161859884858131409e-02 2.029954083263874054e-02 1.563961245119571686e-02 1.446166168898344040e-02 1.112031005322933197e-02 1.358513999730348587e-02 2.041456103324890137e-02 1.962176337838172913e-02 1.284371502697467804e-02 1.279369927942752838e-02 3.131668083369731903e-03 5.885773804038763046e-03 6.476406473666429520e-03 1.005411054939031601e-02 1.889967732131481171e-02 1.450545042753219604e-01 1.143586039543151855e-01 8.577016741037368774e-02 1.181928664445877075e-01 1.250368077307939529e-02 9.136962704360485077e-03 8.674981072545051575e-03 1.616847515106201172e-02 2.997354790568351746e-02 2.108385227620601654e-02 7.347450125962495804e-03 7.374773733317852020e-03 1.518939249217510223e-02 6.202485412359237671e-03 5.254532676190137863e-03 1.269597467035055161e-02 8.282017894089221954e-03 8.648886345326900482e-03 6.786284595727920532e-02 4.959417134523391724e-02 3.973571211099624634e-02 6.433113664388656616e-02 2.025300562381744385e-01 5.841922387480735779e-02 5.931004509329795837e-02 3.697814047336578369e-02 4.510160163044929504e-02 2.405700683593750000e-01 2.754690349102020264e-01 2.029596865177154541e-01 1.552595794200897217e-01 9.933593869209289551e-02 2.211277745664119720e-02 1.263698339462280273e-01 1.440306007862091064e-01 2.083405107259750366e-01 3.445592820644378662e-01 3.315984904766082764e-01 6.160264015197753906e-01 2.030830383300781250e-01 3.270794078707695007e-02 2.174268476665019989e-02 1.009690389037132263e-02 1.387551054358482361e-02 1.466313935816287994e-02 2.805763296782970428e-02 5.865098163485527039e-02 4.333749040961265564e-02 6.481149047613143921e-02 5.639342218637466431e-02 8.206008374691009521e-02 1.092250645160675049e-01 9.320127964019775391e-02 8.810333162546157837e-02 6.158201023936271667e-02 2.567216008901596069e-02 2.761690504848957062e-02
1.150257363915443420e-01 2.235670387744903564e-01 5.460762977600097656e-01 4.268495142459869385e-01 1.362632960081100464e-01 2.222947776317596436e-01 7.815345376729965210e-02 2.691354602575302124e-02 2.259902097284793854e-02 1.196731533855199814e-02 2.025578729808330536e-02 1.985295116901397705e-02 5.456641316413879395e-02 5.650717765092849731e-02 5.355179309844970703e-02 2.047732286155223846e-02 1.891115307807922363e-02 2.480424381792545319e-02 2.627120912075042725e-02 2.650904282927513123e-02 3.668978512287139893e-01 1.309318840503692627e-01 1.386482119560241699e-01 2.264323383569717407e-01 2.757877111434936523e-02 3.300167992711067200e-02 2.582699991762638092e-02 3.336940333247184753e-02 5.830423533916473389e-02 6.133815646171569824e-02 2.030620351433753967e-02 1.996900700032711029e-02 1.914235390722751617e-02 2.664711140096187592e-02 1.354226097464561462e-02 3.800116479396820068e-02 4.000066965818405151e-02 3.639932721853256226e-02 5.346338450908660889e-02 2.500891983509063721e-01 9.470116347074508667e-02 1.542467176914215088e-01 4.349828064441680908e-01 1.460218876600265503e-01 3.142410218715667725e-01 4.578782021999359131e-01 4.333531260490417480e-01 8.681503534317016602e-01 8.526006937026977539e-01 8.902487158775329590e-01 3.708279132843017578e-01 3.858757913112640381e-01 4.318810999393463135e-02 4.963090717792510986e-01 5.096082091331481934e-01 5.074963569641113281e-01 6.192659139633178711e-01 7.715619206428527832e-01 7.826915383338928223e-01 8.877419829368591309e-01 4.588619172573089600e-01 1.188123226165771484e-01 8.918791264295578003e-02 2.849229238927364349e-02 2.864619903266429901e-02 3.661159798502922058e-02 5.507912486791610718e-02 5.014997348189353943e-02 6.599403172731399536e-02 4.228243976831436157e-02 4.535632953047752380e-02 7.220625877380371094e-02 1.550036668777465820e-02 1.728538051247596741e-02 7.458447478711605072e-03 1.280886586755514145e-02 3.565225377678871155e-02
