3.620504736900329590e-01 3.148765265941619873e-01 3.419172763824462891e-01 1.339070796966552734e-01 2.583280503749847412e-01 1.180054992437362671e-01 2.940337359905242920e-01 5.018556714057922363e-01 4.844398498535156250e-01 1.637728810310363770e-01 3.122923374176025391e-01 1.024992465972900391e-01 6.984515190124511719e-01 6.393146514892578125e-01 4.909876286983489990e-01 2.029774487018585205e-01 1.820744127035140991e-01 3.508942425251007080e-01 3.407618105411529541e-01 5.675839185714721680e-01 7.710820436477661133e-01 8.762442469596862793e-01 9.610801935195922852e-01 9.847101569175720215e-01 9.239905476570129395e-01 8.554946780204772949e-01 9.778613448143005371e-01 5.208241939544677734e-01 1.546205133199691772e-01 8.203110843896865845e-02 1.033931300044059753e-01 1.153380423784255981e-01 4.169340431690216064e-02 5.504911765456199646e-02 5.682859569787979126e-02
1.644240766763687134e-01 2.644265890121459961e-01 2.795690000057220459e-01 2.078342735767364502e-01 2.160294353961944580e-01 2.061529010534286499e-01 5.809526443481445312e-01 3.992702066898345947e-01 6.202363371849060059e-01 3.258508145809173584e-01 1.375710517168045044e-01 3.753866255283355713e-01 4.642102420330047607e-01 7.697174549102783203e-01 2.862356305122375488e-01 1.152975484728813171e-01 1.628045588731765747e-01 1.648695468902587891e-01 1.316803544759750366e-01 3.688717484474182129e-01 2.389415502548217773e-01 3.467782735824584961e-01 6.717281341552734375e-01 8.258858323097229004e-01 5.980505943298339844e-01 5.141002535820007324e-01 8.439363837242126465e-01 5.946223735809326172e-01 1.362981498241424561e-01 6.190961226820945740e-02 1.373570412397384644e-01 7.289817929267883301e-02 8.979335427284240723e-02 1.157492846250534058e-01 4.667168483138084412e-02
2.468931078910827637e-01 2.455553859472274780e-01 3.275695145130157471e-01 1.998818367719650269e-01 2.852630317211151123e-01 1.068497151136398315e-01 2.944650948047637939e-01 5.667217373847961426e-01 6.308298110961914062e-01 4.838723838329315186e-01 6.223253607749938965e-01 4.601223170757293701e-01 5.940361022949218750e-01 7.811369895935058594e-01 3.479903042316436768e-01 8.343277126550674438e-02 1.534474045038223267e-01 1.106019541621208191e-01 1.176169216632843018e-01 6.039842963218688965e-01 7.436532378196716309e-01 9.168812632560729980e-01 9.490174055099487305e-01 8.559920191764831543e-01 7.348336577415466309e-01 7.497887015342712402e-01 9.121144413948059082e-01 8.025496006011962891e-01 2.787596583366394043e-01 1.377142369747161865e-01 1.925130486488342285e-01 1.793106645345687866e-01 8.830103278160095215e-02 7.770171016454696655e-02 4.536744579672813416e-02
7.510787248611450195e-02 1.012801304459571838e-01 1.053193956613540649e-01 8.744101226329803467e-02 1.740142554044723511e-01 7.943397760391235352e-02 4.295045435428619385e-01 7.204908132553100586e-01 4.260089099407196045e-01 1.517884731292724609e-01 9.454309195280075073e-02 1.717395931482315063e-01 3.413137793540954590e-01 5.478581786155700684e-01 6.972228735685348511e-02 4.772480204701423645e-02 3.485145792365074158e-02 4.814680293202400208e-02 5.173385515809059143e-02 3.268967866897583008e-01 8.063568472862243652e-01 6.823105216026306152e-01 8.551344275474548340e-01 8.994075655937194824e-01 8.437716364860534668e-01 8.882330656051635742e-01 9.622372388839721680e-01 4.793554842472076416e-01 1.230348423123359680e-01 6.282186508178710938e-02 8.009100705385208130e-02 6.378933787345886230e-02 5.381010472774505615e-02 6.626052409410476685e-02 5.969427525997161865e-02
1.728039979934692383e-01 3.320567011833190918e-01 3.894457519054412842e-01 1.966738402843475342e-01 3.463107049465179443e-01 2.286604493856430054e-01 5.691429376602172852e-01 7.096314430236816406e-01 7.419609427452087402e-01 4.325036406517028809e-01 1.050240769982337952e-01 4.476167261600494385e-01 1.798524856567382812e-01 4.891461431980133057e-01 2.234876304864883423e-01 7.034029811620712280e-02 2.082926034927368164e-01 1.944382339715957642e-01 2.483171075582504272e-01 7.062739729881286621e-01 7.776929140090942383e-01 7.728748917579650879e-01 8.547165393829345703e-01 8.897452354431152344e-01 7.826664447784423828e-01 7.690309882164001465e-01 9.711970686912536621e-01 2.942920327186584473e-01 4.421468824148178101e-02 4.220075905323028564e-02 9.302376955747604370e-02 4.181433096528053284e-02 2.722122520208358765e-02 2.860427647829055786e-02 3.137311711907386780e-02
2.807139754295349121e-01 2.378908991813659668e-01 3.601464033126831055e-01 1.085755154490470886e-01 2.362830489873886108e-01 1.330488175153732300e-01 2.801619172096252441e-01 4.258381426334381104e-01 5.062216520309448242e-01 9.267927706241607666e-02 2.846605479717254639e-01 1.023154631257057190e-01 5.631818175315856934e-01 4.750602245330810547e-01 4.004654884338378906e-01 1.448047012090682983e-01 1.501136720180511475e-01 2.608252465724945068e-01 2.399263381958007812e-01 5.478041172027587891e-01 8.095668554306030273e-01 7.881719470024108887e-01 9.340325593948364258e-01 9.750005006790161133e-01 9.106781482696533203e-01 8.770148158073425293e-01 9.641829729080200195e-01 6.445550918579101562e-01 1.499773561954498291e-01 8.374406397342681885e-02 1.778711080551147461e-01 7.990203052759170532e-02 5.122118815779685974e-02 5.490698292851448059e-02 5.959542468190193176e-02
1.879315525293350220e-01 2.573119401931762695e-01 2.286685854196548462e-01 1.980577558279037476e-01 2.187809646129608154e-01 2.150606364011764526e-01 6.539891958236694336e-01 5.029379725456237793e-01 5.760910511016845703e-01 4.575717449188232422e-01 1.564845442771911621e-01 3.305665552616119385e-01 5.126640796661376953e-01 7.507934570312500000e-01 2.971382141113281250e-01 1.373958289623260498e-01 1.850501298904418945e-01 1.737003028392791748e-01 1.138368099927902222e-01 3.653675615787506104e-01 2.677960395812988281e-01 3.584048151969909668e-01 5.339965820312500000e-01 8.168439865112304688e-01 5.132995247840881348e-01 4.723570644855499268e-01 9.078078866004943848e-01 5.872032642364501953e-01 1.835088282823562622e-01 7.838501781225204468e-02 1.737030148506164551e-01 6.745880097150802612e-02 6.897737830877304077e-02 1.245370432734489441e-01 4.693655297160148621e-02
2.209943830966949463e-01 2.813211977481842041e-01 3.611551523208618164e-01 1.085061877965927124e-01 1.966927200555801392e-01 1.019346937537193298e-01 3.056132495403289795e-01 5.190609097480773926e-01 4.734991192817687988e-01 4.259068369865417480e-01 4.496001303195953369e-01 2.757627367973327637e-01 6.912479996681213379e-01 8.282919526100158691e-01 4.083527326583862305e-01 5.616939440369606018e-02 1.642965078353881836e-01 8.523485809564590454e-02 1.291362345218658447e-01 4.371572136878967285e-01 7.198855876922607422e-01 8.504204154014587402e-01 9.359284639358520508e-01 8.654456734657287598e-01 8.317791223526000977e-01 8.740763068199157715e-01 9.166635274887084961e-01 7.303513884544372559e-01 1.975817382335662842e-01 1.045262515544891357e-01 1.932071000337600708e-01 1.295650750398635864e-01 5.844859778881072998e-02 7.778109610080718994e-02 4.010985791683197021e-02
6.202760338783264160e-02 1.195074170827865601e-01 1.098360195755958557e-01 6.899810582399368286e-02 1.265397220849990845e-01 8.694569021463394165e-02 5.242246985435485840e-01 7.206176519393920898e-01 4.475757479667663574e-01 1.766147464513778687e-01 1.139178425073623657e-01 1.852061599493026733e-01 3.462452888488769531e-01 4.313384592533111572e-01 2.054531127214431763e-01 6.351832300424575806e-02 1.311502903699874878e-01 1.434071213006973267e-01 9.662466496229171753e-02 3.308579623699188232e-01 7.372954487800598145e-01 5.982449054718017578e-01 7.281479835510253906e-01 8.309505581855773926e-01 8.132551312446594238e-01 9.393315315246582031e-01 9.405735731124877930e-01 5.210005640983581543e-01 1.048766374588012695e-01 6.737875938415527344e-02 1.169787794351577759e-01 9.139705449342727661e-02 1.029339507222175598e-01 8.517202734947204590e-02 5.429482087492942810e-02
1.698319911956787109e-01 3.494879305362701416e-01 3.043721020221710205e-01 2.100911438465118408e-01 3.075651526451110840e-01 2.320551425218582153e-01 5.412878990173339844e-01 8.077209591865539551e-01 6.958532929420471191e-01 5.632565021514892578e-01 1.008094251155853271e-01 3.697944581508636475e-01 1.495689749717712402e-01 7.297029495239257812e-01 4.599116444587707520e-01 6.327997893095016479e-02 2.384350299835205078e-01 3.070708811283111572e-01 1.597323864698410034e-01 7.257356047630310059e-01 8.228669166564941406e-01 8.520966768264770508e-01 8.754277825355529785e-01 9.200480580329895020e-01 8.573979139328002930e-01 7.264918088912963867e-01 9.680826067924499512e-01 3.095376491546630859e-01 1.052320152521133423e-01 3.820884227752685547e-02 9.427133947610855103e-02 7.146719843149185181e-02 3.324846550822257996e-02 2.761950157582759857e-02 3.060740046203136444e-02
