6.340555846691131592e-03 5.585163831710815430e-03 9.635062888264656067e-03 2.059599012136459351e-02 7.714543491601943970e-02 2.302220463752746582e-01 1.509941220283508301e-01 2.222812920808792114e-01 5.425966382026672363e-01 8.461719155311584473e-01 8.924282789230346680e-01 8.575136661529541016e-01 9.272910952568054199e-01 9.098663330078125000e-01 7.171973586082458496e-01 8.299131989479064941e-01 6.043538451194763184e-01 6.712613701820373535e-01 6.432937979698181152e-01 5.255439281463623047e-01 5.021116137504577637e-01 3.912315964698791504e-01 7.480324506759643555e-01 7.949010133743286133e-01 8.881902694702148438e-01 6.249624490737915039e-01 6.717686057090759277e-01 4.242954552173614502e-01 3.610707521438598633e-01 7.515786290168762207e-01 6.406176686286926270e-01 3.657796084880828857e-01 4.906484186649322510e-01 5.849262475967407227e-01 3.090690374374389648e-01 6.652908325195312500e-01 4.343957602977752686e-01 2.765343487262725830e-01 3.553541600704193115e-01 9.973530471324920654e-02 3.910967409610748291e-01 3.302497267723083496e-01 1.411560326814651489e-01 3.203949332237243652e-01 1.577784419059753418e-01 1.876420080661773682e-01 2.026426494121551514e-01 4.402052164077758789e-01 2.182846218347549438e-01 3.125004768371582031e-01 2.712765634059906006e-01 4.545580446720123291e-01 2.600755393505096436e-01 4.648921191692352295e-01 2.424715906381607056e-01 3.183220326900482178e-01 2.173297107219696045e-01 7.627774775028228760e-02 6.516920775175094604e-02
1.155497413128614426e-02 2.213893271982669830e-02 3.100468590855598450e-02 1.928752288222312927e-02 1.319005191326141357e-01 3.057060539722442627e-01 2.184706479310989380e-01 3.154547214508056641e-01 7.020151019096374512e-01 9.144049882888793945e-01 8.486531376838684082e-01 7.033808231353759766e-01 9.510357379913330078e-01 9.437316656112670898e-01 7.945920228958129883e-01 9.335345625877380371e-01 5.194435119628906250e-01 5.921816229820251465e-01 6.306754946708679199e-01 4.091762900352478027e-01 4.815113842487335205e-01 2.046557068824768066e-01 2.867802083492279053e-01 2.274513989686965942e-01 4.528512656688690186e-01 3.704553842544555664e-01 4.436851739883422852e-01 2.873152792453765869e-01 2.395119816064834595e-01 4.642057418823242188e-01 3.055593967437744141e-01 3.001615107059478760e-01 2.154526114463806152e-01 4.828776121139526367e-01 3.111742138862609863e-01 5.694500207901000977e-01 3.721448481082916260e-01 1.885925680398941040e-01 1.034661084413528442e-01 7.718537747859954834e-02 9.178569912910461426e-02 9.597680717706680298e-02 9.493599832057952881e-02 8.468375355005264282e-02 3.212206438183784485e-02 4.300627484917640686e-02 1.207335963845252991e-01 2.640425264835357666e-01 1.790378987789154053e-01 1.189755499362945557e-01 8.903598040342330933e-02 2.989782989025115967e-01 2.161767482757568359e-01 3.417668938636779785e-01 3.752048313617706299e-01 6.301167607307434082e-01 6.690467000007629395e-01 9.988424181938171387e-02 5.024087429046630859e-02
1.389754842966794968e-02 1.853228360414505005e-02 1.872116327285766602e-02 5.768766999244689941e-02 1.781214028596878052e-01 3.081187307834625244e-01 2.591073513031005859e-01 2.471687495708465576e-01 5.671391487121582031e-01 7.717257738113403320e-01 7.604096531867980957e-01 8.434289097785949707e-01 9.175944328308105469e-01 8.565010428428649902e-01 4.468668103218078613e-01 6.194012165069580078e-01 2.578204870223999023e-01 4.745367467403411865e-01 5.893676877021789551e-01 4.512479305267333984e-01 5.109996795654296875e-01 1.899044662714004517e-01 7.271272540092468262e-01 4.176051020622253418e-01 4.501678645610809326e-01 4.275877475738525391e-01 1.285631060600280762e-01 1.260499209165573120e-01 1.421556323766708374e-01 3.399223089218139648e-01 2.102697044610977173e-01 3.246428072452545166e-01 1.498471796512603760e-01 2.629387676715850830e-01 2.267444580793380737e-01 4.564889371395111084e-01 4.498035609722137451e-01 1.774580180644989014e-01 1.389131546020507812e-01 6.457640975713729858e-02 7.899362593889236450e-02 1.219735965132713318e-01 5.590384453535079956e-02 9.484499692916870117e-02 1.486183255910873413e-01 1.253688931465148926e-01 9.557400643825531006e-02 1.255686879158020020e-01 1.075559780001640320e-01 2.300381958484649658e-01 2.124792784452438354e-01 5.406816601753234863e-01 4.386940598487854004e-01 6.631577014923095703e-01 3.355894684791564941e-01 3.427758514881134033e-01 2.542115449905395508e-01 1.512956470251083374e-01 9.080053120851516724e-02
1.302729360759258270e-02 1.958510093390941620e-02 2.935277111828327179e-02 3.281953930854797363e-02 1.205106824636459351e-01 1.178681179881095886e-01 1.044471859931945801e-01 1.679961383342742920e-01 5.225856900215148926e-01 8.363549709320068359e-01 7.930838465690612793e-01 7.191802859306335449e-01 9.422366023063659668e-01 9.305337071418762207e-01 8.373883962631225586e-01 9.355569481849670410e-01 4.810205698013305664e-01 4.517850279808044434e-01 4.657102525234222412e-01 6.218830943107604980e-01 7.566330432891845703e-01 3.280734121799468994e-01 5.681264996528625488e-01 4.532682299613952637e-01 5.722501277923583984e-01 4.955175220966339111e-01 4.721181690692901611e-01 1.081253886222839355e-01 3.368679583072662354e-01 3.801802694797515869e-01 3.366441428661346436e-01 3.774236142635345459e-01 2.684188187122344971e-01 2.829489409923553467e-01 3.306366801261901855e-01 5.390356183052062988e-01 5.432954430580139160e-01 3.162662684917449951e-01 2.222532629966735840e-01 1.272372156381607056e-01 2.084524929523468018e-01 1.495143026113510132e-01 1.669713556766510010e-01 1.902881711721420288e-01 1.000926196575164795e-01 1.870345920324325562e-01 8.131465315818786621e-02 2.872231602668762207e-01 2.261745333671569824e-01 2.877230942249298096e-01 3.363638520240783691e-01 3.444983661174774170e-01 2.106121778488159180e-01 2.141132503747940063e-01 1.645334810018539429e-01 2.300122678279876709e-01 1.968898773193359375e-01 4.355138167738914490e-02 2.883004955947399139e-02
1.356226950883865356e-02 1.147106196731328964e-02 1.627803966403007507e-02 2.727761119604110718e-02 1.299894452095031738e-01 2.263287007808685303e-01 1.466262638568878174e-01 2.970255613327026367e-01 5.097832083702087402e-01 8.033657670021057129e-01 7.807036638259887695e-01 6.382087469100952148e-01 9.407084584236145020e-01 6.849110126495361328e-01 6.015610694885253906e-01 5.954697132110595703e-01 6.165336966514587402e-01 6.703006029129028320e-01 3.674847483634948730e-01 5.264282226562500000e-01 8.140018582344055176e-01 4.175642132759094238e-01 7.020677924156188965e-01 3.826651275157928467e-01 6.979442238807678223e-01 6.973813772201538086e-01 5.078385472297668457e-01 3.578256964683532715e-01 4.816273748874664307e-01 4.901429414749145508e-01 2.529721260070800781e-01 3.903018236160278320e-01 3.433494865894317627e-01 3.996389508247375488e-01 1.195603311061859131e-01 2.668701112270355225e-01 4.009414613246917725e-01 1.666146814823150635e-01 1.150156185030937195e-01 3.433592244982719421e-02 3.749873861670494080e-02 6.396353244781494141e-02 8.047331869602203369e-02 8.186575770378112793e-02 3.420179337263107300e-02 8.215972036123275757e-02 2.064992189407348633e-01 1.236039102077484131e-01 1.766446381807327271e-01 2.075726985931396484e-01 1.664503514766693115e-01 2.513344585895538330e-01 3.927438557147979736e-01 8.353798389434814453e-01 4.781134128570556641e-01 6.289452910423278809e-01 6.909289956092834473e-01 1.645670980215072632e-01 1.267491281032562256e-01
7.014491595327854156e-03 6.640106439590454102e-03 1.152211427688598633e-02 2.123153582215309143e-02 9.007769078016281128e-02 2.205464094877243042e-01 1.288300901651382446e-01 1.651428937911987305e-01 4.028989076614379883e-01 8.372119665145874023e-01 8.918133974075317383e-01 8.907998800277709961e-01 9.289765357971191406e-01 9.118656516075134277e-01 8.245217800140380859e-01 8.254512548446655273e-01 4.951172471046447754e-01 5.235037803649902344e-01 7.104141116142272949e-01 5.280866026878356934e-01 6.137758493423461914e-01 6.190199255943298340e-01 7.926366925239562988e-01 7.862616777420043945e-01 8.879639506340026855e-01 6.527443528175354004e-01 7.496832609176635742e-01 3.156273961067199707e-01 3.774973452091217041e-01 6.570535302162170410e-01 7.354152798652648926e-01 3.701513409614562988e-01 4.093312919139862061e-01 6.164817810058593750e-01 3.896564543247222900e-01 5.722107291221618652e-01 4.759034812450408936e-01 3.221165835857391357e-01 3.874959945678710938e-01 1.569702625274658203e-01 3.868354856967926025e-01 3.172836899757385254e-01 1.098684966564178467e-01 3.047876954078674316e-01 1.669616848230361938e-01 1.530849039554595947e-01 1.779059618711471558e-01 2.260352075099945068e-01 1.600072532892227173e-01 3.180893957614898682e-01 1.670876443386077881e-01 4.905218780040740967e-01 2.522841095924377441e-01 4.069922566413879395e-01 2.223884910345077515e-01 3.184325098991394043e-01 1.996235549449920654e-01 8.767942339181900024e-02 6.740156561136245728e-02
6.908770184963941574e-03 1.038206648081541061e-02 2.871902100741863251e-02 1.677807047963142395e-02 1.892474144697189331e-01 2.936392128467559814e-01 2.335134744644165039e-01 3.305426836013793945e-01 7.644571065902709961e-01 8.688218593597412109e-01 8.536005020141601562e-01 7.752228975296020508e-01 9.600724577903747559e-01 9.347559213638305664e-01 8.514397740364074707e-01 9.248377680778503418e-01 6.304650306701660156e-01 6.998844742774963379e-01 5.412157177925109863e-01 4.497132897377014160e-01 4.980461895465850830e-01 1.918305456638336182e-01 3.955729305744171143e-01 2.735890448093414307e-01 5.116829276084899902e-01 3.276131153106689453e-01 4.722129404544830322e-01 4.764973521232604980e-01 4.208790659904479980e-01 3.877305686473846436e-01 3.957604467868804932e-01 3.984582722187042236e-01 3.310397267341613770e-01 5.330357551574707031e-01 1.994370669126510620e-01 5.205835700035095215e-01 3.820330202579498291e-01 1.321660578250885010e-01 1.536423116922378540e-01 9.411995112895965576e-02 6.722056120634078979e-02 5.333982780575752258e-02 7.885216921567916870e-02 9.272800385951995850e-02 2.949361875653266907e-02 3.346451744437217712e-02 1.046192124485969543e-01 3.255226612091064453e-01 1.400986760854721069e-01 9.906066954135894775e-02 9.597066044807434082e-02 3.107527494430541992e-01 1.878888607025146484e-01 3.964936435222625732e-01 5.709288716316223145e-01 7.961040139198303223e-01 8.479411602020263672e-01 1.055175885558128357e-01 7.527397572994232178e-02
1.276481710374355316e-02 2.531961724162101746e-02 1.691284403204917908e-02 4.578341916203498840e-02 2.258161902427673340e-01 2.841684818267822266e-01 1.745512187480926514e-01 3.609862029552459717e-01 4.334262013435363770e-01 6.269496083259582520e-01 7.377372980117797852e-01 8.263121843338012695e-01 8.775946497917175293e-01 8.091219067573547363e-01 2.821534574031829834e-01 5.003501176834106445e-01 3.372983336448669434e-01 4.579049348831176758e-01 4.397934377193450928e-01 3.678313195705413818e-01 4.419370293617248535e-01 1.470382958650588989e-01 5.137273669242858887e-01 4.382447600364685059e-01 4.112511873245239258e-01 4.068356752395629883e-01 1.366969943046569824e-01 9.343808144330978394e-02 1.203220784664154053e-01 2.422020584344863892e-01 1.866391003131866455e-01 1.386114805936813354e-01 1.531603038311004639e-01 3.550984561443328857e-01 4.469441473484039307e-01 5.626525282859802246e-01 6.025478839874267578e-01 2.290344387292861938e-01 3.370062112808227539e-01 6.687314808368682861e-02 1.830957084894180298e-01 2.156867086887359619e-01 8.357200771570205688e-02 1.550402641296386719e-01 1.185216009616851807e-01 9.081266820430755615e-02 8.283367007970809937e-02 1.355846524238586426e-01 6.474573910236358643e-02 2.545519471168518066e-01 2.783569395542144775e-01 5.453095436096191406e-01 3.982453346252441406e-01 6.203279495239257812e-01 2.706184387207031250e-01 2.035684138536453247e-01 2.450371086597442627e-01 1.184051111340522766e-01 1.480022817850112915e-01
1.535228826105594635e-02 2.290233038365840912e-02 2.401275746524333954e-02 2.610204368829727173e-02 1.086372286081314087e-01 1.130036488175392151e-01 7.559137046337127686e-02 1.743471175432205200e-01 4.950358271598815918e-01 8.163949847221374512e-01 7.463891506195068359e-01 7.851343154907226562e-01 9.364065527915954590e-01 8.968420028686523438e-01 8.245421051979064941e-01 9.600650668144226074e-01 5.026339292526245117e-01 6.110732555389404297e-01 3.879029154777526855e-01 4.364222288131713867e-01 7.169328331947326660e-01 2.480651885271072388e-01 5.454929471015930176e-01 3.327668607234954834e-01 5.918813347816467285e-01 3.536333143711090088e-01 3.602966964244842529e-01 2.204785197973251343e-01 2.459572106599807739e-01 3.932233154773712158e-01 2.948703169822692871e-01 3.438126146793365479e-01 2.481676340103149414e-01 3.204502165317535400e-01 3.452200889587402344e-01 6.095311641693115234e-01 5.423423051834106445e-01 2.029969543218612671e-01 1.419882327318191528e-01 9.718823432922363281e-02 9.491089731454849243e-02 2.266666442155838013e-01 8.181624114513397217e-02 1.544901430606842041e-01 6.202602386474609375e-02 1.566464006900787354e-01 7.318910211324691772e-02 3.183086812496185303e-01 2.198876440525054932e-01 2.188362032175064087e-01 2.456550747156143188e-01 4.037692546844482422e-01 1.375657171010971069e-01 2.761032283306121826e-01 1.377649158239364624e-01 2.766905426979064941e-01 1.712932735681533813e-01 4.799685999751091003e-02 2.758798561990261078e-02
1.190940476953983307e-02 1.250202115625143051e-02 2.171321399509906769e-02 3.497564047574996948e-02 8.657246828079223633e-02 1.950429677963256836e-01 1.289821863174438477e-01 3.108977973461151123e-01 5.042392015457153320e-01 7.369707822799682617e-01 7.579008936882019043e-01 6.933578252792358398e-01 9.312111735343933105e-01 7.763391137123107910e-01 5.953016281127929688e-01 7.847043275833129883e-01 5.704283714294433594e-01 5.163402557373046875e-01 6.250247359275817871e-01 6.517962217330932617e-01 7.874158620834350586e-01 5.155742764472961426e-01 5.287096500396728516e-01 3.965774774551391602e-01 6.474594473838806152e-01 6.420883536338806152e-01 2.441425770521163940e-01 3.586083948612213135e-01 4.201350510120391846e-01 3.984338939189910889e-01 3.439275026321411133e-01 4.553724825382232666e-01 2.674588859081268311e-01 3.266731500625610352e-01 1.073791161179542542e-01 3.237836956977844238e-01 4.540998339653015137e-01 2.075487673282623291e-01 1.149772554636001587e-01 3.164649754762649536e-02 4.673492908477783203e-02 6.491138786077499390e-02 4.179093614220619202e-02 9.486249834299087524e-02 5.006295815110206604e-02 7.036256045103073120e-02 1.266528666019439697e-01 1.274399757385253906e-01 2.098507434129714966e-01 1.702125668525695801e-01 1.163085475564002991e-01 2.778554856777191162e-01 3.584083616733551025e-01 7.441793084144592285e-01 3.761494457721710205e-01 6.461670398712158203e-01 5.667060017585754395e-01 1.242789477109909058e-01 9.807714819908142090e-02
