3.640848770737648010e-02 1.721726916730403900e-02 3.203796967864036560e-02 3.723848378285765648e-03 3.929075784981250763e-03 7.661515846848487854e-03 5.649896804243326187e-03 1.318025123327970505e-02 6.270672380924224854e-02 2.954060398042201996e-02 6.822641193866729736e-02 3.382642194628715515e-02 6.457541882991790771e-02 3.727139532566070557e-02 2.738398127257823944e-02 4.176097735762596130e-02 9.466509521007537842e-02 6.367576867341995239e-02 1.216624304652214050e-01 4.639477729797363281e-01 4.905772507190704346e-01 2.460415065288543701e-01 2.904846966266632080e-01 2.580601274967193604e-01 3.043419718742370605e-01 3.799300193786621094e-01 7.767402529716491699e-01 3.648461401462554932e-01 3.703936040401458740e-01 7.082922458648681641e-01
5.457566305994987488e-02 7.261569052934646606e-02 5.237812548875808716e-02 2.661057747900485992e-02 2.570134028792381287e-02 4.645219072699546814e-02 6.567326933145523071e-02 8.113411813974380493e-02 1.016588360071182251e-01 1.477569788694381714e-01 2.567440271377563477e-01 1.582329720258712769e-01 2.503640055656433105e-01 7.027885317802429199e-02 1.086467429995536804e-01 1.118919327855110168e-01 2.575488388538360596e-01 2.949976921081542969e-01 2.938832938671112061e-01 5.201027989387512207e-01 4.959107339382171631e-01 1.584048569202423096e-01 2.349913865327835083e-01 2.249849289655685425e-01 3.554677367210388184e-01 3.438332378864288330e-01 7.920842766761779785e-01 2.416056543588638306e-01 1.466143727302551270e-01 5.902593731880187988e-01
1.279069390147924423e-02 3.663297742605209351e-03 1.776079833507537842e-02 1.615886949002742767e-02 1.822035014629364014e-02 1.332884095609188080e-02 9.183704853057861328e-03 2.538252808153629303e-02 6.131578609347343445e-02 1.354191601276397705e-01 2.500190138816833496e-01 7.393024861812591553e-02 1.288873255252838135e-01 6.251397728919982910e-02 8.924435079097747803e-02 8.997700363397598267e-02 1.542294323444366455e-01 2.133167982101440430e-01 2.355442792177200317e-01 3.908932507038116455e-01 4.972450137138366699e-01 3.143177032470703125e-01 4.475031197071075439e-01 2.720637321472167969e-01 2.408386319875717163e-01 2.469817250967025757e-01 8.594516515731811523e-01 1.015458628535270691e-01 1.992302536964416504e-01 4.992505908012390137e-01
8.832696825265884399e-02 3.200828284025192261e-02 3.654842078685760498e-02 7.864424027502536774e-03 1.646648347377777100e-02 1.319220289587974548e-02 3.133095055818557739e-02 7.890262454748153687e-02 1.774796396493911743e-01 9.013837575912475586e-02 2.798444330692291260e-01 1.991348415613174438e-01 3.524954020977020264e-01 9.248458594083786011e-02 9.019095450639724731e-02 8.009243756532669067e-02 4.746139645576477051e-01 4.353129565715789795e-01 3.837388157844543457e-01 7.419608831405639648e-01 7.395613193511962891e-01 2.107367515563964844e-01 2.067903131246566772e-01 1.835947483777999878e-01 2.929143607616424561e-01 3.319106400012969971e-01 8.575724959373474121e-01 5.334302783012390137e-01 3.300563991069793701e-01 7.529053092002868652e-01
3.490328788757324219e-02 3.270535543560981750e-02 4.640939831733703613e-02 5.214120820164680481e-02 4.100239276885986328e-02 6.542060524225234985e-02 3.749547898769378662e-02 5.561331287026405334e-02 7.402718812227249146e-02 2.346573770046234131e-01 2.693857550621032715e-01 1.795571446418762207e-01 2.561812996864318848e-01 5.588654428720474243e-02 5.316372960805892944e-02 8.150421082973480225e-02 2.403047978878021240e-01 2.458841204643249512e-01 3.375697135925292969e-01 6.498725414276123047e-01 4.622291326522827148e-01 2.611924707889556885e-01 3.400785028934478760e-01 2.914107143878936768e-01 3.426820933818817139e-01 4.263926148414611816e-01 8.832384943962097168e-01 3.741801381111145020e-01 3.833079338073730469e-01 7.465266585350036621e-01
2.716201730072498322e-02 1.361316349357366562e-02 1.633515395224094391e-02 4.779938142746686935e-03 3.425320610404014587e-03 8.081080392003059387e-03 6.573684047907590866e-03 1.441894471645355225e-02 5.302663892507553101e-02 2.291053906083106995e-02 9.067200869321823120e-02 5.675764754414558411e-02 7.011558860540390015e-02 3.367893397808074951e-02 3.479542955756187439e-02 4.503808915615081787e-02 1.259542256593704224e-01 8.164361119270324707e-02 1.423809379339218140e-01 4.439638555049896240e-01 4.990994632244110107e-01 3.153508603572845459e-01 3.375715613365173340e-01 3.262516856193542480e-01 3.263556957244873047e-01 4.441016614437103271e-01 7.551967501640319824e-01 4.176134467124938965e-01 4.222980439662933350e-01 6.499255299568176270e-01
4.566661268472671509e-02 5.967964977025985718e-02 4.688295722007751465e-02 3.762240335345268250e-02 2.471257932484149933e-02 5.348841100931167603e-02 4.232936352491378784e-02 5.465135723352432251e-02 8.581403642892837524e-02 9.859626740217208862e-02 1.857425719499588013e-01 1.336923390626907349e-01 1.792137175798416138e-01 4.979155957698822021e-02 1.204070225358009338e-01 1.050585210323333740e-01 2.152118682861328125e-01 4.092019498348236084e-01 3.031994700431823730e-01 5.024513006210327148e-01 4.389103055000305176e-01 1.500319689512252808e-01 2.081900388002395630e-01 2.316242605447769165e-01 3.533371090888977051e-01 3.306088447570800781e-01 6.824885010719299316e-01 2.049947381019592285e-01 1.363283246755599976e-01 5.112662911415100098e-01
2.048328891396522522e-02 2.634763251990079880e-03 9.515229612588882446e-03 7.493457756936550140e-03 1.677574217319488525e-02 1.313166692852973938e-02 5.832886323332786560e-03 1.742751151323318481e-02 5.822945386171340942e-02 8.725605159997940063e-02 1.786301881074905396e-01 5.388156697154045105e-02 9.629531204700469971e-02 6.834599375724792480e-02 4.820206388831138611e-02 8.202241361141204834e-02 1.559016853570938110e-01 1.688892543315887451e-01 1.904306858777999878e-01 5.024581551551818848e-01 5.939911603927612305e-01 3.173868060111999512e-01 4.148339927196502686e-01 3.513260483741760254e-01 3.293363153934478760e-01 2.521514594554901123e-01 8.196880221366882324e-01 1.149135828018188477e-01 1.598930209875106812e-01 4.840893447399139404e-01
1.058977842330932617e-01 6.313722580671310425e-02 7.220842689275741577e-02 1.329703349620103836e-02 2.489022910594940186e-02 2.031397260725498199e-02 3.728453069925308228e-02 1.199457421898841858e-01 1.638796329498291016e-01 9.197893738746643066e-02 4.128119647502899170e-01 2.367642372846603394e-01 3.409133851528167725e-01 1.001183763146400452e-01 1.079021319746971130e-01 6.360693275928497314e-02 4.386593997478485107e-01 5.112028717994689941e-01 4.721882939338684082e-01 7.495518922805786133e-01 7.118958830833435059e-01 1.723982095718383789e-01 1.985508054494857788e-01 2.113003283739089966e-01 2.345978170633316040e-01 2.175519466400146484e-01 8.384617567062377930e-01 5.381100177764892578e-01 3.308644890785217285e-01 8.420379161834716797e-01
4.916941002011299133e-02 2.375738136470317841e-02 3.698076307773590088e-02 3.828302398324012756e-02 3.832827508449554443e-02 4.527613148093223572e-02 2.609176561236381531e-02 4.302618280053138733e-02 6.726232171058654785e-02 2.024850249290466309e-01 2.547079920768737793e-01 8.893176913261413574e-02 2.039589732885360718e-01 6.729122251272201538e-02 5.580185353755950928e-02 6.719851493835449219e-02 2.297061085700988770e-01 1.520340144634246826e-01 3.184777200222015381e-01 4.539882540702819824e-01 4.622605443000793457e-01 2.357295602560043335e-01 3.898647129535675049e-01 2.755693495273590088e-01 3.863447606563568115e-01 5.546347498893737793e-01 8.922464251518249512e-01 3.741295337677001953e-01 3.558409214019775391e-01 6.347178816795349121e-01
