model_id, fold, beta_1, lr, recurrent_dropout, lstm_units, epoch, loss, acc, f1, val_loss, val_acc, val_f1, time
1, 3, 0.9013204732026568, 0.0019259826119788267, 0.3, 36.0, 180, 0.4541328251361847, 0.7738426923751831, 0.4621448516845703, 0.5240699052810669, 0.7587069272994995, 0.47633177042007446, 35.19700026512146
1, 5, 0.9013204732026568, 0.0019259826119788267, 0.3, 36.0, 199, 0.4472193717956543, 0.7946119904518127, 0.49366307258605957, 0.5088703036308289, 0.7915359735488892, 0.580057680606842, 33.02798128128052
1, 9, 0.9013204732026568, 0.0019259826119788267, 0.3, 36.0, 193, 0.3411584496498108, 0.8640745878219604, 0.525447428226471, 0.41178274154663086, 0.8320889472961426, 0.6330868601799011, 34.44199728965759
2, 3, 0.9113431034578536, 0.006251643529001604, 0.4, 28.0, 64, 0.4809683859348297, 0.7592516541481018, 0.45949333906173706, 0.45764005184173584, 0.8009955286979675, 0.49027517437934875, 33.188982248306274
2, 5, 0.9113431034578536, 0.006251643529001604, 0.4, 28.0, 138, 0.43334877490997314, 0.7946119904518127, 0.46837443113327026, 0.4990227222442627, 0.8150469064712524, 0.6613836288452148, 31.71700143814087
2, 9, 0.9113431034578536, 0.006251643529001604, 0.4, 28.0, 130, 0.3604319393634796, 0.8442914485931396, 0.47433724999427795, 0.38126641511917114, 0.8488799929618835, 0.6749953627586365, 33.95999622344971
3, 3, 0.770437826900518, 0.0036596127612195774, 0.2, 40.0, 94, 0.543211817741394, 0.738667905330658, 0.4929802119731903, 0.505563497543335, 0.784826397895813, 0.5765849947929382, 35.27084565162659
3, 5, 0.770437826900518, 0.0036596127612195774, 0.2, 40.0, 118, 0.43059518933296204, 0.7895615100860596, 0.41781654953956604, 0.4800776243209839, 0.819749116897583, 0.6345112919807434, 34.25499987602234
3, 9, 0.770437826900518, 0.0036596127612195774, 0.2, 40.0, 195, 0.4071146845817566, 0.8158929944038391, 0.49849197268486023, 0.3763350546360016, 0.8246262669563293, 0.6534892916679382, 35.56500172615051
4, 3, 0.7765694374374499, 0.0001451645261089718, 0.3, 34.0, 75, 0.6731915473937988, 0.7313724160194397, 0.3713298439979553, 0.6707205176353455, 0.7624382972717285, 0.39488476514816284, 34.04900097846985
4, 5, 0.7765694374374499, 0.0001451645261089718, 0.3, 34.0, 80, 0.6665663123130798, 0.7700812220573425, 0.4702669084072113, 0.6683383584022522, 0.752350926399231, 0.4648403823375702, 32.68399691581726
4, 9, 0.7765694374374499, 0.0001451645261089718, 0.3, 34.0, 51, 0.6784663200378418, 0.6601805090904236, 0.4423956573009491, 0.683962881565094, 0.707089364528656, 0.5640511512756348, 34.26900029182434
5, 3, 0.962857878767512, 0.00037284377497968793, 0, 50.0, 197, 0.5043381452560425, 0.7245980501174927, 0.3500174283981323, 0.4658746123313904, 0.7537317872047424, 0.3363216817378998, 36.495996952056885
5, 5, 0.962857878767512, 0.00037284377497968793, 0, 50.0, 100, 0.49741071462631226, 0.7667142152786255, 0.3219618499279022, 0.5513874292373657, 0.7429466247558594, 0.365163654088974, 35.84227442741394
5, 9, 0.962857878767512, 0.00037284377497968793, 0, 50.0, 161, 0.444566547870636, 0.8015342950820923, 0.37851276993751526, 0.42176353931427, 0.8106337785720825, 0.5859010219573975, 36.83698010444641
6, 3, 0.9834966169923242, 0.00016522495376611757, 0.4, 32.0, 76, 0.6731249094009399, 0.7381468415260315, 0.34746280312538147, 0.6694322228431702, 0.774876058101654, 0.3409852981567383, 33.84500050544739
6, 5, 0.9834966169923242, 0.00016522495376611757, 0.4, 32.0, 110, 0.6516836285591125, 0.7359305024147034, 0.4260323941707611, 0.6431490778923035, 0.7946707606315613, 0.49094054102897644, 33.039000272750854
6, 9, 0.9834966169923242, 0.00016522495376611757, 0.4, 32.0, 99, 0.6448835730552673, 0.6279532313346863, 0.3744288682937622, 0.6651604771614075, 0.672574520111084, 0.48035475611686707, 33.88900017738342
7, 3, 0.9223139863499815, 0.006942654932538814, 0.1, 36.0, 196, 0.4802549481391907, 0.7556039690971375, 0.4612012207508087, 0.4636884331703186, 0.7910453081130981, 0.5087222456932068, 34.71000027656555
7, 5, 0.9223139863499815, 0.006942654932538814, 0.1, 36.0, 100, 0.4486173689365387, 0.7987004518508911, 0.4087218642234802, 0.5250350832939148, 0.7805641293525696, 0.584458589553833, 34.08100080490112
7, 9, 0.9223139863499815, 0.006942654932538814, 0.1, 36.0, 180, 0.39377015829086304, 0.833123505115509, 0.48343414068222046, 0.356086403131485, 0.8544769287109375, 0.6795172095298767, 34.9279990196228
8, 3, 0.76866233868093, 0.007008624298068006, 0.4, 38.0, 94, 0.4785659909248352, 0.7438790202140808, 0.47131773829460144, 0.486444890499115, 0.7823387980461121, 0.5343276858329773, 35.12100005149841
8, 5, 0.76866233868093, 0.007008624298068006, 0.4, 38.0, 122, 0.4331304728984833, 0.7972574234008789, 0.44289273023605347, 0.49011045694351196, 0.8119121193885803, 0.6527227163314819, 34.16900038719177
8, 9, 0.76866233868093, 0.007008624298068006, 0.4, 38.0, 136, 0.36511552333831787, 0.843972384929657, 0.5053437352180481, 0.3989464342594147, 0.8367530703544617, 0.6674608588218689, 36.32299780845642
9, 3, 0.7181477625814499, 0.0017364773184192922, 0.1, 26.0, 179, 0.5222197771072388, 0.7123520374298096, 0.4519486129283905, 0.47089889645576477, 0.7761198878288269, 0.5456055998802185, 33.93000102043152
9, 5, 0.7181477625814499, 0.0017364773184192922, 0.1, 26.0, 200, 0.41113075613975525, 0.8068773746490479, 0.46824267506599426, 0.5130455493927002, 0.7664575576782227, 0.49383026361465454, 32.07300019264221
9, 9, 0.7181477625814499, 0.0017364773184192922, 0.1, 26.0, 149, 0.4003917872905731, 0.8245082497596741, 0.43538904190063477, 0.3755895495414734, 0.8302232623100281, 0.5903149247169495, 34.45000123977661
10, 3, 0.9155982882879474, 0.00011033188483372586, 0.2, 34.0, 97, 0.6749905347824097, 0.7360623478889465, 0.40130239725112915, 0.6726643443107605, 0.7786074280738831, 0.4253326952457428, 34.54298257827759
10, 5, 0.9155982882879474, 0.00011033188483372586, 0.2, 34.0, 111, 0.6659067869186401, 0.768878698348999, 0.4423195421695709, 0.6671926975250244, 0.7617553472518921, 0.5149585008621216, 32.96398091316223
