model_id, f1_means, f1_means_std, f1_medians, f1_medians_std, pre_means, pre_means_std, pre_medians, pre_medians_std, rec_means, rec_means_std, rec_medians, rec_medians_std, acc_means, acc_means_std, acc_medians, acc_medians_std
14, 0.67, 0.073, 0.8, 0.08, 0.77, 0.13, 0.84, 0.12, 0.74, 0.067, 0.88, 0.074, 0.84, 0.04, 0.87, 0.026
22, 0.69, 0.047, 0.8, 0.055, 0.81, 0.09, 0.9, 0.091, 0.73, 0.07, 0.86, 0.087, 0.83, 0.035, 0.87, 0.024
33, 0.68, 0.06, 0.79, 0.067, 0.78, 0.072, 0.87, 0.061, 0.74, 0.07, 0.89, 0.072, 0.83, 0.033, 0.86, 0.024
64, 0.66, 0.073, 0.77, 0.075, 0.69, 0.075, 0.76, 0.087, 0.8, 0.1, 0.92, 0.067, 0.8, 0.05, 0.82, 0.049
96, 0.67, 0.048, 0.8, 0.05, 0.77, 0.074, 0.84, 0.075, 0.74, 0.062, 0.9, 0.063, 0.84, 0.029, 0.85, 0.023
